GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2439
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	BOHGMGJN_00001	asd	Cluster_143500
Operon2790	BOHGMGJN_04339	Unknown_Gene	Cluster_20219
Operon2791	BOHGMGJN_04340	Unknown_Gene	Cluster_20219
Operon2792	BOHGMGJN_04341	Unknown_Gene	Cluster_97996
Operon2793	BOHGMGJN_04342	folP_2	Cluster_76432
Operon2793	BOHGMGJN_04343	emrE	Cluster_76432
Operon2794	BOHGMGJN_04344	ant1	Cluster_77753
Operon2795	BOHGMGJN_04345	xerC_4	Cluster_77753
Operon2796	BOHGMGJN_04346	hin_2	Cluster_21408
Operon2796	BOHGMGJN_04347	Unknown_Gene	Cluster_21408
Operon2797	BOHGMGJN_04348	Unknown_Gene	Cluster_148888
Operon2798	BOHGMGJN_04349	tetR	Cluster_132192
Operon2799	BOHGMGJN_04350	tetA	Cluster_132192
Operon2800	BOHGMGJN_04351	Unknown_Gene	Cluster_12378
Operon2801	BOHGMGJN_04352	Unknown_Gene	Cluster_12378
Operon2802	BOHGMGJN_04353	Unknown_Gene	Cluster_151508
Operon2802	BOHGMGJN_04354	Unknown_Gene	Cluster_151508
Operon2802	BOHGMGJN_04355	Unknown_Gene	Cluster_151508
Operon2802	BOHGMGJN_04356	Unknown_Gene	Cluster_151508
Operon2803	BOHGMGJN_04357	ku	Cluster_123860
Operon2804	BOHGMGJN_04358	mtnN	Cluster_43073
Operon2805	BOHGMGJN_04359	Unknown_Gene	Cluster_147630
Operon2806	BOHGMGJN_04360	Unknown_Gene	Cluster_85078
Operon2807	BOHGMGJN_04361	Unknown_Gene	Cluster_124566
Operon2807	BOHGMGJN_04362	Unknown_Gene	Cluster_124566
Operon2808	BOHGMGJN_04363	yfeX	Cluster_66255
Operon2809	BOHGMGJN_04364	panS	Cluster_66255
Operon2810	BOHGMGJN_04365	Unknown_Gene	Cluster_15722
Operon2811	BOHGMGJN_04366	mgtC	Cluster_15722
Operon2811	BOHGMGJN_04367	Unknown_Gene	Cluster_15722
Operon2812	BOHGMGJN_04368	Unknown_Gene	Cluster_81692
Operon2813	BOHGMGJN_04369	Unknown_Gene	Cluster_81692
Operon2813	BOHGMGJN_04370	Unknown_Gene	Cluster_81692
Operon2814	BOHGMGJN_04371	Unknown_Gene	Cluster_24970
Operon2815	BOHGMGJN_04372	ssuA_2	Cluster_59172
Operon2815	BOHGMGJN_04373	ssuA_3	Cluster_59172
Operon2816	BOHGMGJN_04374	gltR_2	Cluster_59172
Operon2817	BOHGMGJN_04375	ydbM	Cluster_61825
Operon2817	BOHGMGJN_04376	Unknown_Gene	Cluster_61825
Operon2817	BOHGMGJN_04377	mtnB_3	Cluster_61825
Operon2818	BOHGMGJN_04378	cntA	Cluster_135840
Operon2818	BOHGMGJN_04379	nikB	Cluster_135840
Operon2818	BOHGMGJN_04380	ddpC	Cluster_135840
Operon2818	BOHGMGJN_04381	gsiA_2	Cluster_135840
Operon2819	BOHGMGJN_04382	msuD	Cluster_89371
Operon2820	BOHGMGJN_04383	moxC	Cluster_147728
Operon2821	BOHGMGJN_04384	ssuA_4	Cluster_32746
Operon2822	BOHGMGJN_04385	Unknown_Gene	Cluster_32746
Operon2822	BOHGMGJN_04386	glpE_2	Cluster_32746
Operon2823	BOHGMGJN_04387	Unknown_Gene	Cluster_5446
Operon2824	BOHGMGJN_04388	ribY	Cluster_5446
Operon2824	BOHGMGJN_04389	ndmA	Cluster_5446
Operon2825	BOHGMGJN_04390	ssuB_2	Cluster_137430
Operon2825	BOHGMGJN_04391	ribX	Cluster_137430
Operon2825	BOHGMGJN_04392	Unknown_Gene	Cluster_137430
Operon2825	BOHGMGJN_04393	ndmD	Cluster_137430
Operon2826	BOHGMGJN_04394	dauR_1	Cluster_64523
Operon2827	BOHGMGJN_04395	tdcB	Cluster_121702
Operon2827	BOHGMGJN_04396	Unknown_Gene	Cluster_121702
Operon2828	BOHGMGJN_04397	codA	Cluster_49227
Operon2828	BOHGMGJN_04398	Unknown_Gene	Cluster_49227
Operon2828	BOHGMGJN_04399	codB	Cluster_49227
Operon2829	BOHGMGJN_04400	tenA	Cluster_15322
Operon2829	BOHGMGJN_04401	Unknown_Gene	Cluster_15322
Operon2830	BOHGMGJN_04402	Unknown_Gene	Cluster_15322
Operon2831	BOHGMGJN_04403	Unknown_Gene	Cluster_149392
Operon2832	BOHGMGJN_04404	Unknown_Gene	Cluster_130006
Operon2833	BOHGMGJN_04405	xerC_5	Cluster_123771
Operon2834	BOHGMGJN_04406	Unknown_Gene	Cluster_97500
Operon2835	BOHGMGJN_04407	hcaR_2	Cluster_97500
Operon2836	BOHGMGJN_04408	garK	Cluster_88707
Operon2837	BOHGMGJN_04409	cdaR	Cluster_76260
Operon2838	BOHGMGJN_04410	nicT_2	Cluster_76260
Operon2839	BOHGMGJN_04411	hcaD	Cluster_70076
Operon2840	BOHGMGJN_04412	yajO_2	Cluster_135071
Operon2841	BOHGMGJN_04413	nemA_4	Cluster_120342
Operon2842	BOHGMGJN_04414	Unknown_Gene	Cluster_116831
Operon2843	BOHGMGJN_04415	dmlR_22	Cluster_139623
Operon2844	BOHGMGJN_04416	Unknown_Gene	Cluster_135022
Operon2845	BOHGMGJN_04417	nicP_11	Cluster_150142
Operon2846	BOHGMGJN_04418	ydcO_2	Cluster_85743
Operon2847	BOHGMGJN_04419	catA_2	Cluster_148477
Operon2847	BOHGMGJN_04420	pcaK_3	Cluster_148477
Operon2848	BOHGMGJN_04421	lvr	Cluster_86357
Operon2849	BOHGMGJN_04422	benC	Cluster_136513
Operon2850	BOHGMGJN_04423	cbdB	Cluster_109808
Operon2850	BOHGMGJN_04424	cbdA	Cluster_109808
Operon2851	BOHGMGJN_04425	Unknown_Gene	Cluster_121035
Operon2852	BOHGMGJN_04426	rhaS_3	Cluster_32028
Operon2853	BOHGMGJN_04427	Unknown_Gene	Cluster_35909
Operon2854	BOHGMGJN_04428	hisN	Cluster_99363
Operon2855	BOHGMGJN_04429	uspE_4	Cluster_99363
Operon2856	BOHGMGJN_04430	cntO_5	Cluster_41678
Operon2857	BOHGMGJN_04431	pagL_2	Cluster_42322
Operon2858	BOHGMGJN_04432	Unknown_Gene	Cluster_98631
Operon2859	BOHGMGJN_04433	gltR_3	Cluster_111906
Operon2860	BOHGMGJN_04434	sad	Cluster_111906
Operon2861	BOHGMGJN_04435	Unknown_Gene	Cluster_131975
Operon2862	BOHGMGJN_04436	Unknown_Gene	Cluster_66707
Operon2863	BOHGMGJN_04437	puuA_5	Cluster_66707
Operon2864	BOHGMGJN_04438	spuE_2	Cluster_130008
Operon2864	BOHGMGJN_04439	puuB_6	Cluster_130008
Operon2865	BOHGMGJN_04440	Unknown_Gene	Cluster_89309
Operon2866	BOHGMGJN_04441	sdaB	Cluster_85728
Operon2867	BOHGMGJN_04442	gcvA_11	Cluster_85728
Operon2868	BOHGMGJN_04443	Unknown_Gene	Cluster_69027
Operon2869	BOHGMGJN_04444	Unknown_Gene	Cluster_114024
Operon2869	BOHGMGJN_04445	Unknown_Gene	Cluster_114024
Operon2869	BOHGMGJN_04446	mshA_3	Cluster_114024
Operon2869	BOHGMGJN_04447	Unknown_Gene	Cluster_114024
Operon2869	BOHGMGJN_04448	Unknown_Gene	Cluster_114024
Operon2869	BOHGMGJN_04449	dapH_3	Cluster_114024
Operon2869	BOHGMGJN_04450	Unknown_Gene	Cluster_114024
Operon2869	BOHGMGJN_04451	dapH_4	Cluster_114024
Operon2870	BOHGMGJN_04452	betA_2	Cluster_120341
Operon2870	BOHGMGJN_04453	Unknown_Gene	Cluster_120341
Operon2870	BOHGMGJN_04454	Unknown_Gene	Cluster_120341
Operon2871	BOHGMGJN_04455	Unknown_Gene	Cluster_120341
Operon2871	BOHGMGJN_04456	Unknown_Gene	Cluster_120341
Operon2872	BOHGMGJN_04457	galE	Cluster_113299
Operon2873	BOHGMGJN_04458	Unknown_Gene	Cluster_39184
Operon2873	BOHGMGJN_04459	Unknown_Gene	Cluster_39184
Operon2873	BOHGMGJN_04460	Unknown_Gene	Cluster_39184
Operon2873	BOHGMGJN_04461	Unknown_Gene	Cluster_39184
Operon2874	BOHGMGJN_04462	Unknown_Gene	Cluster_43447
Operon2875	BOHGMGJN_04463	sutR_1	Cluster_133609
Operon2876	BOHGMGJN_04464	atoE	Cluster_72935
Operon2877	BOHGMGJN_04465	scoB	Cluster_164813
Operon2877	BOHGMGJN_04466	scoA	Cluster_164813
Operon2878	BOHGMGJN_04467	cynR_4	Cluster_89308
Operon2878	BOHGMGJN_04468	Unknown_Gene	Cluster_89308
Operon2879	BOHGMGJN_04469	dnaE2	Cluster_122481
Operon2879	BOHGMGJN_04470	imuB	Cluster_122481
Operon2879	BOHGMGJN_04471	sulA_1	Cluster_122481
Operon2879	BOHGMGJN_04472	lexA_1	Cluster_122481
Operon2880	BOHGMGJN_04473	vldH	Cluster_122481
Operon2881	BOHGMGJN_04474	pcaK_4	Cluster_158209
Operon2881	BOHGMGJN_04475	Unknown_Gene	Cluster_158209
Operon2882	BOHGMGJN_04476	Unknown_Gene	Cluster_19420
Operon2883	BOHGMGJN_04477	bacC	Cluster_70055
Operon2884	BOHGMGJN_04478	rhaS_4	Cluster_70055
Operon2885	BOHGMGJN_04479	Unknown_Gene	Cluster_139707
Operon2886	BOHGMGJN_04480	aam_2	Cluster_128678
Operon2886	BOHGMGJN_04481	proP_5	Cluster_128678
Operon2887	BOHGMGJN_04482	hipO_2	Cluster_111202
Operon2888	BOHGMGJN_04483	Unknown_Gene	Cluster_30824
Operon2889	BOHGMGJN_04484	Unknown_Gene	Cluster_36482
Operon2889	BOHGMGJN_04485	rhsC_1	Cluster_36482
Operon2890	BOHGMGJN_04486	Unknown_Gene	Cluster_64116
Operon2891	BOHGMGJN_04487	Unknown_Gene	Cluster_21142
Operon2892	BOHGMGJN_04488	Unknown_Gene	Cluster_65231
Operon2892	BOHGMGJN_04489	Unknown_Gene	Cluster_65231
Operon2892	BOHGMGJN_04490	Unknown_Gene	Cluster_65231
Operon2893	BOHGMGJN_04491	Unknown_Gene	Cluster_22096
Operon2893	BOHGMGJN_04492	rhsC_2	Cluster_22096
Operon2894	BOHGMGJN_04493	Unknown_Gene	Cluster_36473
Operon2894	BOHGMGJN_04494	rhsC_3	Cluster_36473
Operon2895	BOHGMGJN_04495	Unknown_Gene	Cluster_816
Operon2895	BOHGMGJN_04496	Unknown_Gene	Cluster_816
Operon2896	BOHGMGJN_04497	rhsA	Cluster_26131
Operon2896	BOHGMGJN_04498	Unknown_Gene	Cluster_26131
Operon2896	BOHGMGJN_04499	Unknown_Gene	Cluster_26131
Operon2896	BOHGMGJN_04500	vgrG1_2	Cluster_26131
Operon2896	BOHGMGJN_04501	Unknown_Gene	Cluster_26131
Operon2896	BOHGMGJN_04502	Unknown_Gene	Cluster_26131
Operon2897	BOHGMGJN_04503	Unknown_Gene	Cluster_26131
Operon2898	BOHGMGJN_04504	Unknown_Gene	Cluster_130537
Operon2899	BOHGMGJN_04505	Unknown_Gene	Cluster_36004
Operon2899	BOHGMGJN_04506	Unknown_Gene	Cluster_36004
Operon2900	BOHGMGJN_04507	Unknown_Gene	Cluster_124565
Operon2901	BOHGMGJN_04508	Unknown_Gene	Cluster_3317
Operon2902	BOHGMGJN_04509	Unknown_Gene	Cluster_166252
Operon2902	BOHGMGJN_04510	Unknown_Gene	Cluster_166252
Operon2903	BOHGMGJN_04511	Unknown_Gene	Cluster_12519
Operon2904	BOHGMGJN_04512	Unknown_Gene	Cluster_12519
Operon2905	BOHGMGJN_04513	Unknown_Gene	Cluster_49658
Operon2906	BOHGMGJN_04514	tri1	Cluster_31531
Operon2907	BOHGMGJN_04515	Unknown_Gene	Cluster_31531
Operon2908	BOHGMGJN_04516	Unknown_Gene	Cluster_34318
Operon2909	BOHGMGJN_04517	Unknown_Gene	Cluster_34318
Operon2910	BOHGMGJN_04518	Unknown_Gene	Cluster_142676
Operon2910	BOHGMGJN_04519	Unknown_Gene	Cluster_142676
Operon2910	BOHGMGJN_04520	Unknown_Gene	Cluster_142676
Operon2910	BOHGMGJN_04521	Unknown_Gene	Cluster_142676
Operon2910	BOHGMGJN_04522	Unknown_Gene	Cluster_142676
Operon2910	BOHGMGJN_04523	clpV1	Cluster_142676
Operon2910	BOHGMGJN_04524	Unknown_Gene	Cluster_142676
Operon2910	BOHGMGJN_04525	Unknown_Gene	Cluster_142676
Operon2910	BOHGMGJN_04526	Unknown_Gene	Cluster_142676
Operon2910	BOHGMGJN_04527	Unknown_Gene	Cluster_142676
Operon2910	BOHGMGJN_04528	Unknown_Gene	Cluster_142676
Operon2910	BOHGMGJN_04529	ompA_2	Cluster_142676
Operon2911	BOHGMGJN_04530	hcp1	Cluster_87543
Operon2912	BOHGMGJN_04531	Unknown_Gene	Cluster_120340
Operon2913	BOHGMGJN_04532	uvrA_2	Cluster_74265
Operon2914	BOHGMGJN_04533	Unknown_Gene	Cluster_16639
Operon2915	BOHGMGJN_04534	ycaD_5	Cluster_16639
Operon2916	BOHGMGJN_04535	Unknown_Gene	Cluster_129971
Operon2916	BOHGMGJN_04536	Unknown_Gene	Cluster_129971
Operon2917	BOHGMGJN_04537	Unknown_Gene	Cluster_116371
Operon2918	BOHGMGJN_04538	aroF_1	Cluster_26575
Operon2919	BOHGMGJN_04539	ppiC_1	Cluster_130065
Operon2920	BOHGMGJN_04540	Unknown_Gene	Cluster_88150
Operon2920	BOHGMGJN_04541	yejB_2	Cluster_88150
Operon2920	BOHGMGJN_04542	yejE_2	Cluster_88150
Operon2921	BOHGMGJN_04543	norR_3	Cluster_146832
Operon2922	BOHGMGJN_04544	Unknown_Gene	Cluster_50592
Operon2922	BOHGMGJN_04545	bdhA_2	Cluster_50592
Operon2923	BOHGMGJN_04546	eco	Cluster_149381
Operon2924	BOHGMGJN_04547	acsA_2	Cluster_122370
Operon2925	BOHGMGJN_04548	ppiC_2	Cluster_124961
Operon2926	BOHGMGJN_04549	Unknown_Gene	Cluster_97918
Operon2927	BOHGMGJN_04550	rhtB_3	Cluster_95150
Operon2928	BOHGMGJN_04551	rhaR_5	Cluster_95150
Operon2929	BOHGMGJN_04552	rhtC_2	Cluster_128688
Operon2930	BOHGMGJN_04553	pphB	Cluster_54041
Operon2931	BOHGMGJN_04554	nadE_2	Cluster_54041
Operon2931	BOHGMGJN_04555	Unknown_Gene	Cluster_54041
Operon2932	BOHGMGJN_04556	ogt	Cluster_138067
Operon2933	BOHGMGJN_04557	Unknown_Gene	Cluster_29540
Operon2934	BOHGMGJN_04558	Unknown_Gene	Cluster_29540
Operon2935	BOHGMGJN_04559	Unknown_Gene	Cluster_60828
Operon2936	BOHGMGJN_04560	Unknown_Gene	Cluster_60828
Operon2937	BOHGMGJN_04561	Unknown_Gene	Cluster_128740
Operon2938	BOHGMGJN_04562	Unknown_Gene	Cluster_70512
Operon2939	BOHGMGJN_04563	Unknown_Gene	Cluster_60937
Operon2940	BOHGMGJN_04564	Unknown_Gene	Cluster_111148
Operon2941	BOHGMGJN_04565	Unknown_Gene	Cluster_53323
Operon2942	BOHGMGJN_04566	Unknown_Gene	Cluster_53323
Operon2943	BOHGMGJN_04567	sigK	Cluster_114733
Operon2943	BOHGMGJN_04568	Unknown_Gene	Cluster_114733
Operon2944	BOHGMGJN_04569	Unknown_Gene	Cluster_19624
Operon2945	BOHGMGJN_04570	hsrA_2	Cluster_89344
Operon2946	BOHGMGJN_04571	aroQ_1	Cluster_121701
Operon2946	BOHGMGJN_04572	aroE_3	Cluster_121701
Operon2946	BOHGMGJN_04573	yfdE_2	Cluster_121701
Operon2946	BOHGMGJN_04574	paaZ_2	Cluster_121701
Operon2946	BOHGMGJN_04575	Unknown_Gene	Cluster_121701
Operon2946	BOHGMGJN_04576	panE_2	Cluster_121701
Operon2947	BOHGMGJN_04577	pcpR_2	Cluster_121701
Operon2948	BOHGMGJN_04578	iolS_1	Cluster_24830
Operon2948	BOHGMGJN_04579	Unknown_Gene	Cluster_24830
Operon2948	BOHGMGJN_04580	iolS_2	Cluster_24830
Operon2949	BOHGMGJN_04581	Unknown_Gene	Cluster_146876
Operon2950	BOHGMGJN_04582	Unknown_Gene	Cluster_49305
Operon2950	BOHGMGJN_04583	Unknown_Gene	Cluster_49305
Operon2950	BOHGMGJN_04584	ycjY	Cluster_49305
Operon2951	BOHGMGJN_04585	pgrR	Cluster_129048
Operon2952	BOHGMGJN_04586	Unknown_Gene	Cluster_8100
Operon2953	BOHGMGJN_04587	namA_3	Cluster_31383
Operon2954	BOHGMGJN_04588	Unknown_Gene	Cluster_31383
Operon2954	BOHGMGJN_04589	Unknown_Gene	Cluster_31383
Operon2955	BOHGMGJN_04590	Unknown_Gene	Cluster_91162
Operon2956	BOHGMGJN_04591	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2957	BOHGMGJN_04592	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2958	BOHGMGJN_04593	Unknown_Gene	Cluster_31853
Operon2959	BOHGMGJN_04594	pikAII	Cluster_111894
Operon2960	BOHGMGJN_04595	dmlR_23	Cluster_111894
Operon2961	BOHGMGJN_04596	rclR	Cluster_96549
Operon2962	BOHGMGJN_04597	Unknown_Gene	Cluster_96549
Operon2962	BOHGMGJN_04598	grxC_2	Cluster_96549
Operon2963	BOHGMGJN_04599	mshD	Cluster_121054
Operon2964	BOHGMGJN_04600	Unknown_Gene	Cluster_121054
Operon2964	BOHGMGJN_04601	Unknown_Gene	Cluster_121054
Operon2965	BOHGMGJN_04602	Unknown_Gene	Cluster_146674
Operon2965	BOHGMGJN_04603	Unknown_Gene	Cluster_146674
Operon2966	BOHGMGJN_04604	Unknown_Gene	Cluster_147684
Operon2967	BOHGMGJN_04605	Unknown_Gene	Cluster_113298
Operon2968	BOHGMGJN_04606	dmlR_24	Cluster_113298
Operon2969	BOHGMGJN_04607	Unknown_Gene	Cluster_98648
Operon2969	BOHGMGJN_04608	Unknown_Gene	Cluster_98648
Operon2970	BOHGMGJN_04609	Unknown_Gene	Cluster_101997
Operon2971	BOHGMGJN_04610	norG_2	Cluster_101997
Operon2972	BOHGMGJN_04611	qseC_4	Cluster_94456
Operon2972	BOHGMGJN_04612	qseB_3	Cluster_94456
Operon2973	BOHGMGJN_04613	Unknown_Gene	Cluster_94456
Operon2974	BOHGMGJN_04614	Unknown_Gene	Cluster_123124
Operon2974	BOHGMGJN_04615	Unknown_Gene	Cluster_123124
Operon2974	BOHGMGJN_04616	apbE_1	Cluster_123124
Operon2975	BOHGMGJN_04617	Unknown_Gene	Cluster_138838
Operon2976	BOHGMGJN_04618	Unknown_Gene	Cluster_55427
Operon2977	BOHGMGJN_04619	sasA_13	Cluster_60316
Operon2977	BOHGMGJN_04620	sasA_14	Cluster_60316
Operon2977	BOHGMGJN_04621	ccp	Cluster_60316
Operon2978	BOHGMGJN_04622	rssB_3	Cluster_60316
Operon2979	BOHGMGJN_04623	yedK_2	Cluster_102720
Operon2980	BOHGMGJN_04624	Unknown_Gene	Cluster_126664
Operon2981	BOHGMGJN_04625	Unknown_Gene	Cluster_14310
Operon2982	BOHGMGJN_04626	Unknown_Gene	Cluster_14310
Operon2983	BOHGMGJN_04627	Unknown_Gene	Cluster_70075
Operon2983	BOHGMGJN_04628	ybiT	Cluster_70075
Operon2984	BOHGMGJN_04629	yhhS_2	Cluster_69430
Operon2985	BOHGMGJN_04630	Unknown_Gene	Cluster_53087
Operon2986	BOHGMGJN_04631	yghU	Cluster_53087
Operon2986	BOHGMGJN_04632	QRSL1	Cluster_53087
Operon2987	BOHGMGJN_04633	dauR_2	Cluster_152334
Operon2987	BOHGMGJN_04634	psdht	Cluster_152334
Operon2988	BOHGMGJN_04635	nspC	Cluster_64914
Operon2989	BOHGMGJN_04636	Unknown_Gene	Cluster_132129
Operon2990	BOHGMGJN_04637	tam_1	Cluster_44878
Operon2991	BOHGMGJN_04638	ywqF	Cluster_44878
Operon2991	BOHGMGJN_04639	wbgU_2	Cluster_44878
Operon2991	BOHGMGJN_04640	rgtE	Cluster_44878
Operon2991	BOHGMGJN_04641	Unknown_Gene	Cluster_44878
Operon2991	BOHGMGJN_04642	arnT_2	Cluster_44878
Operon2991	BOHGMGJN_04643	Unknown_Gene	Cluster_44878
Operon2991	BOHGMGJN_04644	Unknown_Gene	Cluster_44878
Operon2991	BOHGMGJN_04645	Unknown_Gene	Cluster_44878
Operon2992	BOHGMGJN_04646	pxpC_2	Cluster_122369
Operon2992	BOHGMGJN_04647	Unknown_Gene	Cluster_122369
Operon2993	BOHGMGJN_04648	pxpA	Cluster_101420
Operon2994	BOHGMGJN_04649	gltR_4	Cluster_101420
Operon2995	BOHGMGJN_04650	Unknown_Gene	Cluster_95916
Operon2996	BOHGMGJN_04651	ribC	Cluster_71419
Operon2996	BOHGMGJN_04652	Unknown_Gene	Cluster_71419
Operon2997	BOHGMGJN_04653	proP_6	Cluster_78547
Operon2998	BOHGMGJN_04654	hemB	Cluster_61235
Operon2999	BOHGMGJN_04655	Unknown_Gene	Cluster_125946
Operon3000	BOHGMGJN_04656	gabP_4	Cluster_82262
Operon3001	BOHGMGJN_04657	lhgD	Cluster_106942
Operon3002	BOHGMGJN_04658	glaH	Cluster_60936
Operon3003	BOHGMGJN_04659	glaR	Cluster_60936
Operon3004	BOHGMGJN_04660	cusR	Cluster_135020
Operon3004	BOHGMGJN_04661	sasA_15	Cluster_135020
Operon3005	BOHGMGJN_04662	cysS	Cluster_43592
Operon3005	BOHGMGJN_04663	glnS	Cluster_43592
Operon3006	BOHGMGJN_04664	Unknown_Gene	Cluster_43592
Operon3006	BOHGMGJN_04665	lpxH_2	Cluster_43592
Operon3007	BOHGMGJN_04666	pvdQ	Cluster_60784
Operon3008	BOHGMGJN_04667	Unknown_Gene	Cluster_60784
Operon3009	BOHGMGJN_04668	Unknown_Gene	Cluster_81250
Operon3010	BOHGMGJN_04669	Unknown_Gene	Cluster_81250
Operon3011	BOHGMGJN_04670	Unknown_Gene	Cluster_42920
Operon3012	BOHGMGJN_04671	Unknown_Gene	Cluster_140945
Operon3013	BOHGMGJN_04672	Unknown_Gene	Cluster_134364
Operon3014	BOHGMGJN_04673	tamB	Cluster_76764
Operon3014	BOHGMGJN_04674	tamA	Cluster_76764
Operon3014	BOHGMGJN_04675	Unknown_Gene	Cluster_76764
Operon3015	BOHGMGJN_04676	xthA_2	Cluster_76764
Operon3016	BOHGMGJN_04677	Unknown_Gene	Cluster_95818
Operon3016	BOHGMGJN_04678	sigR	Cluster_95818
Operon3017	BOHGMGJN_04679	srpA	Cluster_95818
Operon3017	BOHGMGJN_04680	Unknown_Gene	Cluster_95818
Operon3018	BOHGMGJN_04681	yfcJ_1	Cluster_129176
Operon3019	BOHGMGJN_04682	puuR_4	Cluster_129969
Operon3019	BOHGMGJN_04683	Unknown_Gene	Cluster_129969
Operon3020	BOHGMGJN_04684	nsaD	Cluster_124564
Operon3020	BOHGMGJN_04685	fabG1	Cluster_124564
Operon3021	BOHGMGJN_04686	Unknown_Gene	Cluster_124564
Operon3021	BOHGMGJN_04687	Unknown_Gene	Cluster_124564
Operon3022	BOHGMGJN_04688	fadD3_3	Cluster_93028
Operon3023	BOHGMGJN_04689	Unknown_Gene	Cluster_167096
Operon3023	BOHGMGJN_04690	Unknown_Gene	Cluster_167096
Operon3023	BOHGMGJN_04691	moaA_3	Cluster_167096
Operon3023	BOHGMGJN_04692	Unknown_Gene	Cluster_167096
Operon3024	BOHGMGJN_04693	Unknown_Gene	Cluster_121703
Operon3024	BOHGMGJN_04694	styD_2	Cluster_121703
Operon3025	BOHGMGJN_04695	Unknown_Gene	Cluster_89075
Operon3026	BOHGMGJN_04696	Unknown_Gene	Cluster_6790
Operon3027	BOHGMGJN_04697	Unknown_Gene	Cluster_6790
Operon3028	BOHGMGJN_04698	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3028	BOHGMGJN_04699	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3028	BOHGMGJN_04700	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3028	BOHGMGJN_04701	acoR_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon3029	BOHGMGJN_04702	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3030	BOHGMGJN_04703	Unknown_Gene	Cluster_2672
Operon3031	BOHGMGJN_04704	csgG_1	Cluster_49161
Operon3032	BOHGMGJN_04705	vgrG1_3	Cluster_49161
Operon3032	BOHGMGJN_04706	Unknown_Gene	Cluster_49161
Operon3032	BOHGMGJN_04707	Unknown_Gene	Cluster_49161
Operon3032	BOHGMGJN_04708	Unknown_Gene	Cluster_49161
Operon3033	BOHGMGJN_04709	Unknown_Gene	Cluster_77347
Operon3034	BOHGMGJN_04710	Unknown_Gene	Cluster_124642
Operon3035	BOHGMGJN_04711	csgG_2	Cluster_165515
Operon3035	BOHGMGJN_04712	Unknown_Gene	Cluster_165515
Operon3035	BOHGMGJN_04713	csgE	Cluster_165515
Operon3035	BOHGMGJN_04714	Unknown_Gene	Cluster_165515
Operon3035	BOHGMGJN_04715	Unknown_Gene	Cluster_165515
Operon3035	BOHGMGJN_04716	Unknown_Gene	Cluster_165515
Operon3035	BOHGMGJN_04717	sctC	Cluster_165515
Operon3035	BOHGMGJN_04718	Unknown_Gene	Cluster_165515
Operon3035	BOHGMGJN_04719	Unknown_Gene	Cluster_165515
Operon3035	BOHGMGJN_04720	Unknown_Gene	Cluster_165515
Operon3035	BOHGMGJN_04721	Unknown_Gene	Cluster_165515
Operon3035	BOHGMGJN_04722	Unknown_Gene	Cluster_165515
Operon3036	BOHGMGJN_04723	walR_2	Cluster_42628
Operon3037	BOHGMGJN_04724	surA_2	Cluster_62033
Operon3037	BOHGMGJN_04725	Unknown_Gene	Cluster_62033
Operon3038	BOHGMGJN_04726	Unknown_Gene	Cluster_22952
Operon3038	BOHGMGJN_04727	Unknown_Gene	Cluster_22952
Operon3038	BOHGMGJN_04728	Unknown_Gene	Cluster_22952
Operon3038	BOHGMGJN_04729	Unknown_Gene	Cluster_22952
Operon3039	BOHGMGJN_04730	menB	Cluster_22952
Operon3039	BOHGMGJN_04731	mmgC_2	Cluster_22952
Operon3040	BOHGMGJN_04732	dmlR_25	Cluster_100023
Operon3041	BOHGMGJN_04733	Unknown_Gene	Cluster_100023
Operon3042	BOHGMGJN_04734	trmK	Cluster_129341
Operon3043	BOHGMGJN_04735	Unknown_Gene	Cluster_129341
Operon3044	BOHGMGJN_04736	rlhA_1	Cluster_54289
Operon3045	BOHGMGJN_04737	atoC_3	Cluster_25391
Operon3046	BOHGMGJN_04738	Unknown_Gene	Cluster_25391
Operon3047	BOHGMGJN_04739	Unknown_Gene	Cluster_60786
Operon3048	BOHGMGJN_04740	Unknown_Gene	Cluster_17239
Operon3048	BOHGMGJN_04741	cobN	Cluster_17239
Operon3048	BOHGMGJN_04742	Unknown_Gene	Cluster_17239
Operon3049	BOHGMGJN_04743	Unknown_Gene	Cluster_17239
Operon3049	BOHGMGJN_04744	Unknown_Gene	Cluster_17239
Operon3050	BOHGMGJN_04745	yheS_2	Cluster_72341
Operon3051	BOHGMGJN_04746	ilvE	Cluster_86328
Operon3052	BOHGMGJN_04747	Unknown_Gene	Cluster_116476
Operon3053	BOHGMGJN_04748	yahB	Cluster_116476
Operon3054	BOHGMGJN_04749	apc4	Cluster_80778
Operon3054	BOHGMGJN_04750	apc3	Cluster_80778
Operon3055	BOHGMGJN_04751	nphR	Cluster_83863
Operon3056	BOHGMGJN_04752	Unknown_Gene	Cluster_44575
