GCA_901482375.1_43295_G02_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
gcvA_7	Cluster_76800	220	8	3.636	0.935
pntAA	Cluster_17165	215	65	30.233	3.448
pntB	Cluster_17165	211	64	30.332	3.571
cat1	Cluster_64959	219	145	66.21	4.167
citN_2	Cluster_34026	203	52	25.616	2.703
mkl	Cluster_95126	197	30	15.228	2.439
gltP_2	Cluster_3296	139	18	12.95	3.03
ivy	Cluster_70942	214	31	14.486	2.439
algB	Cluster_55774	214	113	52.804	3.333
kinB	Cluster_55774	216	110	50.926	3.333
pdeB	Cluster_57556	196	26	13.265	2.703
amiD	Cluster_131276	205	60	29.268	3.125
dsbA	Cluster_81860	218	121	55.505	3.704
cc4	Cluster_166490	217	76	35.023	4.762
engB	Cluster_52579	219	116	52.968	4.545
polA	NO_CLUSTER_ASSOCIATION_FOUND	218	154	70.642	14.286
thrB	Cluster_137622	194	153	78.866	8.333
znuA	Cluster_141086	208	146	70.192	5.263
zur	Cluster_141086	212	145	68.396	4.545
znuC_2	Cluster_141086	79	16	20.253	4.348
znuB_2	Cluster_141086	213	53	24.883	2.439
katE	Cluster_49683	219	149	68.037	4.762
metN_1	Cluster_49683	212	87	41.038	2.041
metP	Cluster_49683	208	148	71.154	6.25
ctaB	Cluster_152397	211	136	64.455	4.545
ctaA	Cluster_152397	209	137	65.55	5.0
ctaE	Cluster_19331	208	141	67.788	4.348
ctaG	Cluster_19331	211	142	67.299	4.0
ctaD	Cluster_19331	210	142	67.619	4.545
cynT	Cluster_31018	124	61	49.194	4.348
prlC	Cluster_115441	82	56	68.293	10.0
yrdA_4	Cluster_115441	78	15	19.231	4.167
osmC	Cluster_82196	221	69	31.222	3.226
limB	Cluster_82196	200	67	33.5	4.348
yqjD_2	Cluster_83354	218	24	11.009	2.174
trpI_1	Cluster_109067	191	99	51.832	2.564
trpB	Cluster_109067	210	158	75.238	5.263
trpA	Cluster_109067	211	158	74.882	5.263
gcvA_8	Cluster_110540	217	12	5.53	0.935
betC	Cluster_110540	215	144	66.977	4.167
aroE_4	Cluster_92508	137	30	21.898	2.5
hemF	Cluster_92508	220	153	69.545	4.0
qorA_1	Cluster_92508	215	72	33.488	2.326
tsaC	Cluster_159151	218	42	19.266	3.03
def_2	Cluster_57245	210	16	7.619	2.222
fmt	Cluster_144713	207	195	94.203	20.0
rsmB	Cluster_144713	216	198	91.667	12.5
trkA	Cluster_144713	215	195	90.698	12.5
lpxP	Cluster_160335	200	76	38.0	11.111
tag	Cluster_160335	219	77	35.16	7.143
glyQ	Cluster_126047	217	116	53.456	6.667
glyS	Cluster_126047	216	114	52.778	6.667
gmhB	Cluster_126047	218	114	52.294	6.667
nanT_3	Cluster_118221	186	36	19.355	2.326
alkJ_2	Cluster_47833	48	6	12.5	3.448
gcvA_9	Cluster_47833	215	3	1.395	0.971
norR_4	Cluster_51619	102	10	9.804	2.222
czcR_2	Cluster_12245	205	48	23.415	1.786
oprD_4	Cluster_39373	220	1	0.455	1.064
neo	Cluster_113294	31	1	3.226	11.111
ble	Cluster_113294	3	1	33.333	33.333
oprD_5	Cluster_18496	219	8	3.653	1.031
czcC_2	Cluster_18496	130	44	33.846	4.0
czcB_2	Cluster_139613	129	52	40.31	3.704
czcA_2	Cluster_139613	201	35	17.413	1.493
cadA_1	Cluster_58772	142	71	50.0	5.556
oprP	Cluster_55773	142	123	86.62	11.111
arnT	Cluster_41361	99	9	9.091	6.25
cusS_2	Cluster_2999	133	25	18.797	2.857
czcR_3	Cluster_2999	182	31	17.033	1.613
czcD	Cluster_1179	78	18	23.077	4.545
eptA_2	Cluster_1179	142	22	15.493	3.571
gyrB	Cluster_7288	214	52	24.299	3.448
recF_2	Cluster_7288	91	9	9.89	3.03
dnaN	Cluster_7288	203	47	23.153	3.226
dnaA	Cluster_7288	210	52	24.762	3.333
rpmH	Cluster_7288	207	52	25.121	3.846
rnpA	Cluster_7288	205	52	25.366	3.571
yidC	Cluster_45519	217	191	88.018	8.333
mnmE	Cluster_124059	205	139	67.805	6.25
mnmG	Cluster_6027	214	36	16.822	2.381
rsmG	Cluster_6027	217	36	16.59	2.273
parA	Cluster_6027	120	11	9.167	3.03
parB	Cluster_6027	201	31	15.423	2.222
atpB	Cluster_83980	217	197	90.783	14.286
atpH_1	Cluster_85917	218	82	37.615	7.143
atpF	Cluster_148869	218	62	28.44	7.692
atpH_2	Cluster_148869	218	61	27.982	5.882
atpA	Cluster_148869	215	59	27.442	7.692
atpG	Cluster_148869	217	59	27.189	9.091
atpD	Cluster_148869	216	59	27.315	11.111
atpC	Cluster_148869	220	59	26.818	9.091
glmU	Cluster_100310	183	128	69.945	5.0
srlR	Cluster_38742	213	22	10.329	2.174
glmS	Cluster_38742	207	22	10.628	2.381
sir2	Cluster_56859	22	10	45.455	11.111
bpsA	Cluster_27518	13	11	84.615	33.333
silP	Cluster_27518	85	11	12.941	12.5
copA_3	Cluster_27518	201	1	0.498	1.754
cusA	Cluster_13067	107	23	21.495	4.167
cusB	Cluster_13067	85	23	27.059	4.545
sasA_13	Cluster_62547	203	1	0.493	0.8
copR_2	Cluster_62547	137	11	8.029	2.857
copA_4	Cluster_66709	126	6	4.762	2.941
copB_2	Cluster_66709	126	9	7.143	3.333
gcvA_10	Cluster_770	213	2	0.939	0.98
yeaW	Cluster_19047	74	23	31.081	6.25
gbsA	Cluster_19047	72	21	29.167	4.167
norW	Cluster_19047	38	22	57.895	20.0
puuB_7	Cluster_19047	203	1	0.493	1.124
eutQ	Cluster_19047	44	23	52.273	16.667
ycaD_3	Cluster_19047	216	1	0.463	1.282
lpd3	Cluster_56499	199	58	29.146	4.348
COQ3_3	Cluster_56499	112	25	22.321	2.564
clsA	Cluster_93721	166	122	73.494	7.143
yciC_2	Cluster_106947	49	3	6.122	5.0
yeiR	Cluster_106947	216	12	5.556	2.439
pdxY	Cluster_102699	218	10	4.587	4.762
kefB	Cluster_25258	216	103	47.685	3.571
uvrD_2	Cluster_54371	20	7	35.0	7.692
zwf_2	Cluster_114663	220	27	12.273	3.333
hexR_1	Cluster_114663	218	49	22.477	4.0
cmpR_7	Cluster_63619	183	12	6.557	1.961
cfiB	Cluster_63619	217	144	66.359	4.762
oadA	Cluster_63619	218	135	61.927	4.167
paiB	Cluster_123133	213	106	49.765	4.0
gabR_2	Cluster_123133	215	36	16.744	1.515
spuD_4	Cluster_49291	188	1	0.532	1.887
aphA	Cluster_49291	91	10	10.989	4.762
aspA	Cluster_83973	209	151	72.249	6.25
yjiE	Cluster_83973	192	140	72.917	7.143
purE	Cluster_38182	219	56	25.571	3.571
purK	Cluster_38182	215	56	26.047	3.846
yeaD_1	Cluster_133635	213	57	26.761	2.778
abaF_2	Cluster_22769	204	39	19.118	1.639
pstS_2	Cluster_46978	180	26	14.444	2.222
pstB	Cluster_135803	216	113	52.315	4.545
phoU	Cluster_116170	218	61	27.982	2.778
cheB_5	Cluster_75804	162	40	24.691	1.538
phoR	Cluster_155300	215	55	25.581	2.703
phoB	Cluster_155300	218	55	25.229	2.941
ubiA	Cluster_50602	219	60	27.397	2.778
ubiC	Cluster_50602	216	61	28.241	2.778
rubA1	Cluster_50602	220	61	27.727	2.381
alkT	Cluster_50602	214	61	28.505	2.632
hupB_2	Cluster_64624	218	28	12.844	3.03
recG	Cluster_120981	213	197	92.488	9.091
oxyR	Cluster_120981	149	147	98.658	33.333
exbD_1	Cluster_63240	219	34	15.525	1.887
tolQ_2	Cluster_63240	220	25	11.364	1.449
yabJ_3	Cluster_146836	164	54	32.927	3.125
spoT	Cluster_146836	218	158	72.477	6.667
rpoZ	Cluster_46073	221	63	28.507	3.226
hdfR_7	Cluster_56874	171	13	7.602	1.316
puuA_4	Cluster_56874	217	22	10.138	1.667
puuD_3	Cluster_56874	172	67	38.953	3.125
gmk	Cluster_49625	217	137	63.134	3.448
rph	Cluster_49625	218	138	63.303	3.571
exoA	Cluster_139628	217	15	6.912	16.667
pyrE	Cluster_139628	219	15	6.849	14.286
argB	Cluster_168429	220	77	35.0	4.167
algC_2	Cluster_168429	78	13	16.667	5.0
dut	Cluster_117548	220	54	24.545	4.545
coaBC	Cluster_117548	218	54	24.771	5.0
dppA_1	Cluster_22519	221	47	21.267	1.587
rpmB	Cluster_22519	220	139	63.182	4.348
rpmG	Cluster_22519	221	139	62.896	4.348
puuC_2	Cluster_61090	209	80	38.278	2.128
ycaD_4	Cluster_109751	196	21	10.714	1.587
clsC	Cluster_145185	204	93	45.588	4.0
norG_4	Cluster_104142	60	14	23.333	4.0
puuB_8	Cluster_86956	165	10	6.061	1.136
lrp_5	Cluster_80004	189	24	12.698	1.724
dadA1_3	Cluster_80004	187	53	28.342	2.083
dadX	Cluster_86937	127	54	42.52	6.25
puuR_3	Cluster_109797	185	54	29.189	2.703
xpt	Cluster_142684	217	48	22.12	4.762
rep_2	Cluster_32244	220	42	19.091	1.471
mdtK	Cluster_79438	190	66	34.737	4.0
gcvA_11	Cluster_79438	199	10	5.025	1.136
gcvA_12	Cluster_91741	186	16	8.602	1.163
gabD_2	Cluster_91741	107	48	44.86	3.448
puuB_9	Cluster_78621	104	4	3.846	1.754
ycaC_1	Cluster_28585	204	22	10.784	1.613
nfdA	Cluster_25690	105	18	17.143	3.571
entS_2	Cluster_58427	135	11	8.148	3.448
oprD_6	Cluster_58427	213	1	0.469	0.98
dmlR_17	Cluster_49008	204	1	0.49	0.826
ycaC_2	Cluster_49008	204	16	7.843	1.587
kefC_2	Cluster_59988	175	22	12.571	1.887
cdhR_5	Cluster_68100	219	8	3.653	1.02
rhaR_9	Cluster_68100	33	9	27.273	6.25
ycaC_3	Cluster_137371	169	3	1.775	1.786
sasA_14	Cluster_46360	193	5	2.591	0.909
tmoT	Cluster_46360	126	49	38.889	4.348
comM	Cluster_11419	173	9	5.202	2.041
hcp1_3	Cluster_8181	60	10	16.667	3.704
ubiK	Cluster_10539	220	39	17.727	2.632
glnK	Cluster_10539	220	11	5.0	2.941
amtB_2	Cluster_10539	213	5	2.347	1.923
sutA	Cluster_16297	200	138	69.0	4.348
yigB	Cluster_46359	214	62	28.972	3.226
xerC_6	Cluster_46359	143	14	9.79	1.149
dapF_2	Cluster_46359	26	12	46.154	7.692
lysA_2	Cluster_46359	168	43	25.595	3.125
cyaY	Cluster_46359	219	62	28.311	3.571
rnk	Cluster_21618	212	63	29.717	4.167
elbB	Cluster_108253	218	126	57.798	3.846
ppk	Cluster_54726	214	108	50.467	4.348
ppx	Cluster_41673	214	115	53.738	3.704
trxA	Cluster_41673	210	112	53.333	4.0
rho	Cluster_48867	218	149	68.349	5.882
ubiD	Cluster_56866	211	48	22.749	2.703
ascD	Cluster_56866	203	48	23.645	3.03
chaC	Cluster_23995	217	51	23.502	2.5
qorA_2	Cluster_71103	215	57	26.512	2.041
yhhJ	Cluster_120344	161	63	39.13	4.762
rbbA	Cluster_120344	156	62	39.744	4.762
ygfA	Cluster_28412	200	59	29.5	9.091
zapA	Cluster_85864	220	103	46.818	5.0
pepP	Cluster_85864	214	97	45.327	4.545
ubiH	Cluster_85864	215	98	45.581	4.348
ubiI	Cluster_85864	216	98	45.37	4.167
gcvT_1	Cluster_97920	220	26	11.818	1.724
gcvH_1	Cluster_153039	221	53	23.982	1.538
gcvP_1	Cluster_61188	208	26	12.5	1.389
decR_3	Cluster_98634	215	3	1.395	1.266
argE_2	Cluster_104842	210	68	32.381	2.222
argA	Cluster_99998	214	150	70.093	5.556
puuA_5	Cluster_36445	216	38	17.593	1.449
puuA_6	Cluster_36445	196	11	5.612	1.887
spuC_6	Cluster_36445	20	1	5.0	7.692
spuD_5	Cluster_72798	128	22	17.188	2.381
spuE_2	Cluster_78994	218	34	15.596	1.887
potA_3	Cluster_137370	214	4	1.869	1.389
potH	Cluster_137370	205	23	11.22	4.762
ydcV_2	Cluster_137370	211	5	2.37	1.613
mdtE	Cluster_81664	175	9	5.143	1.852
mdtA_4	Cluster_81664	204	4	1.961	1.087
czcA_3	Cluster_81664	129	5	3.876	1.923
sbp_2	Cluster_153058	216	57	26.389	1.786
cysT_2	Cluster_65795	199	35	17.588	2.083
cysW_2	Cluster_65795	119	37	31.092	3.333
btuD_7	Cluster_65795	117	12	10.256	1.613
sfnR_2	Cluster_142683	168	29	17.262	1.754
metQ_1	Cluster_70212	212	28	13.208	1.923
quiP	Cluster_125489	77	57	74.026	14.286
maa	Cluster_125489	197	79	40.102	6.25
menH_4	Cluster_57992	161	8	4.969	1.852
serA	Cluster_72337	212	165	77.83	7.692
ycgM_2	Cluster_72337	28	21	75.0	25.0
yjiK_1	Cluster_67133	175	9	5.143	2.0
yjiK_2	Cluster_123775	175	24	13.714	2.0
rpiA	Cluster_92423	216	145	67.13	5.263
ilvA_2	Cluster_92423	219	73	33.333	2.326
rppH_3	Cluster_88712	56	22	39.286	6.667
ptsP	Cluster_88712	214	149	69.626	4.762
lgt	Cluster_95206	221	71	32.127	3.226
thyA	Cluster_153038	205	111	54.146	4.762
zntR	Cluster_127970	200	156	78.0	6.667
cadA_2	Cluster_127970	142	61	42.958	5.556
cmpR_8	Cluster_127970	145	19	13.103	2.439
cysA	Cluster_48728	123	32	26.016	3.846
folA	Cluster_150840	200	143	71.5	7.692
tcyP	Cluster_43729	214	91	42.523	3.03
ilvD	Cluster_37764	211	123	58.294	3.448
rlmI	Cluster_102000	96	27	28.125	7.692
mutM	Cluster_102000	217	63	29.032	2.778
fdx_1	Cluster_110529	218	41	18.807	3.125
coaD	Cluster_108344	219	148	67.58	4.348
calB	Cluster_82796	136	50	36.765	3.333
sseB	Cluster_82796	220	21	9.545	2.128
rsmD	Cluster_48480	220	105	47.727	6.25
ftsY	Cluster_48480	218	112	51.376	6.667
ftsE	Cluster_48480	217	114	52.535	7.143
ftsX	Cluster_48480	218	114	52.294	6.25
rpoH	Cluster_109040	204	135	66.176	4.545
mtgA	Cluster_142682	217	146	67.281	6.667
thiG	Cluster_150839	218	125	57.339	4.762
trmB	Cluster_150839	217	123	56.682	5.0
hemW	Cluster_117537	221	62	28.054	4.0
rdgB	Cluster_117537	220	63	28.636	4.167
metXS	Cluster_117537	218	64	29.358	4.545
proC_2	Cluster_141935	82	12	14.634	5.263
yggS	Cluster_141935	214	67	31.308	4.167
pilT	Cluster_141935	157	54	34.395	5.882
ftsN	Cluster_64928	202	60	29.703	3.125
argS	Cluster_64928	218	63	28.899	3.03
priA	Cluster_73456	211	108	51.185	4.167
rpmE	Cluster_73456	220	110	50.0	3.448
maeB	Cluster_67998	201	153	76.119	5.882
mrcA	Cluster_58146	216	55	25.463	3.125
pilQ	Cluster_58146	216	15	6.944	3.448
aroK	Cluster_58146	218	15	6.881	3.226
aroB	Cluster_143263	214	63	29.439	6.25
damX	Cluster_143263	218	61	27.982	5.263
gltB	Cluster_21140	215	166	77.209	9.091
gltD_2	Cluster_100539	179	68	37.989	3.03
hemE	Cluster_60931	213	79	37.089	2.941
ygiW	Cluster_105594	181	25	13.812	3.704
ynfM	Cluster_110440	211	135	63.981	5.263
benM_5	Cluster_110440	24	10	41.667	11.111
soj_2	Cluster_129832	218	48	22.018	1.429
trxC	Cluster_95824	196	31	15.816	2.128
selO	Cluster_76766	217	38	17.512	2.041
mscK	Cluster_164365	217	24	11.06	1.852
nhaP2_2	Cluster_164365	149	7	4.698	2.778
betA_2	Cluster_132150	174	27	15.517	2.273
betB_2	Cluster_161762	94	20	21.277	4.0
betI_3	Cluster_161762	57	8	14.035	4.167
caiT	Cluster_12925	194	141	72.68	5.556
envC	Cluster_87130	214	73	34.112	2.326
gpmI	Cluster_56858	207	96	46.377	4.545
yibN	Cluster_56858	220	39	17.727	3.846
grxC_2	Cluster_56858	91	3	3.297	7.143
secB	Cluster_56858	219	38	17.352	3.448
trmL	Cluster_133577	218	149	68.349	5.0
glnG	Cluster_22432	183	32	17.486	2.703
glnL	Cluster_22432	220	42	19.091	2.5
glnA	Cluster_13478	214	49	22.897	2.564
thiI	Cluster_13478	218	49	22.477	2.381
typA	Cluster_97279	219	179	81.735	7.692
malP	Cluster_123090	216	66	30.556	4.348
fbp_2	Cluster_44207	194	7	3.608	1.695
blc_2	Cluster_49730	192	33	17.188	2.273
dasR_2	Cluster_109837	87	52	59.77	7.692
ves	Cluster_109837	218	176	80.734	8.333
hutU	Cluster_59175	205	9	4.39	1.786
hutH	Cluster_111149	136	99	72.794	9.091
proY_1	Cluster_80003	184	5	2.717	2.778
hutI_2	Cluster_80003	52	6	11.538	4.0
pip	Cluster_73225	210	63	30.0	2.703
dtd	Cluster_73225	221	63	28.507	2.273
mdoG	Cluster_34557	218	133	61.009	6.25
opgH	Cluster_34557	212	127	59.906	6.25
fliY_1	Cluster_33223	221	13	5.882	1.316
glnQ_4	Cluster_131266	220	18	8.182	1.389
mcpQ_1	Cluster_41365	202	3	1.485	1.695
mcpQ_2	Cluster_108818	202	40	19.802	1.695
tatC_1	Cluster_129980	178	12	6.742	3.448
tatB_1	Cluster_129980	173	14	8.092	3.704
tatA_1	Cluster_129980	177	14	7.91	3.448
hisE	Cluster_135995	219	158	72.146	6.25
hisI_2	Cluster_135995	27	11	40.741	10.0
ubiB	Cluster_99387	207	145	70.048	5.263
ubiJ	Cluster_99387	214	151	70.561	5.263
ubiE	Cluster_99387	220	153	69.545	4.762
phaC	Cluster_144402	12	1	8.333	16.667
catD_2	Cluster_144402	209	13	6.22	2.128
ttgC	NO_CLUSTER_ASSOCIATION_FOUND	135	4	2.963	7.692
nicP_11	Cluster_30037	106	3	2.83	1.587
catD_3	Cluster_64927	184	9	4.891	2.5
pcaB	Cluster_64927	190	59	31.053	3.448
kgtP_2	Cluster_64927	220	36	16.364	1.429
pcaF_2	Cluster_27799	89	7	7.865	2.778
pcaK_3	Cluster_28442	158	12	7.595	1.786
pcaR_2	Cluster_12911	168	19	11.31	2.128
pitA_2	Cluster_30036	192	8	4.167	2.222
mcpG	Cluster_73254	216	61	28.241	4.0
pimC	Cluster_69521	139	53	38.129	4.167
purU_2	Cluster_35152	219	27	12.329	1.695
sbcB	Cluster_148445	207	57	27.536	2.778
pykA	Cluster_67636	206	138	66.99	3.704
groL	Cluster_153547	187	97	51.872	4.0
groS	Cluster_153547	218	66	30.275	3.03
mdfA	Cluster_97909	199	8	4.02	2.222
mscS_2	Cluster_105588	10	1	10.0	11.111
panE_2	Cluster_115642	159	63	39.623	3.571
sasA_15	Cluster_115642	185	11	5.946	0.971
cobO_2	Cluster_115642	205	85	41.463	2.5
thiE_2	Cluster_80021	214	22	10.28	2.381
argJ	Cluster_67128	218	66	30.275	2.778
secA	Cluster_106936	213	14	6.573	2.703
lpxC	Cluster_107308	220	202	91.818	25.0
ftsZ	Cluster_148650	216	204	94.444	12.5
ftsA	Cluster_2287	206	154	74.757	10.0
ftsQ	Cluster_2287	216	154	71.296	6.25
ddl_2	Cluster_2287	26	13	50.0	8.333
murC	Cluster_2287	219	155	70.776	6.25
murG	Cluster_2287	205	153	74.634	9.091
ftsW	Cluster_2287	216	157	72.685	7.692
murD	Cluster_2287	218	157	72.018	7.143
mraY	Cluster_2287	209	153	73.206	8.333
murF	Cluster_2287	218	158	72.477	8.333
murE	Cluster_2287	217	160	73.733	9.091
ftsI	Cluster_2287	214	160	74.766	9.091
ftsL	Cluster_2287	221	165	74.661	8.333
rsmH	Cluster_2287	219	164	74.886	8.333
mraZ	Cluster_2287	219	164	74.886	9.091
rsmI	Cluster_65186	217	142	65.438	3.448
lpoA	Cluster_65186	212	141	66.509	3.704
gmhA	Cluster_126539	218	109	50.0	5.263
sspB	Cluster_105587	179	68	37.989	5.0
sspA	Cluster_105587	202	63	31.188	4.545
petC	Cluster_38106	218	150	68.807	5.0
petB	Cluster_38106	218	150	68.807	5.263
petA	Cluster_38106	215	152	70.698	6.667
rpsI	Cluster_40381	217	188	86.636	8.333
rplM	Cluster_40381	219	189	86.301	8.333
tas	Cluster_40381	186	168	90.323	16.667
cdhR_6	Cluster_108336	218	9	4.128	0.98
zapE_3	Cluster_70548	211	16	7.583	1.587
mdeA	Cluster_96111	208	133	63.942	4.348
decR_4	Cluster_96111	204	32	15.686	1.429
imm	Cluster_108335	78	14	17.949	4.762
cysNC	Cluster_51283	199	55	27.638	3.03
cysD	Cluster_51283	199	55	27.638	2.857
degS	Cluster_73461	218	148	67.89	4.545
glnQ_5	Cluster_140311	218	20	9.174	1.316
yhdY	Cluster_140311	204	127	62.255	5.556
yhdW	Cluster_26875	208	137	65.865	5.263
estB	Cluster_26875	209	141	67.464	5.0
rhlB_1	Cluster_116826	157	12	7.643	2.857
moaE	Cluster_61509	211	54	25.592	2.381
moaD	Cluster_61509	192	53	27.604	2.778
moaC	Cluster_61509	197	54	27.411	2.703
yaaA	Cluster_90591	215	137	63.721	3.571
algD	Cluster_1402	196	81	41.327	3.704
alg8	Cluster_125589	197	61	30.964	3.846
algK	Cluster_125589	208	61	29.327	2.632
algE	Cluster_125589	211	60	28.436	2.632
algG	Cluster_125589	209	59	28.23	2.703
algX	Cluster_125589	193	60	31.088	3.704
algL	Cluster_125589	197	60	30.457	3.333
patA	Cluster_88702	166	4	2.41	3.704
algJ	Cluster_88702	198	4	2.02	2.703
algF	Cluster_88702	196	4	2.041	2.778
algA_2	Cluster_88702	96	3	3.125	2.564
ttgF	Cluster_105586	120	22	18.333	3.226
emrA_4	Cluster_105586	182	18	9.89	1.429
emrY	Cluster_105586	208	67	32.212	2.703
nodD2_2	Cluster_37476	210	6	2.857	1.538
prlF	Cluster_122364	35	26	74.286	14.286
yhaV	Cluster_122364	100	23	23.0	2.857
aaeA_1	Cluster_62470	220	52	23.636	1.37
aaeB_1	Cluster_62470	218	54	24.771	1.389
cusC_1	Cluster_62470	43	9	20.93	6.667
dmlR_18	Cluster_62470	199	8	4.02	0.794
ghrB_3	Cluster_69761	115	21	18.261	3.571
yveA	Cluster_5318	186	1	0.538	2.564
proR	Cluster_5318	126	1	0.794	2.632
dapA_3	Cluster_5318	181	1	0.552	1.449
dadA1_4	Cluster_81735	80	2	2.5	4.0
namA_4	Cluster_126685	18	6	33.333	10.0
mqo_2	Cluster_28581	221	4	1.81	1.786
leuE_2	Cluster_63613	124	28	22.581	3.571
purC	Cluster_168588	219	78	35.616	5.556
yycJ	Cluster_168588	220	77	35.0	5.263
bamC	Cluster_168588	216	73	33.796	5.263
dapA_4	Cluster_168588	160	19	11.875	2.128
gcvR	Cluster_40670	213	168	78.873	6.25
bcp	Cluster_40670	122	78	63.934	5.556
tusA_2	Cluster_100806	216	33	15.278	1.613
bepA_2	Cluster_100806	219	39	17.808	1.493
nadA	Cluster_37265	217	54	24.885	2.778
ydgA	Cluster_26628	220	53	24.091	2.439
puuP_3	Cluster_26628	163	8	4.908	1.493
mcpU_3	Cluster_137438	88	15	17.045	2.381
queC	Cluster_71029	203	156	76.847	6.25
queE	Cluster_71029	217	166	76.498	5.882
cpoB	Cluster_150153	219	86	39.269	10.0
pal_4	Cluster_150153	220	37	16.818	1.587
tolB	Cluster_99361	219	159	72.603	5.0
exbD_2	Cluster_99361	219	64	29.224	1.961
tolQ_3	Cluster_99361	219	51	23.288	1.639
ybgC	Cluster_99361	220	164	74.545	5.882
ruvB_2	Cluster_110407	169	69	40.828	4.167
ruvA	Cluster_110407	219	162	73.973	4.762
ruvC	Cluster_65511	215	62	28.837	2.381
pmpR	Cluster_106935	150	88	58.667	4.167
aspS	Cluster_120361	219	183	83.562	5.882
dps	Cluster_35779	182	116	63.736	5.882
slyX	Cluster_4421	220	68	30.909	2.941
oprD_7	Cluster_4421	188	8	4.255	1.176
proS	Cluster_76846	217	160	73.733	5.263
dinB	Cluster_53435	187	53	28.342	2.941
kup	Cluster_47522	159	50	31.447	4.0
higB-2	Cluster_101359	31	1	3.226	6.667
rimO	Cluster_59572	214	10	4.673	2.778
yjaB_2	Cluster_33213	170	17	10.0	2.174
rluF	Cluster_33213	192	30	15.625	3.448
trmO	Cluster_33213	218	30	13.761	2.778
dctA2_2	Cluster_24169	183	29	15.847	2.174
phoQ	Cluster_61186	211	19	9.005	2.273
phoP_2	Cluster_61186	190	8	4.211	2.128
entD	Cluster_129965	167	29	17.365	3.448
sasA_16	Cluster_147702	164	3	1.829	1.053
rstA_2	Cluster_147702	120	19	15.833	3.846
nrdB	Cluster_15184	213	54	25.352	2.5
nicP_12	Cluster_2020	85	2	2.353	2.041
udh	Cluster_18421	98	16	16.327	3.125
dctM	Cluster_141087	132	16	12.121	5.882
yphB	Cluster_150833	135	49	36.296	3.704
dmlR_19	Cluster_111142	184	1	0.543	0.84
hmp_1	Cluster_70968	214	23	10.748	1.786
yfcG_3	Cluster_70968	124	9	7.258	2.857
ansB_2	Cluster_99360	146	13	8.904	2.703
alsS_2	Cluster_30035	70	3	4.286	4.348
yfdC	Cluster_13890	201	49	24.378	4.762
dgcC	Cluster_35785	178	50	28.09	4.348
aaeA_2	Cluster_57377	220	27	12.273	1.282
aaeX	Cluster_57377	185	52	28.108	2.857
aaeB_2	Cluster_57377	218	27	12.385	1.471
rapA	Cluster_83356	127	41	32.283	3.846
garR_2	Cluster_61121	23	8	34.783	8.333
braC_2	Cluster_22775	172	55	31.977	2.703
livH_4	Cluster_64945	73	11	15.068	4.545
lptB_4	Cluster_64945	154	30	19.481	2.439
livF_4	Cluster_64945	160	24	15.0	2.222
nhaA_2	Cluster_9747	140	3	2.143	2.564
slyB	Cluster_85073	214	130	60.748	3.704
pdxH	Cluster_117532	194	93	47.938	4.348
pal_5	Cluster_117532	219	27	12.329	1.493
yfeW	Cluster_93048	209	62	29.665	3.125
dinG_4	Cluster_118128	159	39	24.528	2.703
ompA_2	Cluster_124558	148	34	22.973	4.545
pal_6	Cluster_78356	215	15	6.977	1.695
cysK_2	Cluster_71815	126	47	37.302	8.333
rfnT	Cluster_71815	155	109	70.323	6.25
dapH_3	Cluster_71815	80	21	26.25	5.0
hisC_5	Cluster_71815	201	20	9.95	1.449
lig	NO_CLUSTER_ASSOCIATION_FOUND	211	67	31.754	2.174
dcd	Cluster_27376	214	145	67.757	6.667
capB_2	Cluster_27376	215	68	31.628	2.564
apbC	Cluster_78214	216	138	63.889	5.882
metG	Cluster_78214	214	136	63.551	6.25
rnfA	Cluster_112585	197	63	31.98	4.0
rsxD	Cluster_112585	180	62	34.444	3.846
rnfG	Cluster_112585	152	59	38.816	5.0
rsxE	Cluster_112585	162	59	36.42	3.704
nth	Cluster_112585	219	58	26.484	2.381
bvgA_3	Cluster_22090	220	19	8.636	1.37
argG	Cluster_21840	217	10	4.608	1.923
pal_7	Cluster_114729	196	11	5.612	1.724
pyrC	Cluster_114729	181	54	29.834	6.25
rnt	Cluster_114729	218	60	27.523	4.545
ahpC_2	Cluster_50901	214	72	33.645	2.174
bfr_1	Cluster_58802	219	62	28.311	3.704
grxD	Cluster_123080	220	86	39.091	7.143
nasC	Cluster_19144	132	103	78.03	6.667
argF	Cluster_19144	220	136	61.818	3.333
btuD_8	Cluster_19144	62	11	17.742	2.326
ybaK	Cluster_31561	218	63	28.899	3.226
glpF	Cluster_31561	214	62	28.972	3.125
glpK	Cluster_153030	214	70	32.71	3.03
glpR	Cluster_115228	212	68	32.075	3.03
glpD	Cluster_51621	214	21	9.813	2.5
gltI	Cluster_26715	136	26	19.118	2.564
gltJ	Cluster_86326	206	130	63.107	5.0
gltK	Cluster_86326	203	128	63.054	5.263
glnQ_6	Cluster_86326	172	13	7.558	1.316
dctB_2	Cluster_138814	218	44	20.183	1.639
