GCA_929606395.1_cpe008_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
dmlR_24	Cluster_158938	81	1	1.235	1.695
gcl_1	Cluster_108411	21	7	33.333	10.0
hyi_1	Cluster_108411	17	7	41.176	11.111
glxR_1	Cluster_133645	21	7	33.333	8.333
ttuD_1	Cluster_67645	13	7	53.846	14.286
ttuE_1	Cluster_67645	11	7	63.636	20.0
glcC_1	Cluster_40686	13	6	46.154	12.5
lutA_1	Cluster_40686	21	6	28.571	7.143
glcB_2	Cluster_60431	97	1	1.031	3.571
glcA_2	Cluster_53699	33	6	18.182	5.882
maeB_2	Cluster_145225	18	6	33.333	16.667
yohK_2	Cluster_14867	198	6	3.03	2.941
lrgA	Cluster_14867	10	10	100.0	100.0
yajO_2	Cluster_118990	148	5	3.378	2.857
proX	Cluster_111968	11	5	45.455	20.0
spuC_3	Cluster_111968	199	1	0.503	1.515
rhlE_3	Cluster_2814	75	3	4.0	3.333
recD_2	Cluster_22445	29	4	13.793	5.882
rapA_1	Cluster_45812	92	3	3.261	2.5
xerC_6	Cluster_126022	143	2	1.399	1.149
lysA_2	Cluster_100687	168	29	17.262	3.125
gdhB	Cluster_36660	214	143	66.822	4.545
ppsR	Cluster_63222	215	105	48.837	5.556
ppsA	Cluster_63222	213	103	48.357	5.882
zntB	Cluster_11164	172	9	5.233	2.564
oprF	Cluster_108399	213	172	80.751	12.5
sumT	Cluster_66253	158	51	32.278	2.941
pknD_1	Cluster_66253	53	5	9.434	3.448
nasA	Cluster_66253	188	51	27.128	2.564
pdtaR	Cluster_91160	191	61	31.937	3.125
nrtA	Cluster_91160	192	60	31.25	2.857
pyrD	Cluster_91160	207	61	29.469	2.703
rmf	Cluster_8523	195	127	65.128	4.167
rlmL	Cluster_8523	112	64	57.143	5.263
dacC_1	Cluster_58825	76	32	42.105	5.0
bvgS	Cluster_160342	177	57	32.203	3.333
bvgA_3	Cluster_160342	220	16	7.273	1.37
dgt	Cluster_84497	209	49	23.445	2.564
yqjD_2	Cluster_29895	218	48	22.018	2.174
amtB_2	Cluster_29895	213	26	12.207	1.923
aer_4	Cluster_40437	40	4	10.0	4.545
acnA	Cluster_50903	204	85	41.667	3.846
rlmM	Cluster_50903	216	88	40.741	3.846
tusA_1	Cluster_9189	216	4	1.852	1.538
pdxB	Cluster_145948	215	134	62.326	4.762
msbA_2	Cluster_55775	62	1	1.613	3.125
ctpH	Cluster_71873	186	64	34.409	4.348
moaB_1	Cluster_64851	201	58	28.856	2.703
yegS	Cluster_40928	217	57	26.267	2.128
degU_2	Cluster_22319	179	32	17.877	2.941
cheV_1	Cluster_24166	221	22	9.955	1.389
ycbX	Cluster_150062	216	71	32.87	3.226
slt	Cluster_51665	215	126	58.605	4.167
uup	Cluster_51665	215	124	57.674	4.0
uspA2	Cluster_109747	219	154	70.32	5.882
fadB	Cluster_6556	80	7	8.75	5.556
fadA	Cluster_6556	64	6	9.375	4.545
topA_1	Cluster_116220	35	15	42.857	9.091
mltF_4	NO_CLUSTER_ASSOCIATION_FOUND	203	5	2.463	1.449
tadA	Cluster_61208	173	22	12.717	2.857
mco	Cluster_61208	209	22	10.526	2.381
guaA	Cluster_132107	209	95	45.455	8.333
guaB	Cluster_126014	215	164	76.279	6.25
hcaR_3	Cluster_118919	108	17	15.741	2.174
xseA	Cluster_55694	210	35	16.667	1.754
leuA	Cluster_17019	184	22	11.957	2.778
eda	Cluster_58143	216	160	74.074	5.263
pgl_2	Cluster_58143	200	77	38.5	1.887
zwf_3	Cluster_58143	209	47	22.488	4.167
hexR_2	Cluster_58143	218	79	36.239	5.0
yeaD_2	Cluster_104653	213	72	33.803	3.226
oprB_4	Cluster_160083	45	6	13.333	4.0
ugpC_3	Cluster_160083	111	26	23.423	5.0
ngcG	Cluster_160083	192	73	38.021	3.226
melD	Cluster_160083	123	45	36.585	4.762
yihS	Cluster_54020	165	37	22.424	2.703
sasA_14	Cluster_131748	193	1	0.518	0.909
ompR_3	Cluster_131748	219	4	1.826	1.163
glk	Cluster_38910	213	143	67.136	5.556
edd	Cluster_38910	217	149	68.664	5.263
gapA	Cluster_38910	213	152	71.362	6.25
carQ	Cluster_19623	133	25	18.797	3.846
hemR	Cluster_98627	77	24	31.169	7.692
pigA_2	Cluster_85756	134	16	11.94	3.571
ybaN_2	Cluster_150832	149	34	22.819	4.762
arcD_1	Cluster_15945	216	30	13.889	3.03
arcD_2	Cluster_15945	216	67	31.019	2.778
arcA_1	Cluster_15945	183	10	5.464	4.0
arcB	Cluster_138788	173	57	32.948	4.167
arcC1	Cluster_61933	217	16	7.373	2.381
tyrR_2	Cluster_89303	218	23	10.55	1.587
gltS	Cluster_97908	187	58	31.016	3.226
nrsf	Cluster_50917	126	62	49.206	5.263
sigF	Cluster_50917	129	62	48.062	5.556
gcvH_2	Cluster_31213	221	15	6.787	1.587
gcvP_2	Cluster_31213	208	16	7.692	1.471
tdcG_1	Cluster_112619	134	6	4.478	3.846
gcvT_2	Cluster_112619	220	6	2.727	1.887
cspA_2	Cluster_19257	170	14	8.235	3.448
lptG	NO_CLUSTER_ASSOCIATION_FOUND	216	81	37.5	4.762
lptF	NO_CLUSTER_ASSOCIATION_FOUND	217	84	38.71	5.263
pepA	NO_CLUSTER_ASSOCIATION_FOUND	215	85	39.535	5.0
holC	Cluster_153803	217	92	42.396	3.125
valS	Cluster_60407	214	23	10.748	2.273
rlmF	Cluster_67692	220	29	13.182	2.857
hupB_3	Cluster_21843	170	21	12.353	4.348
yejK_1	Cluster_21843	70	12	17.143	3.03
yycB_2	Cluster_89939	181	26	14.365	2.174
lutR_4	Cluster_89939	170	10	5.882	1.408
norR1	Cluster_80537	155	122	78.71	7.143
hmp_1	Cluster_80537	214	73	34.112	1.786
dsbB_2	Cluster_14407	218	40	18.349	1.667
cyoA	Cluster_6843	202	157	77.723	6.667
cyoB	Cluster_6843	196	152	77.551	7.143
cyoC	Cluster_6843	199	149	74.874	6.25
cyoD	Cluster_6843	202	149	73.762	5.882
cyoE	Cluster_6843	215	155	72.093	5.882
alaC	Cluster_30034	216	48	22.222	2.222
speG	Cluster_39160	158	28	17.722	2.564
selU	Cluster_98626	214	104	48.598	3.03
selD	Cluster_98626	212	102	48.113	3.226
phnD1	Cluster_98626	210	103	49.048	3.333
metN_3	Cluster_98626	158	37	23.418	2.128
phnE_1	Cluster_98626	118	69	58.475	4.762
phnE_2	Cluster_98626	118	68	57.627	4.545
queA	Cluster_111336	216	100	46.296	5.263
tgt	Cluster_111336	217	99	45.622	5.0
yajC	Cluster_111336	221	100	45.249	4.545
secD	Cluster_142276	216	199	92.13	16.667
secF	Cluster_142276	219	202	92.237	16.667
suhB	Cluster_82776	215	150	69.767	5.263
trmJ	Cluster_82776	219	152	69.406	5.263
cysE	Cluster_82776	129	82	63.566	5.263
iscR	Cluster_101361	216	36	16.667	4.545
iscS_2	Cluster_101361	218	21	9.633	1.887
iscU	Cluster_101361	218	36	16.514	4.167
iscA	Cluster_101361	217	35	16.129	4.348
hscB	Cluster_101361	218	36	16.514	4.545
hscA	Cluster_101361	213	34	15.962	5.556
fdx_2	Cluster_101361	218	17	7.798	3.571
iscX	Cluster_101361	216	34	15.741	4.762
ndk	Cluster_124198	218	188	86.239	11.111
rlmN	Cluster_124198	213	184	86.385	11.111
rodZ	Cluster_124198	215	181	84.186	11.111
ispG	Cluster_124198	218	179	82.11	9.091
hisS	Cluster_124198	217	179	82.488	7.692
bamB	Cluster_124198	218	178	81.651	8.333
der	Cluster_104851	199	147	73.869	6.25
ybdL	Cluster_82777	219	62	28.311	2.381
yafV	Cluster_82777	220	62	28.182	2.381
bfrD	Cluster_51622	199	139	69.849	5.263
esiB	Cluster_51622	73	63	86.301	10.0
ldc	Cluster_11186	219	127	57.991	3.333
fecI_5	Cluster_11186	204	18	8.824	0.926
fecA	Cluster_109793	116	73	62.931	8.333
osmV	Cluster_7423	216	55	25.463	1.754
osmW	Cluster_7423	218	55	25.229	1.724
osmX	Cluster_7423	219	55	25.114	1.724
osmY	Cluster_7423	202	55	27.228	2.128
prfC	Cluster_7423	218	56	25.688	2.083
spuE_3	Cluster_149641	106	7	6.604	2.222
mnmC_3	Cluster_166242	129	10	7.752	2.778
pcaK_5	NO_CLUSTER_ASSOCIATION_FOUND	69	3	4.348	4.167
nicP_10	Cluster_115320	134	8	5.97	1.471
pht2	Cluster_35781	128	54	42.188	4.348
tsaM1	Cluster_35781	126	54	42.857	4.348
pal_3	Cluster_7301	220	2	0.909	1.515
betI_2	Cluster_105593	194	32	16.495	2.564
arcA_2	Cluster_134302	183	66	36.066	3.571
rcsC_20	Cluster_134302	165	6	3.636	1.0
rocE	Cluster_60275	178	86	48.315	7.692
acdA_2	Cluster_46358	139	29	20.863	3.03
FCS1	Cluster_46358	164	37	22.561	3.226
aruI_2	Cluster_46358	181	27	14.917	2.857
alr	Cluster_46358	175	37	21.143	2.439
aruH	Cluster_46358	178	47	26.404	2.857
ald	Cluster_46358	133	18	13.534	3.226
kefF	Cluster_46358	82	15	18.293	3.448
spuD_3	Cluster_11874	207	1	0.483	1.667
spuC_4	Cluster_11874	177	1	0.565	1.852
cpnA_2	Cluster_44588	7	2	28.571	20.0
benM_2	Cluster_92388	195	32	16.41	1.923
catB	Cluster_92388	173	30	17.341	4.348
catC	Cluster_92388	174	30	17.241	3.333
catA_2	Cluster_92388	115	11	9.565	3.448
dkgB_2	Cluster_44595	176	34	19.318	2.273
ribN	Cluster_44595	145	54	37.241	3.571
leuO_2	Cluster_19013	85	21	24.706	5.263
katG	Cluster_19013	201	56	27.861	2.632
proP_5	Cluster_76765	190	14	7.368	1.562
cdhR_8	Cluster_61187	192	9	4.688	1.136
pssA	Cluster_61187	195	80	41.026	3.704
ppnN	Cluster_54736	220	27	12.273	2.778
cmpR_7	Cluster_108343	183	20	10.929	1.961
fpvA_2	Cluster_67592	190	29	15.263	1.613
ompR_4	Cluster_67592	209	13	6.22	1.493
pfeS_2	Cluster_67592	149	17	11.409	2.941
besA	Cluster_116824	132	52	39.394	6.667
ribB	Cluster_21631	195	60	30.769	4.545
xseB	Cluster_75226	220	46	20.909	2.326
ispA	Cluster_75226	218	46	21.101	2.381
dxs	Cluster_69520	214	83	38.785	3.333
btuB_3	Cluster_2641	220	2	0.909	0.971
btuF	Cluster_67625	147	61	41.497	4.762
pgpA	Cluster_118441	220	153	69.545	5.556
thiL	Cluster_118441	214	151	70.561	5.556
nusB	Cluster_118441	219	158	72.146	5.263
ribH	Cluster_118441	206	156	75.728	6.667
ribBA_1	Cluster_112135	208	98	47.115	2.941
ribE	Cluster_112135	218	163	74.771	5.882
ribD	Cluster_112135	211	162	76.777	6.667
nrdR	Cluster_112135	220	168	76.364	5.882
cnoX	Cluster_112135	220	59	26.818	4.545
ytrE	Cluster_96502	136	3	2.206	5.882
ompW	Cluster_107193	216	139	64.352	3.846
wbgU_2	Cluster_35994	101	8	7.921	3.03
rmlD	Cluster_35994	159	45	28.302	3.03
yfcA_2	Cluster_35994	201	28	13.93	1.429
alsT	Cluster_68696	164	115	70.122	7.143
ansA	Cluster_136507	207	128	61.836	4.167
selB	Cluster_89956	209	34	16.268	2.564
selA	Cluster_89956	207	36	17.391	2.632
fdhE	Cluster_85071	210	62	29.524	2.5
fdoI	Cluster_85071	213	62	29.108	2.5
fdoH	Cluster_85071	214	63	29.439	2.5
fdoG_1	Cluster_85071	213	64	30.047	2.703
fdoG_2	Cluster_85071	213	63	29.577	2.778
ydfG	Cluster_68559	125	2	1.6	4.0
yfcA_3	Cluster_78819	155	10	6.452	2.381
hisC_5	Cluster_78819	201	10	4.975	1.449
ssb_2	Cluster_96544	87	26	29.885	3.125
yajR	Cluster_96544	217	200	92.166	12.5
uvrA_2	Cluster_96544	209	69	33.014	1.961
bfr_1	Cluster_75817	219	101	46.119	3.704
cat	Cluster_71102	212	79	37.264	3.846
rplQ	Cluster_159047	220	90	40.909	25.0
rpoA	Cluster_159047	219	90	41.096	25.0
rpsD	Cluster_159047	220	88	40.0	25.0
rpsK	Cluster_159047	221	89	40.271	33.333
rpsM	Cluster_159047	221	89	40.271	33.333
rpmJ	Cluster_56461	205	62	30.244	10.0
secY	Cluster_56461	219	62	28.311	7.143
rplO	Cluster_56461	221	62	28.054	6.667
rpmD	Cluster_56461	221	62	28.054	6.667
rpsE	Cluster_56461	219	62	28.311	7.143
rplR	Cluster_56461	220	62	28.182	7.143
rplF	Cluster_56461	220	63	28.636	7.143
rpsH	Cluster_56461	220	63	28.636	7.143
rpsN	Cluster_130094	220	210	95.455	20.0
rplE	Cluster_130094	220	210	95.455	16.667
rplX	Cluster_130094	221	211	95.475	16.667
rplN	Cluster_130094	220	211	95.909	16.667
rpsQ	Cluster_130094	221	212	95.928	16.667
rpmC	Cluster_130094	221	212	95.928	16.667
rplP	Cluster_130094	220	212	96.364	20.0
rpsC	Cluster_130094	221	213	96.38	20.0
rplV	Cluster_130094	216	213	98.611	50.0
rpsS	Cluster_130094	219	213	97.26	20.0
rplB	Cluster_130094	219	214	97.717	25.0
rplW	Cluster_130094	219	215	98.174	25.0
rplD	Cluster_130094	219	216	98.63	33.333
rplC	Cluster_130094	219	218	99.543	50.0
rpsJ	Cluster_87585	219	170	77.626	10.0
tufA	NO_CLUSTER_ASSOCIATION_FOUND	32	19	59.375	16.667
dksA_2	NO_CLUSTER_ASSOCIATION_FOUND	217	27	12.442	1.538
echA8	Cluster_100002	128	74	57.812	4.762
mmgC_2	Cluster_100002	219	34	15.525	1.333
thlA_2	Cluster_100002	165	51	30.909	2.439
acsA_4	Cluster_100002	145	19	13.103	1.961
cysL	Cluster_108118	139	85	61.151	4.762
phnW	Cluster_108118	149	48	32.215	3.125
phnX_1	Cluster_108118	205	39	19.024	1.961
ydiK_3	Cluster_93729	125	28	22.4	5.263
rlhA_2	Cluster_93729	211	49	23.223	1.724
copB_1	Cluster_132108	126	19	15.079	4.762
yqaA_2	Cluster_132108	33	9	27.273	8.333
menH_4	Cluster_134278	161	12	7.453	1.852
zapE_3	Cluster_80407	211	12	5.687	1.587
yliI	Cluster_80407	216	35	16.204	2.0
speB	Cluster_115444	156	128	82.051	9.091
spuD_4	Cluster_115444	188	29	15.426	1.887
iutA	Cluster_52649	128	50	39.062	5.0
uspE_4	Cluster_81075	84	13	15.476	3.03
nuoE_2	Cluster_18665	114	22	19.298	5.556
proQ	Cluster_100653	143	60	41.958	6.25
spuC_5	Cluster_138325	57	2	3.509	3.448
puuD_3	Cluster_127947	172	18	10.465	3.125
puuA_6	Cluster_69524	196	7	3.571	1.887
gcvA_11	Cluster_69524	199	3	1.508	1.136
fabG_7	Cluster_117534	181	6	3.315	1.042
dmlR_25	Cluster_65383	65	1	1.538	2.273
dctA_2	Cluster_65383	106	7	6.604	2.778
ttdA	Cluster_65383	82	17	20.732	7.692
ttdB	Cluster_65383	93	17	18.28	6.667
ytfF	Cluster_6250	74	32	43.243	5.0
pchB	Cluster_3246	90	2	2.222	3.226
yfdC	NO_CLUSTER_ASSOCIATION_FOUND	201	118	58.706	4.762
dgcC	Cluster_35785	178	50	28.09	4.348
aaeA_3	Cluster_57377	206	18	8.738	1.639
aaeX	Cluster_57377	185	52	28.108	2.857
aaeB_3	Cluster_57377	202	18	8.911	1.887
rapA_2	Cluster_83356	92	8	8.696	2.381
garR	Cluster_61121	196	43	21.939	2.778
braC_1	Cluster_22775	172	61	35.465	2.564
livH_3	Cluster_64945	158	30	18.987	2.703
lptB_4	Cluster_64945	154	30	19.481	2.439
livF_2	Cluster_64945	220	42	19.091	1.538
nhaA_2	Cluster_44012	140	7	5.0	2.564
slyB	Cluster_85073	214	130	60.748	3.704
pdxH	Cluster_117532	194	93	47.938	4.348
pal_4	Cluster_117532	220	24	10.909	1.587
yfeW	Cluster_93048	209	62	29.665	3.125
dinG_3	Cluster_118128	217	49	22.581	1.724
ompA_2	Cluster_124558	148	34	22.973	4.545
pal_5	Cluster_78356	219	19	8.676	1.493
cysK_2	Cluster_71815	126	47	37.302	8.333
rfnT	Cluster_71815	155	109	70.323	6.25
dapH_4	Cluster_71815	25	4	16.0	7.143
hisC_6	Cluster_71815	130	11	8.462	2.5
lig	NO_CLUSTER_ASSOCIATION_FOUND	211	67	31.754	2.174
cshB	Cluster_139615	167	48	28.743	4.545
dcd	Cluster_27376	214	145	67.757	6.667
capB_2	Cluster_27376	215	68	31.628	2.564
apbC	Cluster_78214	216	138	63.889	5.882
metG	Cluster_78214	214	136	63.551	6.25
rnfA	Cluster_112585	197	63	31.98	4.0
rsxD	Cluster_112585	180	62	34.444	3.846
rnfG	Cluster_112585	152	59	38.816	5.0
rsxE	Cluster_112585	162	59	36.42	3.704
nth	Cluster_112585	219	58	26.484	2.381
bvgA_4	Cluster_22090	92	5	5.435	2.564
argG	NO_CLUSTER_ASSOCIATION_FOUND	217	20	9.217	1.923
rpoD	Cluster_140056	215	201	93.488	25.0
dnaG	Cluster_31181	187	118	63.102	5.263
rpsU	Cluster_57307	219	199	90.868	12.5
tsaD	Cluster_57307	218	198	90.826	12.5
plsY	Cluster_134634	219	212	96.804	16.667
folB	Cluster_134634	219	211	96.347	14.286
cca	Cluster_150059	215	112	52.093	4.348
glpE_2	Cluster_60406	134	8	5.97	2.083
apaH_2	Cluster_60406	211	19	9.005	2.0
apaG	Cluster_60406	220	48	21.818	2.128
rsmA	Cluster_95408	213	199	93.427	12.5
pdxA	Cluster_95408	216	202	93.519	10.0
surA_2	Cluster_95408	183	91	49.727	2.857
lptD	Cluster_95408	217	205	94.47	12.5
amgK	Cluster_95408	215	204	94.884	14.286
murU	Cluster_95408	217	205	94.47	14.286
djlA	Cluster_95408	219	203	92.694	14.286
mltF_5	Cluster_98161	175	21	12.0	1.587
uvrY	Cluster_98161	184	99	53.804	4.762
potA_4	Cluster_32202	185	5	2.703	1.562
potD_1	Cluster_32202	122	6	4.918	3.704
ydcV_4	Cluster_145942	113	8	7.08	2.174
rpe	Cluster_82462	214	59	27.57	2.128
gph_2	Cluster_82462	191	29	15.183	2.174
trpE	Cluster_138787	216	138	63.889	5.882
estP	Cluster_21854	199	120	60.302	5.882
trpG	Cluster_21854	216	120	55.556	3.704
trpD_2	Cluster_21854	219	61	27.854	1.961
trpC	Cluster_21854	215	119	55.349	3.704
vfr	Cluster_62975	209	84	40.191	4.0
yhfA	Cluster_62975	220	92	41.818	3.846
coq7	Cluster_141921	219	149	68.037	4.545
isfD	Cluster_140309	178	2	1.124	6.25
argC_2	Cluster_88133	206	75	36.408	3.03
erpA	Cluster_117097	217	86	39.631	3.571
anmK	Cluster_53309	217	131	60.369	6.667
mepM	Cluster_53309	204	133	65.196	9.091
tyrS	Cluster_53309	215	134	62.326	7.143
recB_2	Cluster_53340	72	9	12.5	3.226
recF_2	Cluster_71442	91	15	16.484	3.03
silP	Cluster_131488	85	15	17.647	12.5
copR_1	Cluster_56901	137	4	2.92	3.704
cusS_1	Cluster_56901	133	2	1.504	3.846
rdgC_2	Cluster_107738	42	7	16.667	5.882
dksA_3	Cluster_43202	126	6	4.762	2.083
sprT_2	Cluster_7547	18	8	44.444	12.5
eptA_1	Cluster_12176	142	7	4.93	4.0
czcD_3	Cluster_150914	34	5	14.706	7.692
czcR_3	Cluster_4786	182	4	2.198	1.613
czcS_2	Cluster_4786	43	12	27.907	5.882
arnT_2	Cluster_18262	70	10	14.286	3.846
gap3	Cluster_167101	78	2	2.564	4.0
arsH_2	Cluster_167101	89	1	1.124	3.03
acr3	Cluster_167101	69	1	1.449	4.762
arsC_2	Cluster_167101	94	1	1.064	3.125
arsR1	Cluster_167101	104	1	0.962	2.941
czcO	Cluster_145191	101	1	0.99	3.704
czcD_4	Cluster_94455	10	1	10.0	25.0
frmR_2	Cluster_94455	47	7	14.894	5.263
pitA_3	Cluster_11139	21	9	42.857	10.0
purL	NO_CLUSTER_ASSOCIATION_FOUND	213	18	8.451	1.351
tatC_2	Cluster_85923	178	31	17.416	3.846
tatB_2	Cluster_85923	173	32	18.497	4.167
tatA_2	Cluster_85923	177	30	16.949	3.704
xcpQ	Cluster_50900	113	29	25.664	5.556
epsE	Cluster_50900	156	41	26.282	3.571
gspF_2	Cluster_50900	99	20	20.202	7.692
epsG	Cluster_50900	164	49	29.878	5.556
yqjH	Cluster_124557	218	145	66.514	4.0
proY_1	Cluster_18912	184	34	18.478	2.778
rhlB_2	Cluster_91724	157	25	15.924	2.941
metR_2	Cluster_60819	160	48	30.0	2.5
rdmC	Cluster_60819	163	102	62.577	4.167
ydgC	Cluster_139647	164	23	14.024	5.0
dctD_3	Cluster_139647	217	15	6.912	1.429
dctB_3	Cluster_139647	214	15	7.009	1.515
glnQ_3	Cluster_86326	221	22	9.955	1.299
gltK	Cluster_86326	203	128	63.054	5.263
gltJ	Cluster_86326	206	130	63.107	5.0
gltI_1	Cluster_26715	84	22	26.19	3.704
glpD	Cluster_32621	214	38	17.757	2.5
glpR_2	Cluster_115496	7	3	42.857	20.0
glpK	Cluster_153030	214	70	32.71	3.03
glpF	Cluster_31561	214	62	28.972	3.125
ybaK	Cluster_31561	218	63	28.899	3.226
btuD_3	Cluster_19144	221	16	7.24	1.075
argF	Cluster_19144	220	136	61.818	3.333
nasC	Cluster_19144	132	103	78.03	6.667
grxD	Cluster_123080	220	86	39.091	7.143
bfr_2	Cluster_58802	219	96	43.836	4.348
ahpC_2	Cluster_50901	214	72	33.645	2.174
rnt	Cluster_114729	218	60	27.523	4.545
pyrC	Cluster_114729	181	54	29.834	6.25
pal_6	Cluster_114729	215	4	1.86	1.695
fruA	Cluster_34946	211	122	57.82	3.846
lacC	Cluster_34946	215	123	57.209	4.0
cra	Cluster_34946	218	124	56.881	3.846
yjjV	Cluster_34946	211	120	56.872	3.846
ampD	Cluster_125114	218	71	32.569	2.941
nadC	Cluster_65351	216	2	0.926	2.778
cysZ	Cluster_27208	201	32	15.92	4.0
bdlA_2	Cluster_69026	216	26	12.037	1.333
mgtA	Cluster_69026	144	67	46.528	4.0
btuE_2	Cluster_86325	214	63	29.439	2.439
slyD	Cluster_26740	219	139	63.47	3.846
pta	Cluster_26740	214	135	63.084	3.704
yiaD	Cluster_110404	199	112	56.281	3.448
gloC	Cluster_26141	206	24	11.65	1.923
lapB	Cluster_78354	191	116	60.733	4.545
malT	Cluster_26579	122	46	37.705	4.348
hprA	Cluster_33409	197	51	25.888	3.03
rsmC	Cluster_149558	218	76	34.862	3.846
mneA	Cluster_104135	219	37	16.895	8.333
loiP	Cluster_49633	214	27	12.617	2.564
yedK_2	Cluster_99359	199	24	12.06	1.887
mqo_1	Cluster_6529	221	72	32.579	1.786
hpt	Cluster_74070	220	66	30.0	6.667
upp	Cluster_74070	218	65	29.817	7.143
uraA	Cluster_74070	217	64	29.493	8.333
hemH	Cluster_64095	220	145	65.909	4.545
phrB_2	Cluster_112132	177	24	13.559	2.326
hcaB_3	Cluster_112132	167	5	2.994	1.22
pagL_2	Cluster_112609	191	50	26.178	2.083
murI	NO_CLUSTER_ASSOCIATION_FOUND	191	77	40.314	2.083
moeB	NO_CLUSTER_ASSOCIATION_FOUND	213	83	38.967	1.852
prmC_2	NO_CLUSTER_ASSOCIATION_FOUND	205	39	19.024	1.538
prfA	NO_CLUSTER_ASSOCIATION_FOUND	220	86	39.091	1.852
hemA	NO_CLUSTER_ASSOCIATION_FOUND	217	84	38.71	1.887
brnQ	Cluster_15364	210	55	26.19	2.564
sucD	Cluster_71437	217	185	85.253	8.333
sucC	Cluster_71437	216	188	87.037	10.0
lpdG	Cluster_121705	217	119	54.839	4.167
sucB	Cluster_159284	218	110	50.459	9.091
sucA	Cluster_159284	216	110	50.926	9.091
sdhB	Cluster_22437	220	197	89.545	12.5
sdhA	Cluster_22437	179	164	91.62	16.667
sdhD	Cluster_22437	219	198	90.411	11.111
sdhC	Cluster_22437	211	190	90.047	11.111
gltA	Cluster_22437	219	198	90.411	11.111
hisC_7	Cluster_72233	69	10	14.493	4.545
pal_7	Cluster_133591	196	17	8.673	1.724
etfA_2	Cluster_8186	62	13	20.968	4.762
etfB_2	Cluster_8186	59	11	18.644	4.762
mqsA	Cluster_121038	85	45	52.941	7.692
mqsR	Cluster_121038	81	45	55.556	10.0
proP_6	Cluster_136515	138	6	4.348	2.0
fecI_6	Cluster_101796	180	6	3.333	1.031
cefD	Cluster_67150	149	34	22.819	2.857
dat	Cluster_27184	203	15	7.389	2.083
qseC_3	Cluster_41097	112	14	12.5	3.448
qseB_4	Cluster_41097	48	12	25.0	6.25
pucB_2	NO_CLUSTER_ASSOCIATION_FOUND	19	4	21.053	20.0
pucA_2	NO_CLUSTER_ASSOCIATION_FOUND	96	17	17.708	3.448
hcrC	NO_CLUSTER_ASSOCIATION_FOUND	190	33	17.368	1.961
psiF	Cluster_143508	216	83	38.426	3.333
nimR_3	Cluster_50317	141	11	7.801	1.639
lips	Cluster_100073	201	85	42.289	4.762
osmE	Cluster_100073	170	45	26.471	3.333
fabR_1	Cluster_101329	128	31	24.219	7.692
sdh	NO_CLUSTER_ASSOCIATION_FOUND	162	31	19.136	3.846
livF_3	Cluster_80979	207	23	11.111	1.515
glnQ_4	Cluster_80979	220	21	9.545	1.389
livH_4	Cluster_80979	73	10	13.699	4.545
braC_2	Cluster_10922	172	26	15.116	2.703
pncB2	Cluster_10922	99	49	49.495	5.882
nadE	Cluster_10922	111	21	18.919	5.0
dnaB_1	Cluster_107675	121	33	27.273	1.639
rplI	Cluster_33975	221	40	18.1	2.326
rpsR	Cluster_33975	220	40	18.182	2.326
rpsF	Cluster_33975	220	40	18.182	2.326
rlmB	Cluster_37717	217	116	53.456	5.0
rnr	Cluster_37717	213	115	53.991	5.0
fbpA	Cluster_43378	210	42	20.0	2.857
purA	Cluster_149304	220	174	79.091	10.0
hisZ	Cluster_31702	215	162	75.349	5.882
hflC	Cluster_119634	204	187	91.667	14.286
hflK	Cluster_119634	216	200	92.593	16.667
hflX	Cluster_120401	218	167	76.606	8.333
hfq	Cluster_120401	220	169	76.818	9.091
miaA	NO_CLUSTER_ASSOCIATION_FOUND	218	109	50.0	8.333
mutL	NO_CLUSTER_ASSOCIATION_FOUND	207	97	46.86	9.091
amiC_1	NO_CLUSTER_ASSOCIATION_FOUND	203	32	15.764	2.083
tsaE	NO_CLUSTER_ASSOCIATION_FOUND	219	108	49.315	8.333
nnr	NO_CLUSTER_ASSOCIATION_FOUND	215	105	48.837	9.091
queG	NO_CLUSTER_ASSOCIATION_FOUND	219	112	51.142	12.5
orn	Cluster_82202	208	49	23.558	3.448
rsgA	Cluster_82202	219	55	25.114	3.448
motB_1	NO_CLUSTER_ASSOCIATION_FOUND	211	8	3.791	3.448
motA	NO_CLUSTER_ASSOCIATION_FOUND	214	11	5.14	8.333
rhdA	NO_CLUSTER_ASSOCIATION_FOUND	218	13	5.963	7.692
psd	NO_CLUSTER_ASSOCIATION_FOUND	219	16	7.306	7.692
outO_1	Cluster_45425	29	3	10.345	10.0
yejK_2	Cluster_45425	70	3	4.286	3.333
dnaB_2	Cluster_45425	121	1	0.826	1.667
soj_3	Cluster_45425	125	3	2.4	1.724
mcpU_2	Cluster_137438	208	62	29.808	1.818
puuP_2	Cluster_26628	215	26	12.093	1.266
ydgA	Cluster_26628	220	53	24.091	2.439
nadA	Cluster_37265	217	54	24.885	2.778
bepA_2	Cluster_100806	219	39	17.808	1.493
tusA_2	Cluster_100806	216	33	15.278	1.613
bcp_2	Cluster_40670	97	50	51.546	12.5
