This file lists every transcription factor binding IGR proposed to regulate an operon, and statistics for the operon composition for each regulatory occurrence of the IGR
If IGR occurrence isn't associated to an operon, it isnt included when calculating statistics
IGR = ClusterID, AVG_OP_LEN = Average number of genes per operon to 3 D.P,TF = Name of TF(s) IGR binds separated by comma, TOTAL_ASSOC = Number of IGR occurrences associated to operon(s), GENE = Name of gene if known, OCC_IN_OPERON = Number of operons associated to IGR bearing gene
IGR	AVG_OP_LEN	TF	TOTAL_ASSOCS	GENE	OCC_IN_OPERON	PERCENT_OPERONS
Cluster_34472	1.0	LexA	10	uvrB_3	1	10.0
Cluster_34472	1.0	LexA	10	tyrB_2	4	40.0
Cluster_34472	1.0	LexA	10	uvrB_2	1	10.0
Cluster_34472	1.0	LexA	10	uvrB_1	2	20.0
Cluster_97062	5.0	Fur	5	Unknown_Gene	5	100.0
Cluster_97062	5.0	Fur	5	fumC_1	4	80.0
Cluster_97062	5.0	Fur	5	sodB	1	20.0
Cluster_97062	5.0	Fur	5	zupT_1	4	80.0
Cluster_97062	5.0	Fur	5	fumC_2	1	20.0
Cluster_97062	5.0	Fur	5	sodB_2	2	40.0
Cluster_97062	5.0	Fur	5	zupT_3	1	20.0
Cluster_97062	5.0	Fur	5	sodB_1	2	40.0
Cluster_29978	1.5	LexA	2	Unknown_Gene	2	100.0
Cluster_35069	1.0	ArgR	5	aruC	5	100.0
Cluster_25489	1.0	MexT	10	Unknown_Gene	10	100.0
Cluster_26821	1.0	ArgR	10	yhdW	5	50.0
Cluster_26821	1.0	ArgR	10	estB_1	3	30.0
Cluster_26821	1.0	ArgR	10	estB_2	2	20.0
Cluster_43080	1.5	ColR	10	Unknown_Gene	5	50.0
Cluster_43080	1.5	ColR	10	ssuA_2	3	30.0
Cluster_43080	1.5	ColR	10	dmoA_3	2	20.0
Cluster_43080	1.5	ColR	10	dmoA_4	1	10.0
Cluster_43080	1.5	ColR	10	ssuA_6	1	10.0
Cluster_43080	1.5	ColR	10	ssuA_5	1	10.0
Cluster_43080	1.5	ColR	10	dmoA_1	2	20.0
Cluster_129781	2.0	LexA	5	dinG_1	3	60.0
Cluster_129781	2.0	LexA	5	fan1	5	100.0
Cluster_129781	2.0	LexA	5	dinG_4	1	20.0
Cluster_129781	2.0	LexA	5	dinG_2	1	20.0
Cluster_50169	1.0	LexA	10	Unknown_Gene	5	50.0
Cluster_50169	1.0	LexA	10	psiE	5	50.0
Cluster_69885	1.0	AmrZ	10	Unknown_Gene	10	100.0
Cluster_73616	1.5	Zur	10	Unknown_Gene	10	100.0
Cluster_47143	2.5	PcaR	10	czcA_1	1	10.0
Cluster_47143	2.5	PcaR	10	czcB	1	10.0
Cluster_47143	2.5	PcaR	10	czcC	1	10.0
Cluster_47143	2.5	PcaR	10	aroQ	5	50.0
Cluster_47143	2.5	PcaR	10	aroE_1	1	10.0
Cluster_47143	2.5	PcaR	10	aroE_2	4	40.0
Cluster_47143	2.5	PcaR	10	czcC_2	4	40.0
Cluster_47143	2.5	PcaR	10	czcB_2	4	40.0
Cluster_47143	2.5	PcaR	10	czcA_3	4	40.0
Cluster_66088	1.0	MexT	5	Unknown_Gene	5	100.0
Cluster_83789	3.5	ColR	10	Unknown_Gene	10	100.0
Cluster_83789	3.5	ColR	10	ligD	2	20.0
Cluster_83789	3.5	ColR	10	mshB	5	50.0
Cluster_83789	3.5	ColR	10	ligD_1	1	10.0
Cluster_83789	3.5	ColR	10	ligD_2	2	20.0
Cluster_25332	4.0	AmrZ	5	Unknown_Gene	5	100.0
Cluster_25332	4.0	AmrZ	5	dadA_2	1	20.0
Cluster_25332	4.0	AmrZ	5	dadA	4	80.0
Cluster_33514	1.0	PsrA	5	dmdC_4	2	40.0
Cluster_33514	1.0	PsrA	5	dmdC_2	1	20.0
Cluster_33514	1.0	PsrA	5	dmdC_3	2	40.0
Cluster_75600	1.5	LexA	10	mqo_2	1	10.0
Cluster_75600	1.5	LexA	10	Unknown_Gene	5	50.0
Cluster_75600	1.5	LexA	10	mqo_3	2	20.0
Cluster_75600	1.5	LexA	10	mqo_1	2	20.0
Cluster_61470	1.0	ColR	5	pupB	5	100.0
Cluster_8312	2.5	ColR	6	tolC_2	3	50.0
Cluster_8312	2.5	ColR	6	prsE_2	2	33.333
Cluster_8312	2.5	ColR	6	prsD_1	1	16.667
Cluster_8312	2.5	ColR	6	Unknown_Gene	3	50.0
Cluster_8312	2.5	ColR	6	prsD	2	33.333
Cluster_8312	2.5	ColR	6	prsE_3	1	16.667
Cluster_111676	1.5	LexA	2	Unknown_Gene	1	50.0
Cluster_111676	1.5	LexA	2	yedK_2	1	50.0
Cluster_52173	2.5	LexA,PsrA	10	nagZ	5	50.0
Cluster_52173	2.5	LexA,PsrA	10	Unknown_Gene	5	50.0
Cluster_52173	2.5	LexA,PsrA	10	lexA_2	2	20.0
Cluster_52173	2.5	LexA,PsrA	10	sulA	5	50.0
Cluster_52173	2.5	LexA,PsrA	10	lexA_3	1	10.0
Cluster_52173	2.5	LexA,PsrA	10	lexA_1	2	20.0
Cluster_137863	1.0	LexA	5	Unknown_Gene	5	100.0
Cluster_94204	3.0	PcaR	5	pcaF	5	100.0
Cluster_94204	3.0	PcaR	5	catJ	5	100.0
Cluster_94204	3.0	PcaR	5	catI	5	100.0
Cluster_13605	1.0	PcaR	10	pcaR	5	50.0
Cluster_13605	1.0	PcaR	10	Unknown_Gene	5	50.0
Cluster_28369	1.0	AmrZ	5	algA_2	2	40.0
Cluster_28369	1.0	AmrZ	5	algA_1	3	60.0
Cluster_109533	2.333	Zur	6	folE2	4	66.667
Cluster_109533	2.333	Zur	6	Unknown_Gene	6	100.0
Cluster_109533	2.333	Zur	6	yciC	1	16.667
Cluster_109533	2.333	Zur	6	yeiR	1	16.667
Cluster_109533	2.333	Zur	6	folE2_1	1	16.667
Cluster_109533	2.333	Zur	6	folE2_2	1	16.667
Cluster_92211	1.0	LexA	5	uvrD	4	80.0
Cluster_92211	1.0	LexA	5	uvrD_1	1	20.0
Cluster_26102	1.0	Fur	10	Unknown_Gene	5	50.0
Cluster_26102	1.0	Fur	10	lgrB_3	2	20.0
Cluster_26102	1.0	Fur	10	lgrB_2	3	30.0
Cluster_142451	1.0	LexA	5	Unknown_Gene	5	100.0
Cluster_25491	1.0	AmrZ	10	atoC_2	2	20.0
Cluster_25491	1.0	AmrZ	10	Unknown_Gene	5	50.0
Cluster_25491	1.0	AmrZ	10	atoC_1	3	30.0
Cluster_46887	1.0	LasR	10	Unknown_Gene	10	100.0
Cluster_79834	1.0	AmrZ	1	Unknown_Gene	1	100.0
Cluster_410	1.0	ColR	10	Unknown_Gene	10	100.0
Cluster_110229	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_68432	1.5	LexA	2	Unknown_Gene	1	50.0
Cluster_68432	1.5	LexA	2	mdtA_3	1	50.0
Cluster_68432	1.5	LexA	2	mdtB_1	1	50.0
Cluster_136295	1.0	ColR	1	dgkA	1	100.0
Cluster_34094	1.0	PsrA	3	dmdC_1	1	33.333
Cluster_34094	1.0	PsrA	3	dmdC_3	1	33.333
Cluster_34094	1.0	PsrA	3	dmdC_4	1	33.333
Cluster_133393	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_7212	2.0	PsrA	1	fadB_2	1	100.0
Cluster_7212	2.0	PsrA	1	fadA	1	100.0
Cluster_138563	2.0	PtxS	1	kdgK	1	100.0
Cluster_138563	2.0	PtxS	1	Unknown_Gene	1	100.0
Cluster_15011	2.0	PtxS	2	Unknown_Gene	2	100.0
Cluster_47419	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_65224	1.5	PvdS	2	Unknown_Gene	2	100.0
Cluster_65224	1.5	PvdS	2	cefD	1	50.0
Cluster_63915	1.5	AmrZ	2	Unknown_Gene	2	100.0
Cluster_25376	1.0	ArgR	4	aruC	4	100.0
Cluster_9140	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_96349	2.5	Zur	2	Unknown_Gene	2	100.0
Cluster_54623	1.0	LexA	2	dinB	1	50.0
Cluster_54623	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_63097	1.0	Zur	1	folE2	1	100.0
Cluster_19672	1.0	Zur	1	bdlA_2	1	100.0
Cluster_112393	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_112393	1.0	LexA	2	yedK_2	1	50.0
Cluster_116633	1.5	LexA	4	umuC_2	2	50.0
Cluster_116633	1.5	LexA	4	umuD	2	50.0
Cluster_116633	1.5	LexA	4	yedK_3	1	25.0
Cluster_116633	1.5	LexA	4	yedK_2	1	25.0
Cluster_21099	1.0	ColR	2	Unknown_Gene	2	100.0
Cluster_109543	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_106741	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_17794	2.5	AmrZ	2	Unknown_Gene	2	100.0
Cluster_10977	1.0	AmrZ	4	Unknown_Gene	4	100.0
Cluster_136298	3.0	LexA	1	Unknown_Gene	1	100.0
Cluster_118001	2.0	Fur	1	fumC_1	1	100.0
Cluster_118001	2.0	Fur	1	Unknown_Gene	1	100.0
Cluster_14440	1.0	AmrZ	1	cheB2_1	1	100.0
Cluster_12819	3.0	LexA	2	Unknown_Gene	1	50.0
Cluster_12819	3.0	LexA	2	dcm	1	50.0
Cluster_6679	1.0	AmrZ	1	bamB	1	100.0
Cluster_47736	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_13952	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_34294	1.5	CueR	2	Unknown_Gene	2	100.0
Cluster_86167	2.0	PcaR	1	aroE_3	1	100.0
Cluster_86167	2.0	PcaR	1	aroQ	1	100.0
Cluster_143259	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_53203	1.0	LexA	6	Unknown_Gene	6	100.0
Cluster_46895	3.0	LexA	1	Unknown_Gene	1	100.0
Cluster_7600	1.5	LexA	2	Unknown_Gene	1	50.0
Cluster_7600	1.5	LexA	2	umuD	1	50.0
Cluster_7600	1.5	LexA	2	umuC	1	50.0
Cluster_18817	1.0	LexA	4	Unknown_Gene	4	100.0
Cluster_2420	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_2791	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_16541	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_29659	1.0	PtxS	1	Unknown_Gene	1	100.0
Cluster_100501	1.167	LexA	12	Unknown_Gene	12	100.0
Cluster_100501	1.167	LexA	12	umuC_2	2	16.667
Cluster_74127	1.0	ColR	1	Unknown_Gene	1	100.0
Cluster_23603	1.0	ArgR	3	aruC	3	100.0
Cluster_37007	1.0	ColR	1	Unknown_Gene	1	100.0
Cluster_1049	1.5	LexA	2	Unknown_Gene	2	100.0
Cluster_901	2.5	AmrZ	2	Unknown_Gene	1	50.0
Cluster_901	2.5	AmrZ	2	yddE	1	50.0
Cluster_6680	2.0	AmrZ	1	Unknown_Gene	1	100.0
Cluster_1492	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_116640	1.0	AmrZ	1	Unknown_Gene	1	100.0
Cluster_51852	2.0	LexA	2	Unknown_Gene	2	100.0
Cluster_16542	1.0	LexA	2	psiE	1	50.0
Cluster_16542	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_89145	2.5	PcaR	6	aroE_1	1	16.667
Cluster_89145	2.5	PcaR	6	aroQ	3	50.0
Cluster_89145	2.5	PcaR	6	czcC	3	50.0
Cluster_89145	2.5	PcaR	6	czcB	3	50.0
Cluster_89145	2.5	PcaR	6	czcA_1	1	16.667
Cluster_89145	2.5	PcaR	6	czcA_2	2	33.333
Cluster_89145	2.5	PcaR	6	aroE_3	2	33.333
Cluster_1675	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_55323	2.0	LexA	2	Unknown_Gene	2	100.0
Cluster_55323	2.0	LexA	2	tagD	1	50.0
Cluster_38817	1.0	ColR	1	Unknown_Gene	1	100.0
Cluster_18471	1.0	Fur	1	Unknown_Gene	1	100.0
Cluster_9688	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_18060	1.5	PcaR	10	Unknown_Gene	5	50.0
Cluster_18060	1.5	PcaR	10	pcaI	5	50.0
Cluster_18060	1.5	PcaR	10	pcaJ	5	50.0
Cluster_76128	1.5	Zur	4	Unknown_Gene	4	100.0
Cluster_43092	3.0	PtxS	4	Unknown_Gene	4	100.0
Cluster_69398	5.0	Fur	4	zupT_1	3	75.0
Cluster_69398	5.0	Fur	4	sodB_2	2	50.0
Cluster_69398	5.0	Fur	4	Unknown_Gene	4	100.0
Cluster_69398	5.0	Fur	4	fumC_1	3	75.0
Cluster_69398	5.0	Fur	4	zupT_2	1	25.0
Cluster_69398	5.0	Fur	4	fumC_2	1	25.0
Cluster_69398	5.0	Fur	4	sodB_1	2	50.0
Cluster_38587	1.0	ArgR	1	argG	1	100.0
Cluster_26377	1.0	PtxS	4	Unknown_Gene	4	100.0
Cluster_131212	3.0	LexA	1	Unknown_Gene	1	100.0
Cluster_68906	1.5	ColR	4	Unknown_Gene	2	50.0
Cluster_68906	1.5	ColR	4	czcR	1	25.0
Cluster_68906	1.5	ColR	4	sasA_3	1	25.0
Cluster_68906	1.5	ColR	4	czcR_3	1	25.0
Cluster_68906	1.5	ColR	4	sasA_4	1	25.0
Cluster_15693	1.0	PcaR	2	Unknown_Gene	1	50.0
Cluster_15693	1.0	PcaR	2	pcaR_1	1	50.0
Cluster_56008	1.0	PcaR	1	pcaF_2	1	100.0
Cluster_63932	1.0	LexA	2	recN	1	50.0
Cluster_63932	1.0	LexA	2	grpE	1	50.0
Cluster_48922	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_24660	3.5	LexA	2	rbsD	1	50.0
Cluster_24660	3.5	LexA	2	rbsK	1	50.0
Cluster_24660	3.5	LexA	2	rbsR	1	50.0
Cluster_24660	3.5	LexA	2	rbsC	1	50.0
Cluster_24660	3.5	LexA	2	mglA	1	50.0
Cluster_24660	3.5	LexA	2	rbsB	1	50.0
Cluster_24660	3.5	LexA	2	Unknown_Gene	1	50.0
Cluster_134088	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_74132	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_349	1.0	ColR	2	Unknown_Gene	2	100.0
Cluster_8282	1.5	PsrA	4	etfA	1	25.0
Cluster_8282	1.5	PsrA	4	etfB	1	25.0
Cluster_8282	1.5	PsrA	4	Unknown_Gene	2	50.0
Cluster_8282	1.5	PsrA	4	etfA_3	1	25.0
Cluster_8282	1.5	PsrA	4	etfB_3	1	25.0
Cluster_99190	1.0	ArgR	1	argG	1	100.0
Cluster_64375	1.0	LexA	1	topB	1	100.0
Cluster_86784	1.0	CueR	4	copZ	1	25.0
Cluster_86784	1.0	CueR	4	Unknown_Gene	3	75.0
Cluster_152143	2.0	CueR	2	copA_2	1	50.0
Cluster_152143	2.0	CueR	2	hmrR	2	100.0
Cluster_152143	2.0	CueR	2	copA_3	1	50.0
Cluster_28039	1.0	MexT	2	Unknown_Gene	2	100.0
Cluster_119451	1.0	LexA	2	uvrD	2	100.0
Cluster_112416	1.5	Zur	2	Unknown_Gene	2	100.0
Cluster_112416	1.5	Zur	2	folE2	1	50.0
Cluster_144164	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_18236	3.0	ArgR	1	pntB	1	100.0
Cluster_18236	3.0	ArgR	1	Unknown_Gene	1	100.0
Cluster_18236	3.0	ArgR	1	pntAA	1	100.0
Cluster_134848	1.0	ColR	2	dgkA	2	100.0
Cluster_39321	1.5	PtxS	4	glk	2	50.0
Cluster_39321	1.5	PtxS	4	edd	2	50.0
Cluster_39321	1.5	PtxS	4	gapA	2	50.0
Cluster_84346	2.0	Fur	1	fumC_2	1	100.0
Cluster_84346	2.0	Fur	1	Unknown_Gene	1	100.0
Cluster_132722	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_76651	1.0	Zur	1	Unknown_Gene	1	100.0
Cluster_45111	2.0	PcaR	1	aroQ	1	100.0
Cluster_45111	2.0	PcaR	1	aroE_3	1	100.0
Cluster_30483	1.0	PcaR	2	Unknown_Gene	1	50.0
Cluster_30483	1.0	PcaR	2	abaF_6	1	50.0
Cluster_40772	2.0	PcaR	1	atsA	1	100.0
Cluster_40772	2.0	PcaR	1	Unknown_Gene	1	100.0
Cluster_31963	1.0	PsrA	1	dmdC_5	1	100.0
Cluster_54287	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_54287	1.0	LexA	2	dinB	1	50.0
Cluster_3937	1.5	ArgR	2	oprD_9	1	50.0
Cluster_3937	1.5	ArgR	2	Unknown_Gene	1	50.0
Cluster_3937	1.5	ArgR	2	slyX	1	50.0
Cluster_30151	1.0	ArgR	1	aruC	1	100.0
Cluster_45116	2.0	LexA,PsrA	2	nagZ	1	50.0
Cluster_45116	2.0	LexA,PsrA	2	Unknown_Gene	1	50.0
Cluster_45116	2.0	LexA,PsrA	2	lexA_2	1	50.0
Cluster_45116	2.0	LexA,PsrA	2	sulA	1	50.0
Cluster_146614	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_37414	1.0	ArgR	4	gdhB	2	50.0
Cluster_37414	1.0	ArgR	4	Unknown_Gene	2	50.0
Cluster_29154	2.0	PcaR	2	pcaJ	1	50.0
Cluster_29154	2.0	PcaR	2	pcaI	1	50.0
Cluster_29154	2.0	PcaR	2	Unknown_Gene	1	50.0
Cluster_12688	1.0	LexA	2	yedK_2	1	50.0
Cluster_12688	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_139417	2.0	CueR	2	merR1	2	100.0
Cluster_139417	2.0	CueR	2	linX_1	2	100.0
Cluster_3164	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_3522	1.5	LexA	2	Unknown_Gene	2	100.0
Cluster_60689	1.0	LexA	6	Unknown_Gene	6	100.0
Cluster_143287	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_31810	1.0	PsrA	1	dmdC_1	1	100.0
Cluster_5949	1.5	LexA	2	Unknown_Gene	2	100.0
Cluster_5949	1.5	LexA	2	ligD_1	1	50.0
Cluster_5051	1.0	AmrZ	1	Unknown_Gene	1	100.0
Cluster_63946	1.5	LexA	2	recN_1	1	50.0
Cluster_63946	1.5	LexA	2	recN_2	1	50.0
Cluster_63946	1.5	LexA	2	grpE	1	50.0
Cluster_26983	1.0	ArgR	2	estB	1	50.0
Cluster_26983	1.0	ArgR	2	yhdW	1	50.0
Cluster_21321	1.0	PcaR	2	Unknown_Gene	1	50.0
Cluster_21321	1.0	PcaR	2	pcaR_1	1	50.0
Cluster_56014	1.0	PcaR	1	pcaF	1	100.0
Cluster_70410	1.0	PtxS	1	Unknown_Gene	1	100.0
Cluster_326	1.0	ColR	2	Unknown_Gene	2	100.0
Cluster_16161	2.0	PsrA	1	fadB_2	1	100.0
Cluster_16161	2.0	PsrA	1	fadA_1	1	100.0
Cluster_45414	2.0	LexA,PsrA	2	sulA	1	50.0
Cluster_45414	2.0	LexA,PsrA	2	lexA_1	1	50.0
Cluster_45414	2.0	LexA,PsrA	2	Unknown_Gene	1	50.0
Cluster_45414	2.0	LexA,PsrA	2	nagZ	1	50.0
Cluster_800	1.0	ArgR	1	Unknown_Gene	1	100.0
Cluster_104671	2.0	PcaR	1	aroE_2	1	100.0
Cluster_104671	2.0	PcaR	1	aroQ	1	100.0
Cluster_28863	1.0	PvdS	2	pvdA	1	50.0
Cluster_28863	1.0	PvdS	2	Unknown_Gene	1	50.0
Cluster_110975	2.0	LexA	2	yedK	1	50.0
Cluster_110975	2.0	LexA	2	Unknown_Gene	1	50.0
Cluster_138605	1.0	PtxR	1	benC	1	100.0
Cluster_131235	3.0	LexA	1	Unknown_Gene	1	100.0
Cluster_48059	2.0	PcaR	1	pcaI	1	100.0
Cluster_48059	2.0	PcaR	1	pcaJ	1	100.0
Cluster_25058	3.5	LexA	2	rbsD	1	50.0
Cluster_25058	3.5	LexA	2	rbsK	1	50.0
Cluster_25058	3.5	LexA	2	purR	1	50.0
Cluster_25058	3.5	LexA	2	rbsC	1	50.0
Cluster_25058	3.5	LexA	2	mglA	1	50.0
Cluster_25058	3.5	LexA	2	rbsB	1	50.0
Cluster_25058	3.5	LexA	2	Unknown_Gene	1	50.0
Cluster_140918	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_9918	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_41849	1.0	PsrA	2	Unknown_Gene	1	50.0
Cluster_41849	1.0	PsrA	2	gcl_2	1	50.0
Cluster_47168	1.0	AmrZ	2	Unknown_Gene	2	100.0
Cluster_36132	1.0	ArgR	1	aruC	1	100.0
Cluster_114573	1.5	LexA	2	Unknown_Gene	1	50.0
Cluster_114573	1.5	LexA	2	umuD_2	1	50.0
Cluster_114573	1.5	LexA	2	umuC_2	1	50.0
Cluster_99210	3.0	AmrZ	1	Unknown_Gene	1	100.0
Cluster_99210	3.0	AmrZ	1	xerC_6	1	100.0
Cluster_3708	1.5	ArgR	2	slyX	1	50.0
Cluster_3708	1.5	ArgR	2	Unknown_Gene	1	50.0
Cluster_3708	1.5	ArgR	2	oprD_7	1	50.0
Cluster_54298	1.0	LexA	2	dinB	1	50.0
Cluster_54298	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_57145	5.0	Fur	1	zupT_2	1	100.0
Cluster_57145	5.0	Fur	1	sodB_2	1	100.0
Cluster_57145	5.0	Fur	1	Unknown_Gene	1	100.0
Cluster_57145	5.0	Fur	1	fumC_2	1	100.0
Cluster_32143	1.0	ArgR	1	dppA_1	1	100.0
Cluster_20283	2.0	NtrC	1	ubiK	1	100.0
Cluster_20283	2.0	NtrC	1	mopA	1	100.0
Cluster_76664	1.0	AmrZ	1	cheB_4	1	100.0
Cluster_12310	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_41291	1.0	ColR	1	Unknown_Gene	1	100.0
Cluster_1479	2.0	LexA	2	Unknown_Gene	2	100.0
Cluster_135579	3.0	LexA	1	Unknown_Gene	1	100.0
Cluster_36797	1.0	LexA	2	umuD_2	1	50.0
Cluster_36797	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_103992	1.0	LexA	1	ndhB	1	100.0
Cluster_2676	1.0	ArgR	2	argG	2	100.0
Cluster_5243	1.0	ArgR	1	argG	1	100.0
Cluster_258	3.0	LexA	2	Unknown_Gene	2	100.0
Cluster_11338	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_12827	1.0	ArgR	1	aruC	1	100.0
Cluster_134856	3.0	LexA	1	Unknown_Gene	1	100.0
Cluster_134856	3.0	LexA	1	umuD_2	1	100.0
Cluster_22612	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_140929	1.0	LexA	1	umuD_3	1	100.0
Cluster_150647	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_698	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_4483	1.0	LexA	2	yedK_2	1	50.0
Cluster_4483	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_6546	1.0	Zur	1	bdlA_2	1	100.0
Cluster_23344	3.0	RhpR	2	Unknown_Gene	2	100.0
Cluster_23344	3.0	RhpR	2	btsT_2	1	50.0
Cluster_23344	3.0	RhpR	2	fliY_2	1	50.0
Cluster_23344	3.0	RhpR	2	btuD_4	1	50.0
Cluster_34309	1.0	Fur	1	fpvA_5	1	100.0
Cluster_14362	1.0	CueR	1	Unknown_Gene	1	100.0
Cluster_42858	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_37225	1.0	ColR	2	Unknown_Gene	1	50.0
Cluster_37225	1.0	ColR	2	dgcP	1	50.0
Cluster_16768	1.5	LexA	2	Unknown_Gene	2	100.0
Cluster_25065	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_35305	2.0	LexA	2	Unknown_Gene	2	100.0
Cluster_35305	2.0	LexA	2	umuC_2	1	50.0
Cluster_35305	2.0	LexA	2	umuD_2	1	50.0
Cluster_69415	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_72222	1.0	PsrA	2	Unknown_Gene	2	100.0
Cluster_9825	1.0	ArgR	1	aruC	1	100.0
Cluster_98487	5.0	Fur	1	zupT_1	1	100.0
Cluster_98487	5.0	Fur	1	sodB_1	1	100.0
Cluster_98487	5.0	Fur	1	Unknown_Gene	1	100.0
Cluster_98487	5.0	Fur	1	fumC_1	1	100.0
Cluster_25812	1.5	MexT	2	Unknown_Gene	2	100.0
Cluster_135589	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_97135	1.0	LexA	1	uvrD	1	100.0
Cluster_14712	3.0	PtxS	2	Unknown_Gene	1	50.0
Cluster_14712	3.0	PtxS	2	dctD_1	1	50.0
Cluster_14712	3.0	PtxS	2	dctB_1	1	50.0
Cluster_14712	3.0	PtxS	2	rfbD_1	1	50.0
Cluster_14712	3.0	PtxS	2	rmlC_1	1	50.0
Cluster_14712	3.0	PtxS	2	aguA_1	1	50.0
Cluster_31816	1.0	PsrA	1	dmdC_2	1	100.0
Cluster_18823	1.5	LasR	2	Unknown_Gene	2	100.0
Cluster_92270	1.0	LexA	2	yfcJ_1	1	50.0
Cluster_92270	1.0	LexA	2	umuC	1	50.0
Cluster_74642	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_12829	1.0	AmrZ	2	Unknown_Gene	2	100.0
Cluster_6238	3.0	LexA	1	Unknown_Gene	1	100.0
Cluster_59481	2.0	PcaR	2	pcaJ	2	100.0
Cluster_59481	2.0	PcaR	2	pcaI	2	100.0
Cluster_128528	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_34110	1.0	PcaR	1	rhaS_10	1	100.0
Cluster_4549	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_141756	2.0	PtxS	1	kdgK	1	100.0
Cluster_141756	2.0	PtxS	1	Unknown_Gene	1	100.0
Cluster_43106	3.0	PtxS	1	Unknown_Gene	1	100.0
Cluster_127825	2.0	LexA	1	dinG_4	1	100.0
Cluster_127825	2.0	LexA	1	fan1	1	100.0
Cluster_2399	2.0	ArgR	1	Unknown_Gene	1	100.0
Cluster_18824	1.0	ArgR	1	argG	1	100.0
Cluster_35306	1.5	LexA,PsrA	2	sulA_1	1	50.0
Cluster_35306	1.5	LexA,PsrA	2	lexA_1	1	50.0
Cluster_35306	1.5	LexA,PsrA	2	Unknown_Gene	1	50.0
Cluster_19790	1.0	LexA	1	umuD_2	1	100.0
Cluster_34312	1.0	PsrA	1	dmdC_1	1	100.0
Cluster_10658	4.0	Zur	1	Unknown_Gene	1	100.0
Cluster_10658	4.0	Zur	1	ytrE	1	100.0
Cluster_14715	1.0	AmrZ	1	ydhP_2	1	100.0
Cluster_29819	2.0	PcaR	2	Unknown_Gene	1	50.0
Cluster_29819	2.0	PcaR	2	pcaI	1	50.0
Cluster_29819	2.0	PcaR	2	pcaJ	1	50.0
Cluster_23744	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_56026	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_1292	1.0	ArgR	5	argG	5	100.0
Cluster_452	1.5	ArgR	2	oprD_6	1	50.0
Cluster_452	1.5	ArgR	2	Unknown_Gene	1	50.0
Cluster_452	1.5	ArgR	2	slyX	1	50.0
Cluster_75136	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_42326	2.0	AmrZ	3	aroA	3	100.0
Cluster_42326	2.0	AmrZ	3	cmk	3	100.0
Cluster_86202	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_1011	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_1011	2.0	LexA	1	yejK_1	1	100.0
Cluster_476	1.0	PtxS	1	kdgR_2	1	100.0
Cluster_135597	2.0	LexA	1	Unknown_Gene	1	100.0
