GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2798
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LIHDPOLN_00001	nanT_1	Cluster_140235
Operon2820	LIHDPOLN_04497	Unknown_Gene	Cluster_162620
Operon2821	LIHDPOLN_04498	apeB	Cluster_73295
Operon2822	LIHDPOLN_04499	rluA	Cluster_82821
Operon2823	LIHDPOLN_04500	minE	Cluster_116242
Operon2823	LIHDPOLN_04501	minD	Cluster_116242
Operon2824	LIHDPOLN_04502	minC	Cluster_109031
Operon2825	LIHDPOLN_04503	lpxL	Cluster_109031
Operon2826	LIHDPOLN_04504	Unknown_Gene	Cluster_85295
Operon2827	LIHDPOLN_04505	Unknown_Gene	Cluster_63615
Operon2827	LIHDPOLN_04506	Unknown_Gene	Cluster_63615
Operon2828	LIHDPOLN_04507	Unknown_Gene	Cluster_63615
Operon2829	LIHDPOLN_04508	Unknown_Gene	Cluster_56106
Operon2830	LIHDPOLN_04509	Unknown_Gene	Cluster_56106
Operon2831	LIHDPOLN_04510	yjcH_2	Cluster_46711
Operon2831	LIHDPOLN_04511	actP_2	Cluster_46711
Operon2832	LIHDPOLN_04512	Unknown_Gene	Cluster_46403
Operon2833	LIHDPOLN_04513	hcaB_6	Cluster_46403
Operon2834	LIHDPOLN_04514	csrA_2	Cluster_102784
Operon2835	LIHDPOLN_04515	Unknown_Gene	Cluster_129381
Operon2836	LIHDPOLN_04516	Unknown_Gene	Cluster_103526
Operon2837	LIHDPOLN_04517	gshAB	Cluster_64968
Operon2837	LIHDPOLN_04518	purF_2	Cluster_64968
Operon2837	LIHDPOLN_04519	xerC_9	Cluster_64968
Operon2838	LIHDPOLN_04520	Unknown_Gene	Cluster_113937
Operon2838	LIHDPOLN_04521	Unknown_Gene	Cluster_113937
Operon2838	LIHDPOLN_04522	Unknown_Gene	Cluster_113937
Operon2838	LIHDPOLN_04523	Unknown_Gene	Cluster_113937
Operon2838	LIHDPOLN_04524	Unknown_Gene	Cluster_113937
Operon2838	LIHDPOLN_04525	csrA_3	Cluster_113937
Operon2838	LIHDPOLN_04526	Unknown_Gene	Cluster_113937
Operon2838	LIHDPOLN_04527	Unknown_Gene	Cluster_113937
Operon2839	LIHDPOLN_04528	Unknown_Gene	Cluster_93776
Operon2840	LIHDPOLN_04529	lexA_4	Cluster_153897
Operon2841	LIHDPOLN_04530	Unknown_Gene	Cluster_153897
Operon2842	LIHDPOLN_04531	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04532	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04533	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04534	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04535	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04536	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04537	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04538	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04539	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04540	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04541	dnaB_3	Cluster_93093
Operon2842	LIHDPOLN_04542	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04543	Unknown_Gene	Cluster_93093
Operon2842	LIHDPOLN_04544	Unknown_Gene	Cluster_93093
Operon2843	LIHDPOLN_04545	pagL_2	Cluster_50554
Operon2844	LIHDPOLN_04546	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2845	LIHDPOLN_04547	Unknown_Gene	Cluster_41080
Operon2846	LIHDPOLN_04548	Unknown_Gene	Cluster_131509
Operon2847	LIHDPOLN_04549	nadB	Cluster_15273
Operon2848	LIHDPOLN_04550	algU	Cluster_15273
Operon2848	LIHDPOLN_04551	mucA	Cluster_15273
Operon2848	LIHDPOLN_04552	mucB	Cluster_15273
Operon2849	LIHDPOLN_04553	degP	Cluster_68723
Operon2850	LIHDPOLN_04554	lepA	Cluster_67192
Operon2850	LIHDPOLN_04555	lepB	Cluster_67192
Operon2851	LIHDPOLN_04556	rnc	Cluster_72944
Operon2851	LIHDPOLN_04557	era	Cluster_72944
Operon2852	LIHDPOLN_04558	recO	Cluster_79500
Operon2852	LIHDPOLN_04559	pdxJ	Cluster_79500
Operon2853	LIHDPOLN_04560	czcS	Cluster_41134
Operon2853	LIHDPOLN_04561	czcR_5	Cluster_41134
Operon2854	LIHDPOLN_04562	Unknown_Gene	Cluster_41134
Operon2855	LIHDPOLN_04563	cmoB	Cluster_58835
Operon2855	LIHDPOLN_04564	cmoA	Cluster_58835
Operon2856	LIHDPOLN_04565	Unknown_Gene	Cluster_58835
Operon2856	LIHDPOLN_04566	Unknown_Gene	Cluster_58835
Operon2857	LIHDPOLN_04567	Unknown_Gene	Cluster_111983
Operon2858	LIHDPOLN_04568	lon_2	Cluster_46213
Operon2859	LIHDPOLN_04569	gcd	Cluster_167192
Operon2859	LIHDPOLN_04570	oprB_3	Cluster_167192
Operon2860	LIHDPOLN_04571	Unknown_Gene	Cluster_75247
Operon2861	LIHDPOLN_04572	Unknown_Gene	Cluster_75247
Operon2861	LIHDPOLN_04573	Unknown_Gene	Cluster_75247
Operon2862	LIHDPOLN_04574	yqjH	Cluster_124557
Operon2862	LIHDPOLN_04575	Unknown_Gene	Cluster_124557
Operon2863	LIHDPOLN_04576	Unknown_Gene	Cluster_19735
Operon2864	LIHDPOLN_04577	proY_2	Cluster_19735
Operon2865	LIHDPOLN_04578	Unknown_Gene	Cluster_44803
Operon2866	LIHDPOLN_04579	rhlB_2	Cluster_95691
Operon2867	LIHDPOLN_04580	Unknown_Gene	Cluster_95691
Operon2868	LIHDPOLN_04581	metR_3	Cluster_1827
Operon2869	LIHDPOLN_04582	Unknown_Gene	Cluster_1827
Operon2870	LIHDPOLN_04583	ydgC	Cluster_138814
Operon2870	LIHDPOLN_04584	dctD_3	Cluster_138814
Operon2870	LIHDPOLN_04585	dctB_3	Cluster_138814
Operon2871	LIHDPOLN_04586	glnQ_6	Cluster_86326
Operon2871	LIHDPOLN_04587	gltK	Cluster_86326
Operon2871	LIHDPOLN_04588	gltJ	Cluster_86326
Operon2872	LIHDPOLN_04589	gltI	Cluster_25562
Operon2873	LIHDPOLN_04590	Unknown_Gene	Cluster_25562
Operon2874	LIHDPOLN_04591	glpD	NO_CLUSTER_ASSOCIATION_FOUND
Operon2875	LIHDPOLN_04592	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2876	LIHDPOLN_04593	pglF	Cluster_113390
Operon2877	LIHDPOLN_04594	tagO	Cluster_137469
Operon2877	LIHDPOLN_04595	gnu	Cluster_137469
Operon2878	LIHDPOLN_04596	mshA_4	Cluster_19153
Operon2878	LIHDPOLN_04597	mshA_5	Cluster_19153
Operon2878	LIHDPOLN_04598	tld	Cluster_19153
Operon2878	LIHDPOLN_04599	gmd	Cluster_19153
Operon2879	LIHDPOLN_04600	tolC_2	Cluster_17762
Operon2879	LIHDPOLN_04601	prsE_1	Cluster_17762
Operon2879	LIHDPOLN_04602	prsD	Cluster_17762
Operon2880	LIHDPOLN_04603	Unknown_Gene	Cluster_17762
Operon2880	LIHDPOLN_04604	Unknown_Gene	Cluster_17762
Operon2881	LIHDPOLN_04605	Unknown_Gene	Cluster_86345
Operon2881	LIHDPOLN_04606	Unknown_Gene	Cluster_86345
Operon2881	LIHDPOLN_04607	mhpE	Cluster_86345
Operon2882	LIHDPOLN_04608	Unknown_Gene	Cluster_138005
Operon2882	LIHDPOLN_04609	Unknown_Gene	Cluster_138005
Operon2882	LIHDPOLN_04610	Unknown_Gene	Cluster_138005
Operon2883	LIHDPOLN_04611	Unknown_Gene	Cluster_44304
Operon2884	LIHDPOLN_04612	Unknown_Gene	Cluster_7841
Operon2884	LIHDPOLN_04613	mshA_6	Cluster_7841
Operon2885	LIHDPOLN_04614	rfbB	Cluster_7841
Operon2885	LIHDPOLN_04615	rfbD	Cluster_7841
Operon2885	LIHDPOLN_04616	rfbA	Cluster_7841
Operon2885	LIHDPOLN_04617	rmlC_2	Cluster_7841
Operon2886	LIHDPOLN_04618	Unknown_Gene	Cluster_97356
Operon2887	LIHDPOLN_04619	Unknown_Gene	Cluster_97356
Operon2888	LIHDPOLN_04620	Unknown_Gene	Cluster_93107
Operon2888	LIHDPOLN_04621	Unknown_Gene	Cluster_93107
Operon2888	LIHDPOLN_04622	Unknown_Gene	Cluster_93107
Operon2888	LIHDPOLN_04623	mshA_7	Cluster_93107
Operon2888	LIHDPOLN_04624	Unknown_Gene	Cluster_93107
Operon2888	LIHDPOLN_04625	btuD_4	Cluster_93107
Operon2888	LIHDPOLN_04626	Unknown_Gene	Cluster_93107
Operon2888	LIHDPOLN_04627	algC_2	Cluster_93107
Operon2889	LIHDPOLN_04628	algA_2	Cluster_29560
Operon2890	LIHDPOLN_04629	Unknown_Gene	Cluster_115537
Operon2891	LIHDPOLN_04630	Unknown_Gene	Cluster_1458
Operon2891	LIHDPOLN_04631	ihfB	Cluster_1458
Operon2892	LIHDPOLN_04632	Unknown_Gene	Cluster_1458
Operon2893	LIHDPOLN_04633	rpsA	Cluster_99558
Operon2894	LIHDPOLN_04634	cmk	NO_CLUSTER_ASSOCIATION_FOUND
Operon2894	LIHDPOLN_04635	aroA	NO_CLUSTER_ASSOCIATION_FOUND
Operon2895	LIHDPOLN_04636	nadA	Cluster_38196
Operon2896	LIHDPOLN_04637	ydgA	Cluster_15509
Operon2897	LIHDPOLN_04638	puuP_3	Cluster_15509
Operon2898	LIHDPOLN_04639	mcpU_2	Cluster_137438
Operon2899	LIHDPOLN_04640	Unknown_Gene	Cluster_86397
Operon2900	LIHDPOLN_04641	Unknown_Gene	Cluster_146431
Operon2901	LIHDPOLN_04642	queC	Cluster_71029
Operon2901	LIHDPOLN_04643	queE	Cluster_71029
Operon2902	LIHDPOLN_04644	cpoB	Cluster_150153
Operon2902	LIHDPOLN_04645	pal_4	Cluster_150153
Operon2903	LIHDPOLN_04646	tolB	Cluster_99361
Operon2903	LIHDPOLN_04647	Unknown_Gene	Cluster_99361
Operon2903	LIHDPOLN_04648	exbD_3	Cluster_99361
Operon2903	LIHDPOLN_04649	tolQ_4	Cluster_99361
Operon2903	LIHDPOLN_04650	ybgC	Cluster_99361
Operon2904	LIHDPOLN_04651	ruvB_2	Cluster_110407
Operon2904	LIHDPOLN_04652	ruvA	Cluster_110407
Operon2905	LIHDPOLN_04653	ruvC	Cluster_65856
Operon2906	LIHDPOLN_04654	pmpR	Cluster_106935
Operon2907	LIHDPOLN_04655	aspS	Cluster_120361
Operon2908	LIHDPOLN_04656	Unknown_Gene	Cluster_119441
Operon2909	LIHDPOLN_04657	Unknown_Gene	Cluster_49351
Operon2910	LIHDPOLN_04658	dps	Cluster_36137
Operon2911	LIHDPOLN_04659	Unknown_Gene	Cluster_36137
Operon2912	LIHDPOLN_04660	slyX	Cluster_4450
Operon2912	LIHDPOLN_04661	Unknown_Gene	Cluster_4450
Operon2913	LIHDPOLN_04662	oprD_6	Cluster_4450
Operon2914	LIHDPOLN_04663	proS	Cluster_76846
Operon2914	LIHDPOLN_04664	Unknown_Gene	Cluster_76846
Operon2915	LIHDPOLN_04665	dinB	Cluster_54078
Operon2916	LIHDPOLN_04666	Unknown_Gene	Cluster_54078
Operon2917	LIHDPOLN_04667	Unknown_Gene	Cluster_93110
Operon2918	LIHDPOLN_04668	Unknown_Gene	Cluster_92462
Operon2919	LIHDPOLN_04669	Unknown_Gene	Cluster_40137
Operon2919	LIHDPOLN_04670	Unknown_Gene	Cluster_40137
Operon2920	LIHDPOLN_04671	Unknown_Gene	Cluster_4460
Operon2921	LIHDPOLN_04672	kup_2	Cluster_47270
Operon2922	LIHDPOLN_04673	rimO	Cluster_47270
Operon2923	LIHDPOLN_04674	Unknown_Gene	Cluster_150474
Operon2924	LIHDPOLN_04675	Unknown_Gene	Cluster_30155
Operon2924	LIHDPOLN_04676	Unknown_Gene	Cluster_30155
Operon2924	LIHDPOLN_04677	Unknown_Gene	Cluster_30155
Operon2925	LIHDPOLN_04678	yjaB_1	Cluster_30155
Operon2926	LIHDPOLN_04679	rluF	Cluster_132921
Operon2926	LIHDPOLN_04680	Unknown_Gene	Cluster_132921
Operon2926	LIHDPOLN_04681	trmO	Cluster_132921
Operon2927	LIHDPOLN_04682	dctA2_1	Cluster_29198
Operon2928	LIHDPOLN_04683	phoQ	Cluster_84029
Operon2928	LIHDPOLN_04684	phoP_2	Cluster_84029
Operon2929	LIHDPOLN_04685	Unknown_Gene	Cluster_95837
Operon2930	LIHDPOLN_04686	Unknown_Gene	Cluster_95837
Operon2931	LIHDPOLN_04687	entD	Cluster_100088
Operon2932	LIHDPOLN_04688	sasA_12	Cluster_140
Operon2932	LIHDPOLN_04689	rstA_2	Cluster_140
Operon2933	LIHDPOLN_04690	Unknown_Gene	Cluster_140
Operon2934	LIHDPOLN_04691	Unknown_Gene	Cluster_89982
Operon2935	LIHDPOLN_04692	Unknown_Gene	Cluster_116882
Operon2936	LIHDPOLN_04693	nadK	Cluster_116882
Operon2936	LIHDPOLN_04694	apaH_2	Cluster_116882
Operon2936	LIHDPOLN_04695	glpG	Cluster_116882
Operon2936	LIHDPOLN_04696	Unknown_Gene	Cluster_116882
Operon2936	LIHDPOLN_04697	Unknown_Gene	Cluster_116882
Operon2936	LIHDPOLN_04698	pepN	Cluster_116882
Operon2937	LIHDPOLN_04699	hcf136_4	Cluster_38685
Operon2937	LIHDPOLN_04700	Unknown_Gene	Cluster_38685
Operon2938	LIHDPOLN_04701	Unknown_Gene	Cluster_83429
Operon2938	LIHDPOLN_04702	pgl_2	Cluster_83429
Operon2939	LIHDPOLN_04703	Unknown_Gene	Cluster_101363
Operon2940	LIHDPOLN_04704	Unknown_Gene	Cluster_23528
Operon2940	LIHDPOLN_04705	Unknown_Gene	Cluster_23528
Operon2940	LIHDPOLN_04706	sbcD	Cluster_23528
Operon2941	LIHDPOLN_04707	Unknown_Gene	Cluster_48753
Operon2941	LIHDPOLN_04708	Unknown_Gene	Cluster_48753
Operon2941	LIHDPOLN_04709	Unknown_Gene	Cluster_48753
Operon2941	LIHDPOLN_04710	Unknown_Gene	Cluster_48753
Operon2941	LIHDPOLN_04711	Unknown_Gene	Cluster_48753
Operon2941	LIHDPOLN_04712	Unknown_Gene	Cluster_48753
Operon2942	LIHDPOLN_04713	Unknown_Gene	Cluster_48753
Operon2943	LIHDPOLN_04714	Unknown_Gene	Cluster_147757
Operon2944	LIHDPOLN_04715	ydcO_2	Cluster_138904
Operon2945	LIHDPOLN_04716	dapA_2	Cluster_157601
Operon2945	LIHDPOLN_04717	fucA	Cluster_157601
Operon2946	LIHDPOLN_04718	mtlD	Cluster_131505
Operon2947	LIHDPOLN_04719	Unknown_Gene	Cluster_131467
Operon2948	LIHDPOLN_04720	Unknown_Gene	Cluster_131467
Operon2949	LIHDPOLN_04721	cynR_4	Cluster_85085
Operon2950	LIHDPOLN_04722	ybhH	Cluster_85085
Operon2951	LIHDPOLN_04723	dctA2_2	Cluster_136617
Operon2952	LIHDPOLN_04724	citN_2	Cluster_107754
Operon2953	LIHDPOLN_04725	nicP_10	Cluster_140415
Operon2954	LIHDPOLN_04726	Unknown_Gene	Cluster_85792
Operon2955	LIHDPOLN_04727	soxR	Cluster_127345
Operon2956	LIHDPOLN_04728	bepF_2	Cluster_127345
Operon2956	LIHDPOLN_04729	bepE_2	Cluster_127345
Operon2957	LIHDPOLN_04730	frlR	Cluster_85793
Operon2958	LIHDPOLN_04731	emrB_3	Cluster_83874
Operon2958	LIHDPOLN_04732	emrA_5	Cluster_83874
Operon2959	LIHDPOLN_04733	oprJ	Cluster_114827
Operon2960	LIHDPOLN_04734	nimR_5	Cluster_3697
Operon2961	LIHDPOLN_04735	Unknown_Gene	Cluster_3697
Operon2962	LIHDPOLN_04736	yjaB_2	Cluster_38928
Operon2963	LIHDPOLN_04737	Unknown_Gene	Cluster_38928
Operon2964	LIHDPOLN_04738	fptA	NO_CLUSTER_ASSOCIATION_FOUND
Operon2965	LIHDPOLN_04739	gabP_5	NO_CLUSTER_ASSOCIATION_FOUND
Operon2966	LIHDPOLN_04740	xerC_10	Cluster_87470
Operon2967	LIHDPOLN_04741	Unknown_Gene	Cluster_85021
Operon2968	LIHDPOLN_04742	Unknown_Gene	Cluster_85021
Operon2968	LIHDPOLN_04743	Unknown_Gene	Cluster_85021
Operon2968	LIHDPOLN_04744	Unknown_Gene	Cluster_85021
Operon2968	LIHDPOLN_04745	Unknown_Gene	Cluster_85021
Operon2969	LIHDPOLN_04746	Unknown_Gene	Cluster_110365
Operon2970	LIHDPOLN_04747	Unknown_Gene	Cluster_106814
Operon2970	LIHDPOLN_04748	Unknown_Gene	Cluster_106814
Operon2971	LIHDPOLN_04749	Unknown_Gene	Cluster_116743
Operon2971	LIHDPOLN_04750	Unknown_Gene	Cluster_116743
Operon2972	LIHDPOLN_04751	Unknown_Gene	Cluster_125720
Operon2972	LIHDPOLN_04752	Unknown_Gene	Cluster_125720
Operon2973	LIHDPOLN_04753	Unknown_Gene	Cluster_109060
Operon2974	LIHDPOLN_04754	phnN	Cluster_23647
Operon2975	LIHDPOLN_04755	Unknown_Gene	Cluster_23647
Operon2976	LIHDPOLN_04756	Unknown_Gene	Cluster_17178
Operon2977	LIHDPOLN_04757	Unknown_Gene	Cluster_135885
Operon2978	LIHDPOLN_04758	Unknown_Gene	Cluster_135824
Operon2979	LIHDPOLN_04759	Unknown_Gene	Cluster_112311
Operon2980	LIHDPOLN_04760	Unknown_Gene	Cluster_136036
Operon2981	LIHDPOLN_04761	csrA2	Cluster_74267
Operon2982	LIHDPOLN_04762	Unknown_Gene	Cluster_85168
Operon2983	LIHDPOLN_04763	alaS	Cluster_27368
Operon2984	LIHDPOLN_04764	astE	Cluster_132120
Operon2984	LIHDPOLN_04765	Unknown_Gene	Cluster_132120
Operon2984	LIHDPOLN_04766	astB	Cluster_132120
Operon2984	LIHDPOLN_04767	astD	Cluster_132120
Operon2984	LIHDPOLN_04768	aruG	Cluster_132120
Operon2985	LIHDPOLN_04769	astA	Cluster_92461
Operon2986	LIHDPOLN_04770	aruC	Cluster_67191
Operon2987	LIHDPOLN_04771	Unknown_Gene	Cluster_67191
Operon2988	LIHDPOLN_04772	cdhR_6	Cluster_118208
Operon2989	LIHDPOLN_04773	hisP	Cluster_122878
Operon2989	LIHDPOLN_04774	occM_3	Cluster_122878
Operon2989	LIHDPOLN_04775	hisQ_2	Cluster_122878
Operon2990	LIHDPOLN_04776	argT	Cluster_9391
Operon2991	LIHDPOLN_04777	acs_2	Cluster_18341
Operon2992	LIHDPOLN_04778	Unknown_Gene	Cluster_18341
Operon2993	LIHDPOLN_04779	tyrR_3	Cluster_41407
Operon2994	LIHDPOLN_04780	phhA	Cluster_41407
Operon2994	LIHDPOLN_04781	Unknown_Gene	Cluster_41407
Operon2995	LIHDPOLN_04782	Unknown_Gene	Cluster_33618
Operon2996	LIHDPOLN_04783	yhhS_3	Cluster_117765
Operon2997	LIHDPOLN_04784	Unknown_Gene	Cluster_68629
Operon2998	LIHDPOLN_04785	gcvA_12	Cluster_68629
Operon2999	LIHDPOLN_04786	aroP_2	Cluster_3331
Operon3000	LIHDPOLN_04787	Unknown_Gene	Cluster_37291
Operon3001	LIHDPOLN_04788	scpB	NO_CLUSTER_ASSOCIATION_FOUND
Operon3001	LIHDPOLN_04789	scpA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3001	LIHDPOLN_04790	yciO	NO_CLUSTER_ASSOCIATION_FOUND
Operon3001	LIHDPOLN_04791	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3002	LIHDPOLN_04792	yciB	NO_CLUSTER_ASSOCIATION_FOUND
Operon3002	LIHDPOLN_04793	yciI	NO_CLUSTER_ASSOCIATION_FOUND
Operon3003	LIHDPOLN_04794	cpxR_1	Cluster_87374
Operon3004	LIHDPOLN_04795	Unknown_Gene	Cluster_74336
Operon3005	LIHDPOLN_04796	sasA_13	Cluster_136821
Operon3006	LIHDPOLN_04797	hemA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3006	LIHDPOLN_04798	prfA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3006	LIHDPOLN_04799	prmC_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon3006	LIHDPOLN_04800	moeB	NO_CLUSTER_ASSOCIATION_FOUND
Operon3006	LIHDPOLN_04801	murI	NO_CLUSTER_ASSOCIATION_FOUND
Operon3007	LIHDPOLN_04802	pagL_3	Cluster_112609
Operon3008	LIHDPOLN_04803	Unknown_Gene	Cluster_116924
Operon3008	LIHDPOLN_04804	phrB_2	Cluster_116924
Operon3008	LIHDPOLN_04805	Unknown_Gene	Cluster_116924
Operon3008	LIHDPOLN_04806	Unknown_Gene	Cluster_116924
Operon3009	LIHDPOLN_04807	Unknown_Gene	Cluster_64095
Operon3010	LIHDPOLN_04808	Unknown_Gene	Cluster_64095
Operon3010	LIHDPOLN_04809	hemH	Cluster_64095
Operon3011	LIHDPOLN_04810	uraA	Cluster_75689
Operon3011	LIHDPOLN_04811	upp	Cluster_75689
Operon3012	LIHDPOLN_04812	hpt	Cluster_75689
Operon3013	LIHDPOLN_04813	Unknown_Gene	Cluster_153911
Operon3014	LIHDPOLN_04814	Unknown_Gene	Cluster_138841
Operon3015	LIHDPOLN_04815	mqo_2	Cluster_6529
Operon3016	LIHDPOLN_04816	Unknown_Gene	Cluster_86324
Operon3017	LIHDPOLN_04817	Unknown_Gene	Cluster_86324
Operon3018	LIHDPOLN_04818	Unknown_Gene	Cluster_78360
Operon3019	LIHDPOLN_04819	Unknown_Gene	Cluster_78360
Operon3020	LIHDPOLN_04820	Unknown_Gene	Cluster_98550
Operon3021	LIHDPOLN_04821	Unknown_Gene	Cluster_98550
Operon3021	LIHDPOLN_04822	Unknown_Gene	Cluster_98550
Operon3021	LIHDPOLN_04823	yedK_1	Cluster_98550
Operon3022	LIHDPOLN_04824	Unknown_Gene	Cluster_111733
Operon3023	LIHDPOLN_04825	loiP	Cluster_58833
Operon3024	LIHDPOLN_04826	mneA	Cluster_38161
Operon3025	LIHDPOLN_04827	rsmC	Cluster_152448
Operon3026	LIHDPOLN_04828	hprA_1	Cluster_76870
Operon3027	LIHDPOLN_04829	Unknown_Gene	Cluster_76870
Operon3028	LIHDPOLN_04830	Unknown_Gene	Cluster_26893
Operon3028	LIHDPOLN_04831	Unknown_Gene	Cluster_26893
Operon3029	LIHDPOLN_04832	malT_2	Cluster_17139
Operon3030	LIHDPOLN_04833	lapB	Cluster_78354
Operon3030	LIHDPOLN_04834	sasA_14	Cluster_78354
Operon3031	LIHDPOLN_04835	gloC	Cluster_85869
Operon3032	LIHDPOLN_04836	yiaD	Cluster_110404
Operon3033	LIHDPOLN_04837	pta	Cluster_26740
Operon3034	LIHDPOLN_04838	slyD	Cluster_26740
Operon3035	LIHDPOLN_04839	btuE_2	Cluster_86325
Operon3036	LIHDPOLN_04840	mgtA_2	Cluster_69085
Operon3037	LIHDPOLN_04841	bdlA_4	Cluster_69085
Operon3038	LIHDPOLN_04842	cysZ	Cluster_26903
Operon3039	LIHDPOLN_04843	Unknown_Gene	Cluster_26903
Operon3040	LIHDPOLN_04844	nadC	Cluster_46300
Operon3041	LIHDPOLN_04845	Unknown_Gene	Cluster_46300
Operon3042	LIHDPOLN_04846	ampD	Cluster_125307
Operon3042	LIHDPOLN_04847	Unknown_Gene	Cluster_125307
Operon3043	LIHDPOLN_04848	rlmM	Cluster_50927
Operon3044	LIHDPOLN_04849	acnA	Cluster_50927
Operon3045	LIHDPOLN_04850	aer_3	Cluster_76325
Operon3046	LIHDPOLN_04851	Unknown_Gene	Cluster_149341
Operon3047	LIHDPOLN_04852	Unknown_Gene	Cluster_141928
Operon3048	LIHDPOLN_04853	Unknown_Gene	Cluster_111246
Operon3049	LIHDPOLN_04854	Unknown_Gene	Cluster_136618
Operon3050	LIHDPOLN_04855	amtB_2	Cluster_29719
Operon3051	LIHDPOLN_04856	yqjD_3	Cluster_29719
Operon3051	LIHDPOLN_04857	Unknown_Gene	Cluster_29719
Operon3051	LIHDPOLN_04858	Unknown_Gene	Cluster_29719
Operon3052	LIHDPOLN_04859	dgt	Cluster_85165
Operon3053	LIHDPOLN_04860	bvgA_3	Cluster_34926
Operon3053	LIHDPOLN_04861	bvgS	Cluster_34926
Operon3053	LIHDPOLN_04862	Unknown_Gene	Cluster_34926
Operon3054	LIHDPOLN_04863	dacC_2	Cluster_65442
Operon3055	LIHDPOLN_04864	Unknown_Gene	Cluster_119477
Operon3056	LIHDPOLN_04865	rlmL	Cluster_8523
Operon3057	LIHDPOLN_04866	rmf	Cluster_8523
Operon3058	LIHDPOLN_04867	pyrD	Cluster_85870
Operon3059	LIHDPOLN_04868	nrtA	Cluster_85870
Operon3059	LIHDPOLN_04869	pdtaR	Cluster_85870
Operon3060	LIHDPOLN_04870	nasA	Cluster_31038
Operon3060	LIHDPOLN_04871	pknD	Cluster_31038
Operon3060	LIHDPOLN_04872	cysG_3	Cluster_31038
Operon3061	LIHDPOLN_04873	oprF	Cluster_108399
Operon3062	LIHDPOLN_04874	Unknown_Gene	Cluster_103412
Operon3063	LIHDPOLN_04875	Unknown_Gene	Cluster_125945
Operon3063	LIHDPOLN_04876	Unknown_Gene	Cluster_125945
Operon3064	LIHDPOLN_04877	zntB	Cluster_53708
Operon3064	LIHDPOLN_04878	Unknown_Gene	Cluster_53708
Operon3065	LIHDPOLN_04879	Unknown_Gene	Cluster_114983
Operon3066	LIHDPOLN_04880	ppsA	Cluster_68627
Operon3067	LIHDPOLN_04881	ppsR	Cluster_68627
Operon3068	LIHDPOLN_04882	gdhB	Cluster_36660
Operon3069	LIHDPOLN_04883	Unknown_Gene	Cluster_36660
Operon3070	LIHDPOLN_04884	Unknown_Gene	Cluster_100743
Operon3071	LIHDPOLN_04885	lysA_2	Cluster_100743
Operon3072	LIHDPOLN_04886	fecI_13	Cluster_43466
Operon3072	LIHDPOLN_04887	fecR_11	Cluster_43466
Operon3073	LIHDPOLN_04888	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3074	LIHDPOLN_04889	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3075	LIHDPOLN_04890	Unknown_Gene	Cluster_41080
Operon3076	LIHDPOLN_04891	sohB	Cluster_20842
Operon3077	LIHDPOLN_04892	Unknown_Gene	Cluster_81078
Operon3078	LIHDPOLN_04893	Unknown_Gene	Cluster_9474
Operon3079	LIHDPOLN_04894	Unknown_Gene	Cluster_122458
Operon3080	LIHDPOLN_04895	Unknown_Gene	Cluster_126664
Operon3081	LIHDPOLN_04896	Unknown_Gene	Cluster_75845
Operon3082	LIHDPOLN_04897	Unknown_Gene	Cluster_157544
Operon3082	LIHDPOLN_04898	yedK_2	Cluster_157544
Operon3083	LIHDPOLN_04899	lexA_5	Cluster_157544
Operon3083	LIHDPOLN_04900	umuC_2	Cluster_157544
Operon3084	LIHDPOLN_04901	Unknown_Gene	Cluster_35548
Operon3085	LIHDPOLN_04902	Unknown_Gene	Cluster_35548
Operon3086	LIHDPOLN_04903	Unknown_Gene	Cluster_132986
Operon3087	LIHDPOLN_04904	adhP	Cluster_17028
Operon3088	LIHDPOLN_04905	Unknown_Gene	Cluster_17028
Operon3089	LIHDPOLN_04906	yphA	Cluster_114016
Operon3090	LIHDPOLN_04907	Unknown_Gene	Cluster_60439
Operon3091	LIHDPOLN_04908	Unknown_Gene	Cluster_60439
Operon3092	LIHDPOLN_04909	Unknown_Gene	Cluster_138156
