GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2523
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	CPKLKDOD_00001	nanT_1	Cluster_140235
Operon2832	CPKLKDOD_04413	Unknown_Gene	Cluster_41140
Operon2833	CPKLKDOD_04414	Unknown_Gene	Cluster_9236
Operon2834	CPKLKDOD_04415	prsD_1	Cluster_9236
Operon2834	CPKLKDOD_04416	prsE_1	Cluster_9236
Operon2834	CPKLKDOD_04417	tolC_2	Cluster_9236
Operon2835	CPKLKDOD_04418	pdeR	Cluster_93938
Operon2835	CPKLKDOD_04419	Unknown_Gene	Cluster_93938
Operon2836	CPKLKDOD_04420	Unknown_Gene	Cluster_34173
Operon2837	CPKLKDOD_04421	abaF_3	Cluster_34173
Operon2838	CPKLKDOD_04422	Unknown_Gene	Cluster_58485
Operon2839	CPKLKDOD_04423	syrM1	Cluster_91169
Operon2840	CPKLKDOD_04424	pmpR_2	Cluster_118924
Operon2841	CPKLKDOD_04425	puuB_6	Cluster_44889
Operon2841	CPKLKDOD_04426	uhpC	Cluster_44889
Operon2842	CPKLKDOD_04427	cmpR_5	Cluster_44889
Operon2843	CPKLKDOD_04428	rbsD	Cluster_18418
Operon2843	CPKLKDOD_04429	rbsK	Cluster_18418
Operon2843	CPKLKDOD_04430	purR	Cluster_18418
Operon2843	CPKLKDOD_04431	rbsC	Cluster_18418
Operon2843	CPKLKDOD_04432	araG	Cluster_18418
Operon2843	CPKLKDOD_04433	alsB	Cluster_18418
Operon2844	CPKLKDOD_04434	ansB_2	Cluster_18418
Operon2845	CPKLKDOD_04435	farR_1	Cluster_78674
Operon2846	CPKLKDOD_04436	Unknown_Gene	Cluster_72344
Operon2847	CPKLKDOD_04437	hpcE_1	Cluster_72344
Operon2847	CPKLKDOD_04438	hpcE_2	Cluster_72344
Operon2847	CPKLKDOD_04439	betB_3	Cluster_72344
Operon2848	CPKLKDOD_04440	hpcB	Cluster_62479
Operon2849	CPKLKDOD_04441	hpcD	Cluster_143471
Operon2850	CPKLKDOD_04442	nicT_3	Cluster_150120
Operon2850	CPKLKDOD_04443	hpcG	Cluster_150120
Operon2850	CPKLKDOD_04444	hpcH	Cluster_150120
Operon2851	CPKLKDOD_04445	C1-hpah_2	Cluster_131527
Operon2852	CPKLKDOD_04446	C2-hpah	Cluster_119025
Operon2853	CPKLKDOD_04447	Unknown_Gene	Cluster_119025
Operon2854	CPKLKDOD_04448	farR_2	Cluster_112003
Operon2855	CPKLKDOD_04449	puuB_7	Cluster_112003
Operon2856	CPKLKDOD_04450	feaR	Cluster_106854
Operon2857	CPKLKDOD_04451	Unknown_Gene	Cluster_20936
Operon2857	CPKLKDOD_04452	steT_1	Cluster_20936
Operon2858	CPKLKDOD_04453	feaB	Cluster_20936
Operon2859	CPKLKDOD_04454	Unknown_Gene	Cluster_68644
Operon2860	CPKLKDOD_04455	bcr_1	Cluster_55070
Operon2861	CPKLKDOD_04456	sbnB	Cluster_99368
Operon2861	CPKLKDOD_04457	Unknown_Gene	Cluster_99368
Operon2862	CPKLKDOD_04458	abo	Cluster_150959
Operon2863	CPKLKDOD_04459	btuB_10	Cluster_90022
Operon2864	CPKLKDOD_04460	Unknown_Gene	Cluster_90022
Operon2864	CPKLKDOD_04461	nucM	Cluster_90022
Operon2865	CPKLKDOD_04462	Unknown_Gene	Cluster_43500
Operon2866	CPKLKDOD_04463	Unknown_Gene	Cluster_94467
Operon2867	CPKLKDOD_04464	Unknown_Gene	Cluster_72660
Operon2868	CPKLKDOD_04465	Unknown_Gene	Cluster_58009
Operon2869	CPKLKDOD_04466	puuB_8	Cluster_58009
Operon2870	CPKLKDOD_04467	Unknown_Gene	Cluster_51276
Operon2871	CPKLKDOD_04468	Unknown_Gene	Cluster_51276
Operon2872	CPKLKDOD_04469	Unknown_Gene	Cluster_94421
Operon2872	CPKLKDOD_04470	Unknown_Gene	Cluster_94421
Operon2873	CPKLKDOD_04471	nhaR	Cluster_94421
Operon2874	CPKLKDOD_04472	sstT	Cluster_113420
Operon2875	CPKLKDOD_04473	Unknown_Gene	Cluster_108448
Operon2876	CPKLKDOD_04474	Unknown_Gene	Cluster_80610
Operon2877	CPKLKDOD_04475	ahpF	Cluster_96391
Operon2878	CPKLKDOD_04476	ahpC_2	Cluster_36263
Operon2879	CPKLKDOD_04477	gor	Cluster_117542
Operon2880	CPKLKDOD_04478	gtaB	Cluster_32212
Operon2881	CPKLKDOD_04479	tsdA	Cluster_132900
Operon2881	CPKLKDOD_04480	Unknown_Gene	Cluster_132900
Operon2882	CPKLKDOD_04481	Unknown_Gene	Cluster_77759
Operon2883	CPKLKDOD_04482	Unknown_Gene	Cluster_77759
Operon2883	CPKLKDOD_04483	Unknown_Gene	Cluster_77759
Operon2883	CPKLKDOD_04484	nmoA	Cluster_77759
Operon2884	CPKLKDOD_04485	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2885	CPKLKDOD_04486	pglF	Cluster_113501
Operon2886	CPKLKDOD_04487	tagO	Cluster_132342
Operon2886	CPKLKDOD_04488	gnu	Cluster_132342
Operon2887	CPKLKDOD_04489	mshA_4	Cluster_15552
Operon2887	CPKLKDOD_04490	mshA_5	Cluster_15552
Operon2887	CPKLKDOD_04491	tld	Cluster_15552
Operon2887	CPKLKDOD_04492	gmd	Cluster_15552
Operon2888	CPKLKDOD_04493	tolC_3	Cluster_10549
Operon2888	CPKLKDOD_04494	prsE_2	Cluster_10549
Operon2888	CPKLKDOD_04495	prsD_2	Cluster_10549
Operon2889	CPKLKDOD_04496	Unknown_Gene	Cluster_10549
Operon2889	CPKLKDOD_04497	Unknown_Gene	Cluster_10549
Operon2890	CPKLKDOD_04498	Unknown_Gene	Cluster_86345
Operon2890	CPKLKDOD_04499	Unknown_Gene	Cluster_86345
Operon2891	CPKLKDOD_04500	Unknown_Gene	Cluster_127205
Operon2892	CPKLKDOD_04501	Unknown_Gene	Cluster_152935
Operon2893	CPKLKDOD_04502	Unknown_Gene	Cluster_625
Operon2894	CPKLKDOD_04503	rfbB	Cluster_625
Operon2894	CPKLKDOD_04504	rfbD	Cluster_625
Operon2894	CPKLKDOD_04505	rfbA	Cluster_625
Operon2894	CPKLKDOD_04506	rmlC_2	Cluster_625
Operon2895	CPKLKDOD_04507	mshA_6	Cluster_94088
Operon2895	CPKLKDOD_04508	btuD_5	Cluster_94088
Operon2895	CPKLKDOD_04509	Unknown_Gene	Cluster_94088
Operon2895	CPKLKDOD_04510	algC_2	Cluster_94088
Operon2896	CPKLKDOD_04511	algA_2	Cluster_27672
Operon2897	CPKLKDOD_04512	Unknown_Gene	Cluster_115651
Operon2898	CPKLKDOD_04513	Unknown_Gene	Cluster_35326
Operon2898	CPKLKDOD_04514	ihfB	Cluster_35326
Operon2899	CPKLKDOD_04515	proS	Cluster_76846
Operon2900	CPKLKDOD_04516	oprD_7	Cluster_4450
Operon2901	CPKLKDOD_04517	Unknown_Gene	Cluster_4450
Operon2901	CPKLKDOD_04518	slyX	Cluster_4450
Operon2902	CPKLKDOD_04519	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2903	CPKLKDOD_04520	tam	Cluster_77455
Operon2904	CPKLKDOD_04521	pupA_3	Cluster_146198
Operon2905	CPKLKDOD_04522	Unknown_Gene	Cluster_62384
Operon2905	CPKLKDOD_04523	Unknown_Gene	Cluster_62384
Operon2906	CPKLKDOD_04524	Unknown_Gene	Cluster_62384
Operon2907	CPKLKDOD_04525	gabP_4	Cluster_26879
Operon2908	CPKLKDOD_04526	hisC_3	Cluster_26879
Operon2909	CPKLKDOD_04527	Unknown_Gene	Cluster_111340
Operon2909	CPKLKDOD_04528	Unknown_Gene	Cluster_111340
Operon2910	CPKLKDOD_04529	Unknown_Gene	Cluster_5627
Operon2911	CPKLKDOD_04530	Unknown_Gene	Cluster_5627
Operon2912	CPKLKDOD_04531	hyuC_1	Cluster_167952
Operon2912	CPKLKDOD_04532	abaF_4	Cluster_167952
Operon2913	CPKLKDOD_04533	argP_4	Cluster_33658
Operon2914	CPKLKDOD_04534	ligA_2	Cluster_9897
Operon2915	CPKLKDOD_04535	relE	Cluster_38885
Operon2915	CPKLKDOD_04536	yafN	Cluster_38885
Operon2916	CPKLKDOD_04537	fabG_10	Cluster_38885
Operon2917	CPKLKDOD_04538	Unknown_Gene	Cluster_104651
Operon2918	CPKLKDOD_04539	Unknown_Gene	Cluster_119736
Operon2919	CPKLKDOD_04540	nfsB	Cluster_109172
Operon2920	CPKLKDOD_04541	dmlR_22	Cluster_109172
Operon2920	CPKLKDOD_04542	rhaS_7	Cluster_109172
Operon2921	CPKLKDOD_04543	rhtB_3	Cluster_153935
Operon2922	CPKLKDOD_04544	sotB_1	Cluster_57420
Operon2923	CPKLKDOD_04545	Unknown_Gene	Cluster_57420
Operon2924	CPKLKDOD_04546	adhC2	Cluster_67673
Operon2925	CPKLKDOD_04547	rhaS_8	Cluster_67673
Operon2926	CPKLKDOD_04548	Unknown_Gene	Cluster_123008
Operon2927	CPKLKDOD_04549	kefF_2	Cluster_123008
Operon2928	CPKLKDOD_04550	fecI_14	Cluster_100132
Operon2928	CPKLKDOD_04551	fecR_11	Cluster_100132
Operon2929	CPKLKDOD_04552	pupA_4	Cluster_121710
Operon2930	CPKLKDOD_04553	thpR	Cluster_78468
Operon2931	CPKLKDOD_04554	Unknown_Gene	Cluster_78468
Operon2932	CPKLKDOD_04555	Unknown_Gene	Cluster_76858
Operon2933	CPKLKDOD_04556	Unknown_Gene	Cluster_131480
Operon2934	CPKLKDOD_04557	Unknown_Gene	Cluster_13038
Operon2935	CPKLKDOD_04558	fhuA_4	Cluster_13038
Operon2936	CPKLKDOD_04559	Unknown_Gene	Cluster_65504
Operon2937	CPKLKDOD_04560	Unknown_Gene	Cluster_25549
Operon2937	CPKLKDOD_04561	hmuU_1	Cluster_25549
Operon2937	CPKLKDOD_04562	fecE	Cluster_25549
Operon2937	CPKLKDOD_04563	bcp_2	Cluster_25549
Operon2937	CPKLKDOD_04564	oprD_8	Cluster_25549
Operon2938	CPKLKDOD_04565	Unknown_Gene	Cluster_101455
Operon2939	CPKLKDOD_04566	Unknown_Gene	Cluster_95942
Operon2940	CPKLKDOD_04567	Unknown_Gene	Cluster_95942
Operon2941	CPKLKDOD_04568	Unknown_Gene	Cluster_141833
Operon2942	CPKLKDOD_04569	parA	Cluster_97373
Operon2943	CPKLKDOD_04570	namA_2	Cluster_43955
Operon2944	CPKLKDOD_04571	recJ	Cluster_95140
Operon2944	CPKLKDOD_04572	yaeQ	Cluster_95140
Operon2945	CPKLKDOD_04573	smtB	Cluster_95140
Operon2945	CPKLKDOD_04574	Unknown_Gene	Cluster_95140
Operon2945	CPKLKDOD_04575	Unknown_Gene	Cluster_95140
Operon2946	CPKLKDOD_04576	Unknown_Gene	Cluster_131564
Operon2947	CPKLKDOD_04577	Unknown_Gene	Cluster_96681
Operon2948	CPKLKDOD_04578	thrC	Cluster_145149
Operon2949	CPKLKDOD_04579	hom	Cluster_128660
Operon2950	CPKLKDOD_04580	dsbC	Cluster_81725
Operon2951	CPKLKDOD_04581	xerD	Cluster_139629
Operon2952	CPKLKDOD_04582	nhaP2_2	Cluster_139629
Operon2953	CPKLKDOD_04583	Unknown_Gene	Cluster_119895
Operon2954	CPKLKDOD_04584	rplS	Cluster_158986
Operon2954	CPKLKDOD_04585	trmD	Cluster_158986
Operon2954	CPKLKDOD_04586	rimM	Cluster_158986
Operon2954	CPKLKDOD_04587	rpsP	Cluster_158986
Operon2955	CPKLKDOD_04588	ffh	Cluster_29888
Operon2956	CPKLKDOD_04589	Unknown_Gene	Cluster_29888
Operon2956	CPKLKDOD_04590	Unknown_Gene	Cluster_29888
Operon2957	CPKLKDOD_04591	yhjE	Cluster_37072
Operon2958	CPKLKDOD_04592	purT	Cluster_132956
Operon2959	CPKLKDOD_04593	Unknown_Gene	Cluster_142830
Operon2960	CPKLKDOD_04594	Unknown_Gene	Cluster_167950
Operon2960	CPKLKDOD_04595	yrdA_3	Cluster_167950
Operon2960	CPKLKDOD_04596	nudL	Cluster_167950
Operon2961	CPKLKDOD_04597	nudC_1	Cluster_167950
Operon2961	CPKLKDOD_04598	Unknown_Gene	Cluster_167950
Operon2962	CPKLKDOD_04599	Unknown_Gene	Cluster_79578
Operon2962	CPKLKDOD_04600	Unknown_Gene	Cluster_79578
Operon2962	CPKLKDOD_04601	Unknown_Gene	Cluster_79578
Operon2962	CPKLKDOD_04602	Unknown_Gene	Cluster_79578
Operon2963	CPKLKDOD_04603	Unknown_Gene	Cluster_50959
Operon2963	CPKLKDOD_04604	Unknown_Gene	Cluster_50959
Operon2963	CPKLKDOD_04605	epsG	Cluster_50959
Operon2963	CPKLKDOD_04606	gspF	Cluster_50959
Operon2963	CPKLKDOD_04607	epsE	Cluster_50959
Operon2963	CPKLKDOD_04608	xcpQ	Cluster_50959
Operon2963	CPKLKDOD_04609	Unknown_Gene	Cluster_50959
Operon2963	CPKLKDOD_04610	Unknown_Gene	Cluster_50959
Operon2964	CPKLKDOD_04611	Unknown_Gene	Cluster_50959
Operon2965	CPKLKDOD_04612	Unknown_Gene	Cluster_86395
Operon2966	CPKLKDOD_04613	tatA_2	Cluster_86395
Operon2966	CPKLKDOD_04614	tatB_2	Cluster_86395
Operon2966	CPKLKDOD_04615	tatC_2	Cluster_86395
Operon2967	CPKLKDOD_04616	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2967	CPKLKDOD_04617	purL	NO_CLUSTER_ASSOCIATION_FOUND
Operon2968	CPKLKDOD_04618	ispF	NO_CLUSTER_ASSOCIATION_FOUND
Operon2968	CPKLKDOD_04619	truD	NO_CLUSTER_ASSOCIATION_FOUND
Operon2968	CPKLKDOD_04620	surE	NO_CLUSTER_ASSOCIATION_FOUND
Operon2968	CPKLKDOD_04621	pcm	NO_CLUSTER_ASSOCIATION_FOUND
Operon2969	CPKLKDOD_04622	nlpD	Cluster_42736
Operon2970	CPKLKDOD_04623	rpoS	Cluster_110439
Operon2971	CPKLKDOD_04624	fdxA	Cluster_89022
Operon2972	CPKLKDOD_04625	mutS	Cluster_15579
Operon2973	CPKLKDOD_04626	Unknown_Gene	Cluster_15579
Operon2974	CPKLKDOD_04627	pncC_3	Cluster_61007
Operon2975	CPKLKDOD_04628	recA	Cluster_114323
Operon2976	CPKLKDOD_04629	recX	Cluster_141088
Operon2977	CPKLKDOD_04630	Unknown_Gene	Cluster_77796
Operon2978	CPKLKDOD_04631	Unknown_Gene	Cluster_77796
Operon2979	CPKLKDOD_04632	Unknown_Gene	Cluster_53022
Operon2980	CPKLKDOD_04633	Unknown_Gene	Cluster_53022
Operon2981	CPKLKDOD_04634	lnrK	Cluster_68561
Operon2982	CPKLKDOD_04635	dgkA	Cluster_135079
Operon2983	CPKLKDOD_04636	cmpR_6	Cluster_102014
Operon2984	CPKLKDOD_04637	fpr_2	Cluster_102014
Operon2985	CPKLKDOD_04638	sprT	Cluster_95131
Operon2986	CPKLKDOD_04639	yohC_1	Cluster_39863
Operon2987	CPKLKDOD_04640	ttcA	Cluster_39863
Operon2987	CPKLKDOD_04641	Unknown_Gene	Cluster_39863
Operon2988	CPKLKDOD_04642	Unknown_Gene	Cluster_126260
Operon2988	CPKLKDOD_04643	Unknown_Gene	Cluster_126260
Operon2988	CPKLKDOD_04644	yfgD	Cluster_126260
Operon2989	CPKLKDOD_04645	resA_2	Cluster_126260
Operon2990	CPKLKDOD_04646	Unknown_Gene	Cluster_62466
Operon2990	CPKLKDOD_04647	Unknown_Gene	Cluster_62466
Operon2990	CPKLKDOD_04648	ldhA	Cluster_62466
Operon2990	CPKLKDOD_04649	barA	Cluster_62466
Operon2991	CPKLKDOD_04650	ompR_6	Cluster_62466
Operon2991	CPKLKDOD_04651	pfeS_2	Cluster_62466
Operon2992	CPKLKDOD_04652	cysM	Cluster_102783
Operon2992	CPKLKDOD_04653	rlmD	Cluster_102783
Operon2993	CPKLKDOD_04654	relA	Cluster_119537
Operon2994	CPKLKDOD_04655	mazG	Cluster_100112
Operon2994	CPKLKDOD_04656	Unknown_Gene	Cluster_100112
Operon2995	CPKLKDOD_04657	Unknown_Gene	Cluster_48177
Operon2996	CPKLKDOD_04658	Unknown_Gene	Cluster_41914
Operon2996	CPKLKDOD_04659	purN	Cluster_41914
Operon2996	CPKLKDOD_04660	purM	Cluster_41914
Operon2997	CPKLKDOD_04661	Unknown_Gene	Cluster_41914
Operon2997	CPKLKDOD_04662	Unknown_Gene	Cluster_41914
Operon2998	CPKLKDOD_04663	hda	Cluster_55852
Operon2999	CPKLKDOD_04664	mepS	Cluster_97912
Operon3000	CPKLKDOD_04665	Unknown_Gene	Cluster_88135
Operon3001	CPKLKDOD_04666	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3002	CPKLKDOD_04667	pxpC_1	Cluster_123930
Operon3002	CPKLKDOD_04668	Unknown_Gene	Cluster_123930
Operon3003	CPKLKDOD_04669	pxpA	Cluster_101420
Operon3004	CPKLKDOD_04670	gltR_2	Cluster_101420
Operon3005	CPKLKDOD_04671	Unknown_Gene	Cluster_96675
Operon3006	CPKLKDOD_04672	ribC	Cluster_108465
Operon3006	CPKLKDOD_04673	Unknown_Gene	Cluster_108465
Operon3007	CPKLKDOD_04674	proP_5	Cluster_77359
Operon3008	CPKLKDOD_04675	hemB	Cluster_58846
Operon3009	CPKLKDOD_04676	Unknown_Gene	Cluster_126039
Operon3010	CPKLKDOD_04677	gabP_5	Cluster_82862
Operon3011	CPKLKDOD_04678	lhgD	Cluster_105701
Operon3012	CPKLKDOD_04679	glaH	Cluster_61658
Operon3013	CPKLKDOD_04680	glaR	Cluster_61658
Operon3014	CPKLKDOD_04681	cusR	Cluster_43243
Operon3014	CPKLKDOD_04682	sasA_14	Cluster_43243
Operon3015	CPKLKDOD_04683	cysS	Cluster_78927
Operon3015	CPKLKDOD_04684	glnS	Cluster_78927
Operon3016	CPKLKDOD_04685	Unknown_Gene	Cluster_78927
Operon3016	CPKLKDOD_04686	lpxH_2	Cluster_78927
Operon3017	CPKLKDOD_04687	pvdQ	Cluster_60784
Operon3018	CPKLKDOD_04688	Unknown_Gene	Cluster_60784
Operon3019	CPKLKDOD_04689	Unknown_Gene	Cluster_83433
Operon3020	CPKLKDOD_04690	Unknown_Gene	Cluster_83433
Operon3021	CPKLKDOD_04691	Unknown_Gene	Cluster_43214
Operon3022	CPKLKDOD_04692	Unknown_Gene	Cluster_144350
Operon3023	CPKLKDOD_04693	Unknown_Gene	Cluster_135888
Operon3024	CPKLKDOD_04694	tamB	Cluster_152342
Operon3024	CPKLKDOD_04695	tamA	Cluster_152342
Operon3025	CPKLKDOD_04696	Unknown_Gene	Cluster_76835
Operon3026	CPKLKDOD_04697	xthA	Cluster_76835
Operon3027	CPKLKDOD_04698	Unknown_Gene	Cluster_92984
Operon3027	CPKLKDOD_04699	ecfG	Cluster_92984
Operon3028	CPKLKDOD_04700	srpA	Cluster_92984
Operon3028	CPKLKDOD_04701	Unknown_Gene	Cluster_92984
Operon3029	CPKLKDOD_04702	yfcJ	Cluster_126673
Operon3030	CPKLKDOD_04703	puuR_4	Cluster_129969
Operon3030	CPKLKDOD_04704	Unknown_Gene	Cluster_129969
Operon3031	CPKLKDOD_04705	nsaD	Cluster_124585
Operon3031	CPKLKDOD_04706	fabG_11	Cluster_124585
Operon3032	CPKLKDOD_04707	Unknown_Gene	Cluster_124585
Operon3032	CPKLKDOD_04708	Unknown_Gene	Cluster_124585
Operon3033	CPKLKDOD_04709	Unknown_Gene	Cluster_106353
Operon3034	CPKLKDOD_04710	dmlR_23	Cluster_106353
Operon3035	CPKLKDOD_04711	Unknown_Gene	Cluster_79893
Operon3036	CPKLKDOD_04712	Unknown_Gene	Cluster_43190
Operon3037	CPKLKDOD_04713	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3038	CPKLKDOD_04714	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3039	CPKLKDOD_04715	Unknown_Gene	Cluster_143610
Operon3040	CPKLKDOD_04716	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3041	CPKLKDOD_04717	mdrP	Cluster_64209
Operon3042	CPKLKDOD_04718	lplT	Cluster_64209
Operon3043	CPKLKDOD_04719	gdx	Cluster_71928
Operon3044	CPKLKDOD_04720	panS_2	Cluster_66325
Operon3045	CPKLKDOD_04721	rdgC	Cluster_53093
Operon3046	CPKLKDOD_04722	Unknown_Gene	Cluster_53093
Operon3046	CPKLKDOD_04723	Unknown_Gene	Cluster_53093
Operon3047	CPKLKDOD_04724	Unknown_Gene	Cluster_72017
Operon3047	CPKLKDOD_04725	Unknown_Gene	Cluster_72017
Operon3048	CPKLKDOD_04726	map_2	Cluster_38899
Operon3049	CPKLKDOD_04727	napA	Cluster_38899
Operon3050	CPKLKDOD_04728	nasD	Cluster_31248
Operon3050	CPKLKDOD_04729	nirD	Cluster_31248
Operon3051	CPKLKDOD_04730	Unknown_Gene	Cluster_69522
Operon3052	CPKLKDOD_04731	gbpR_5	Cluster_69522
Operon3053	CPKLKDOD_04732	fklB_2	Cluster_47851
Operon3054	CPKLKDOD_04733	Unknown_Gene	Cluster_34171
Operon3055	CPKLKDOD_04734	Unknown_Gene	Cluster_106937
Operon3055	CPKLKDOD_04735	Unknown_Gene	Cluster_106937
Operon3056	CPKLKDOD_04736	Unknown_Gene	Cluster_104145
Operon3057	CPKLKDOD_04737	prc	Cluster_88279
Operon3058	CPKLKDOD_04738	ppsC	Cluster_88279
Operon3059	CPKLKDOD_04739	Unknown_Gene	Cluster_96680
Operon3059	CPKLKDOD_04740	potA_4	Cluster_96680
Operon3059	CPKLKDOD_04741	phnV	Cluster_96680
Operon3059	CPKLKDOD_04742	Unknown_Gene	Cluster_96680
Operon3059	CPKLKDOD_04743	Unknown_Gene	Cluster_96680
Operon3060	CPKLKDOD_04744	Unknown_Gene	Cluster_25835
Operon3061	CPKLKDOD_04745	phnR	Cluster_25835
Operon3062	CPKLKDOD_04746	Unknown_Gene	Cluster_158261
Operon3062	CPKLKDOD_04747	Unknown_Gene	Cluster_158261
Operon3063	CPKLKDOD_04748	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3064	CPKLKDOD_04749	msrB_2	Cluster_35637
Operon3064	CPKLKDOD_04750	msrA_2	Cluster_35637
Operon3065	CPKLKDOD_04751	yfcG_4	Cluster_89395
Operon3065	CPKLKDOD_04752	corA_2	Cluster_89395
Operon3066	CPKLKDOD_04753	Unknown_Gene	Cluster_109966
Operon3067	CPKLKDOD_04754	Unknown_Gene	Cluster_22192
Operon3068	CPKLKDOD_04755	Unknown_Gene	Cluster_13722
Operon3069	CPKLKDOD_04756	Unknown_Gene	Cluster_13722
Operon3069	CPKLKDOD_04757	mimB	Cluster_13722
Operon3070	CPKLKDOD_04758	grxC_2	Cluster_14673
Operon3071	CPKLKDOD_04759	Unknown_Gene	Cluster_140581
Operon3072	CPKLKDOD_04760	Unknown_Gene	Cluster_73412
Operon3073	CPKLKDOD_04761	Unknown_Gene	Cluster_59217
Operon3074	CPKLKDOD_04762	Unknown_Gene	Cluster_59217
Operon3074	CPKLKDOD_04763	Unknown_Gene	Cluster_59217
Operon3074	CPKLKDOD_04764	Unknown_Gene	Cluster_59217
Operon3075	CPKLKDOD_04765	Unknown_Gene	Cluster_100726
Operon3076	CPKLKDOD_04766	Unknown_Gene	Cluster_137403
Operon3076	CPKLKDOD_04767	Unknown_Gene	Cluster_137403
Operon3076	CPKLKDOD_04768	Unknown_Gene	Cluster_137403
Operon3076	CPKLKDOD_04769	merA_1	Cluster_137403
Operon3076	CPKLKDOD_04770	merC	Cluster_137403
Operon3076	CPKLKDOD_04771	merP_1	Cluster_137403
Operon3076	CPKLKDOD_04772	merT_1	Cluster_137403
Operon3077	CPKLKDOD_04773	Unknown_Gene	Cluster_137403
Operon3078	CPKLKDOD_04774	Unknown_Gene	Cluster_110332
Operon3079	CPKLKDOD_04775	Unknown_Gene	Cluster_110332
Operon3079	CPKLKDOD_04776	Unknown_Gene	Cluster_110332
Operon3080	CPKLKDOD_04777	rclR_1	Cluster_47325
Operon3081	CPKLKDOD_04778	Unknown_Gene	Cluster_37323
Operon3082	CPKLKDOD_04779	merR	Cluster_134187
Operon3083	CPKLKDOD_04780	Unknown_Gene	Cluster_99423
Operon3084	CPKLKDOD_04781	hin_1	Cluster_99423
Operon3085	CPKLKDOD_04782	neo	Cluster_142327
Operon3086	CPKLKDOD_04783	Unknown_Gene	Cluster_121789
Operon3087	CPKLKDOD_04784	Unknown_Gene	Cluster_137411
Operon3088	CPKLKDOD_04785	merT_2	Cluster_137411
Operon3088	CPKLKDOD_04786	merP_2	Cluster_137411
Operon3088	CPKLKDOD_04787	Unknown_Gene	Cluster_137411
Operon3088	CPKLKDOD_04788	merA_2	Cluster_137411
Operon3088	CPKLKDOD_04789	Unknown_Gene	Cluster_137411
Operon3088	CPKLKDOD_04790	Unknown_Gene	Cluster_137411
Operon3089	CPKLKDOD_04791	hin_2	Cluster_145846
Operon3090	CPKLKDOD_04792	Unknown_Gene	Cluster_44573
Operon3090	CPKLKDOD_04793	Unknown_Gene	Cluster_44573
Operon3090	CPKLKDOD_04794	Unknown_Gene	Cluster_44573
Operon3091	CPKLKDOD_04795	Unknown_Gene	Cluster_44573
Operon3091	CPKLKDOD_04796	Unknown_Gene	Cluster_44573
Operon3091	CPKLKDOD_04797	Unknown_Gene	Cluster_44573
Operon3092	CPKLKDOD_04798	Unknown_Gene	Cluster_152557
Operon3092	CPKLKDOD_04799	Unknown_Gene	Cluster_152557
Operon3093	CPKLKDOD_04800	decR_5	Cluster_122373
Operon3094	CPKLKDOD_04801	metC	Cluster_122373
Operon3095	CPKLKDOD_04802	Unknown_Gene	Cluster_42392
Operon3096	CPKLKDOD_04803	eptA_2	Cluster_42392
Operon3097	CPKLKDOD_04804	rnd	Cluster_50682
Operon3097	CPKLKDOD_04805	ycgL	Cluster_50682
Operon3097	CPKLKDOD_04806	ghrA_2	Cluster_50682
Operon3098	CPKLKDOD_04807	rutE	Cluster_86331
Operon3099	CPKLKDOD_04808	Unknown_Gene	Cluster_86331
Operon3099	CPKLKDOD_04809	Unknown_Gene	Cluster_86331
Operon3100	CPKLKDOD_04810	Unknown_Gene	Cluster_31886
Operon3101	CPKLKDOD_04811	Unknown_Gene	Cluster_31886
Operon3102	CPKLKDOD_04812	puuB_9	Cluster_145264
Operon3103	CPKLKDOD_04813	ygcS_2	Cluster_66717
Operon3104	CPKLKDOD_04814	dapA_4	Cluster_138922
Operon3104	CPKLKDOD_04815	puuC_3	Cluster_138922
Operon3105	CPKLKDOD_04816	Unknown_Gene	Cluster_135102
Operon3106	CPKLKDOD_04817	Unknown_Gene	Cluster_124011
Operon3107	CPKLKDOD_04818	Unknown_Gene	Cluster_122210
Operon3107	CPKLKDOD_04819	dapb1	Cluster_122210
Operon3108	CPKLKDOD_04820	Unknown_Gene	Cluster_122210
Operon3108	CPKLKDOD_04821	yafJ	Cluster_122210
Operon3108	CPKLKDOD_04822	Unknown_Gene	Cluster_122210
Operon3109	CPKLKDOD_04823	hdfR_7	NO_CLUSTER_ASSOCIATION_FOUND
Operon3110	CPKLKDOD_04824	nanT_6	NO_CLUSTER_ASSOCIATION_FOUND
Operon3110	CPKLKDOD_04825	pxpA3	NO_CLUSTER_ASSOCIATION_FOUND
Operon3110	CPKLKDOD_04826	pxpB	NO_CLUSTER_ASSOCIATION_FOUND
Operon3110	CPKLKDOD_04827	pxpC_2	NO_CLUSTER_ASSOCIATION_FOUND
