GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	1963
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	BCBAIBPD_00001	maeB	Cluster_69611
Operon2330	BCBAIBPD_03590	Unknown_Gene	Cluster_29835
Operon2330	BCBAIBPD_03591	Unknown_Gene	Cluster_29835
Operon2331	BCBAIBPD_03592	fimD_3	Cluster_37441
Operon2331	BCBAIBPD_03593	Unknown_Gene	Cluster_37441
Operon2332	BCBAIBPD_03594	Unknown_Gene	Cluster_33386
Operon2333	BCBAIBPD_03595	Unknown_Gene	Cluster_33386
Operon2333	BCBAIBPD_03596	Unknown_Gene	Cluster_33386
Operon2334	BCBAIBPD_03597	Unknown_Gene	Cluster_77215
Operon2335	BCBAIBPD_03598	Unknown_Gene	Cluster_126695
Operon2336	BCBAIBPD_03599	Unknown_Gene	Cluster_122837
Operon2336	BCBAIBPD_03600	Unknown_Gene	Cluster_122837
Operon2337	BCBAIBPD_03601	Unknown_Gene	Cluster_28222
Operon2337	BCBAIBPD_03602	Unknown_Gene	Cluster_28222
Operon2338	BCBAIBPD_03603	Unknown_Gene	Cluster_28222
Operon2339	BCBAIBPD_03604	msrC	Cluster_47190
Operon2339	BCBAIBPD_03605	Unknown_Gene	Cluster_47190
Operon2340	BCBAIBPD_03606	rcsC_22	Cluster_47190
Operon2341	BCBAIBPD_03607	gpx1	Cluster_73834
Operon2341	BCBAIBPD_03608	msrB	Cluster_73834
Operon2342	BCBAIBPD_03609	alaA	Cluster_73834
Operon2343	BCBAIBPD_03610	htpX_1	Cluster_38452
Operon2344	BCBAIBPD_03611	tpm	Cluster_116957
Operon2345	BCBAIBPD_03612	ygiD	Cluster_116957
Operon2346	BCBAIBPD_03613	deaD	Cluster_16404
Operon2347	BCBAIBPD_03614	speE	Cluster_108958
Operon2348	BCBAIBPD_03615	aroH	Cluster_108958
Operon2349	BCBAIBPD_03616	Unknown_Gene	Cluster_113573
Operon2350	BCBAIBPD_03617	yofA	Cluster_113573
Operon2351	BCBAIBPD_03618	Unknown_Gene	Cluster_107569
Operon2352	BCBAIBPD_03619	dmlR_12	Cluster_107569
Operon2353	BCBAIBPD_03620	ohrR	Cluster_148583
Operon2354	BCBAIBPD_03621	efp	Cluster_155289
Operon2354	BCBAIBPD_03622	Unknown_Gene	Cluster_155289
Operon2355	BCBAIBPD_03623	Unknown_Gene	Cluster_96698
Operon2355	BCBAIBPD_03624	Unknown_Gene	Cluster_96698
Operon2356	BCBAIBPD_03625	cynR_5	Cluster_113206
Operon2357	BCBAIBPD_03626	Unknown_Gene	Cluster_113206
Operon2358	BCBAIBPD_03627	fatA	Cluster_90477
Operon2359	BCBAIBPD_03628	Unknown_Gene	Cluster_60457
Operon2360	BCBAIBPD_03629	fadJ	Cluster_60457
Operon2361	BCBAIBPD_03630	plsC	Cluster_115578
Operon2362	BCBAIBPD_03631	corA	Cluster_138943
Operon2363	BCBAIBPD_03632	Unknown_Gene	Cluster_10148
Operon2364	BCBAIBPD_03633	Unknown_Gene	Cluster_10148
Operon2365	BCBAIBPD_03634	Unknown_Gene	Cluster_71481
Operon2366	BCBAIBPD_03635	Unknown_Gene	Cluster_91068
Operon2367	BCBAIBPD_03636	Unknown_Gene	Cluster_122999
Operon2368	BCBAIBPD_03637	Unknown_Gene	Cluster_95983
Operon2369	BCBAIBPD_03638	zupT_2	Cluster_95983
Operon2370	BCBAIBPD_03639	Unknown_Gene	Cluster_146113
Operon2371	BCBAIBPD_03640	Unknown_Gene	Cluster_37766
Operon2372	BCBAIBPD_03641	Unknown_Gene	Cluster_37766
Operon2373	BCBAIBPD_03642	mtnD	Cluster_130623
Operon2373	BCBAIBPD_03643	hcaT	Cluster_130623
Operon2374	BCBAIBPD_03644	aroC	Cluster_67215
Operon2375	BCBAIBPD_03645	Unknown_Gene	Cluster_67215
Operon2376	BCBAIBPD_03646	Unknown_Gene	Cluster_143660
Operon2377	BCBAIBPD_03647	prmB	Cluster_67682
Operon2378	BCBAIBPD_03648	sttH_2	Cluster_67682
Operon2379	BCBAIBPD_03649	Unknown_Gene	Cluster_130121
Operon2380	BCBAIBPD_03650	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2381	BCBAIBPD_03651	Unknown_Gene	Cluster_61264
Operon2382	BCBAIBPD_03652	pcaJ	Cluster_16102
Operon2382	BCBAIBPD_03653	pcaI	Cluster_16102
Operon2383	BCBAIBPD_03654	Unknown_Gene	Cluster_66171
Operon2383	BCBAIBPD_03655	Unknown_Gene	Cluster_66171
Operon2384	BCBAIBPD_03656	fadH	Cluster_66171
Operon2384	BCBAIBPD_03657	acdS	Cluster_66171
Operon2385	BCBAIBPD_03658	yodB	Cluster_97182
Operon2386	BCBAIBPD_03659	Unknown_Gene	Cluster_124450
Operon2387	BCBAIBPD_03660	nadK	Cluster_124450
Operon2387	BCBAIBPD_03661	apaH_2	Cluster_124450
Operon2387	BCBAIBPD_03662	glpG	Cluster_124450
Operon2387	BCBAIBPD_03663	Unknown_Gene	Cluster_124450
Operon2387	BCBAIBPD_03664	Unknown_Gene	Cluster_124450
Operon2387	BCBAIBPD_03665	pepN	Cluster_124450
Operon2388	BCBAIBPD_03666	hcf136	Cluster_37041
Operon2388	BCBAIBPD_03667	Unknown_Gene	Cluster_37041
Operon2389	BCBAIBPD_03668	Unknown_Gene	Cluster_133692
Operon2389	BCBAIBPD_03669	pgl	Cluster_133692
Operon2390	BCBAIBPD_03670	Unknown_Gene	Cluster_93602
Operon2390	BCBAIBPD_03671	Unknown_Gene	Cluster_93602
Operon2390	BCBAIBPD_03672	sbcD	Cluster_93602
Operon2391	BCBAIBPD_03673	Unknown_Gene	Cluster_50215
Operon2391	BCBAIBPD_03674	Unknown_Gene	Cluster_50215
Operon2391	BCBAIBPD_03675	Unknown_Gene	Cluster_50215
Operon2391	BCBAIBPD_03676	Unknown_Gene	Cluster_50215
Operon2391	BCBAIBPD_03677	Unknown_Gene	Cluster_50215
Operon2391	BCBAIBPD_03678	Unknown_Gene	Cluster_50215
Operon2392	BCBAIBPD_03679	Unknown_Gene	Cluster_50215
Operon2393	BCBAIBPD_03680	nepI	Cluster_25962
Operon2394	BCBAIBPD_03681	Unknown_Gene	Cluster_113207
Operon2395	BCBAIBPD_03682	Unknown_Gene	Cluster_102816
Operon2396	BCBAIBPD_03683	soxR	Cluster_166959
Operon2396	BCBAIBPD_03684	frlR	Cluster_166959
Operon2397	BCBAIBPD_03685	emrB_2	Cluster_127189
Operon2397	BCBAIBPD_03686	emrA_3	Cluster_127189
Operon2398	BCBAIBPD_03687	oprJ	Cluster_119531
Operon2399	BCBAIBPD_03688	nimR_2	Cluster_43393
Operon2400	BCBAIBPD_03689	lysA_2	Cluster_101268
Operon2401	BCBAIBPD_03690	occR	Cluster_101268
Operon2402	BCBAIBPD_03691	Unknown_Gene	Cluster_37512
Operon2403	BCBAIBPD_03692	gdhB	Cluster_37512
Operon2404	BCBAIBPD_03693	ppsR	Cluster_69613
Operon2405	BCBAIBPD_03694	ppsA	Cluster_69613
Operon2406	BCBAIBPD_03695	Unknown_Gene	Cluster_143387
Operon2407	BCBAIBPD_03696	Unknown_Gene	Cluster_120459
Operon2407	BCBAIBPD_03697	zntB	Cluster_120459
Operon2408	BCBAIBPD_03698	Unknown_Gene	Cluster_126068
Operon2408	BCBAIBPD_03699	Unknown_Gene	Cluster_126068
Operon2409	BCBAIBPD_03700	Unknown_Gene	Cluster_102617
Operon2410	BCBAIBPD_03701	oprF	Cluster_108399
Operon2411	BCBAIBPD_03702	pyrD	Cluster_47463
Operon2412	BCBAIBPD_03703	rmf	Cluster_8747
Operon2413	BCBAIBPD_03704	rlmL_2	Cluster_8747
Operon2414	BCBAIBPD_03705	Unknown_Gene	Cluster_58355
Operon2415	BCBAIBPD_03706	Unknown_Gene	Cluster_160342
Operon2415	BCBAIBPD_03707	bvgS	Cluster_160342
Operon2415	BCBAIBPD_03708	bvgA_3	Cluster_160342
Operon2416	BCBAIBPD_03709	dgt	Cluster_123677
Operon2417	BCBAIBPD_03710	Unknown_Gene	Cluster_31158
Operon2417	BCBAIBPD_03711	Unknown_Gene	Cluster_31158
Operon2417	BCBAIBPD_03712	yqjD_2	Cluster_31158
Operon2418	BCBAIBPD_03713	amt	Cluster_31158
Operon2419	BCBAIBPD_03714	Unknown_Gene	Cluster_57590
Operon2420	BCBAIBPD_03715	Unknown_Gene	Cluster_110321
Operon2421	BCBAIBPD_03716	Unknown_Gene	Cluster_142049
Operon2422	BCBAIBPD_03717	Unknown_Gene	Cluster_152438
Operon2423	BCBAIBPD_03718	aer_2	Cluster_131303
Operon2424	BCBAIBPD_03719	Unknown_Gene	Cluster_131303
Operon2425	BCBAIBPD_03720	acnA_2	Cluster_50545
Operon2426	BCBAIBPD_03721	rlmM	Cluster_50545
Operon2427	BCBAIBPD_03722	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2428	BCBAIBPD_03723	bepC_2	Cluster_141231
Operon2428	BCBAIBPD_03724	ltxB_1	Cluster_141231
Operon2428	BCBAIBPD_03725	prsE_2	Cluster_141231
Operon2429	BCBAIBPD_03726	cheV_3	Cluster_136414
Operon2430	BCBAIBPD_03727	Unknown_Gene	Cluster_128073
Operon2430	BCBAIBPD_03728	Unknown_Gene	Cluster_128073
Operon2431	BCBAIBPD_03729	Unknown_Gene	Cluster_32160
Operon2432	BCBAIBPD_03730	oprD_6	Cluster_61954
Operon2433	BCBAIBPD_03731	Unknown_Gene	Cluster_91646
Operon2434	BCBAIBPD_03732	Unknown_Gene	Cluster_63553
Operon2435	BCBAIBPD_03733	Unknown_Gene	Cluster_63553
Operon2436	BCBAIBPD_03734	fruA	Cluster_35179
Operon2436	BCBAIBPD_03735	lacC	Cluster_35179
Operon2436	BCBAIBPD_03736	Unknown_Gene	Cluster_35179
Operon2437	BCBAIBPD_03737	cra	Cluster_35179
Operon2437	BCBAIBPD_03738	yjjV	Cluster_35179
Operon2438	BCBAIBPD_03739	Unknown_Gene	Cluster_135647
Operon2438	BCBAIBPD_03740	ampD	Cluster_135647
Operon2439	BCBAIBPD_03741	Unknown_Gene	Cluster_45738
Operon2440	BCBAIBPD_03742	nadC	Cluster_45738
Operon2441	BCBAIBPD_03743	Unknown_Gene	Cluster_34180
Operon2442	BCBAIBPD_03744	cysZ	Cluster_34180
Operon2442	BCBAIBPD_03745	Unknown_Gene	Cluster_34180
Operon2443	BCBAIBPD_03746	bdlA_3	Cluster_71326
Operon2444	BCBAIBPD_03747	mgtA	Cluster_71326
Operon2445	BCBAIBPD_03748	btuE_2	Cluster_86424
Operon2446	BCBAIBPD_03749	slyD	Cluster_127415
Operon2447	BCBAIBPD_03750	Unknown_Gene	Cluster_127415
Operon2447	BCBAIBPD_03751	pta	Cluster_127415
Operon2448	BCBAIBPD_03752	yiaD	Cluster_97183
Operon2449	BCBAIBPD_03753	sasA_11	Cluster_79348
Operon2449	BCBAIBPD_03754	lapB	Cluster_79348
Operon2450	BCBAIBPD_03755	malT	Cluster_37913
Operon2451	BCBAIBPD_03756	Unknown_Gene	Cluster_30883
Operon2451	BCBAIBPD_03757	Unknown_Gene	Cluster_30883
Operon2452	BCBAIBPD_03758	Unknown_Gene	Cluster_58371
Operon2453	BCBAIBPD_03759	hprA	Cluster_58371
Operon2454	BCBAIBPD_03760	rsmC	Cluster_153951
Operon2455	BCBAIBPD_03761	Unknown_Gene	Cluster_104743
Operon2456	BCBAIBPD_03762	mneA	Cluster_104743
Operon2457	BCBAIBPD_03763	loiP	Cluster_100116
Operon2458	BCBAIBPD_03764	yedK_2	Cluster_98038
Operon2458	BCBAIBPD_03765	Unknown_Gene	Cluster_98038
Operon2458	BCBAIBPD_03766	Unknown_Gene	Cluster_98038
Operon2459	BCBAIBPD_03767	Unknown_Gene	Cluster_98038
Operon2460	BCBAIBPD_03768	Unknown_Gene	Cluster_77892
Operon2461	BCBAIBPD_03769	Unknown_Gene	Cluster_77892
Operon2462	BCBAIBPD_03770	Unknown_Gene	Cluster_74838
Operon2463	BCBAIBPD_03771	Unknown_Gene	Cluster_74838
Operon2464	BCBAIBPD_03772	mqo_2	Cluster_7004
Operon2465	BCBAIBPD_03773	Unknown_Gene	Cluster_140443
Operon2466	BCBAIBPD_03774	Unknown_Gene	Cluster_142840
Operon2467	BCBAIBPD_03775	hpt	Cluster_75689
Operon2468	BCBAIBPD_03776	upp	Cluster_75689
Operon2468	BCBAIBPD_03777	uraA	Cluster_75689
Operon2469	BCBAIBPD_03778	hemH	Cluster_64872
Operon2469	BCBAIBPD_03779	Unknown_Gene	Cluster_64872
Operon2470	BCBAIBPD_03780	Unknown_Gene	Cluster_64872
Operon2471	BCBAIBPD_03781	Unknown_Gene	Cluster_119530
Operon2471	BCBAIBPD_03782	Unknown_Gene	Cluster_119530
Operon2471	BCBAIBPD_03783	phrB	Cluster_119530
Operon2472	BCBAIBPD_03784	Unknown_Gene	Cluster_48948
Operon2473	BCBAIBPD_03785	murI	Cluster_25663
Operon2473	BCBAIBPD_03786	moeB	Cluster_25663
Operon2473	BCBAIBPD_03787	prmC_2	Cluster_25663
Operon2473	BCBAIBPD_03788	prfA	Cluster_25663
Operon2473	BCBAIBPD_03789	hemA	Cluster_25663
Operon2474	BCBAIBPD_03790	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2475	BCBAIBPD_03791	pupB_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2476	BCBAIBPD_03792	Unknown_Gene	Cluster_51568
Operon2477	BCBAIBPD_03793	nhaA	Cluster_51568
Operon2478	BCBAIBPD_03794	ydaD	Cluster_79930
Operon2479	BCBAIBPD_03795	Unknown_Gene	Cluster_151768
Operon2480	BCBAIBPD_03796	luxQ_2	Cluster_124692
Operon2480	BCBAIBPD_03797	adhB_2	Cluster_124692
Operon2481	BCBAIBPD_03798	pqqD_2	Cluster_42178
Operon2482	BCBAIBPD_03799	adh_3	Cluster_103589
Operon2483	BCBAIBPD_03800	qedA_1	Cluster_88615
Operon2484	BCBAIBPD_03801	gloB_2	Cluster_161627
Operon2484	BCBAIBPD_03802	Unknown_Gene	Cluster_161627
Operon2484	BCBAIBPD_03803	mltF_2	Cluster_161627
Operon2484	BCBAIBPD_03804	Unknown_Gene	Cluster_161627
Operon2485	BCBAIBPD_03805	qedA_2	Cluster_42964
Operon2486	BCBAIBPD_03806	Unknown_Gene	Cluster_144539
Operon2487	BCBAIBPD_03807	exaE	Cluster_85624
Operon2487	BCBAIBPD_03808	Unknown_Gene	Cluster_85624
Operon2488	BCBAIBPD_03809	Unknown_Gene	Cluster_85624
Operon2488	BCBAIBPD_03810	Unknown_Gene	Cluster_85624
Operon2488	BCBAIBPD_03811	lnrL	Cluster_85624
Operon2488	BCBAIBPD_03812	Unknown_Gene	Cluster_85624
Operon2489	BCBAIBPD_03813	Unknown_Gene	Cluster_111791
Operon2490	BCBAIBPD_03814	degU_3	Cluster_149955
Operon2491	BCBAIBPD_03815	rcsC_23	Cluster_27924
Operon2491	BCBAIBPD_03816	Unknown_Gene	Cluster_27924
Operon2492	BCBAIBPD_03817	Unknown_Gene	Cluster_32560
Operon2492	BCBAIBPD_03818	Unknown_Gene	Cluster_32560
Operon2493	BCBAIBPD_03819	Unknown_Gene	Cluster_41056
Operon2494	BCBAIBPD_03820	Unknown_Gene	Cluster_125836
Operon2494	BCBAIBPD_03821	Unknown_Gene	Cluster_125836
Operon2495	BCBAIBPD_03822	pstB3	Cluster_142056
Operon2495	BCBAIBPD_03823	pstA	Cluster_142056
Operon2495	BCBAIBPD_03824	pstC	Cluster_142056
Operon2496	BCBAIBPD_03825	pstS_2	Cluster_49564
Operon2497	BCBAIBPD_03826	hchA	Cluster_49564
Operon2498	BCBAIBPD_03827	cpdR_2	Cluster_77213
Operon2499	BCBAIBPD_03828	Unknown_Gene	Cluster_128574
Operon2500	BCBAIBPD_03829	Unknown_Gene	Cluster_50546
Operon2501	BCBAIBPD_03830	rsbQ_2	Cluster_50546
Operon2501	BCBAIBPD_03831	sasA_12	Cluster_50546
Operon2502	BCBAIBPD_03832	Unknown_Gene	Cluster_116066
Operon2503	BCBAIBPD_03833	rcsC_24	Cluster_112488
Operon2504	BCBAIBPD_03834	Unknown_Gene	Cluster_109649
Operon2505	BCBAIBPD_03835	Unknown_Gene	Cluster_75685
Operon2505	BCBAIBPD_03836	Unknown_Gene	Cluster_75685
Operon2506	BCBAIBPD_03837	pncC_2	Cluster_75685
Operon2506	BCBAIBPD_03838	Unknown_Gene	Cluster_75685
Operon2507	BCBAIBPD_03839	Unknown_Gene	Cluster_77212
Operon2508	BCBAIBPD_03840	Unknown_Gene	Cluster_77212
Operon2509	BCBAIBPD_03841	Unknown_Gene	Cluster_116959
Operon2510	BCBAIBPD_03842	gfo	Cluster_65723
Operon2511	BCBAIBPD_03843	Unknown_Gene	Cluster_65723
Operon2512	BCBAIBPD_03844	Unknown_Gene	Cluster_135179
Operon2513	BCBAIBPD_03845	Unknown_Gene	Cluster_97174
Operon2514	BCBAIBPD_03846	Unknown_Gene	Cluster_97174
Operon2515	BCBAIBPD_03847	Unknown_Gene	Cluster_143381
Operon2516	BCBAIBPD_03848	Unknown_Gene	Cluster_50853
Operon2517	BCBAIBPD_03849	ydbD	Cluster_146719
Operon2518	BCBAIBPD_03850	Unknown_Gene	Cluster_32556
Operon2519	BCBAIBPD_03851	Unknown_Gene	Cluster_32556
Operon2520	BCBAIBPD_03852	ydjE	Cluster_108946
Operon2521	BCBAIBPD_03853	Unknown_Gene	Cluster_128565
Operon2522	BCBAIBPD_03854	ydaP	Cluster_112021
Operon2523	BCBAIBPD_03855	paoA	Cluster_119041
Operon2523	BCBAIBPD_03856	paoB	Cluster_119041
Operon2523	BCBAIBPD_03857	paoC	Cluster_119041
Operon2523	BCBAIBPD_03858	uvsE	Cluster_119041
Operon2524	BCBAIBPD_03859	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2525	BCBAIBPD_03860	fpvA_4	Cluster_116078
Operon2526	BCBAIBPD_03861	yojI	Cluster_93607
Operon2527	BCBAIBPD_03862	Unknown_Gene	Cluster_59515
Operon2527	BCBAIBPD_03863	cefD	Cluster_59515
Operon2527	BCBAIBPD_03864	Unknown_Gene	Cluster_59515
Operon2528	BCBAIBPD_03865	Unknown_Gene	Cluster_59515
Operon2529	BCBAIBPD_03866	ttgI_2	Cluster_55365
Operon2529	BCBAIBPD_03867	macB_2	Cluster_55365
Operon2529	BCBAIBPD_03868	macA_2	Cluster_55365
Operon2530	BCBAIBPD_03869	fecI_3	Cluster_55365
Operon2531	BCBAIBPD_03870	Unknown_Gene	Cluster_74677
Operon2532	BCBAIBPD_03871	proP_4	Cluster_137252
Operon2533	BCBAIBPD_03872	Unknown_Gene	Cluster_7685
Operon2534	BCBAIBPD_03873	etfB	Cluster_7685
Operon2534	BCBAIBPD_03874	etfA	Cluster_7685
Operon2535	BCBAIBPD_03875	Unknown_Gene	Cluster_134914
Operon2535	BCBAIBPD_03876	Unknown_Gene	Cluster_134914
Operon2535	BCBAIBPD_03877	pal_6	Cluster_134914
Operon2536	BCBAIBPD_03878	hisC_5	Cluster_33546
Operon2537	BCBAIBPD_03879	Unknown_Gene	Cluster_143390
Operon2538	BCBAIBPD_03880	Unknown_Gene	Cluster_98759
Operon2538	BCBAIBPD_03881	Unknown_Gene	Cluster_98759
Operon2539	BCBAIBPD_03882	gltA	Cluster_22437
Operon2540	BCBAIBPD_03883	sdhC	Cluster_22437
Operon2540	BCBAIBPD_03884	sdhD	Cluster_22437
Operon2540	BCBAIBPD_03885	sdhA	Cluster_22437
Operon2540	BCBAIBPD_03886	sdhB	Cluster_22437
Operon2541	BCBAIBPD_03887	sucA	Cluster_44265
Operon2541	BCBAIBPD_03888	sucB	Cluster_44265
Operon2542	BCBAIBPD_03889	lpdG	Cluster_121146
Operon2543	BCBAIBPD_03890	sucC	Cluster_71437
Operon2543	BCBAIBPD_03891	sucD	Cluster_71437
Operon2544	BCBAIBPD_03892	brnQ	Cluster_18245
Operon2545	BCBAIBPD_03893	Unknown_Gene	Cluster_47462
Operon2546	BCBAIBPD_03894	Unknown_Gene	Cluster_16203
Operon2547	BCBAIBPD_03895	htpG	Cluster_16203
Operon2548	BCBAIBPD_03896	Unknown_Gene	Cluster_142568
Operon2549	BCBAIBPD_03897	Unknown_Gene	Cluster_111795
Operon2550	BCBAIBPD_03898	fabB	Cluster_54495
Operon2550	BCBAIBPD_03899	fabA	Cluster_54495
Operon2551	BCBAIBPD_03900	rcsC_25	Cluster_116071
Operon2551	BCBAIBPD_03901	Unknown_Gene	Cluster_116071
Operon2551	BCBAIBPD_03902	btuB_6	Cluster_116071
Operon2552	BCBAIBPD_03903	gpsA	Cluster_116071
Operon2552	BCBAIBPD_03904	Unknown_Gene	Cluster_116071
Operon2552	BCBAIBPD_03905	sixA	Cluster_116071
Operon2553	BCBAIBPD_03906	Unknown_Gene	Cluster_103344
Operon2554	BCBAIBPD_03907	Unknown_Gene	Cluster_123193
Operon2554	BCBAIBPD_03908	menH_2	Cluster_123193
Operon2555	BCBAIBPD_03909	Unknown_Gene	Cluster_110534
Operon2555	BCBAIBPD_03910	ydiK_2	Cluster_110534
Operon2556	BCBAIBPD_03911	Unknown_Gene	Cluster_93603
Operon2556	BCBAIBPD_03912	kdpA	Cluster_93603
Operon2556	BCBAIBPD_03913	kdpB	Cluster_93603
Operon2556	BCBAIBPD_03914	kdpC	Cluster_93603
Operon2556	BCBAIBPD_03915	kdpD	Cluster_93603
Operon2556	BCBAIBPD_03916	kdpE	Cluster_93603
Operon2557	BCBAIBPD_03917	yhaJ_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2558	BCBAIBPD_03918	emrA_4	Cluster_134908
Operon2558	BCBAIBPD_03919	Unknown_Gene	Cluster_134908
Operon2559	BCBAIBPD_03920	uvrA_2	Cluster_104259
Operon2560	BCBAIBPD_03921	Unknown_Gene	Cluster_122275
Operon2560	BCBAIBPD_03922	Unknown_Gene	Cluster_122275
Operon2561	BCBAIBPD_03923	lexA_3	Cluster_122275
Operon2561	BCBAIBPD_03924	Unknown_Gene	Cluster_122275
Operon2561	BCBAIBPD_03925	imuB	Cluster_122275
Operon2561	BCBAIBPD_03926	dnaE2	Cluster_122275
Operon2562	BCBAIBPD_03927	Unknown_Gene	Cluster_88642
Operon2562	BCBAIBPD_03928	gltC_2	Cluster_88642
Operon2563	BCBAIBPD_03929	scoA	Cluster_88642
Operon2563	BCBAIBPD_03930	scoB	Cluster_88642
Operon2564	BCBAIBPD_03931	atoE	Cluster_82682
Operon2565	BCBAIBPD_03932	Unknown_Gene	Cluster_28715
Operon2566	BCBAIBPD_03933	Unknown_Gene	Cluster_49677
Operon2567	BCBAIBPD_03934	Unknown_Gene	Cluster_106832
Operon2567	BCBAIBPD_03935	Unknown_Gene	Cluster_106832
Operon2567	BCBAIBPD_03936	Unknown_Gene	Cluster_106832
Operon2568	BCBAIBPD_03937	galE	Cluster_152441
Operon2569	BCBAIBPD_03938	Unknown_Gene	Cluster_120341
Operon2569	BCBAIBPD_03939	Unknown_Gene	Cluster_120341
Operon2570	BCBAIBPD_03940	Unknown_Gene	Cluster_120341
Operon2570	BCBAIBPD_03941	Unknown_Gene	Cluster_120341
Operon2570	BCBAIBPD_03942	mpdB	Cluster_120341
Operon2571	BCBAIBPD_03943	dapH_2	Cluster_114117
Operon2571	BCBAIBPD_03944	Unknown_Gene	Cluster_114117
Operon2571	BCBAIBPD_03945	dapH_3	Cluster_114117
Operon2571	BCBAIBPD_03946	Unknown_Gene	Cluster_114117
Operon2571	BCBAIBPD_03947	Unknown_Gene	Cluster_114117
Operon2571	BCBAIBPD_03948	mshA_4	Cluster_114117
Operon2571	BCBAIBPD_03949	Unknown_Gene	Cluster_114117
Operon2571	BCBAIBPD_03950	tagA	Cluster_114117
Operon2572	BCBAIBPD_03951	gumD	Cluster_71325
Operon2573	BCBAIBPD_03952	gcvA_9	Cluster_85818
Operon2574	BCBAIBPD_03953	tdcG_2	Cluster_85818
Operon2575	BCBAIBPD_03954	Unknown_Gene	Cluster_102640
Operon2576	BCBAIBPD_03955	puuB_4	Cluster_141001
Operon2576	BCBAIBPD_03956	spuE_3	Cluster_141001
Operon2577	BCBAIBPD_03957	puuA_5	Cluster_77384
Operon2578	BCBAIBPD_03958	rhaS_6	Cluster_77384
Operon2579	BCBAIBPD_03959	Unknown_Gene	Cluster_116717
Operon2580	BCBAIBPD_03960	sad	Cluster_112703
Operon2581	BCBAIBPD_03961	gltR_2	Cluster_112703
Operon2582	BCBAIBPD_03962	pagL_2	Cluster_22413
Operon2583	BCBAIBPD_03963	Unknown_Gene	Cluster_49566
Operon2584	BCBAIBPD_03964	Unknown_Gene	Cluster_49566
Operon2585	BCBAIBPD_03965	Unknown_Gene	Cluster_48947
Operon2586	BCBAIBPD_03966	Unknown_Gene	Cluster_18479
Operon2587	BCBAIBPD_03967	Unknown_Gene	Cluster_56523
Operon2588	BCBAIBPD_03968	Unknown_Gene	Cluster_56523
Operon2589	BCBAIBPD_03969	Unknown_Gene	Cluster_48347
Operon2590	BCBAIBPD_03970	Unknown_Gene	Cluster_48347
Operon2590	BCBAIBPD_03971	Unknown_Gene	Cluster_48347
Operon2591	BCBAIBPD_03972	lpxL	NO_CLUSTER_ASSOCIATION_FOUND
Operon2592	BCBAIBPD_03973	minC	NO_CLUSTER_ASSOCIATION_FOUND
Operon2593	BCBAIBPD_03974	minD	Cluster_116955
Operon2593	BCBAIBPD_03975	minE	Cluster_116955
Operon2594	BCBAIBPD_03976	rluA	Cluster_85002
Operon2595	BCBAIBPD_03977	apeB	Cluster_65289
Operon2596	BCBAIBPD_03978	Unknown_Gene	Cluster_88613
Operon2596	BCBAIBPD_03979	Unknown_Gene	Cluster_88613
Operon2597	BCBAIBPD_03980	phnR	Cluster_27965
Operon2598	BCBAIBPD_03981	Unknown_Gene	Cluster_27965
Operon2599	BCBAIBPD_03982	Unknown_Gene	Cluster_92314
Operon2599	BCBAIBPD_03983	Unknown_Gene	Cluster_92314
Operon2599	BCBAIBPD_03984	phnV	Cluster_92314
Operon2599	BCBAIBPD_03985	potA_3	Cluster_92314
Operon2599	BCBAIBPD_03986	Unknown_Gene	Cluster_92314
Operon2600	BCBAIBPD_03987	pikAII	Cluster_86948
Operon2601	BCBAIBPD_03988	prc	Cluster_86948
Operon2602	BCBAIBPD_03989	Unknown_Gene	Cluster_99882
Operon2602	BCBAIBPD_03990	Unknown_Gene	Cluster_99882
Operon2603	BCBAIBPD_03991	Unknown_Gene	Cluster_12097
Operon2604	BCBAIBPD_03992	Unknown_Gene	Cluster_28063
Operon2605	BCBAIBPD_03993	map_2	Cluster_28063
Operon2606	BCBAIBPD_03994	Unknown_Gene	Cluster_73694
Operon2606	BCBAIBPD_03995	Unknown_Gene	Cluster_73694
Operon2607	BCBAIBPD_03996	Unknown_Gene	Cluster_54069
Operon2607	BCBAIBPD_03997	Unknown_Gene	Cluster_54069
Operon2608	BCBAIBPD_03998	rdgC	Cluster_54069
Operon2609	BCBAIBPD_03999	panS	Cluster_107789
Operon2610	BCBAIBPD_04000	gdx	Cluster_93818
Operon2611	BCBAIBPD_04001	lplT	Cluster_56408
Operon2612	BCBAIBPD_04002	pmdD_1	Cluster_99885
Operon2612	BCBAIBPD_04003	naiP	Cluster_99885
Operon2613	BCBAIBPD_04004	dasR	Cluster_48346
Operon2614	BCBAIBPD_04005	rcsC_26	Cluster_48346
Operon2615	BCBAIBPD_04006	Unknown_Gene	Cluster_125854
Operon2616	BCBAIBPD_04007	Unknown_Gene	Cluster_237
