GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2937
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	HFFFMDPO_00001	dctA2_1	Cluster_135791
Operon2885	HFFFMDPO_04492	argA	Cluster_99998
Operon2886	HFFFMDPO_04493	puuA_4	Cluster_36445
Operon2887	HFFFMDPO_04494	Unknown_Gene	Cluster_36445
Operon2887	HFFFMDPO_04495	puuA_5	Cluster_36445
Operon2887	HFFFMDPO_04496	spuC_4	Cluster_36445
Operon2888	HFFFMDPO_04497	spuD_5	Cluster_72798
Operon2889	HFFFMDPO_04498	spuE_2	Cluster_78479
Operon2890	HFFFMDPO_04499	potA_3	Cluster_135099
Operon2890	HFFFMDPO_04500	potH	Cluster_135099
Operon2890	HFFFMDPO_04501	ydcV_2	Cluster_135099
Operon2891	HFFFMDPO_04502	Unknown_Gene	Cluster_29541
Operon2892	HFFFMDPO_04503	mdtE	Cluster_29541
Operon2892	HFFFMDPO_04504	mdtA_4	Cluster_29541
Operon2892	HFFFMDPO_04505	czcA_2	Cluster_29541
Operon2893	HFFFMDPO_04506	Unknown_Gene	Cluster_46981
Operon2894	HFFFMDPO_04507	sbp_1	Cluster_153058
Operon2895	HFFFMDPO_04508	cysT_2	Cluster_65795
Operon2895	HFFFMDPO_04509	cysW_2	Cluster_65795
Operon2895	HFFFMDPO_04510	btuD_4	Cluster_65795
Operon2896	HFFFMDPO_04511	Unknown_Gene	Cluster_49938
Operon2897	HFFFMDPO_04512	sfnR_2	Cluster_142683
Operon2898	HFFFMDPO_04513	metQ_2	Cluster_70212
Operon2899	HFFFMDPO_04514	quiP	Cluster_125489
Operon2900	HFFFMDPO_04515	maa	Cluster_125489
Operon2901	HFFFMDPO_04516	Unknown_Gene	Cluster_35992
Operon2902	HFFFMDPO_04517	menH_5	Cluster_35992
Operon2903	HFFFMDPO_04518	Unknown_Gene	Cluster_107688
Operon2904	HFFFMDPO_04519	Unknown_Gene	Cluster_107688
Operon2904	HFFFMDPO_04520	Unknown_Gene	Cluster_107688
Operon2905	HFFFMDPO_04521	Unknown_Gene	Cluster_51279
Operon2906	HFFFMDPO_04522	Unknown_Gene	Cluster_51279
Operon2907	HFFFMDPO_04523	serA	Cluster_72337
Operon2908	HFFFMDPO_04524	Unknown_Gene	Cluster_72337
Operon2908	HFFFMDPO_04525	ycgM	Cluster_72337
Operon2909	HFFFMDPO_04526	yjiK_1	Cluster_58793
Operon2910	HFFFMDPO_04527	yjiK_2	Cluster_123775
Operon2911	HFFFMDPO_04528	rpiA	Cluster_92423
Operon2912	HFFFMDPO_04529	ilvA_2	Cluster_92423
Operon2913	HFFFMDPO_04530	Unknown_Gene	Cluster_85082
Operon2914	HFFFMDPO_04531	Unknown_Gene	Cluster_88712
Operon2915	HFFFMDPO_04532	rppH_2	Cluster_88712
Operon2915	HFFFMDPO_04533	ptsP	Cluster_88712
Operon2916	HFFFMDPO_04534	Unknown_Gene	Cluster_95206
Operon2917	HFFFMDPO_04535	Unknown_Gene	Cluster_95206
Operon2917	HFFFMDPO_04536	lgt	Cluster_95206
Operon2918	HFFFMDPO_04537	thyA	Cluster_153038
Operon2919	HFFFMDPO_04538	zntR	Cluster_127970
Operon2920	HFFFMDPO_04539	cadA	Cluster_127970
Operon2920	HFFFMDPO_04540	cmpR_8	Cluster_127970
Operon2921	HFFFMDPO_04541	cysA_2	Cluster_48728
Operon2921	HFFFMDPO_04542	Unknown_Gene	Cluster_48728
Operon2921	HFFFMDPO_04543	Unknown_Gene	Cluster_48728
Operon2922	HFFFMDPO_04544	Unknown_Gene	Cluster_150840
Operon2922	HFFFMDPO_04545	Unknown_Gene	Cluster_150840
Operon2923	HFFFMDPO_04546	folA	Cluster_150840
Operon2924	HFFFMDPO_04547	tcyP	Cluster_43729
Operon2925	HFFFMDPO_04548	Unknown_Gene	Cluster_43729
Operon2926	HFFFMDPO_04549	ilvD	Cluster_37764
Operon2927	HFFFMDPO_04550	rlmI	Cluster_102000
Operon2928	HFFFMDPO_04551	Unknown_Gene	Cluster_102000
Operon2928	HFFFMDPO_04552	mutM	Cluster_102000
Operon2929	HFFFMDPO_04553	fdx_2	Cluster_110529
Operon2930	HFFFMDPO_04554	coaD	Cluster_108344
Operon2931	HFFFMDPO_04555	Unknown_Gene	Cluster_33363
Operon2931	HFFFMDPO_04556	Unknown_Gene	Cluster_33363
Operon2931	HFFFMDPO_04557	calB	Cluster_33363
Operon2932	HFFFMDPO_04558	Unknown_Gene	Cluster_33363
Operon2932	HFFFMDPO_04559	sseB	Cluster_33363
Operon2933	HFFFMDPO_04560	Unknown_Gene	Cluster_145954
Operon2934	HFFFMDPO_04561	Unknown_Gene	Cluster_123549
Operon2934	HFFFMDPO_04562	Unknown_Gene	Cluster_123549
Operon2935	HFFFMDPO_04563	rsmD	Cluster_127730
Operon2936	HFFFMDPO_04564	Unknown_Gene	Cluster_48480
Operon2936	HFFFMDPO_04565	Unknown_Gene	Cluster_48480
Operon2937	HFFFMDPO_04566	ftsY	Cluster_48480
Operon2937	HFFFMDPO_04567	ftsE	Cluster_48480
Operon2937	HFFFMDPO_04568	ftsX	Cluster_48480
Operon2938	HFFFMDPO_04569	rpoH	Cluster_109040
Operon2939	HFFFMDPO_04570	mtgA	Cluster_142682
Operon2940	HFFFMDPO_04571	Unknown_Gene	Cluster_142682
Operon2941	HFFFMDPO_04572	Unknown_Gene	Cluster_114762
Operon2942	HFFFMDPO_04573	thiG	Cluster_150839
Operon2942	HFFFMDPO_04574	trmB	Cluster_150839
Operon2943	HFFFMDPO_04575	Unknown_Gene	Cluster_117537
Operon2943	HFFFMDPO_04576	hemW	Cluster_117537
Operon2943	HFFFMDPO_04577	rdgB	Cluster_117537
Operon2943	HFFFMDPO_04578	Unknown_Gene	Cluster_117537
Operon2943	HFFFMDPO_04579	Unknown_Gene	Cluster_117537
Operon2943	HFFFMDPO_04580	metXS	Cluster_117537
Operon2944	HFFFMDPO_04581	Unknown_Gene	Cluster_141935
Operon2944	HFFFMDPO_04582	proC	Cluster_141935
Operon2944	HFFFMDPO_04583	yggS	Cluster_141935
Operon2945	HFFFMDPO_04584	pilT_2	Cluster_141935
Operon2946	HFFFMDPO_04585	ccoN1_1	Cluster_39363
Operon2946	HFFFMDPO_04586	Unknown_Gene	Cluster_39363
Operon2946	HFFFMDPO_04587	Unknown_Gene	Cluster_39363
Operon2946	HFFFMDPO_04588	ccoP2_1	Cluster_39363
Operon2947	HFFFMDPO_04589	Unknown_Gene	Cluster_31876
Operon2947	HFFFMDPO_04590	Unknown_Gene	Cluster_31876
Operon2948	HFFFMDPO_04591	copA_3	Cluster_90025
Operon2948	HFFFMDPO_04592	Unknown_Gene	Cluster_90025
Operon2948	HFFFMDPO_04593	Unknown_Gene	Cluster_90025
Operon2949	HFFFMDPO_04594	hemN	Cluster_113301
Operon2950	HFFFMDPO_04595	anr	Cluster_65353
Operon2951	HFFFMDPO_04596	apt	Cluster_149750
Operon2952	HFFFMDPO_04597	recR	Cluster_22920
Operon2953	HFFFMDPO_04598	ybaB	Cluster_141997
Operon2954	HFFFMDPO_04599	ruvB_2	Cluster_100007
Operon2955	HFFFMDPO_04600	Unknown_Gene	Cluster_100007
Operon2956	HFFFMDPO_04601	Unknown_Gene	Cluster_23246
Operon2957	HFFFMDPO_04602	Unknown_Gene	Cluster_128024
Operon2958	HFFFMDPO_04603	cueR_2	Cluster_128024
Operon2959	HFFFMDPO_04604	ligA_1	Cluster_46875
Operon2960	HFFFMDPO_04605	zipA	Cluster_50292
Operon2961	HFFFMDPO_04606	smc_2	Cluster_38655
Operon2961	HFFFMDPO_04607	rspR_1	Cluster_38655
Operon2962	HFFFMDPO_04608	Unknown_Gene	Cluster_38655
Operon2962	HFFFMDPO_04609	pucD	Cluster_38655
Operon2963	HFFFMDPO_04610	Unknown_Gene	Cluster_71881
Operon2963	HFFFMDPO_04611	guaD	Cluster_71881
Operon2964	HFFFMDPO_04612	aqpZ	Cluster_82784
Operon2965	HFFFMDPO_04613	rspR_2	Cluster_35034
Operon2966	HFFFMDPO_04614	adeP_2	Cluster_35034
Operon2967	HFFFMDPO_04615	pucM	Cluster_18692
Operon2968	HFFFMDPO_04616	Unknown_Gene	Cluster_18692
Operon2968	HFFFMDPO_04617	pucL	Cluster_18692
Operon2968	HFFFMDPO_04618	allA	Cluster_18692
Operon2968	HFFFMDPO_04619	Unknown_Gene	Cluster_18692
Operon2969	HFFFMDPO_04620	uacT_2	Cluster_65354
Operon2970	HFFFMDPO_04621	Unknown_Gene	Cluster_136976
Operon2971	HFFFMDPO_04622	Unknown_Gene	Cluster_21674
Operon2972	HFFFMDPO_04623	mdoB_3	Cluster_40620
Operon2973	HFFFMDPO_04624	yedI	Cluster_94425
Operon2974	HFFFMDPO_04625	rutR_3	Cluster_94425
Operon2975	HFFFMDPO_04626	Unknown_Gene	Cluster_41363
Operon2976	HFFFMDPO_04627	gcl	Cluster_41363
Operon2977	HFFFMDPO_04628	hyi	Cluster_150757
Operon2978	HFFFMDPO_04629	glxR	Cluster_75645
Operon2979	HFFFMDPO_04630	ttuD	Cluster_46086
Operon2979	HFFFMDPO_04631	ttuE	Cluster_46086
Operon2980	HFFFMDPO_04632	Unknown_Gene	Cluster_56834
Operon2980	HFFFMDPO_04633	Unknown_Gene	Cluster_56834
Operon2981	HFFFMDPO_04634	sbp_2	Cluster_53315
Operon2982	HFFFMDPO_04635	rlmL_2	Cluster_127137
Operon2983	HFFFMDPO_04636	Unknown_Gene	Cluster_127137
Operon2983	HFFFMDPO_04637	Unknown_Gene	Cluster_127137
Operon2984	HFFFMDPO_04638	Unknown_Gene	Cluster_165568
Operon2984	HFFFMDPO_04639	Unknown_Gene	Cluster_165568
Operon2985	HFFFMDPO_04640	Unknown_Gene	Cluster_118236
Operon2985	HFFFMDPO_04641	Unknown_Gene	Cluster_118236
Operon2985	HFFFMDPO_04642	Unknown_Gene	Cluster_118236
Operon2986	HFFFMDPO_04643	pucB	Cluster_3964
Operon2986	HFFFMDPO_04644	pucA	Cluster_3964
Operon2986	HFFFMDPO_04645	Unknown_Gene	Cluster_3964
Operon2986	HFFFMDPO_04646	hcrC	Cluster_3964
Operon2986	HFFFMDPO_04647	Unknown_Gene	Cluster_3964
Operon2987	HFFFMDPO_04648	dsbD_2	Cluster_3964
Operon2987	HFFFMDPO_04649	resA_3	Cluster_3964
Operon2987	HFFFMDPO_04650	dsbG	Cluster_3964
Operon2988	HFFFMDPO_04651	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2988	HFFFMDPO_04652	lptB_6	NO_CLUSTER_ASSOCIATION_FOUND
Operon2989	HFFFMDPO_04653	lgrB_1	Cluster_30501
Operon2990	HFFFMDPO_04654	Unknown_Gene	Cluster_30501
Operon2991	HFFFMDPO_04655	Unknown_Gene	Cluster_72336
Operon2992	HFFFMDPO_04656	dinG_3	Cluster_72336
Operon2993	HFFFMDPO_04657	ppnP	Cluster_134970
Operon2994	HFFFMDPO_04658	Unknown_Gene	Cluster_152862
Operon2995	HFFFMDPO_04659	ccoN1_2	Cluster_152862
Operon2995	HFFFMDPO_04660	Unknown_Gene	Cluster_152862
Operon2995	HFFFMDPO_04661	Unknown_Gene	Cluster_152862
Operon2995	HFFFMDPO_04662	ccoP2_2	Cluster_152862
Operon2996	HFFFMDPO_04663	Unknown_Gene	Cluster_59182
Operon2997	HFFFMDPO_04664	Unknown_Gene	Cluster_59182
Operon2998	HFFFMDPO_04665	Unknown_Gene	Cluster_59604
Operon2999	HFFFMDPO_04666	oprD_8	Cluster_56985
Operon3000	HFFFMDPO_04667	Unknown_Gene	Cluster_59589
Operon3001	HFFFMDPO_04668	Unknown_Gene	Cluster_125219
Operon3001	HFFFMDPO_04669	Unknown_Gene	Cluster_125219
Operon3002	HFFFMDPO_04670	cheV_2	Cluster_18908
Operon3003	HFFFMDPO_04671	prsE_1	Cluster_143498
Operon3003	HFFFMDPO_04672	ltxB	Cluster_143498
Operon3003	HFFFMDPO_04673	bepC_1	Cluster_143498
Operon3004	HFFFMDPO_04674	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3005	HFFFMDPO_04675	rhsC_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon3005	HFFFMDPO_04676	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3006	HFFFMDPO_04677	rhsD	Cluster_26216
Operon3006	HFFFMDPO_04678	Unknown_Gene	Cluster_26216
Operon3006	HFFFMDPO_04679	Unknown_Gene	Cluster_26216
Operon3006	HFFFMDPO_04680	Unknown_Gene	Cluster_26216
Operon3007	HFFFMDPO_04681	Unknown_Gene	Cluster_21142
Operon3008	HFFFMDPO_04682	Unknown_Gene	Cluster_31293
Operon3009	HFFFMDPO_04683	hipO_2	Cluster_111202
Operon3010	HFFFMDPO_04684	proP_6	Cluster_128678
Operon3010	HFFFMDPO_04685	aam_3	Cluster_128678
Operon3011	HFFFMDPO_04686	Unknown_Gene	Cluster_139707
Operon3012	HFFFMDPO_04687	rhaS_8	Cluster_70055
Operon3013	HFFFMDPO_04688	bacC_2	Cluster_70055
Operon3014	HFFFMDPO_04689	Unknown_Gene	Cluster_19420
Operon3015	HFFFMDPO_04690	Unknown_Gene	Cluster_158209
Operon3015	HFFFMDPO_04691	pcaK_3	Cluster_158209
Operon3016	HFFFMDPO_04692	vldH	Cluster_122481
Operon3017	HFFFMDPO_04693	lexA_3	Cluster_122481
Operon3017	HFFFMDPO_04694	sulA_2	Cluster_122481
Operon3017	HFFFMDPO_04695	imuB	Cluster_122481
Operon3017	HFFFMDPO_04696	dnaE2	Cluster_122481
Operon3018	HFFFMDPO_04697	lgrD_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon3018	HFFFMDPO_04698	lgrD_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon3018	HFFFMDPO_04699	lgrB_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon3018	HFFFMDPO_04700	tycC	NO_CLUSTER_ASSOCIATION_FOUND
Operon3019	HFFFMDPO_04701	fpvA_3	Cluster_30706
Operon3020	HFFFMDPO_04702	egtB	Cluster_163351
Operon3020	HFFFMDPO_04703	dltA_2	Cluster_163351
Operon3021	HFFFMDPO_04704	Unknown_Gene	Cluster_38174
Operon3021	HFFFMDPO_04705	Unknown_Gene	Cluster_38174
Operon3022	HFFFMDPO_04706	ffh	Cluster_38174
Operon3023	HFFFMDPO_04707	rpsP	Cluster_40839
Operon3023	HFFFMDPO_04708	rimM	Cluster_40839
Operon3023	HFFFMDPO_04709	trmD	Cluster_40839
Operon3023	HFFFMDPO_04710	rplS	Cluster_40839
Operon3024	HFFFMDPO_04711	Unknown_Gene	Cluster_119895
Operon3025	HFFFMDPO_04712	nhaP2_1	Cluster_139617
Operon3026	HFFFMDPO_04713	xerD	Cluster_139617
Operon3027	HFFFMDPO_04714	dsbC_1	Cluster_81021
Operon3028	HFFFMDPO_04715	hom	Cluster_128660
Operon3029	HFFFMDPO_04716	thrC_2	Cluster_145149
Operon3030	HFFFMDPO_04717	Unknown_Gene	Cluster_95816
Operon3031	HFFFMDPO_04718	Unknown_Gene	Cluster_131410
Operon3032	HFFFMDPO_04719	Unknown_Gene	Cluster_95140
Operon3032	HFFFMDPO_04720	smtB	Cluster_95140
Operon3033	HFFFMDPO_04721	yaeQ	Cluster_95140
Operon3033	HFFFMDPO_04722	recJ	Cluster_95140
Operon3034	HFFFMDPO_04723	citN_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon3035	HFFFMDPO_04724	nicP_11	Cluster_143501
Operon3036	HFFFMDPO_04725	Unknown_Gene	Cluster_85723
Operon3037	HFFFMDPO_04726	soxR	Cluster_127978
Operon3038	HFFFMDPO_04727	bepF_2	Cluster_127978
Operon3038	HFFFMDPO_04728	bepE_2	Cluster_127978
Operon3039	HFFFMDPO_04729	frlR	Cluster_121719
Operon3040	HFFFMDPO_04730	emrB_3	Cluster_57256
Operon3040	HFFFMDPO_04731	emrA_5	Cluster_57256
Operon3041	HFFFMDPO_04732	oprJ	Cluster_114732
Operon3042	HFFFMDPO_04733	nimR_4	Cluster_73260
Operon3043	HFFFMDPO_04734	Unknown_Gene	Cluster_111144
Operon3044	HFFFMDPO_04735	Unknown_Gene	Cluster_50902
Operon3044	HFFFMDPO_04736	yjaB_2	Cluster_50902
Operon3045	HFFFMDPO_04737	leuO_2	Cluster_50902
Operon3046	HFFFMDPO_04738	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3046	HFFFMDPO_04739	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3047	HFFFMDPO_04740	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3048	HFFFMDPO_04741	norR1	Cluster_80537
Operon3049	HFFFMDPO_04742	hmp_2	Cluster_80537
Operon3050	HFFFMDPO_04743	dsbB_2	Cluster_14407
Operon3051	HFFFMDPO_04744	cyoA	Cluster_6843
Operon3051	HFFFMDPO_04745	cyoB	Cluster_6843
Operon3051	HFFFMDPO_04746	cyoC	Cluster_6843
Operon3051	HFFFMDPO_04747	cyoD	Cluster_6843
Operon3051	HFFFMDPO_04748	cyoE	Cluster_6843
Operon3052	HFFFMDPO_04749	alaC	Cluster_30034
Operon3053	HFFFMDPO_04750	Unknown_Gene	Cluster_106292
Operon3054	HFFFMDPO_04751	Unknown_Gene	Cluster_77470
Operon3055	HFFFMDPO_04752	speG	Cluster_39160
Operon3056	HFFFMDPO_04753	Unknown_Gene	Cluster_126661
Operon3056	HFFFMDPO_04754	Unknown_Gene	Cluster_126661
Operon3057	HFFFMDPO_04755	selU	NO_CLUSTER_ASSOCIATION_FOUND
Operon3057	HFFFMDPO_04756	selD	NO_CLUSTER_ASSOCIATION_FOUND
Operon3058	HFFFMDPO_04757	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3059	HFFFMDPO_04758	dksA_3	Cluster_60400
Operon3060	HFFFMDPO_04759	Unknown_Gene	Cluster_68938
Operon3061	HFFFMDPO_04760	Unknown_Gene	Cluster_24827
Operon3061	HFFFMDPO_04761	Unknown_Gene	Cluster_24827
Operon3062	HFFFMDPO_04762	Unknown_Gene	Cluster_74796
Operon3062	HFFFMDPO_04763	Unknown_Gene	Cluster_74796
Operon3062	HFFFMDPO_04764	Unknown_Gene	Cluster_74796
Operon3062	HFFFMDPO_04765	mrpD	Cluster_74796
Operon3062	HFFFMDPO_04766	mnhC1	Cluster_74796
Operon3062	HFFFMDPO_04767	mrpA	Cluster_74796
Operon3063	HFFFMDPO_04768	Unknown_Gene	Cluster_127296
Operon3064	HFFFMDPO_04769	sutR_2	Cluster_127296
Operon3065	HFFFMDPO_04770	sttH_2	Cluster_128694
Operon3066	HFFFMDPO_04771	rhaR_7	Cluster_128694
Operon3067	HFFFMDPO_04772	Unknown_Gene	Cluster_123942
Operon3068	HFFFMDPO_04773	Unknown_Gene	Cluster_50265
Operon3068	HFFFMDPO_04774	Unknown_Gene	Cluster_50265
Operon3069	HFFFMDPO_04775	Unknown_Gene	Cluster_50265
Operon3070	HFFFMDPO_04776	Unknown_Gene	Cluster_62429
Operon3071	HFFFMDPO_04777	rhtA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3072	HFFFMDPO_04778	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3073	HFFFMDPO_04779	fhuA_4	Cluster_121695
Operon3074	HFFFMDPO_04780	fecR_5	Cluster_150058
Operon3075	HFFFMDPO_04781	fecI_8	Cluster_112583
Operon3076	HFFFMDPO_04782	Unknown_Gene	Cluster_37716
Operon3077	HFFFMDPO_04783	Unknown_Gene	Cluster_37716
Operon3077	HFFFMDPO_04784	Unknown_Gene	Cluster_37716
Operon3078	HFFFMDPO_04785	prsE_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon3078	HFFFMDPO_04786	apxIB	NO_CLUSTER_ASSOCIATION_FOUND
Operon3079	HFFFMDPO_04787	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3080	HFFFMDPO_04788	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3081	HFFFMDPO_04789	purT_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon3082	HFFFMDPO_04790	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3083	HFFFMDPO_04791	Unknown_Gene	Cluster_61917
Operon3083	HFFFMDPO_04792	Unknown_Gene	Cluster_61917
Operon3083	HFFFMDPO_04793	Unknown_Gene	Cluster_61917
Operon3084	HFFFMDPO_04794	nuoG_2	Cluster_61917
Operon3085	HFFFMDPO_04795	Unknown_Gene	Cluster_53589
Operon3086	HFFFMDPO_04796	ispD_2	Cluster_53589
Operon3087	HFFFMDPO_04797	ndhB	Cluster_103992
Operon3088	HFFFMDPO_04798	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3089	HFFFMDPO_04799	Unknown_Gene	Cluster_27768
Operon3090	HFFFMDPO_04800	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3091	HFFFMDPO_04801	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3092	HFFFMDPO_04802	Unknown_Gene	Cluster_150908
Operon3092	HFFFMDPO_04803	Unknown_Gene	Cluster_150908
Operon3093	HFFFMDPO_04804	yojI	Cluster_133608
Operon3093	HFFFMDPO_04805	Unknown_Gene	Cluster_133608
Operon3094	HFFFMDPO_04806	ttgI_4	NO_CLUSTER_ASSOCIATION_FOUND
Operon3094	HFFFMDPO_04807	macB	NO_CLUSTER_ASSOCIATION_FOUND
Operon3094	HFFFMDPO_04808	macA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3095	HFFFMDPO_04809	argB	Cluster_168429
Operon3095	HFFFMDPO_04810	algC	Cluster_168429
Operon3096	HFFFMDPO_04811	dut	Cluster_117548
Operon3096	HFFFMDPO_04812	coaBC	Cluster_117548
Operon3097	HFFFMDPO_04813	Unknown_Gene	Cluster_117548
Operon3098	HFFFMDPO_04814	dppA_4	Cluster_22519
Operon3099	HFFFMDPO_04815	rpmB	Cluster_22519
Operon3099	HFFFMDPO_04816	rpmG	Cluster_22519
Operon3100	HFFFMDPO_04817	Unknown_Gene	Cluster_61090
Operon3100	HFFFMDPO_04818	Unknown_Gene	Cluster_61090
Operon3101	HFFFMDPO_04819	puuC_2	Cluster_61090
Operon3102	HFFFMDPO_04820	ycaD_3	Cluster_109751
Operon3103	HFFFMDPO_04821	clsC	Cluster_145185
Operon3104	HFFFMDPO_04822	norG_3	Cluster_69054
Operon3105	HFFFMDPO_04823	Unknown_Gene	Cluster_69054
Operon3106	HFFFMDPO_04824	puuB_6	Cluster_86956
Operon3107	HFFFMDPO_04825	Unknown_Gene	Cluster_86956
Operon3108	HFFFMDPO_04826	lrp_4	Cluster_80004
Operon3109	HFFFMDPO_04827	dadA1_2	Cluster_80004
Operon3110	HFFFMDPO_04828	dadX	Cluster_86937
Operon3111	HFFFMDPO_04829	puuR_3	Cluster_109797
Operon3112	HFFFMDPO_04830	Unknown_Gene	Cluster_91587
Operon3113	HFFFMDPO_04831	Unknown_Gene	Cluster_102033
Operon3114	HFFFMDPO_04832	Unknown_Gene	Cluster_102033
Operon3115	HFFFMDPO_04833	Unknown_Gene	Cluster_132156
Operon3116	HFFFMDPO_04834	xpt	Cluster_142684
Operon3117	HFFFMDPO_04835	rep_2	Cluster_32244
Operon3118	HFFFMDPO_04836	Unknown_Gene	Cluster_32244
Operon3119	HFFFMDPO_04837	mdtK	Cluster_79438
Operon3120	HFFFMDPO_04838	gcvA_14	Cluster_79438
Operon3121	HFFFMDPO_04839	Unknown_Gene	Cluster_151470
Operon3122	HFFFMDPO_04840	feaR	Cluster_151470
Operon3123	HFFFMDPO_04841	cbdA	Cluster_78367
Operon3123	HFFFMDPO_04842	cbdB	Cluster_78367
Operon3124	HFFFMDPO_04843	benC	Cluster_136513
Operon3125	HFFFMDPO_04844	lvr	Cluster_62075
Operon3126	HFFFMDPO_04845	pcaK_4	Cluster_148477
Operon3126	HFFFMDPO_04846	catA_2	Cluster_148477
Operon3127	HFFFMDPO_04847	ydcO_4	Cluster_85743
Operon3128	HFFFMDPO_04848	nicP_12	Cluster_150142
Operon3129	HFFFMDPO_04849	Unknown_Gene	Cluster_135022
Operon3130	HFFFMDPO_04850	dmlR_23	Cluster_139623
Operon3131	HFFFMDPO_04851	Unknown_Gene	Cluster_116831
Operon3132	HFFFMDPO_04852	nemA_4	Cluster_120342
Operon3133	HFFFMDPO_04853	yajO_1	Cluster_135071
Operon3134	HFFFMDPO_04854	hcaD	Cluster_70076
Operon3135	HFFFMDPO_04855	nicT_4	Cluster_76260
Operon3136	HFFFMDPO_04856	cdaR_2	Cluster_76260
Operon3137	HFFFMDPO_04857	garK_2	Cluster_88707
Operon3138	HFFFMDPO_04858	hcaR_1	Cluster_97500
Operon3139	HFFFMDPO_04859	Unknown_Gene	Cluster_97500
Operon3140	HFFFMDPO_04860	xerC_8	Cluster_123771
Operon3141	HFFFMDPO_04861	Unknown_Gene	Cluster_130006
Operon3142	HFFFMDPO_04862	Unknown_Gene	Cluster_150644
Operon3143	HFFFMDPO_04863	Unknown_Gene	Cluster_15322
Operon3144	HFFFMDPO_04864	Unknown_Gene	Cluster_15322
Operon3144	HFFFMDPO_04865	tenA	Cluster_15322
Operon3145	HFFFMDPO_04866	codB	Cluster_49227
Operon3145	HFFFMDPO_04867	Unknown_Gene	Cluster_49227
Operon3145	HFFFMDPO_04868	codA	Cluster_49227
Operon3146	HFFFMDPO_04869	Unknown_Gene	Cluster_121729
Operon3146	HFFFMDPO_04870	thadh	Cluster_121729
Operon3147	HFFFMDPO_04871	dauR_2	Cluster_64523
Operon3148	HFFFMDPO_04872	ndmD	Cluster_137430
Operon3148	HFFFMDPO_04873	Unknown_Gene	Cluster_137430
Operon3148	HFFFMDPO_04874	ribX	Cluster_137430
Operon3148	HFFFMDPO_04875	ssuB_2	Cluster_137430
Operon3149	HFFFMDPO_04876	ndmA	Cluster_162625
Operon3149	HFFFMDPO_04877	Unknown_Gene	Cluster_162625
Operon3150	HFFFMDPO_04878	Unknown_Gene	Cluster_5446
Operon3151	HFFFMDPO_04879	glpE_1	Cluster_32746
Operon3151	HFFFMDPO_04880	Unknown_Gene	Cluster_32746
Operon3152	HFFFMDPO_04881	ssuA_3	Cluster_32746
Operon3153	HFFFMDPO_04882	moxC	Cluster_147728
Operon3154	HFFFMDPO_04883	msuD	Cluster_89371
Operon3155	HFFFMDPO_04884	gsiA	Cluster_108193
Operon3155	HFFFMDPO_04885	ddpC	Cluster_108193
Operon3155	HFFFMDPO_04886	nikB	Cluster_108193
Operon3155	HFFFMDPO_04887	cntA	Cluster_108193
Operon3156	HFFFMDPO_04888	Unknown_Gene	Cluster_62124
Operon3156	HFFFMDPO_04889	Unknown_Gene	Cluster_62124
Operon3156	HFFFMDPO_04890	ydbM	Cluster_62124
Operon3157	HFFFMDPO_04891	gltR_3	Cluster_59172
Operon3158	HFFFMDPO_04892	ssuA_4	Cluster_59172
Operon3158	HFFFMDPO_04893	ssuA_5	Cluster_59172
Operon3159	HFFFMDPO_04894	Unknown_Gene	Cluster_24970
Operon3160	HFFFMDPO_04895	Unknown_Gene	Cluster_150065
Operon3161	HFFFMDPO_04896	Unknown_Gene	Cluster_81692
Operon3161	HFFFMDPO_04897	Unknown_Gene	Cluster_81692
Operon3162	HFFFMDPO_04898	Unknown_Gene	Cluster_81692
Operon3163	HFFFMDPO_04899	Unknown_Gene	Cluster_15722
Operon3163	HFFFMDPO_04900	mgtC	Cluster_15722
