GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2222
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	JLPMBEPE_00001	xerC_1	Cluster_29991
Operon2840	JLPMBEPE_04368	rcsC_18	Cluster_98771
Operon2841	JLPMBEPE_04369	nfrA1	Cluster_95966
Operon2842	JLPMBEPE_04370	Unknown_Gene	Cluster_99439
Operon2842	JLPMBEPE_04371	kshA	Cluster_99439
Operon2843	JLPMBEPE_04372	fabG_10	Cluster_94515
Operon2843	JLPMBEPE_04373	hsdA	Cluster_94515
Operon2844	JLPMBEPE_04374	Unknown_Gene	Cluster_155382
Operon2844	JLPMBEPE_04375	Unknown_Gene	Cluster_155382
Operon2844	JLPMBEPE_04376	hcf136_2	Cluster_155382
Operon2845	JLPMBEPE_04377	fadA_2	Cluster_85797
Operon2845	JLPMBEPE_04378	Unknown_Gene	Cluster_85797
Operon2845	JLPMBEPE_04379	fabG2	Cluster_85797
Operon2846	JLPMBEPE_04380	Unknown_Gene	Cluster_166380
Operon2846	JLPMBEPE_04381	fadA5	Cluster_166380
Operon2846	JLPMBEPE_04382	mmgC_5	Cluster_166380
Operon2846	JLPMBEPE_04383	Unknown_Gene	Cluster_166380
Operon2846	JLPMBEPE_04384	echA8_3	Cluster_166380
Operon2846	JLPMBEPE_04385	Unknown_Gene	Cluster_166380
Operon2846	JLPMBEPE_04386	Unknown_Gene	Cluster_166380
Operon2846	JLPMBEPE_04387	Unknown_Gene	Cluster_166380
Operon2846	JLPMBEPE_04388	Unknown_Gene	Cluster_166380
Operon2846	JLPMBEPE_04389	hsaC	Cluster_166380
Operon2847	JLPMBEPE_04390	Unknown_Gene	Cluster_89675
Operon2847	JLPMBEPE_04391	Unknown_Gene	Cluster_89675
Operon2848	JLPMBEPE_04392	Unknown_Gene	Cluster_137470
Operon2849	JLPMBEPE_04393	gloB_4	Cluster_49996
Operon2849	JLPMBEPE_04394	caiC	Cluster_49996
Operon2849	JLPMBEPE_04395	nemA_3	Cluster_49996
Operon2849	JLPMBEPE_04396	Unknown_Gene	Cluster_49996
Operon2849	JLPMBEPE_04397	linX_2	Cluster_49996
Operon2849	JLPMBEPE_04398	fabG_11	Cluster_49996
Operon2850	JLPMBEPE_04399	nanT_7	Cluster_49996
Operon2850	JLPMBEPE_04400	mhpC	Cluster_49996
Operon2851	JLPMBEPE_04401	Unknown_Gene	Cluster_129384
Operon2852	JLPMBEPE_04402	Unknown_Gene	Cluster_124659
Operon2853	JLPMBEPE_04403	Unknown_Gene	Cluster_150936
Operon2853	JLPMBEPE_04404	Unknown_Gene	Cluster_150936
Operon2853	JLPMBEPE_04405	Unknown_Gene	Cluster_150936
Operon2854	JLPMBEPE_04406	Unknown_Gene	Cluster_149405
Operon2854	JLPMBEPE_04407	Unknown_Gene	Cluster_149405
Operon2854	JLPMBEPE_04408	Unknown_Gene	Cluster_149405
Operon2854	JLPMBEPE_04409	Unknown_Gene	Cluster_149405
Operon2854	JLPMBEPE_04410	Unknown_Gene	Cluster_149405
Operon2855	JLPMBEPE_04411	baiA	Cluster_84028
Operon2856	JLPMBEPE_04412	paaF_2	Cluster_84028
Operon2857	JLPMBEPE_04413	fadD3_3	Cluster_123881
Operon2857	JLPMBEPE_04414	kshB	Cluster_123881
Operon2857	JLPMBEPE_04415	Unknown_Gene	Cluster_123881
Operon2857	JLPMBEPE_04416	Unknown_Gene	Cluster_123881
Operon2858	JLPMBEPE_04417	hsaA	Cluster_94537
Operon2859	JLPMBEPE_04418	nylA	Cluster_144542
Operon2860	JLPMBEPE_04419	calB_2	Cluster_53351
Operon2861	JLPMBEPE_04420	C1-hpah	Cluster_53351
Operon2861	JLPMBEPE_04421	Unknown_Gene	Cluster_53351
Operon2862	JLPMBEPE_04422	tesE	Cluster_139581
Operon2862	JLPMBEPE_04423	bphJ	Cluster_139581
Operon2862	JLPMBEPE_04424	bphI	Cluster_139581
Operon2863	JLPMBEPE_04425	nanT_8	Cluster_140235
Operon2864	JLPMBEPE_04426	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2865	JLPMBEPE_04427	Unknown_Gene	Cluster_80400
Operon2865	JLPMBEPE_04428	aphA_2	Cluster_80400
Operon2865	JLPMBEPE_04429	ghrA_3	Cluster_80400
Operon2865	JLPMBEPE_04430	fucA_2	Cluster_80400
Operon2865	JLPMBEPE_04431	abaF_8	Cluster_80400
Operon2866	JLPMBEPE_04432	cynR_7	Cluster_80400
Operon2867	JLPMBEPE_04433	Unknown_Gene	Cluster_14618
Operon2868	JLPMBEPE_04434	Unknown_Gene	Cluster_125356
Operon2869	JLPMBEPE_04435	Unknown_Gene	Cluster_125356
Operon2870	JLPMBEPE_04436	Unknown_Gene	Cluster_39634
Operon2871	JLPMBEPE_04437	accA1	Cluster_28456
Operon2871	JLPMBEPE_04438	dpgD	Cluster_28456
Operon2871	JLPMBEPE_04439	Unknown_Gene	Cluster_28456
Operon2871	JLPMBEPE_04440	acdA_1	Cluster_28456
Operon2872	JLPMBEPE_04441	fadD3_4	Cluster_28456
Operon2873	JLPMBEPE_04442	Unknown_Gene	Cluster_154331
Operon2874	JLPMBEPE_04443	Unknown_Gene	Cluster_87849
Operon2875	JLPMBEPE_04444	glgE2	Cluster_87849
Operon2876	JLPMBEPE_04445	Unknown_Gene	Cluster_80085
Operon2876	JLPMBEPE_04446	glgB	Cluster_80085
Operon2877	JLPMBEPE_04447	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2878	JLPMBEPE_04448	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2879	JLPMBEPE_04449	ssrA	NO_CLUSTER_ASSOCIATION_FOUND
Operon2880	JLPMBEPE_04450	intA_2	Cluster_4640
Operon2881	JLPMBEPE_04451	Unknown_Gene	Cluster_293
Operon2882	JLPMBEPE_04452	Unknown_Gene	Cluster_27397
Operon2882	JLPMBEPE_04453	Unknown_Gene	Cluster_27397
Operon2883	JLPMBEPE_04454	mrr	Cluster_42573
Operon2883	JLPMBEPE_04455	Unknown_Gene	Cluster_42573
Operon2883	JLPMBEPE_04456	Unknown_Gene	Cluster_42573
Operon2883	JLPMBEPE_04457	Unknown_Gene	Cluster_42573
Operon2884	JLPMBEPE_04458	rapA_2	Cluster_23343
Operon2884	JLPMBEPE_04459	Unknown_Gene	Cluster_23343
Operon2884	JLPMBEPE_04460	Unknown_Gene	Cluster_23343
Operon2884	JLPMBEPE_04461	Unknown_Gene	Cluster_23343
Operon2885	JLPMBEPE_04462	Unknown_Gene	Cluster_23343
Operon2886	JLPMBEPE_04463	Unknown_Gene	Cluster_138613
Operon2887	JLPMBEPE_04464	Unknown_Gene	Cluster_125314
Operon2888	JLPMBEPE_04465	minC	NO_CLUSTER_ASSOCIATION_FOUND
Operon2889	JLPMBEPE_04466	minD	Cluster_116242
Operon2889	JLPMBEPE_04467	minE	Cluster_116242
Operon2890	JLPMBEPE_04468	rluA	Cluster_82821
Operon2891	JLPMBEPE_04469	apeB	Cluster_73295
Operon2892	JLPMBEPE_04470	Unknown_Gene	Cluster_98685
Operon2892	JLPMBEPE_04471	Unknown_Gene	Cluster_98685
Operon2893	JLPMBEPE_04472	phnR	Cluster_25835
Operon2893	JLPMBEPE_04473	Unknown_Gene	Cluster_25835
Operon2894	JLPMBEPE_04474	Unknown_Gene	Cluster_25835
Operon2895	JLPMBEPE_04475	Unknown_Gene	Cluster_96680
Operon2895	JLPMBEPE_04476	Unknown_Gene	Cluster_96680
Operon2895	JLPMBEPE_04477	phnV	Cluster_96680
Operon2895	JLPMBEPE_04478	potA_4	Cluster_96680
Operon2895	JLPMBEPE_04479	Unknown_Gene	Cluster_96680
Operon2896	JLPMBEPE_04480	ppsC_2	Cluster_88279
Operon2897	JLPMBEPE_04481	prc	Cluster_88279
Operon2898	JLPMBEPE_04482	Unknown_Gene	Cluster_106937
Operon2898	JLPMBEPE_04483	Unknown_Gene	Cluster_106937
Operon2899	JLPMBEPE_04484	Unknown_Gene	Cluster_34171
Operon2900	JLPMBEPE_04485	fklB_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2901	JLPMBEPE_04486	dksA_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2902	JLPMBEPE_04487	Unknown_Gene	Cluster_68923
Operon2903	JLPMBEPE_04488	Unknown_Gene	Cluster_24827
Operon2903	JLPMBEPE_04489	Unknown_Gene	Cluster_24827
Operon2904	JLPMBEPE_04490	Unknown_Gene	Cluster_83978
Operon2904	JLPMBEPE_04491	Unknown_Gene	Cluster_83978
Operon2904	JLPMBEPE_04492	mrpE	Cluster_83978
Operon2904	JLPMBEPE_04493	mrpD	Cluster_83978
Operon2904	JLPMBEPE_04494	mnhC1	Cluster_83978
Operon2904	JLPMBEPE_04495	mrpA	Cluster_83978
Operon2905	JLPMBEPE_04496	Unknown_Gene	Cluster_127296
Operon2906	JLPMBEPE_04497	sutR	Cluster_127296
Operon2907	JLPMBEPE_04498	sttH_2	Cluster_71938
Operon2908	JLPMBEPE_04499	Unknown_Gene	Cluster_71938
Operon2909	JLPMBEPE_04500	Unknown_Gene	Cluster_50323
Operon2909	JLPMBEPE_04501	Unknown_Gene	Cluster_50323
Operon2910	JLPMBEPE_04502	Unknown_Gene	Cluster_50323
Operon2911	JLPMBEPE_04503	Unknown_Gene	Cluster_52202
Operon2912	JLPMBEPE_04504	rhtA	NO_CLUSTER_ASSOCIATION_FOUND
Operon2913	JLPMBEPE_04505	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2914	JLPMBEPE_04506	thiO	Cluster_150501
Operon2915	JLPMBEPE_04507	Unknown_Gene	Cluster_110416
Operon2915	JLPMBEPE_04508	Unknown_Gene	Cluster_110416
Operon2915	JLPMBEPE_04509	Unknown_Gene	Cluster_110416
Operon2915	JLPMBEPE_04510	Unknown_Gene	Cluster_110416
Operon2916	JLPMBEPE_04511	Unknown_Gene	Cluster_110416
Operon2917	JLPMBEPE_04512	ispH	Cluster_104116
Operon2917	JLPMBEPE_04513	fkpB	Cluster_104116
Operon2917	JLPMBEPE_04514	lspA	Cluster_104116
Operon2917	JLPMBEPE_04515	ileS	Cluster_104116
Operon2917	JLPMBEPE_04516	ribF	Cluster_104116
Operon2918	JLPMBEPE_04517	murJ	Cluster_43161
Operon2919	JLPMBEPE_04518	rpsT	Cluster_43161
Operon2920	JLPMBEPE_04519	yebT	Cluster_76362
Operon2920	JLPMBEPE_04520	pqiA_2	Cluster_76362
Operon2920	JLPMBEPE_04521	pqiA_3	Cluster_76362
Operon2921	JLPMBEPE_04522	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2922	JLPMBEPE_04523	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2923	JLPMBEPE_04524	rluC	Cluster_20558
Operon2923	JLPMBEPE_04525	ppaX	Cluster_20558
Operon2923	JLPMBEPE_04526	Unknown_Gene	Cluster_20558
Operon2924	JLPMBEPE_04527	yceF	Cluster_119628
Operon2925	JLPMBEPE_04528	yceD	Cluster_119628
Operon2925	JLPMBEPE_04529	rpmF	Cluster_119628
Operon2925	JLPMBEPE_04530	plsX	Cluster_119628
Operon2926	JLPMBEPE_04531	fabD_2	Cluster_97916
Operon2926	JLPMBEPE_04532	fabG_12	Cluster_97916
Operon2927	JLPMBEPE_04533	acpP	Cluster_58142
Operon2928	JLPMBEPE_04534	fabF	Cluster_64067
Operon2928	JLPMBEPE_04535	pabC	Cluster_64067
Operon2928	JLPMBEPE_04536	mltG	Cluster_64067
Operon2928	JLPMBEPE_04537	tmk_1	Cluster_64067
Operon2928	JLPMBEPE_04538	Unknown_Gene	Cluster_64067
Operon2928	JLPMBEPE_04539	ycfH	Cluster_64067
Operon2929	JLPMBEPE_04540	fusA	Cluster_168585
Operon2929	JLPMBEPE_04541	rpsG	Cluster_168585
Operon2930	JLPMBEPE_04542	rpsL	Cluster_55151
Operon2931	JLPMBEPE_04543	rpoC	Cluster_142668
Operon2932	JLPMBEPE_04544	rpoB	Cluster_52288
Operon2933	JLPMBEPE_04545	rplL	Cluster_131227
Operon2934	JLPMBEPE_04546	rplJ	Cluster_59633
Operon2935	JLPMBEPE_04547	rplA	Cluster_103434
Operon2935	JLPMBEPE_04548	rplK	Cluster_103434
Operon2936	JLPMBEPE_04549	nusG	NO_CLUSTER_ASSOCIATION_FOUND
Operon2936	JLPMBEPE_04550	secE	NO_CLUSTER_ASSOCIATION_FOUND
Operon2936	JLPMBEPE_04551	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2937	JLPMBEPE_04552	Unknown_Gene	Cluster_66999
Operon2938	JLPMBEPE_04553	Unknown_Gene	Cluster_66999
Operon2939	JLPMBEPE_04554	tmk_2	Cluster_133682
Operon2940	JLPMBEPE_04555	pgrR_3	Cluster_119750
Operon2941	JLPMBEPE_04556	hsrA_3	Cluster_119750
Operon2941	JLPMBEPE_04557	Unknown_Gene	Cluster_119750
Operon2942	JLPMBEPE_04558	ykgM	Cluster_114872
Operon2943	JLPMBEPE_04559	dksA_3	Cluster_114872
Operon2944	JLPMBEPE_04560	lrp_8	Cluster_87633
Operon2945	JLPMBEPE_04561	argD_3	Cluster_87633
Operon2946	JLPMBEPE_04562	asnC_2	Cluster_34387
Operon2947	JLPMBEPE_04563	fliY_2	Cluster_34387
Operon2948	JLPMBEPE_04564	yecS_1	Cluster_141944
Operon2948	JLPMBEPE_04565	yecS_2	Cluster_141944
Operon2948	JLPMBEPE_04566	glnQ_8	Cluster_141944
Operon2949	JLPMBEPE_04567	etfA_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2950	JLPMBEPE_04568	Unknown_Gene	Cluster_35395
Operon2951	JLPMBEPE_04569	glsA2	Cluster_35395
Operon2952	JLPMBEPE_04570	Unknown_Gene	Cluster_90636
Operon2953	JLPMBEPE_04571	Unknown_Gene	Cluster_90636
Operon2954	JLPMBEPE_04572	proY_3	Cluster_130831
Operon2955	JLPMBEPE_04573	Unknown_Gene	Cluster_24718
Operon2956	JLPMBEPE_04574	Unknown_Gene	Cluster_16846
Operon2957	JLPMBEPE_04575	Unknown_Gene	Cluster_37786
Operon2958	JLPMBEPE_04576	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2959	JLPMBEPE_04577	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2960	JLPMBEPE_04578	Unknown_Gene	Cluster_106255
Operon2961	JLPMBEPE_04579	fhuA_6	Cluster_121786
Operon2962	JLPMBEPE_04580	fecR_14	Cluster_108420
Operon2962	JLPMBEPE_04581	fecI_18	Cluster_108420
Operon2963	JLPMBEPE_04582	Unknown_Gene	Cluster_34184
Operon2964	JLPMBEPE_04583	Unknown_Gene	Cluster_34184
Operon2964	JLPMBEPE_04584	Unknown_Gene	Cluster_34184
Operon2965	JLPMBEPE_04585	prsE_3	Cluster_134399
Operon2965	JLPMBEPE_04586	apxIB	Cluster_134399
Operon2966	JLPMBEPE_04587	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2967	JLPMBEPE_04588	creC	Cluster_46099
Operon2967	JLPMBEPE_04589	creB	Cluster_46099
Operon2968	JLPMBEPE_04590	Unknown_Gene	Cluster_67135
Operon2969	JLPMBEPE_04591	yihG	Cluster_67135
Operon2970	JLPMBEPE_04592	puuP_3	Cluster_45258
Operon2971	JLPMBEPE_04593	Unknown_Gene	Cluster_123587
Operon2972	JLPMBEPE_04594	Unknown_Gene	Cluster_60052
Operon2973	JLPMBEPE_04595	Unknown_Gene	Cluster_60052
Operon2974	JLPMBEPE_04596	fdhA	Cluster_19784
Operon2975	JLPMBEPE_04597	Unknown_Gene	Cluster_19784
Operon2976	JLPMBEPE_04598	Unknown_Gene	Cluster_67945
Operon2977	JLPMBEPE_04599	purU_2	Cluster_68611
Operon2977	JLPMBEPE_04600	soxG	Cluster_68611
Operon2978	JLPMBEPE_04601	soxA_2	Cluster_25867
Operon2978	JLPMBEPE_04602	soxD_1	Cluster_25867
Operon2978	JLPMBEPE_04603	soxB_4	Cluster_25867
Operon2978	JLPMBEPE_04604	glyA_2	Cluster_25867
Operon2979	JLPMBEPE_04605	ltaE	Cluster_25867
Operon2980	JLPMBEPE_04606	mcpH	Cluster_57993
Operon2981	JLPMBEPE_04607	Unknown_Gene	Cluster_36505
Operon2981	JLPMBEPE_04608	Unknown_Gene	Cluster_36505
Operon2982	JLPMBEPE_04609	Unknown_Gene	Cluster_36505
Operon2983	JLPMBEPE_04610	hcr	Cluster_30694
Operon2984	JLPMBEPE_04611	Unknown_Gene	Cluster_30694
Operon2985	JLPMBEPE_04612	Unknown_Gene	Cluster_6751
Operon2986	JLPMBEPE_04613	Unknown_Gene	Cluster_6751
Operon2987	JLPMBEPE_04614	Unknown_Gene	Cluster_55625
Operon2987	JLPMBEPE_04615	fixB	Cluster_55625
Operon2987	JLPMBEPE_04616	Unknown_Gene	Cluster_55625
Operon2988	JLPMBEPE_04617	stcD_2	Cluster_132431
Operon2988	JLPMBEPE_04618	Unknown_Gene	Cluster_132431
Operon2989	JLPMBEPE_04619	Unknown_Gene	Cluster_31906
Operon2990	JLPMBEPE_04620	Unknown_Gene	Cluster_31906
Operon2991	JLPMBEPE_04621	cdhR_6	Cluster_85101
Operon2992	JLPMBEPE_04622	Unknown_Gene	Cluster_85101
Operon2993	JLPMBEPE_04623	kce_1	Cluster_100765
Operon2993	JLPMBEPE_04624	lcdH_1	Cluster_100765
Operon2993	JLPMBEPE_04625	lcdH_2	Cluster_100765
Operon2994	JLPMBEPE_04626	Unknown_Gene	Cluster_21707
Operon2995	JLPMBEPE_04627	Unknown_Gene	Cluster_21707
Operon2996	JLPMBEPE_04628	bacA_1	Cluster_16094
Operon2997	JLPMBEPE_04629	cdhR_7	Cluster_12006
Operon2998	JLPMBEPE_04630	tdcG	Cluster_14603
Operon2999	JLPMBEPE_04631	Unknown_Gene	Cluster_14603
Operon3000	JLPMBEPE_04632	opuAB_2	Cluster_127408
Operon3000	JLPMBEPE_04633	btuD_5	Cluster_127408
Operon3001	JLPMBEPE_04634	hisF	Cluster_31545
Operon3001	JLPMBEPE_04635	hisA	Cluster_31545
Operon3001	JLPMBEPE_04636	Unknown_Gene	Cluster_31545
Operon3001	JLPMBEPE_04637	hisH	Cluster_31545
Operon3001	JLPMBEPE_04638	hisB	Cluster_31545
Operon3002	JLPMBEPE_04639	Unknown_Gene	Cluster_20242
Operon3003	JLPMBEPE_04640	Unknown_Gene	Cluster_20242
Operon3003	JLPMBEPE_04641	mutY	Cluster_20242
Operon3003	JLPMBEPE_04642	Unknown_Gene	Cluster_20242
Operon3004	JLPMBEPE_04643	Unknown_Gene	Cluster_122602
Operon3005	JLPMBEPE_04644	ppk2	Cluster_72811
Operon3006	JLPMBEPE_04645	Unknown_Gene	Cluster_95212
Operon3007	JLPMBEPE_04646	Unknown_Gene	Cluster_95212
Operon3008	JLPMBEPE_04647	gabP_4	Cluster_5462
Operon3009	JLPMBEPE_04648	occP	Cluster_5462
Operon3009	JLPMBEPE_04649	artJ_2	Cluster_5462
Operon3010	JLPMBEPE_04650	artQ_2	Cluster_150831
Operon3010	JLPMBEPE_04651	occM_3	Cluster_150831
Operon3011	JLPMBEPE_04652	Unknown_Gene	Cluster_97546
Operon3012	JLPMBEPE_04653	Unknown_Gene	Cluster_10315
Operon3013	JLPMBEPE_04654	Unknown_Gene	Cluster_10315
Operon3014	JLPMBEPE_04655	Unknown_Gene	Cluster_117579
Operon3015	JLPMBEPE_04656	Unknown_Gene	Cluster_10258
Operon3016	JLPMBEPE_04657	fecI_19	Cluster_10258
Operon3016	JLPMBEPE_04658	Unknown_Gene	Cluster_10258
Operon3016	JLPMBEPE_04659	fecR_15	Cluster_10258
Operon3017	JLPMBEPE_04660	fpvA_7	Cluster_122498
Operon3018	JLPMBEPE_04661	Unknown_Gene	Cluster_160336
Operon3018	JLPMBEPE_04662	Unknown_Gene	Cluster_160336
Operon3019	JLPMBEPE_04663	fpvA_8	Cluster_83974
Operon3020	JLPMBEPE_04664	ompR_5	Cluster_83974
Operon3020	JLPMBEPE_04665	sasA_12	Cluster_83974
Operon3021	JLPMBEPE_04666	Unknown_Gene	Cluster_80935
Operon3022	JLPMBEPE_04667	oprD_5	Cluster_13128
Operon3023	JLPMBEPE_04668	cntO_2	Cluster_13128
Operon3024	JLPMBEPE_04669	aguA	Cluster_36683
Operon3025	JLPMBEPE_04670	rmlC	Cluster_36683
Operon3025	JLPMBEPE_04671	dctB_3	Cluster_36683
Operon3025	JLPMBEPE_04672	dctD_3	Cluster_36683
Operon3025	JLPMBEPE_04673	Unknown_Gene	Cluster_36683
Operon3026	JLPMBEPE_04674	cysQ	Cluster_142265
Operon3026	JLPMBEPE_04675	nudE	Cluster_142265
Operon3027	JLPMBEPE_04676	yrfG	Cluster_142265
Operon3028	JLPMBEPE_04677	kbp	Cluster_51642
Operon3029	JLPMBEPE_04678	fdhD	Cluster_51642
Operon3029	JLPMBEPE_04679	ydeP_2	Cluster_51642
Operon3030	JLPMBEPE_04680	Unknown_Gene	Cluster_61185
Operon3031	JLPMBEPE_04681	Unknown_Gene	Cluster_34483
Operon3032	JLPMBEPE_04682	pckA	Cluster_67761
Operon3033	JLPMBEPE_04683	hslO	Cluster_101421
Operon3034	JLPMBEPE_04684	lpxT	Cluster_101421
Operon3035	JLPMBEPE_04685	hslR	Cluster_152329
Operon3036	JLPMBEPE_04686	Unknown_Gene	Cluster_152329
Operon3036	JLPMBEPE_04687	rimK	Cluster_152329
Operon3037	JLPMBEPE_04688	envZ	Cluster_53310
Operon3037	JLPMBEPE_04689	ompR_6	Cluster_53310
Operon3038	JLPMBEPE_04690	yhgF	Cluster_53310
Operon3038	JLPMBEPE_04691	paaI_2	Cluster_53310
Operon3039	JLPMBEPE_04692	gshA	Cluster_81151
Operon3039	JLPMBEPE_04693	Unknown_Gene	Cluster_81151
Operon3040	JLPMBEPE_04694	Unknown_Gene	Cluster_158192
Operon3040	JLPMBEPE_04695	ssuB_2	Cluster_158192
Operon3040	JLPMBEPE_04696	ssuC_3	Cluster_158192
Operon3040	JLPMBEPE_04697	ssuD_5	Cluster_158192
Operon3041	JLPMBEPE_04698	ssuA_5	Cluster_121429
Operon3042	JLPMBEPE_04699	ssuE	Cluster_34772
Operon3043	JLPMBEPE_04700	Unknown_Gene	Cluster_75225
Operon3044	JLPMBEPE_04701	oprD_6	Cluster_5460
Operon3045	JLPMBEPE_04702	tauA	Cluster_5460
Operon3045	JLPMBEPE_04703	tauB	Cluster_5460
Operon3045	JLPMBEPE_04704	ssuC_4	Cluster_5460
Operon3045	JLPMBEPE_04705	tauD_1	Cluster_5460
Operon3046	JLPMBEPE_04706	betT2	Cluster_49308
Operon3047	JLPMBEPE_04707	Unknown_Gene	Cluster_19819
Operon3048	JLPMBEPE_04708	fliY_3	Cluster_19819
Operon3048	JLPMBEPE_04709	yecS_3	Cluster_19819
Operon3048	JLPMBEPE_04710	tcyC_2	Cluster_19819
Operon3049	JLPMBEPE_04711	sfnC_2	Cluster_27819
Operon3050	JLPMBEPE_04712	soxC_2	Cluster_88148
Operon3050	JLPMBEPE_04713	dmoA_3	Cluster_88148
Operon3050	JLPMBEPE_04714	metQ_2	Cluster_88148
Operon3050	JLPMBEPE_04715	metN_4	Cluster_88148
Operon3050	JLPMBEPE_04716	metI_2	Cluster_88148
Operon3051	JLPMBEPE_04717	Unknown_Gene	Cluster_66339
Operon3052	JLPMBEPE_04718	Unknown_Gene	Cluster_66339
Operon3053	JLPMBEPE_04719	Unknown_Gene	Cluster_117621
Operon3054	JLPMBEPE_04720	rssB_4	Cluster_89985
Operon3055	JLPMBEPE_04721	davT	Cluster_65822
Operon3056	JLPMBEPE_04722	davD	Cluster_37009
Operon3057	JLPMBEPE_04723	assT	Cluster_62455
Operon3057	JLPMBEPE_04724	btuB_9	Cluster_62455
Operon3058	JLPMBEPE_04725	Unknown_Gene	Cluster_62455
Operon3059	JLPMBEPE_04726	atsK	Cluster_161033
Operon3059	JLPMBEPE_04727	ssuA_6	Cluster_161033
Operon3060	JLPMBEPE_04728	Unknown_Gene	Cluster_32588
Operon3060	JLPMBEPE_04729	ssuB_3	Cluster_32588
Operon3061	JLPMBEPE_04730	Unknown_Gene	Cluster_103433
Operon3061	JLPMBEPE_04731	Unknown_Gene	Cluster_103433
Operon3061	JLPMBEPE_04732	nrtD_1	Cluster_103433
Operon3061	JLPMBEPE_04733	ssuC_5	Cluster_103433
Operon3061	JLPMBEPE_04734	Unknown_Gene	Cluster_103433
Operon3062	JLPMBEPE_04735	Unknown_Gene	Cluster_76640
Operon3063	JLPMBEPE_04736	aprA	Cluster_54310
Operon3063	JLPMBEPE_04737	nagR	Cluster_54310
Operon3064	JLPMBEPE_04738	Unknown_Gene	Cluster_54310
Operon3065	JLPMBEPE_04739	Unknown_Gene	Cluster_55765
Operon3066	JLPMBEPE_04740	Unknown_Gene	Cluster_55765
Operon3066	JLPMBEPE_04741	Unknown_Gene	Cluster_55765
Operon3066	JLPMBEPE_04742	Unknown_Gene	Cluster_55765
Operon3066	JLPMBEPE_04743	Unknown_Gene	Cluster_55765
Operon3066	JLPMBEPE_04744	Unknown_Gene	Cluster_55765
Operon3066	JLPMBEPE_04745	yknY	Cluster_55765
Operon3067	JLPMBEPE_04746	Unknown_Gene	Cluster_140453
Operon3067	JLPMBEPE_04747	Unknown_Gene	Cluster_140453
Operon3067	JLPMBEPE_04748	Unknown_Gene	Cluster_140453
Operon3067	JLPMBEPE_04749	Unknown_Gene	Cluster_140453
Operon3067	JLPMBEPE_04750	Unknown_Gene	Cluster_140453
Operon3067	JLPMBEPE_04751	Unknown_Gene	Cluster_140453
Operon3068	JLPMBEPE_04752	IMPDH	Cluster_98899
Operon3069	JLPMBEPE_04753	Unknown_Gene	Cluster_138160
Operon3070	JLPMBEPE_04754	Unknown_Gene	Cluster_145134
Operon3071	JLPMBEPE_04755	Unknown_Gene	Cluster_118306
Operon3072	JLPMBEPE_04756	Unknown_Gene	Cluster_118306
Operon3072	JLPMBEPE_04757	Unknown_Gene	Cluster_118306
Operon3073	JLPMBEPE_04758	rhtB_7	Cluster_60053
Operon3074	JLPMBEPE_04759	Unknown_Gene	Cluster_153801
Operon3074	JLPMBEPE_04760	yheS_2	Cluster_153801
Operon3075	JLPMBEPE_04761	Unknown_Gene	Cluster_153801
Operon3076	JLPMBEPE_04762	Unknown_Gene	Cluster_20636
Operon3077	JLPMBEPE_04763	mip	Cluster_20636
Operon3078	JLPMBEPE_04764	rsd	Cluster_48735
Operon3079	JLPMBEPE_04765	dsbB_2	Cluster_51690
Operon3080	JLPMBEPE_04766	hemY	Cluster_60030
Operon3080	JLPMBEPE_04767	hemX	Cluster_60030
Operon3080	JLPMBEPE_04768	hemD	Cluster_60030
Operon3080	JLPMBEPE_04769	hemC	Cluster_60030
Operon3081	JLPMBEPE_04770	lytR	Cluster_30627
Operon3082	JLPMBEPE_04771	argH	Cluster_30627
Operon3083	JLPMBEPE_04772	Unknown_Gene	Cluster_86170
Operon3084	JLPMBEPE_04773	Unknown_Gene	Cluster_86170
Operon3085	JLPMBEPE_04774	Unknown_Gene	Cluster_138138
Operon3086	JLPMBEPE_04775	Unknown_Gene	Cluster_47169
Operon3087	JLPMBEPE_04776	Unknown_Gene	Cluster_47169
Operon3088	JLPMBEPE_04777	Unknown_Gene	Cluster_140886
Operon3089	JLPMBEPE_04778	oprM_3	Cluster_45242
Operon3089	JLPMBEPE_04779	aaeA_2	Cluster_45242
Operon3089	JLPMBEPE_04780	Unknown_Gene	Cluster_45242
Operon3089	JLPMBEPE_04781	aaeB_2	Cluster_45242
