GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2243
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	NMOILELG_00001	htpX	Cluster_43325
Operon2492	NMOILELG_03839	Unknown_Gene	Cluster_37100
Operon2493	NMOILELG_03840	Unknown_Gene	Cluster_37100
Operon2494	NMOILELG_03841	cdhR_4	Cluster_85805
Operon2495	NMOILELG_03842	Unknown_Gene	Cluster_85805
Operon2496	NMOILELG_03843	kce_1	Cluster_75562
Operon2496	NMOILELG_03844	lcdH_1	Cluster_75562
Operon2496	NMOILELG_03845	lcdH_2	Cluster_75562
Operon2497	NMOILELG_03846	Unknown_Gene	Cluster_20902
Operon2498	NMOILELG_03847	cdhR_5	Cluster_19868
Operon2499	NMOILELG_03848	tdcG	Cluster_15502
Operon2500	NMOILELG_03849	Unknown_Gene	Cluster_15502
Operon2501	NMOILELG_03850	opuAB_2	Cluster_121800
Operon2501	NMOILELG_03851	btuD_4	Cluster_121800
Operon2502	NMOILELG_03852	hisF_2	Cluster_39514
Operon2502	NMOILELG_03853	hisA	Cluster_39514
Operon2502	NMOILELG_03854	Unknown_Gene	Cluster_39514
Operon2502	NMOILELG_03855	hisH_2	Cluster_39514
Operon2502	NMOILELG_03856	hisB	Cluster_39514
Operon2503	NMOILELG_03857	Unknown_Gene	Cluster_39514
Operon2503	NMOILELG_03858	mutY	Cluster_39514
Operon2503	NMOILELG_03859	Unknown_Gene	Cluster_39514
Operon2504	NMOILELG_03860	Unknown_Gene	Cluster_123600
Operon2505	NMOILELG_03861	Unknown_Gene	Cluster_53715
Operon2506	NMOILELG_03862	Unknown_Gene	Cluster_131521
Operon2507	NMOILELG_03863	ppk2	Cluster_90934
Operon2508	NMOILELG_03864	Unknown_Gene	Cluster_125670
Operon2509	NMOILELG_03865	gabP_2	Cluster_6957
Operon2510	NMOILELG_03866	occP_3	Cluster_6957
Operon2510	NMOILELG_03867	artJ	Cluster_6957
Operon2510	NMOILELG_03868	artQ	Cluster_6957
Operon2510	NMOILELG_03869	occM_4	Cluster_6957
Operon2511	NMOILELG_03870	Unknown_Gene	Cluster_97694
Operon2512	NMOILELG_03871	mdtI	Cluster_15078
Operon2512	NMOILELG_03872	mdtJ	Cluster_15078
Operon2513	NMOILELG_03873	Unknown_Gene	Cluster_15078
Operon2513	NMOILELG_03874	Unknown_Gene	Cluster_15078
Operon2513	NMOILELG_03875	Unknown_Gene	Cluster_15078
Operon2513	NMOILELG_03876	Unknown_Gene	Cluster_15078
Operon2514	NMOILELG_03877	Unknown_Gene	Cluster_126051
Operon2515	NMOILELG_03878	Unknown_Gene	Cluster_6391
Operon2516	NMOILELG_03879	Unknown_Gene	Cluster_11557
Operon2516	NMOILELG_03880	Unknown_Gene	Cluster_11557
Operon2517	NMOILELG_03881	Unknown_Gene	Cluster_145879
Operon2518	NMOILELG_03882	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03883	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03884	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03885	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03886	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03887	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03888	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03889	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03890	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03891	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03892	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03893	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03894	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03895	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03896	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03897	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03898	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03899	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03900	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03901	Unknown_Gene	Cluster_119588
Operon2518	NMOILELG_03902	Unknown_Gene	Cluster_119588
Operon2519	NMOILELG_03903	Unknown_Gene	Cluster_77049
Operon2519	NMOILELG_03904	Unknown_Gene	Cluster_77049
Operon2519	NMOILELG_03905	Unknown_Gene	Cluster_77049
Operon2520	NMOILELG_03906	Unknown_Gene	Cluster_77049
Operon2520	NMOILELG_03907	Unknown_Gene	Cluster_77049
Operon2521	NMOILELG_03908	Unknown_Gene	Cluster_125897
Operon2522	NMOILELG_03909	Unknown_Gene	Cluster_111844
Operon2523	NMOILELG_03910	Unknown_Gene	Cluster_111844
Operon2523	NMOILELG_03911	Unknown_Gene	Cluster_111844
Operon2523	NMOILELG_03912	Unknown_Gene	Cluster_111844
Operon2524	NMOILELG_03913	Unknown_Gene	Cluster_140805
Operon2524	NMOILELG_03914	Unknown_Gene	Cluster_140805
Operon2524	NMOILELG_03915	Unknown_Gene	Cluster_140805
Operon2525	NMOILELG_03916	Unknown_Gene	Cluster_130304
Operon2525	NMOILELG_03917	Unknown_Gene	Cluster_130304
Operon2525	NMOILELG_03918	Unknown_Gene	Cluster_130304
Operon2525	NMOILELG_03919	Unknown_Gene	Cluster_130304
Operon2525	NMOILELG_03920	Unknown_Gene	Cluster_130304
Operon2526	NMOILELG_03921	Unknown_Gene	Cluster_125881
Operon2526	NMOILELG_03922	Unknown_Gene	Cluster_125881
Operon2527	NMOILELG_03923	Unknown_Gene	Cluster_31944
Operon2528	NMOILELG_03924	relB	Cluster_62654
Operon2529	NMOILELG_03925	Unknown_Gene	Cluster_62654
Operon2530	NMOILELG_03926	Unknown_Gene	Cluster_110859
Operon2531	NMOILELG_03927	Unknown_Gene	Cluster_122120
Operon2532	NMOILELG_03928	Unknown_Gene	Cluster_103884
Operon2533	NMOILELG_03929	oprD_5	Cluster_12749
Operon2534	NMOILELG_03930	cntO_4	Cluster_12749
Operon2535	NMOILELG_03931	Unknown_Gene	Cluster_57564
Operon2536	NMOILELG_03932	aguA_4	Cluster_60627
Operon2537	NMOILELG_03933	argD_2	Cluster_54592
Operon2538	NMOILELG_03934	rffG	Cluster_54592
Operon2538	NMOILELG_03935	rffH	Cluster_54592
Operon2538	NMOILELG_03936	rmlC	Cluster_54592
Operon2538	NMOILELG_03937	rmlD_2	Cluster_54592
Operon2538	NMOILELG_03938	dctB_3	Cluster_54592
Operon2538	NMOILELG_03939	dctD_3	Cluster_54592
Operon2538	NMOILELG_03940	Unknown_Gene	Cluster_54592
Operon2539	NMOILELG_03941	cysQ	Cluster_142265
Operon2539	NMOILELG_03942	nudE_2	Cluster_142265
Operon2540	NMOILELG_03943	yrfG	Cluster_142265
Operon2541	NMOILELG_03944	kbp	Cluster_57304
Operon2542	NMOILELG_03945	fdhD	Cluster_57304
Operon2543	NMOILELG_03946	Unknown_Gene	Cluster_40745
Operon2544	NMOILELG_03947	Unknown_Gene	Cluster_68382
Operon2545	NMOILELG_03948	pckA	Cluster_78981
Operon2546	NMOILELG_03949	hslO	Cluster_111256
Operon2547	NMOILELG_03950	lpxT	Cluster_111256
Operon2548	NMOILELG_03951	hslR	Cluster_110498
Operon2549	NMOILELG_03952	Unknown_Gene	Cluster_110498
Operon2549	NMOILELG_03953	rimK	Cluster_110498
Operon2550	NMOILELG_03954	envZ	Cluster_159670
Operon2550	NMOILELG_03955	ompR_3	Cluster_159670
Operon2551	NMOILELG_03956	yhgF	Cluster_48554
Operon2551	NMOILELG_03957	paaI	Cluster_48554
Operon2552	NMOILELG_03958	gshA	Cluster_38308
Operon2552	NMOILELG_03959	Unknown_Gene	Cluster_38308
Operon2553	NMOILELG_03960	Unknown_Gene	Cluster_129727
Operon2554	NMOILELG_03961	Unknown_Gene	Cluster_167570
Operon2554	NMOILELG_03962	ssuB	Cluster_167570
Operon2554	NMOILELG_03963	ssuC_1	Cluster_167570
Operon2554	NMOILELG_03964	ssuD	Cluster_167570
Operon2555	NMOILELG_03965	ssuA_2	Cluster_120616
Operon2556	NMOILELG_03966	ssuE	Cluster_39289
Operon2557	NMOILELG_03967	Unknown_Gene	Cluster_15462
Operon2558	NMOILELG_03968	Unknown_Gene	Cluster_76844
Operon2559	NMOILELG_03969	oprD_6	Cluster_11766
Operon2560	NMOILELG_03970	tauA	Cluster_11766
Operon2561	NMOILELG_03971	tauB	Cluster_75056
Operon2561	NMOILELG_03972	ssuC_2	Cluster_75056
Operon2562	NMOILELG_03973	tauD_1	Cluster_97858
Operon2563	NMOILELG_03974	betT2	Cluster_32044
Operon2564	NMOILELG_03975	Unknown_Gene	Cluster_41704
Operon2565	NMOILELG_03976	fliY_3	Cluster_41704
Operon2565	NMOILELG_03977	yecS_3	Cluster_41704
Operon2565	NMOILELG_03978	tcyC	Cluster_41704
Operon2566	NMOILELG_03979	sfnC	Cluster_43598
Operon2567	NMOILELG_03980	soxC	Cluster_103162
Operon2567	NMOILELG_03981	dmoA_2	Cluster_103162
Operon2567	NMOILELG_03982	metQ_2	Cluster_103162
Operon2567	NMOILELG_03983	metN_3	Cluster_103162
Operon2567	NMOILELG_03984	metI	Cluster_103162
Operon2568	NMOILELG_03985	Unknown_Gene	Cluster_83424
Operon2569	NMOILELG_03986	Unknown_Gene	Cluster_83424
Operon2570	NMOILELG_03987	Unknown_Gene	Cluster_116253
Operon2571	NMOILELG_03988	Unknown_Gene	Cluster_90322
Operon2572	NMOILELG_03989	davT_1	Cluster_67848
Operon2573	NMOILELG_03990	davD_1	Cluster_15996
Operon2574	NMOILELG_03991	Unknown_Gene	Cluster_92146
Operon2574	NMOILELG_03992	Unknown_Gene	Cluster_92146
Operon2574	NMOILELG_03993	Unknown_Gene	Cluster_92146
Operon2575	NMOILELG_03994	aprA	Cluster_64769
Operon2575	NMOILELG_03995	nagR	Cluster_64769
Operon2576	NMOILELG_03996	Unknown_Gene	Cluster_64769
Operon2577	NMOILELG_03997	Unknown_Gene	Cluster_124993
Operon2578	NMOILELG_03998	Unknown_Gene	Cluster_45467
Operon2579	NMOILELG_03999	Unknown_Gene	Cluster_35945
Operon2580	NMOILELG_04000	pepV	Cluster_35945
Operon2581	NMOILELG_04001	Unknown_Gene	Cluster_56325
Operon2581	NMOILELG_04002	Unknown_Gene	Cluster_56325
Operon2581	NMOILELG_04003	Unknown_Gene	Cluster_56325
Operon2581	NMOILELG_04004	Unknown_Gene	Cluster_56325
Operon2581	NMOILELG_04005	Unknown_Gene	Cluster_56325
Operon2581	NMOILELG_04006	btuD_5	Cluster_56325
Operon2581	NMOILELG_04007	Unknown_Gene	Cluster_56325
Operon2581	NMOILELG_04008	Unknown_Gene	Cluster_56325
Operon2581	NMOILELG_04009	Unknown_Gene	Cluster_56325
Operon2581	NMOILELG_04010	Unknown_Gene	Cluster_56325
Operon2582	NMOILELG_04011	Unknown_Gene	Cluster_154245
Operon2582	NMOILELG_04012	Unknown_Gene	Cluster_154245
Operon2583	NMOILELG_04013	IMPDH	Cluster_106010
Operon2584	NMOILELG_04014	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2585	NMOILELG_04015	ybiT	Cluster_3615
Operon2586	NMOILELG_04016	yhhS_2	Cluster_32297
Operon2587	NMOILELG_04017	Unknown_Gene	Cluster_96504
Operon2588	NMOILELG_04018	azoR1	Cluster_93121
Operon2589	NMOILELG_04019	dmlR_13	Cluster_93121
Operon2589	NMOILELG_04020	Unknown_Gene	Cluster_93121
Operon2590	NMOILELG_04021	Unknown_Gene	Cluster_32298
Operon2590	NMOILELG_04022	uppP	Cluster_32298
Operon2591	NMOILELG_04023	mcpP	Cluster_32298
Operon2592	NMOILELG_04024	pnuC	Cluster_90314
Operon2592	NMOILELG_04025	Unknown_Gene	Cluster_90314
Operon2593	NMOILELG_04026	Unknown_Gene	Cluster_32713
Operon2593	NMOILELG_04027	Unknown_Gene	Cluster_32713
Operon2593	NMOILELG_04028	Unknown_Gene	Cluster_32713
Operon2594	NMOILELG_04029	Unknown_Gene	Cluster_142033
Operon2594	NMOILELG_04030	Unknown_Gene	Cluster_142033
Operon2594	NMOILELG_04031	Unknown_Gene	Cluster_142033
Operon2595	NMOILELG_04032	mdoB_2	Cluster_73061
Operon2596	NMOILELG_04033	pgm	Cluster_126052
Operon2597	NMOILELG_04034	dinG_4	Cluster_106005
Operon2597	NMOILELG_04035	fan1	Cluster_106005
Operon2598	NMOILELG_04036	Unknown_Gene	Cluster_51126
Operon2599	NMOILELG_04037	Unknown_Gene	Cluster_35696
Operon2599	NMOILELG_04038	Unknown_Gene	Cluster_35696
Operon2599	NMOILELG_04039	Unknown_Gene	Cluster_35696
Operon2600	NMOILELG_04040	qorA_3	Cluster_56513
Operon2601	NMOILELG_04041	nodD2	Cluster_56513
Operon2602	NMOILELG_04042	Unknown_Gene	Cluster_80866
Operon2603	NMOILELG_04043	Unknown_Gene	Cluster_73734
Operon2604	NMOILELG_04044	yycB_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2605	NMOILELG_04045	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2605	NMOILELG_04046	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2605	NMOILELG_04047	lvr_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2605	NMOILELG_04048	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2606	NMOILELG_04049	Unknown_Gene	Cluster_41613
Operon2606	NMOILELG_04050	Unknown_Gene	Cluster_41613
Operon2607	NMOILELG_04051	kstD_2	Cluster_41613
Operon2607	NMOILELG_04052	fabG_5	Cluster_41613
Operon2608	NMOILELG_04053	fadD3_3	Cluster_140427
Operon2609	NMOILELG_04054	bacC	Cluster_76573
Operon2610	NMOILELG_04055	kshB	Cluster_55289
Operon2610	NMOILELG_04056	Unknown_Gene	Cluster_55289
Operon2610	NMOILELG_04057	rutF	Cluster_55289
Operon2611	NMOILELG_04058	hsaA	Cluster_55289
Operon2612	NMOILELG_04059	luxA	Cluster_100367
Operon2612	NMOILELG_04060	Unknown_Gene	Cluster_100367
Operon2612	NMOILELG_04061	hsaC	Cluster_100367
Operon2612	NMOILELG_04062	Unknown_Gene	Cluster_100367
Operon2612	NMOILELG_04063	Unknown_Gene	Cluster_100367
Operon2612	NMOILELG_04064	Unknown_Gene	Cluster_100367
Operon2612	NMOILELG_04065	Unknown_Gene	Cluster_100367
Operon2612	NMOILELG_04066	echA8_2	Cluster_100367
Operon2612	NMOILELG_04067	Unknown_Gene	Cluster_100367
Operon2612	NMOILELG_04068	acdA_2	Cluster_100367
Operon2613	NMOILELG_04069	fadA5	Cluster_76074
Operon2613	NMOILELG_04070	Unknown_Gene	Cluster_76074
Operon2614	NMOILELG_04071	acs_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon2615	NMOILELG_04072	argT_3	Cluster_9351
Operon2616	NMOILELG_04073	hisQ_2	Cluster_122878
Operon2616	NMOILELG_04074	occM_5	Cluster_122878
Operon2616	NMOILELG_04075	hisP	Cluster_122878
Operon2617	NMOILELG_04076	cdhR_6	Cluster_116920
Operon2618	NMOILELG_04077	aruC	Cluster_25625
Operon2619	NMOILELG_04078	astA	Cluster_84567
Operon2620	NMOILELG_04079	aruG	Cluster_130093
Operon2620	NMOILELG_04080	astD	Cluster_130093
Operon2620	NMOILELG_04081	astB	Cluster_130093
Operon2620	NMOILELG_04082	Unknown_Gene	Cluster_130093
Operon2620	NMOILELG_04083	astE	Cluster_130093
Operon2621	NMOILELG_04084	Unknown_Gene	Cluster_28333
Operon2622	NMOILELG_04085	alaS	Cluster_28333
Operon2623	NMOILELG_04086	Unknown_Gene	Cluster_126740
Operon2624	NMOILELG_04087	csrA2	Cluster_74067
Operon2625	NMOILELG_04088	Unknown_Gene	Cluster_136633
Operon2626	NMOILELG_04089	Unknown_Gene	Cluster_112281
Operon2627	NMOILELG_04090	Unknown_Gene	Cluster_136373
Operon2628	NMOILELG_04091	Unknown_Gene	Cluster_135878
Operon2629	NMOILELG_04092	Unknown_Gene	Cluster_18997
Operon2630	NMOILELG_04093	atoE	NO_CLUSTER_ASSOCIATION_FOUND
Operon2631	NMOILELG_04094	Unknown_Gene	Cluster_80867
Operon2631	NMOILELG_04095	rhaR_3	Cluster_80867
Operon2632	NMOILELG_04096	eamB_2	Cluster_41549
Operon2633	NMOILELG_04097	Unknown_Gene	Cluster_41549
Operon2634	NMOILELG_04098	rarD_2	Cluster_165993
Operon2634	NMOILELG_04099	pdeG	Cluster_165993
Operon2635	NMOILELG_04100	hpd	Cluster_30725
Operon2636	NMOILELG_04101	Unknown_Gene	Cluster_96666
Operon2637	NMOILELG_04102	Unknown_Gene	Cluster_81167
Operon2638	NMOILELG_04103	tadA_2	Cluster_81167
Operon2639	NMOILELG_04104	rcsC_12	Cluster_128386
Operon2640	NMOILELG_04105	bepA_2	Cluster_86698
Operon2641	NMOILELG_04106	Unknown_Gene	Cluster_86698
Operon2642	NMOILELG_04107	Unknown_Gene	Cluster_90630
Operon2643	NMOILELG_04108	Unknown_Gene	Cluster_48019
Operon2644	NMOILELG_04109	yjbI	Cluster_124675
Operon2645	NMOILELG_04110	Unknown_Gene	Cluster_26505
Operon2646	NMOILELG_04111	ampC	Cluster_130818
Operon2646	NMOILELG_04112	nimR_3	Cluster_130818
Operon2647	NMOILELG_04113	Unknown_Gene	Cluster_130818
Operon2648	NMOILELG_04114	Unknown_Gene	Cluster_106347
Operon2649	NMOILELG_04115	Unknown_Gene	Cluster_106347
Operon2649	NMOILELG_04116	Unknown_Gene	Cluster_106347
Operon2650	NMOILELG_04117	fumB	Cluster_41952
Operon2651	NMOILELG_04118	ndoR	Cluster_41952
Operon2652	NMOILELG_04119	pykA	Cluster_67893
Operon2653	NMOILELG_04120	Unknown_Gene	Cluster_67893
Operon2654	NMOILELG_04121	Unknown_Gene	Cluster_102464
Operon2655	NMOILELG_04122	sbcB	Cluster_123905
Operon2656	NMOILELG_04123	Unknown_Gene	Cluster_31605
Operon2657	NMOILELG_04124	purU_2	Cluster_31605
Operon2658	NMOILELG_04125	Unknown_Gene	Cluster_59811
Operon2658	NMOILELG_04126	Unknown_Gene	Cluster_59811
Operon2658	NMOILELG_04127	mgtA_2	Cluster_59811
Operon2659	NMOILELG_04128	mcpG	Cluster_74516
Operon2660	NMOILELG_04129	Unknown_Gene	Cluster_74516
Operon2661	NMOILELG_04130	bauC	Cluster_138915
Operon2662	NMOILELG_04131	Unknown_Gene	Cluster_30456
Operon2663	NMOILELG_04132	metR_2	Cluster_30456
Operon2664	NMOILELG_04133	rutR_3	Cluster_124668
Operon2664	NMOILELG_04134	yigZ	Cluster_124668
Operon2665	NMOILELG_04135	Unknown_Gene	Cluster_19961
Operon2666	NMOILELG_04136	Unknown_Gene	Cluster_77596
Operon2667	NMOILELG_04137	Unknown_Gene	Cluster_7434
Operon2668	NMOILELG_04138	Unknown_Gene	Cluster_7434
Operon2669	NMOILELG_04139	bcr	Cluster_86702
Operon2670	NMOILELG_04140	copZ	Cluster_87008
Operon2671	NMOILELG_04141	Unknown_Gene	Cluster_87008
Operon2672	NMOILELG_04142	copA_4	Cluster_152012
Operon2672	NMOILELG_04143	hmrR	Cluster_152012
Operon2673	NMOILELG_04144	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2674	NMOILELG_04145	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2675	NMOILELG_04146	nhaP2_2	Cluster_139617
Operon2676	NMOILELG_04147	xerD	Cluster_139617
Operon2677	NMOILELG_04148	dsbC	Cluster_81164
Operon2678	NMOILELG_04149	hom	Cluster_129725
Operon2679	NMOILELG_04150	thrC_2	Cluster_151157
Operon2680	NMOILELG_04151	Unknown_Gene	Cluster_70782
Operon2681	NMOILELG_04152	Unknown_Gene	Cluster_131524
Operon2682	NMOILELG_04153	Unknown_Gene	Cluster_94866
Operon2682	NMOILELG_04154	smtB	Cluster_94866
Operon2683	NMOILELG_04155	yaeQ	Cluster_94866
Operon2683	NMOILELG_04156	recJ	Cluster_94866
Operon2684	NMOILELG_04157	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2685	NMOILELG_04158	Unknown_Gene	Cluster_5204
Operon2685	NMOILELG_04159	Unknown_Gene	Cluster_5204
Operon2685	NMOILELG_04160	Unknown_Gene	Cluster_5204
Operon2686	NMOILELG_04161	Unknown_Gene	Cluster_26117
Operon2687	NMOILELG_04162	Unknown_Gene	Cluster_51474
Operon2688	NMOILELG_04163	ribZ	Cluster_79783
Operon2689	NMOILELG_04164	lutR_3	Cluster_25925
Operon2690	NMOILELG_04165	ocd	Cluster_25925
Operon2690	NMOILELG_04166	Unknown_Gene	Cluster_25925
Operon2691	NMOILELG_04167	fabG_6	Cluster_112325
Operon2692	NMOILELG_04168	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2693	NMOILELG_04169	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2693	NMOILELG_04170	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2694	NMOILELG_04171	cdhR_7	Cluster_60835
Operon2695	NMOILELG_04172	bauD_1	Cluster_135839
Operon2696	NMOILELG_04173	crnA	Cluster_29396
Operon2697	NMOILELG_04174	Unknown_Gene	Cluster_29396
Operon2697	NMOILELG_04175	Unknown_Gene	Cluster_29396
Operon2697	NMOILELG_04176	ydcV_4	Cluster_29396
Operon2697	NMOILELG_04177	msmX	Cluster_29396
Operon2698	NMOILELG_04178	Unknown_Gene	Cluster_126724
Operon2699	NMOILELG_04179	Unknown_Gene	Cluster_29395
Operon2700	NMOILELG_04180	bphI	Cluster_72407
Operon2700	NMOILELG_04181	bphJ	Cluster_72407
Operon2700	NMOILELG_04182	tesE	Cluster_72407
Operon2700	NMOILELG_04183	mhpC	Cluster_72407
Operon2701	NMOILELG_04184	gdh_1	Cluster_72407
Operon2701	NMOILELG_04185	Unknown_Gene	Cluster_72407
Operon2702	NMOILELG_04186	ksi	NO_CLUSTER_ASSOCIATION_FOUND
Operon2702	NMOILELG_04187	fadA_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2702	NMOILELG_04188	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2702	NMOILELG_04189	fabG2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2702	NMOILELG_04190	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2702	NMOILELG_04191	acdA_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon2703	NMOILELG_04192	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2704	NMOILELG_04193	Unknown_Gene	Cluster_125181
Operon2705	NMOILELG_04194	Unknown_Gene	Cluster_37616
Operon2706	NMOILELG_04195	Unknown_Gene	Cluster_122477
Operon2707	NMOILELG_04196	yveA	Cluster_17616
Operon2708	NMOILELG_04197	rhaS_5	Cluster_17616
Operon2709	NMOILELG_04198	proR	Cluster_47706
Operon2710	NMOILELG_04199	dapA_1	Cluster_137030
Operon2711	NMOILELG_04200	LhpG	Cluster_114462
Operon2712	NMOILELG_04201	rspR_1	Cluster_120757
Operon2713	NMOILELG_04202	dadA1_3	Cluster_129723
Operon2714	NMOILELG_04203	abaF_1	Cluster_35055
Operon2715	NMOILELG_04204	rspR_2	Cluster_78147
Operon2716	NMOILELG_04205	mcpQ_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon2717	NMOILELG_04206	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2718	NMOILELG_04207	Unknown_Gene	Cluster_33191
Operon2719	NMOILELG_04208	Unknown_Gene	Cluster_19226
Operon2719	NMOILELG_04209	shlB_2	Cluster_19226
Operon2720	NMOILELG_04210	Unknown_Gene	Cluster_19226
Operon2721	NMOILELG_04211	Unknown_Gene	Cluster_13794
Operon2722	NMOILELG_04212	Unknown_Gene	Cluster_43412
Operon2723	NMOILELG_04213	Unknown_Gene	Cluster_11413
Operon2724	NMOILELG_04214	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2725	NMOILELG_04215	Unknown_Gene	Cluster_122474
Operon2726	NMOILELG_04216	purC	Cluster_39099
Operon2726	NMOILELG_04217	yycJ	Cluster_39099
Operon2726	NMOILELG_04218	bamC	Cluster_39099
Operon2726	NMOILELG_04219	dapA_2	Cluster_39099
Operon2727	NMOILELG_04220	gcvR	Cluster_39099
Operon2727	NMOILELG_04221	bcp	Cluster_39099
Operon2728	NMOILELG_04222	Unknown_Gene	Cluster_105295
Operon2728	NMOILELG_04223	tusA_2	Cluster_105295
Operon2729	NMOILELG_04224	bepA_3	Cluster_105295
Operon2730	NMOILELG_04225	nadA	Cluster_50004
Operon2731	NMOILELG_04226	ydgA	Cluster_11237
Operon2732	NMOILELG_04227	puuP_4	Cluster_11237
Operon2733	NMOILELG_04228	mcpU_3	Cluster_142274
Operon2734	NMOILELG_04229	Unknown_Gene	Cluster_57094
Operon2735	NMOILELG_04230	Unknown_Gene	Cluster_31323
Operon2736	NMOILELG_04231	eptC_2	Cluster_31323
Operon2737	NMOILELG_04232	lysP	Cluster_12089
Operon2738	NMOILELG_04233	puuB_9	Cluster_135473
Operon2739	NMOILELG_04234	Unknown_Gene	Cluster_14203
Operon2740	NMOILELG_04235	Unknown_Gene	Cluster_14203
Operon2740	NMOILELG_04236	Unknown_Gene	Cluster_14203
Operon2741	NMOILELG_04237	Unknown_Gene	Cluster_9528
Operon2742	NMOILELG_04238	Unknown_Gene	Cluster_144883
Operon2743	NMOILELG_04239	queC	Cluster_29527
Operon2743	NMOILELG_04240	queE	Cluster_29527
Operon2744	NMOILELG_04241	Unknown_Gene	Cluster_29527
Operon2745	NMOILELG_04242	Unknown_Gene	Cluster_146770
Operon2746	NMOILELG_04243	Unknown_Gene	Cluster_48376
Operon2746	NMOILELG_04244	Unknown_Gene	Cluster_48376
Operon2747	NMOILELG_04245	Unknown_Gene	Cluster_167564
Operon2747	NMOILELG_04246	Unknown_Gene	Cluster_167564
Operon2747	NMOILELG_04247	Unknown_Gene	Cluster_167564
Operon2748	NMOILELG_04248	hin_4	Cluster_11922
Operon2749	NMOILELG_04249	Unknown_Gene	Cluster_55645
Operon2750	NMOILELG_04250	cpoB	Cluster_59340
Operon2751	NMOILELG_04251	pal_7	Cluster_150153
Operon2752	NMOILELG_04252	tolB	Cluster_99415
Operon2752	NMOILELG_04253	Unknown_Gene	Cluster_99415
Operon2752	NMOILELG_04254	exbD_2	Cluster_99415
Operon2752	NMOILELG_04255	tolQ_3	Cluster_99415
Operon2752	NMOILELG_04256	ybgC	Cluster_99415
Operon2753	NMOILELG_04257	ruvB_2	Cluster_111259
Operon2753	NMOILELG_04258	ruvA	Cluster_111259
Operon2754	NMOILELG_04259	ruvC	Cluster_66948
Operon2755	NMOILELG_04260	pmpR	Cluster_109835
Operon2756	NMOILELG_04261	aspS	Cluster_120361
Operon2757	NMOILELG_04262	Unknown_Gene	Cluster_115184
Operon2758	NMOILELG_04263	Unknown_Gene	Cluster_42905
Operon2759	NMOILELG_04264	dps	Cluster_39191
Operon2760	NMOILELG_04265	Unknown_Gene	Cluster_39191
Operon2761	NMOILELG_04266	slyX	Cluster_4125
Operon2761	NMOILELG_04267	Unknown_Gene	Cluster_4125
Operon2762	NMOILELG_04268	oprD_7	Cluster_4125
Operon2763	NMOILELG_04269	proS	Cluster_76846
Operon2763	NMOILELG_04270	Unknown_Gene	Cluster_76846
Operon2764	NMOILELG_04271	dinB_2	Cluster_54228
Operon2765	NMOILELG_04272	Unknown_Gene	Cluster_54228
