GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2848
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LCEOCHIL_00001	pmpR_1	Cluster_106935
Operon2976	LCEOCHIL_04719	Unknown_Gene	Cluster_81678
Operon2977	LCEOCHIL_04720	yhbE	Cluster_35377
Operon2978	LCEOCHIL_04721	fumC_2	Cluster_80552
Operon2979	LCEOCHIL_04722	Unknown_Gene	Cluster_80552
Operon2979	LCEOCHIL_04723	bolA	Cluster_80552
Operon2980	LCEOCHIL_04724	Unknown_Gene	Cluster_49298
Operon2980	LCEOCHIL_04725	Unknown_Gene	Cluster_49298
Operon2980	LCEOCHIL_04726	Unknown_Gene	Cluster_49298
Operon2981	LCEOCHIL_04727	Unknown_Gene	Cluster_46388
Operon2981	LCEOCHIL_04728	Unknown_Gene	Cluster_46388
Operon2982	LCEOCHIL_04729	yciK	Cluster_122436
Operon2983	LCEOCHIL_04730	mupP	Cluster_109069
Operon2983	LCEOCHIL_04731	ubiG	Cluster_109069
Operon2984	LCEOCHIL_04732	mtnA	Cluster_109069
Operon2985	LCEOCHIL_04733	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2986	LCEOCHIL_04734	adh_1	Cluster_128196
Operon2987	LCEOCHIL_04735	potE_2	Cluster_47861
Operon2987	LCEOCHIL_04736	eutB	Cluster_47861
Operon2987	LCEOCHIL_04737	eutC	Cluster_47861
Operon2988	LCEOCHIL_04738	Unknown_Gene	Cluster_110234
Operon2989	LCEOCHIL_04739	dedA	Cluster_42938
Operon2989	LCEOCHIL_04740	mtfA	Cluster_42938
Operon2990	LCEOCHIL_04741	ppa	Cluster_121242
Operon2991	LCEOCHIL_04742	prtR_2	Cluster_21256
Operon2992	LCEOCHIL_04743	macA_3	Cluster_16242
Operon2992	LCEOCHIL_04744	yknY	Cluster_16242
Operon2992	LCEOCHIL_04745	macB_2	Cluster_16242
Operon2992	LCEOCHIL_04746	macB_3	Cluster_16242
Operon2993	LCEOCHIL_04747	copA_5	Cluster_21984
Operon2993	LCEOCHIL_04748	Unknown_Gene	Cluster_21984
Operon2993	LCEOCHIL_04749	copB_3	Cluster_21984
Operon2993	LCEOCHIL_04750	Unknown_Gene	Cluster_21984
Operon2994	LCEOCHIL_04751	rlmM_1	Cluster_50927
Operon2994	LCEOCHIL_04752	rlmM_2	Cluster_50927
Operon2995	LCEOCHIL_04753	acnA	Cluster_50927
Operon2995	LCEOCHIL_04754	Unknown_Gene	Cluster_50927
Operon2996	LCEOCHIL_04755	aer_4	Cluster_59983
Operon2997	LCEOCHIL_04756	Unknown_Gene	Cluster_149341
Operon2998	LCEOCHIL_04757	Unknown_Gene	Cluster_141928
Operon2999	LCEOCHIL_04758	Unknown_Gene	Cluster_111170
Operon3000	LCEOCHIL_04759	Unknown_Gene	Cluster_137447
Operon3001	LCEOCHIL_04760	amtB_3	Cluster_29719
Operon3002	LCEOCHIL_04761	yqjD_2	Cluster_29719
Operon3002	LCEOCHIL_04762	Unknown_Gene	Cluster_29719
Operon3002	LCEOCHIL_04763	Unknown_Gene	Cluster_29719
Operon3003	LCEOCHIL_04764	dgt	Cluster_86380
Operon3004	LCEOCHIL_04765	bvgA_2	Cluster_35380
Operon3004	LCEOCHIL_04766	bvgS	Cluster_35380
Operon3004	LCEOCHIL_04767	Unknown_Gene	Cluster_35380
Operon3005	LCEOCHIL_04768	Unknown_Gene	Cluster_82832
Operon3006	LCEOCHIL_04769	Unknown_Gene	Cluster_119477
Operon3007	LCEOCHIL_04770	rlmL	Cluster_8523
Operon3008	LCEOCHIL_04771	rmf	Cluster_8523
Operon3009	LCEOCHIL_04772	pyrD	Cluster_36040
Operon3010	LCEOCHIL_04773	nrtA	Cluster_36040
Operon3010	LCEOCHIL_04774	pdtaR	Cluster_36040
Operon3011	LCEOCHIL_04775	nasA	Cluster_28973
Operon3011	LCEOCHIL_04776	pknD	Cluster_28973
Operon3011	LCEOCHIL_04777	sumT	Cluster_28973
Operon3012	LCEOCHIL_04778	oprF	Cluster_108399
Operon3013	LCEOCHIL_04779	Unknown_Gene	Cluster_103412
Operon3014	LCEOCHIL_04780	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3014	LCEOCHIL_04781	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3015	LCEOCHIL_04782	Unknown_Gene	Cluster_93112
Operon3015	LCEOCHIL_04783	sdhE	Cluster_93112
Operon3016	LCEOCHIL_04784	ygfZ	Cluster_93112
Operon3017	LCEOCHIL_04785	Unknown_Gene	Cluster_150089
Operon3018	LCEOCHIL_04786	qseC_3	Cluster_57670
Operon3018	LCEOCHIL_04787	tctD	Cluster_57670
Operon3019	LCEOCHIL_04788	nicP_4	Cluster_57670
Operon3019	LCEOCHIL_04789	Unknown_Gene	Cluster_57670
Operon3020	LCEOCHIL_04790	flhA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3020	LCEOCHIL_04791	srp54	NO_CLUSTER_ASSOCIATION_FOUND
Operon3020	LCEOCHIL_04792	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3020	LCEOCHIL_04793	ylxH	NO_CLUSTER_ASSOCIATION_FOUND
Operon3020	LCEOCHIL_04794	fliA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3021	LCEOCHIL_04795	cheY	Cluster_120953
Operon3021	LCEOCHIL_04796	cheZ	Cluster_120953
Operon3021	LCEOCHIL_04797	Unknown_Gene	Cluster_120953
Operon3021	LCEOCHIL_04798	cheB1	Cluster_120953
Operon3021	LCEOCHIL_04799	pomA	Cluster_120953
Operon3021	LCEOCHIL_04800	motB_2	Cluster_120953
Operon3022	LCEOCHIL_04801	soj_4	Cluster_53693
Operon3022	LCEOCHIL_04802	Unknown_Gene	Cluster_53693
Operon3022	LCEOCHIL_04803	cheW	Cluster_53693
Operon3022	LCEOCHIL_04804	Unknown_Gene	Cluster_53693
Operon3023	LCEOCHIL_04805	Unknown_Gene	Cluster_48050
Operon3023	LCEOCHIL_04806	Unknown_Gene	Cluster_48050
Operon3024	LCEOCHIL_04807	Unknown_Gene	Cluster_48050
Operon3025	LCEOCHIL_04808	Unknown_Gene	Cluster_135838
Operon3025	LCEOCHIL_04809	Unknown_Gene	Cluster_135838
Operon3026	LCEOCHIL_04810	metZ_2	Cluster_153844
Operon3026	LCEOCHIL_04811	Unknown_Gene	Cluster_153844
Operon3027	LCEOCHIL_04812	Unknown_Gene	Cluster_137459
Operon3028	LCEOCHIL_04813	cdhR_8	Cluster_122418
Operon3029	LCEOCHIL_04814	Unknown_Gene	Cluster_39181
Operon3029	LCEOCHIL_04815	Unknown_Gene	Cluster_39181
Operon3030	LCEOCHIL_04816	ccmA	Cluster_39181
Operon3030	LCEOCHIL_04817	ccmB	Cluster_39181
Operon3030	LCEOCHIL_04818	ccmC	Cluster_39181
Operon3030	LCEOCHIL_04819	Unknown_Gene	Cluster_39181
Operon3030	LCEOCHIL_04820	ccmE	Cluster_39181
Operon3030	LCEOCHIL_04821	ccmF	Cluster_39181
Operon3030	LCEOCHIL_04822	dsbE	Cluster_39181
Operon3030	LCEOCHIL_04823	ccmH	Cluster_39181
Operon3030	LCEOCHIL_04824	Unknown_Gene	Cluster_39181
Operon3030	LCEOCHIL_04825	Unknown_Gene	Cluster_39181
Operon3031	LCEOCHIL_04826	Unknown_Gene	Cluster_62823
Operon3031	LCEOCHIL_04827	Unknown_Gene	Cluster_62823
Operon3032	LCEOCHIL_04828	fabD_2	Cluster_19426
Operon3032	LCEOCHIL_04829	mdcG	Cluster_19426
Operon3032	LCEOCHIL_04830	Unknown_Gene	Cluster_19426
Operon3032	LCEOCHIL_04831	madC	Cluster_19426
Operon3032	LCEOCHIL_04832	mdcC	Cluster_19426
Operon3032	LCEOCHIL_04833	citG	Cluster_19426
Operon3032	LCEOCHIL_04834	madA	Cluster_19426
Operon3033	LCEOCHIL_04835	menB_2	Cluster_19426
Operon3033	LCEOCHIL_04836	mmgC_4	Cluster_19426
Operon3034	LCEOCHIL_04837	dmlR_19	Cluster_98681
Operon3035	LCEOCHIL_04838	Unknown_Gene	Cluster_98681
Operon3036	LCEOCHIL_04839	trmK	Cluster_91747
Operon3037	LCEOCHIL_04840	Unknown_Gene	Cluster_91747
Operon3038	LCEOCHIL_04841	rlhA_1	Cluster_52992
Operon3039	LCEOCHIL_04842	QRSL1	Cluster_59971
Operon3040	LCEOCHIL_04843	dauR	Cluster_44614
Operon3040	LCEOCHIL_04844	ilvA_3	Cluster_44614
Operon3041	LCEOCHIL_04845	nspC	Cluster_26167
Operon3042	LCEOCHIL_04846	Unknown_Gene	Cluster_132129
Operon3043	LCEOCHIL_04847	hchA	Cluster_116189
Operon3044	LCEOCHIL_04848	pcpR_4	Cluster_116189
Operon3044	LCEOCHIL_04849	tuaD	Cluster_116189
Operon3044	LCEOCHIL_04850	Unknown_Gene	Cluster_116189
Operon3045	LCEOCHIL_04851	mqo_3	Cluster_85631
Operon3046	LCEOCHIL_04852	Unknown_Gene	Cluster_85631
Operon3046	LCEOCHIL_04853	Unknown_Gene	Cluster_85631
Operon3047	LCEOCHIL_04854	Unknown_Gene	Cluster_58070
Operon3048	LCEOCHIL_04855	ribC	Cluster_80041
Operon3048	LCEOCHIL_04856	Unknown_Gene	Cluster_80041
Operon3049	LCEOCHIL_04857	proP_5	Cluster_76926
Operon3050	LCEOCHIL_04858	hemB	Cluster_36005
Operon3051	LCEOCHIL_04859	Unknown_Gene	Cluster_125946
Operon3052	LCEOCHIL_04860	gabP_3	Cluster_82262
Operon3053	LCEOCHIL_04861	lhgD	Cluster_105701
Operon3054	LCEOCHIL_04862	glaH	Cluster_61604
Operon3055	LCEOCHIL_04863	glaR_2	Cluster_61604
Operon3056	LCEOCHIL_04864	cusR	Cluster_55445
Operon3056	LCEOCHIL_04865	sasA_15	Cluster_55445
Operon3057	LCEOCHIL_04866	cysS	Cluster_43592
Operon3057	LCEOCHIL_04867	glnS	Cluster_43592
Operon3058	LCEOCHIL_04868	Unknown_Gene	Cluster_43592
Operon3058	LCEOCHIL_04869	lpxH_1	Cluster_43592
Operon3059	LCEOCHIL_04870	pvdQ	Cluster_60784
Operon3060	LCEOCHIL_04871	Unknown_Gene	Cluster_60784
Operon3061	LCEOCHIL_04872	Unknown_Gene	Cluster_81250
Operon3062	LCEOCHIL_04873	Unknown_Gene	Cluster_81250
Operon3062	LCEOCHIL_04874	Unknown_Gene	Cluster_81250
Operon3063	LCEOCHIL_04875	Unknown_Gene	Cluster_117597
Operon3064	LCEOCHIL_04876	Unknown_Gene	Cluster_142664
Operon3065	LCEOCHIL_04877	Unknown_Gene	Cluster_132949
Operon3066	LCEOCHIL_04878	tamB	Cluster_93736
Operon3066	LCEOCHIL_04879	tamA	Cluster_93736
Operon3066	LCEOCHIL_04880	Unknown_Gene	Cluster_93736
Operon3067	LCEOCHIL_04881	xthA_1	Cluster_93736
Operon3068	LCEOCHIL_04882	nicS_2	Cluster_21844
Operon3069	LCEOCHIL_04883	ssuA_3	Cluster_21844
Operon3069	LCEOCHIL_04884	dmoA_2	Cluster_21844
Operon3070	LCEOCHIL_04885	allE	Cluster_112598
Operon3071	LCEOCHIL_04886	Unknown_Gene	Cluster_73805
Operon3072	LCEOCHIL_04887	argP_4	Cluster_104159
Operon3072	LCEOCHIL_04888	ggt_2	Cluster_104159
Operon3073	LCEOCHIL_04889	Unknown_Gene	Cluster_104159
Operon3074	LCEOCHIL_04890	pobA	Cluster_69810
Operon3075	LCEOCHIL_04891	rhaR_5	Cluster_69810
Operon3076	LCEOCHIL_04892	cueR_2	Cluster_60012
Operon3076	LCEOCHIL_04893	liuE	Cluster_60012
Operon3077	LCEOCHIL_04894	Unknown_Gene	Cluster_47265
Operon3078	LCEOCHIL_04895	Unknown_Gene	Cluster_47265
Operon3079	LCEOCHIL_04896	Unknown_Gene	Cluster_102049
Operon3080	LCEOCHIL_04897	norG_3	Cluster_152729
Operon3081	LCEOCHIL_04898	rcsC_17	Cluster_148473
Operon3082	LCEOCHIL_04899	rcsC_18	Cluster_143530
Operon3083	LCEOCHIL_04900	ygfF	Cluster_133605
Operon3084	LCEOCHIL_04901	apbE_2	Cluster_42552
Operon3085	LCEOCHIL_04902	rsxC	Cluster_42552
Operon3085	LCEOCHIL_04903	rsxD_1	Cluster_42552
Operon3086	LCEOCHIL_04904	emrB_2	Cluster_44482
Operon3086	LCEOCHIL_04905	emrA_4	Cluster_44482
Operon3086	LCEOCHIL_04906	marR	Cluster_44482
Operon3087	LCEOCHIL_04907	tdiR	Cluster_61615
Operon3087	LCEOCHIL_04908	todS	Cluster_61615
Operon3088	LCEOCHIL_04909	Unknown_Gene	Cluster_61615
Operon3089	LCEOCHIL_04910	dmdC_4	Cluster_110651
Operon3090	LCEOCHIL_04911	Unknown_Gene	Cluster_37989
Operon3091	LCEOCHIL_04912	Unknown_Gene	Cluster_60926
Operon3092	LCEOCHIL_04913	mcpU_2	Cluster_60926
Operon3093	LCEOCHIL_04914	Unknown_Gene	Cluster_113329
Operon3093	LCEOCHIL_04915	opuAB_2	Cluster_113329
Operon3094	LCEOCHIL_04916	gltR_2	Cluster_111177
Operon3095	LCEOCHIL_04917	Unknown_Gene	Cluster_42947
Operon3095	LCEOCHIL_04918	Unknown_Gene	Cluster_42947
Operon3096	LCEOCHIL_04919	Unknown_Gene	Cluster_47731
Operon3097	LCEOCHIL_04920	cdhR_9	Cluster_112611
Operon3098	LCEOCHIL_04921	rhtB_5	Cluster_112611
Operon3099	LCEOCHIL_04922	sotB_2	Cluster_113330
Operon3100	LCEOCHIL_04923	dmlR_20	Cluster_104854
Operon3101	LCEOCHIL_04924	Unknown_Gene	Cluster_104854
Operon3102	LCEOCHIL_04925	Unknown_Gene	Cluster_26593
Operon3102	LCEOCHIL_04926	quiA_1	Cluster_26593
Operon3103	LCEOCHIL_04927	Unknown_Gene	Cluster_4984
Operon3104	LCEOCHIL_04928	argE_2	Cluster_21525
Operon3104	LCEOCHIL_04929	Unknown_Gene	Cluster_21525
Operon3105	LCEOCHIL_04930	czcO_2	Cluster_21525
Operon3105	LCEOCHIL_04931	rutC	Cluster_21525
Operon3106	LCEOCHIL_04932	fcuA	Cluster_140316
Operon3107	LCEOCHIL_04933	fecR_2	Cluster_131627
Operon3107	LCEOCHIL_04934	fecI_6	Cluster_131627
Operon3108	LCEOCHIL_04935	pgm	Cluster_31623
Operon3109	LCEOCHIL_04936	Unknown_Gene	Cluster_31623
Operon3110	LCEOCHIL_04937	Unknown_Gene	Cluster_37284
Operon3111	LCEOCHIL_04938	Unknown_Gene	Cluster_37534
Operon3112	LCEOCHIL_04939	oprM_2	Cluster_13981
Operon3112	LCEOCHIL_04940	mdtC	Cluster_13981
Operon3112	LCEOCHIL_04941	mdtB_3	Cluster_13981
Operon3112	LCEOCHIL_04942	mdtA_6	Cluster_13981
Operon3113	LCEOCHIL_04943	tpx	Cluster_74272
Operon3114	LCEOCHIL_04944	sdaC	Cluster_24839
Operon3115	LCEOCHIL_04945	tyrB_2	Cluster_47933
Operon3116	LCEOCHIL_04946	dpkA	Cluster_87558
Operon3117	LCEOCHIL_04947	Unknown_Gene	Cluster_87558
Operon3117	LCEOCHIL_04948	argT_1	Cluster_87558
Operon3118	LCEOCHIL_04949	hisQ_1	Cluster_72383
Operon3118	LCEOCHIL_04950	occM_1	Cluster_72383
Operon3118	LCEOCHIL_04951	dadA1_3	Cluster_72383
Operon3118	LCEOCHIL_04952	glnQ_6	Cluster_72383
Operon3119	LCEOCHIL_04953	puuD_3	Cluster_12175
Operon3120	LCEOCHIL_04954	Unknown_Gene	Cluster_16529
Operon3121	LCEOCHIL_04955	gudP	Cluster_113339
Operon3122	LCEOCHIL_04956	garD	Cluster_130388
Operon3123	LCEOCHIL_04957	Unknown_Gene	Cluster_74312
Operon3124	LCEOCHIL_04958	lutR_5	Cluster_52679
Operon3125	LCEOCHIL_04959	Unknown_Gene	Cluster_52679
Operon3125	LCEOCHIL_04960	Unknown_Gene	Cluster_52679
Operon3126	LCEOCHIL_04961	Unknown_Gene	Cluster_79479
Operon3127	LCEOCHIL_04962	paaZ_1	Cluster_50299
Operon3127	LCEOCHIL_04963	nicP_5	Cluster_50299
Operon3127	LCEOCHIL_04964	actP_1	Cluster_50299
Operon3127	LCEOCHIL_04965	yjcH_1	Cluster_50299
Operon3128	LCEOCHIL_04966	paaE	Cluster_33456
Operon3128	LCEOCHIL_04967	paaD	Cluster_33456
Operon3128	LCEOCHIL_04968	paaC	Cluster_33456
Operon3128	LCEOCHIL_04969	paaB	Cluster_33456
Operon3128	LCEOCHIL_04970	paaA	Cluster_33456
Operon3129	LCEOCHIL_04971	paaK	Cluster_93084
Operon3130	LCEOCHIL_04972	paaJ	Cluster_23374
Operon3130	LCEOCHIL_04973	paaI_2	Cluster_23374
Operon3130	LCEOCHIL_04974	paaH	Cluster_23374
Operon3130	LCEOCHIL_04975	paaG	Cluster_23374
Operon3130	LCEOCHIL_04976	paaF	Cluster_23374
Operon3131	LCEOCHIL_04977	yrdA_3	Cluster_23374
Operon3131	LCEOCHIL_04978	paaX	Cluster_23374
Operon3132	LCEOCHIL_04979	arfB	Cluster_28628
Operon3133	LCEOCHIL_04980	Unknown_Gene	Cluster_57373
Operon3134	LCEOCHIL_04981	Unknown_Gene	Cluster_74402
Operon3135	LCEOCHIL_04982	Unknown_Gene	Cluster_74402
Operon3136	LCEOCHIL_04983	Unknown_Gene	Cluster_39887
Operon3137	LCEOCHIL_04984	Unknown_Gene	Cluster_39887
Operon3138	LCEOCHIL_04985	rhaR_6	Cluster_71434
Operon3139	LCEOCHIL_04986	decR_3	Cluster_78372
Operon3140	LCEOCHIL_04987	Unknown_Gene	Cluster_78372
Operon3141	LCEOCHIL_04988	Unknown_Gene	Cluster_126199
Operon3141	LCEOCHIL_04989	Unknown_Gene	Cluster_126199
Operon3142	LCEOCHIL_04990	copA_6	Cluster_27838
Operon3142	LCEOCHIL_04991	hmrR_2	Cluster_27838
Operon3142	LCEOCHIL_04992	Unknown_Gene	Cluster_27838
Operon3143	LCEOCHIL_04993	Unknown_Gene	Cluster_11373
Operon3143	LCEOCHIL_04994	cusB	Cluster_11373
Operon3143	LCEOCHIL_04995	cusA_2	Cluster_11373
Operon3143	LCEOCHIL_04996	Unknown_Gene	Cluster_11373
Operon3144	LCEOCHIL_04997	Unknown_Gene	Cluster_57621
Operon3145	LCEOCHIL_04998	Unknown_Gene	Cluster_80175
Operon3146	LCEOCHIL_04999	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3146	LCEOCHIL_05000	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3147	LCEOCHIL_05001	cycA_2	Cluster_47000
Operon3148	LCEOCHIL_05002	Unknown_Gene	Cluster_147670
Operon3149	LCEOCHIL_05003	btuB_4	Cluster_138869
Operon3150	LCEOCHIL_05004	Unknown_Gene	Cluster_54412
Operon3150	LCEOCHIL_05005	Unknown_Gene	Cluster_54412
Operon3150	LCEOCHIL_05006	Unknown_Gene	Cluster_54412
Operon3151	LCEOCHIL_05007	qmcA	Cluster_94501
Operon3151	LCEOCHIL_05008	Unknown_Gene	Cluster_94501
Operon3152	LCEOCHIL_05009	cobK	Cluster_45048
Operon3152	LCEOCHIL_05010	cbiD	Cluster_45048
Operon3152	LCEOCHIL_05011	cobL	Cluster_45048
Operon3153	LCEOCHIL_05012	sir_2	Cluster_45048
Operon3153	LCEOCHIL_05013	cobH	Cluster_45048
Operon3153	LCEOCHIL_05014	cobI	Cluster_45048
Operon3153	LCEOCHIL_05015	cysG_2	Cluster_45048
Operon3154	LCEOCHIL_05016	Unknown_Gene	Cluster_121728
Operon3155	LCEOCHIL_05017	Unknown_Gene	Cluster_146860
Operon3156	LCEOCHIL_05018	Unknown_Gene	Cluster_70995
Operon3157	LCEOCHIL_05019	rcsC_19	Cluster_44902
Operon3158	LCEOCHIL_05020	purD	Cluster_66578
Operon3159	LCEOCHIL_05021	purH	Cluster_129978
Operon3160	LCEOCHIL_05022	fis	Cluster_41930
Operon3160	LCEOCHIL_05023	dusB	Cluster_41930
Operon3161	LCEOCHIL_05024	Unknown_Gene	Cluster_158875
Operon3161	LCEOCHIL_05025	prmA	Cluster_158875
Operon3162	LCEOCHIL_05026	Unknown_Gene	Cluster_83400
Operon3163	LCEOCHIL_05027	cidA_2	Cluster_83400
Operon3163	LCEOCHIL_05028	yohK_2	Cluster_83400
Operon3163	LCEOCHIL_05029	Unknown_Gene	Cluster_83400
Operon3164	LCEOCHIL_05030	Unknown_Gene	Cluster_27179
Operon3164	LCEOCHIL_05031	Unknown_Gene	Cluster_27179
Operon3165	LCEOCHIL_05032	proA	Cluster_27179
Operon3165	LCEOCHIL_05033	nadD	Cluster_27179
Operon3165	LCEOCHIL_05034	rsfS	Cluster_27179
Operon3165	LCEOCHIL_05035	rlmH	Cluster_27179
Operon3165	LCEOCHIL_05036	mrdA_2	Cluster_27179
Operon3165	LCEOCHIL_05037	mrdB	Cluster_27179
Operon3165	LCEOCHIL_05038	mltB	Cluster_27179
Operon3165	LCEOCHIL_05039	rlpA_2	Cluster_27179
Operon3166	LCEOCHIL_05040	dacC	Cluster_37754
Operon3167	LCEOCHIL_05041	Unknown_Gene	Cluster_135669
Operon3167	LCEOCHIL_05042	lipB	Cluster_135669
Operon3167	LCEOCHIL_05043	lipA	Cluster_135669
Operon3168	LCEOCHIL_05044	ykfA	Cluster_125977
Operon3169	LCEOCHIL_05045	Unknown_Gene	Cluster_145953
Operon3170	LCEOCHIL_05046	Unknown_Gene	Cluster_58004
Operon3171	LCEOCHIL_05047	holA	Cluster_161790
Operon3171	LCEOCHIL_05048	lptE	Cluster_161790
Operon3172	LCEOCHIL_05049	leuS	Cluster_49307
Operon3173	LCEOCHIL_05050	Unknown_Gene	Cluster_49307
Operon3174	LCEOCHIL_05051	Unknown_Gene	Cluster_91924
Operon3175	LCEOCHIL_05052	lnt	Cluster_36450
Operon3175	LCEOCHIL_05053	corC	Cluster_36450
Operon3175	LCEOCHIL_05054	ybeY	Cluster_36450
Operon3175	LCEOCHIL_05055	ybeZ	Cluster_36450
Operon3176	LCEOCHIL_05056	Unknown_Gene	Cluster_36450
Operon3177	LCEOCHIL_05057	Unknown_Gene	Cluster_34169
Operon3178	LCEOCHIL_05058	hemL	Cluster_39383
Operon3178	LCEOCHIL_05059	thiE_2	Cluster_39383
Operon3178	LCEOCHIL_05060	thiD	Cluster_39383
Operon3179	LCEOCHIL_05061	rcsC_20	Cluster_39383
Operon3180	LCEOCHIL_05062	aidB	Cluster_79850
Operon3181	LCEOCHIL_05063	amn	Cluster_54049
Operon3181	LCEOCHIL_05064	rluE	Cluster_54049
Operon3182	LCEOCHIL_05065	Unknown_Gene	Cluster_150862
Operon3183	LCEOCHIL_05066	lrp_6	Cluster_19236
Operon3184	LCEOCHIL_05067	Unknown_Gene	Cluster_19236
Operon3185	LCEOCHIL_05068	fieF	Cluster_98669
Operon3185	LCEOCHIL_05069	Unknown_Gene	Cluster_98669
Operon3186	LCEOCHIL_05070	hrpB	Cluster_98669
Operon3187	LCEOCHIL_05071	Unknown_Gene	Cluster_73947
Operon3188	LCEOCHIL_05072	Unknown_Gene	Cluster_73947
Operon3189	LCEOCHIL_05073	Unknown_Gene	Cluster_115477
Operon3189	LCEOCHIL_05074	polC_1	Cluster_115477
Operon3190	LCEOCHIL_05075	lrpC_2	Cluster_81095
Operon3191	LCEOCHIL_05076	yedA	Cluster_81095
Operon3192	LCEOCHIL_05077	rhlE_2	Cluster_148352
Operon3193	LCEOCHIL_05078	baiN	Cluster_84514
Operon3194	LCEOCHIL_05079	Unknown_Gene	Cluster_66745
Operon3195	LCEOCHIL_05080	ais	Cluster_68581
Operon3196	LCEOCHIL_05081	Unknown_Gene	Cluster_68581
Operon3197	LCEOCHIL_05082	tesB	Cluster_85108
Operon3197	LCEOCHIL_05083	gph_1	Cluster_85108
Operon3198	LCEOCHIL_05084	adh_2	Cluster_76310
Operon3199	LCEOCHIL_05085	lutR_6	Cluster_134354
Operon3200	LCEOCHIL_05086	Unknown_Gene	Cluster_155314
Operon3201	LCEOCHIL_05087	ttuB_2	Cluster_155314
Operon3201	LCEOCHIL_05088	gudD	Cluster_155314
Operon3202	LCEOCHIL_05089	bauD_1	Cluster_8958
Operon3203	LCEOCHIL_05090	hcaR_5	Cluster_35476
Operon3204	LCEOCHIL_05091	stp_2	Cluster_35476
Operon3205	LCEOCHIL_05092	Unknown_Gene	Cluster_102941
Operon3206	LCEOCHIL_05093	Unknown_Gene	Cluster_102941
Operon3207	LCEOCHIL_05094	Unknown_Gene	Cluster_98156
Operon3207	LCEOCHIL_05095	Unknown_Gene	Cluster_98156
Operon3208	LCEOCHIL_05096	Unknown_Gene	Cluster_6911
Operon3208	LCEOCHIL_05097	Unknown_Gene	Cluster_6911
Operon3209	LCEOCHIL_05098	Unknown_Gene	Cluster_103488
Operon3210	LCEOCHIL_05099	Unknown_Gene	Cluster_103488
Operon3211	LCEOCHIL_05100	Unknown_Gene	Cluster_7344
Operon3211	LCEOCHIL_05101	Unknown_Gene	Cluster_7344
Operon3211	LCEOCHIL_05102	der_2	Cluster_7344
Operon3212	LCEOCHIL_05103	Unknown_Gene	Cluster_48212
Operon3213	LCEOCHIL_05104	Unknown_Gene	Cluster_2614
Operon3214	LCEOCHIL_05105	Unknown_Gene	Cluster_12592
Operon3214	LCEOCHIL_05106	Unknown_Gene	Cluster_12592
Operon3214	LCEOCHIL_05107	Unknown_Gene	Cluster_12592
Operon3215	LCEOCHIL_05108	rapA_1	Cluster_34415
Operon3215	LCEOCHIL_05109	Unknown_Gene	Cluster_34415
Operon3215	LCEOCHIL_05110	rhlE_3	Cluster_34415
Operon3215	LCEOCHIL_05111	rep_3	Cluster_34415
Operon3216	LCEOCHIL_05112	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3217	LCEOCHIL_05113	Unknown_Gene	Cluster_27397
Operon3218	LCEOCHIL_05114	Unknown_Gene	Cluster_293
Operon3219	LCEOCHIL_05115	intA_4	Cluster_4640
Operon3220	LCEOCHIL_05116	ssrA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3221	LCEOCHIL_05117	Unknown_Gene	Cluster_53081
Operon3222	LCEOCHIL_05118	Unknown_Gene	Cluster_134284
Operon3223	LCEOCHIL_05119	lldD	Cluster_143523
Operon3224	LCEOCHIL_05120	glcA	Cluster_41376
Operon3225	LCEOCHIL_05121	pdhR_2	Cluster_41376
Operon3226	LCEOCHIL_05122	smpB	Cluster_76262
Operon3227	LCEOCHIL_05123	ratA	Cluster_76262
Operon3228	LCEOCHIL_05124	bamE	Cluster_118568
Operon3229	LCEOCHIL_05125	fur	Cluster_118568
Operon3230	LCEOCHIL_05126	recN	Cluster_62115
Operon3231	LCEOCHIL_05127	grpE	Cluster_62115
Operon3232	LCEOCHIL_05128	dnaK_2	Cluster_115597
Operon3233	LCEOCHIL_05129	dnaJ	Cluster_53434
Operon3233	LCEOCHIL_05130	dapB	Cluster_53434
Operon3234	LCEOCHIL_05131	carA	Cluster_39182
Operon3235	LCEOCHIL_05132	carB	Cluster_112274
Operon3235	LCEOCHIL_05133	greA	Cluster_112274
Operon3235	LCEOCHIL_05134	Unknown_Gene	Cluster_112274
Operon3236	LCEOCHIL_05135	yhbY	Cluster_115448
Operon3237	LCEOCHIL_05136	rlmE	Cluster_115448
Operon3238	LCEOCHIL_05137	ftsH	Cluster_60789
Operon3238	LCEOCHIL_05138	folP	Cluster_60789
Operon3238	LCEOCHIL_05139	glmM	Cluster_60789
