GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2171
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	ALBICJPK_00001	bauC	Cluster_135751
Operon2628	ALBICJPK_03975	Unknown_Gene	Cluster_17239
Operon2629	ALBICJPK_03976	Unknown_Gene	Cluster_17239
Operon2629	ALBICJPK_03977	cobN	Cluster_17239
Operon2629	ALBICJPK_03978	Unknown_Gene	Cluster_17239
Operon2630	ALBICJPK_03979	Unknown_Gene	Cluster_116396
Operon2631	ALBICJPK_03980	Unknown_Gene	Cluster_25391
Operon2632	ALBICJPK_03981	atoC_2	Cluster_25391
Operon2633	ALBICJPK_03982	rlhA_2	Cluster_54289
Operon2634	ALBICJPK_03983	Unknown_Gene	Cluster_129341
Operon2635	ALBICJPK_03984	trmK	Cluster_129341
Operon2636	ALBICJPK_03985	Unknown_Gene	Cluster_107036
Operon2637	ALBICJPK_03986	dmlR_16	Cluster_107036
Operon2638	ALBICJPK_03987	mmgC_3	Cluster_22952
Operon2638	ALBICJPK_03988	menB	Cluster_22952
Operon2639	ALBICJPK_03989	Unknown_Gene	Cluster_22952
Operon2639	ALBICJPK_03990	Unknown_Gene	Cluster_22952
Operon2639	ALBICJPK_03991	Unknown_Gene	Cluster_22952
Operon2639	ALBICJPK_03992	Unknown_Gene	Cluster_22952
Operon2640	ALBICJPK_03993	Unknown_Gene	Cluster_61734
Operon2640	ALBICJPK_03994	surA_1	Cluster_61734
Operon2641	ALBICJPK_03995	walR	Cluster_42628
Operon2642	ALBICJPK_03996	Unknown_Gene	Cluster_66708
Operon2642	ALBICJPK_03997	Unknown_Gene	Cluster_66708
Operon2642	ALBICJPK_03998	Unknown_Gene	Cluster_66708
Operon2642	ALBICJPK_03999	Unknown_Gene	Cluster_66708
Operon2642	ALBICJPK_04000	Unknown_Gene	Cluster_66708
Operon2642	ALBICJPK_04001	sctC_2	Cluster_66708
Operon2642	ALBICJPK_04002	Unknown_Gene	Cluster_66708
Operon2642	ALBICJPK_04003	Unknown_Gene	Cluster_66708
Operon2642	ALBICJPK_04004	Unknown_Gene	Cluster_66708
Operon2642	ALBICJPK_04005	csgE	Cluster_66708
Operon2642	ALBICJPK_04006	Unknown_Gene	Cluster_66708
Operon2642	ALBICJPK_04007	csgG	Cluster_66708
Operon2643	ALBICJPK_04008	Unknown_Gene	Cluster_5110
Operon2644	ALBICJPK_04009	Unknown_Gene	Cluster_5110
Operon2645	ALBICJPK_04010	acoR_3	Cluster_25241
Operon2645	ALBICJPK_04011	Unknown_Gene	Cluster_25241
Operon2645	ALBICJPK_04012	Unknown_Gene	Cluster_25241
Operon2645	ALBICJPK_04013	Unknown_Gene	Cluster_25241
Operon2646	ALBICJPK_04014	Unknown_Gene	Cluster_157895
Operon2647	ALBICJPK_04015	Unknown_Gene	Cluster_157895
Operon2648	ALBICJPK_04016	Unknown_Gene	Cluster_89075
Operon2649	ALBICJPK_04017	styD	Cluster_121703
Operon2649	ALBICJPK_04018	Unknown_Gene	Cluster_121703
Operon2650	ALBICJPK_04019	Unknown_Gene	Cluster_121703
Operon2650	ALBICJPK_04020	moaA_3	Cluster_121703
Operon2650	ALBICJPK_04021	Unknown_Gene	Cluster_121703
Operon2650	ALBICJPK_04022	Unknown_Gene	Cluster_121703
Operon2651	ALBICJPK_04023	fadD3_2	Cluster_89602
Operon2652	ALBICJPK_04024	mobA	Cluster_143809
Operon2653	ALBICJPK_04025	mexB	Cluster_44353
Operon2653	ALBICJPK_04026	acrE	Cluster_44353
Operon2654	ALBICJPK_04027	rstA_2	Cluster_44353
Operon2654	ALBICJPK_04028	rstB	Cluster_44353
Operon2655	ALBICJPK_04029	Unknown_Gene	Cluster_99996
Operon2656	ALBICJPK_04030	Unknown_Gene	Cluster_62792
Operon2656	ALBICJPK_04031	Unknown_Gene	Cluster_62792
Operon2656	ALBICJPK_04032	Unknown_Gene	Cluster_62792
Operon2657	ALBICJPK_04033	Unknown_Gene	Cluster_62792
Operon2658	ALBICJPK_04034	ilvA_2	Cluster_66398
Operon2659	ALBICJPK_04035	Unknown_Gene	Cluster_149324
Operon2660	ALBICJPK_04036	Unknown_Gene	Cluster_109611
Operon2661	ALBICJPK_04037	gapN	Cluster_14441
Operon2662	ALBICJPK_04038	Unknown_Gene	Cluster_14441
Operon2663	ALBICJPK_04039	Unknown_Gene	Cluster_135757
Operon2663	ALBICJPK_04040	rhaR_7	Cluster_135757
Operon2664	ALBICJPK_04041	eamB_1	Cluster_33586
Operon2665	ALBICJPK_04042	Unknown_Gene	Cluster_33586
Operon2666	ALBICJPK_04043	rarD_1	Cluster_166363
Operon2666	ALBICJPK_04044	pdeG	Cluster_166363
Operon2667	ALBICJPK_04045	hpd	Cluster_32025
Operon2668	ALBICJPK_04046	Unknown_Gene	Cluster_78412
Operon2669	ALBICJPK_04047	Unknown_Gene	Cluster_62024
Operon2670	ALBICJPK_04048	rcsC_15	Cluster_62024
Operon2671	ALBICJPK_04049	rcsC_16	Cluster_132116
Operon2672	ALBICJPK_04050	bepA_3	Cluster_50704
Operon2673	ALBICJPK_04051	ttgI_3	Cluster_55384
Operon2673	ALBICJPK_04052	oqxB7	Cluster_55384
Operon2673	ALBICJPK_04053	bepF_2	Cluster_55384
Operon2674	ALBICJPK_04054	gspF_1	Cluster_65786
Operon2674	ALBICJPK_04055	xcpT	Cluster_65786
Operon2675	ALBICJPK_04056	mltF_2	Cluster_65786
Operon2676	ALBICJPK_04057	sasA_13	Cluster_71310
Operon2677	ALBICJPK_04058	sasA_14	Cluster_31143
Operon2677	ALBICJPK_04059	atoC_3	Cluster_31143
Operon2678	ALBICJPK_04060	Unknown_Gene	Cluster_127159
Operon2679	ALBICJPK_04061	gntT	Cluster_106961
Operon2680	ALBICJPK_04062	Unknown_Gene	Cluster_56862
Operon2681	ALBICJPK_04063	gntR_2	Cluster_56862
Operon2682	ALBICJPK_04064	ehpR	Cluster_139463
Operon2683	ALBICJPK_04065	Unknown_Gene	Cluster_139463
Operon2684	ALBICJPK_04066	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2685	ALBICJPK_04067	Unknown_Gene	Cluster_149925
Operon2685	ALBICJPK_04068	Unknown_Gene	Cluster_149925
Operon2685	ALBICJPK_04069	Unknown_Gene	Cluster_149925
Operon2685	ALBICJPK_04070	Unknown_Gene	Cluster_149925
Operon2685	ALBICJPK_04071	Unknown_Gene	Cluster_149925
Operon2686	ALBICJPK_04072	Unknown_Gene	Cluster_135606
Operon2687	ALBICJPK_04073	Unknown_Gene	Cluster_924
Operon2687	ALBICJPK_04074	Unknown_Gene	Cluster_924
Operon2687	ALBICJPK_04075	Unknown_Gene	Cluster_924
Operon2687	ALBICJPK_04076	Unknown_Gene	Cluster_924
Operon2687	ALBICJPK_04077	Unknown_Gene	Cluster_924
Operon2687	ALBICJPK_04078	Unknown_Gene	Cluster_924
Operon2687	ALBICJPK_04079	Unknown_Gene	Cluster_924
Operon2688	ALBICJPK_04080	hin	Cluster_924
Operon2689	ALBICJPK_04081	intS_2	Cluster_97802
Operon2690	ALBICJPK_04082	bdlA_2	Cluster_97802
Operon2691	ALBICJPK_04083	rcsC_17	Cluster_51635
Operon2691	ALBICJPK_04084	bvgA_4	Cluster_51635
Operon2692	ALBICJPK_04085	Unknown_Gene	Cluster_141103
Operon2693	ALBICJPK_04086	cobM	Cluster_165064
Operon2693	ALBICJPK_04087	Unknown_Gene	Cluster_165064
Operon2693	ALBICJPK_04088	Unknown_Gene	Cluster_165064
Operon2693	ALBICJPK_04089	Unknown_Gene	Cluster_165064
Operon2694	ALBICJPK_04090	Unknown_Gene	Cluster_93705
Operon2695	ALBICJPK_04091	eamB_2	Cluster_93705
Operon2695	ALBICJPK_04092	Unknown_Gene	Cluster_93705
Operon2696	ALBICJPK_04093	Unknown_Gene	Cluster_119630
Operon2697	ALBICJPK_04094	Unknown_Gene	Cluster_48652
Operon2698	ALBICJPK_04095	Unknown_Gene	Cluster_74162
Operon2699	ALBICJPK_04096	alkB	Cluster_78820
Operon2700	ALBICJPK_04097	Unknown_Gene	Cluster_40541
Operon2700	ALBICJPK_04098	csgB	Cluster_40541
Operon2700	ALBICJPK_04099	Unknown_Gene	Cluster_40541
Operon2700	ALBICJPK_04100	Unknown_Gene	Cluster_40541
Operon2701	ALBICJPK_04101	Unknown_Gene	Cluster_103258
Operon2702	ALBICJPK_04102	Unknown_Gene	Cluster_24293
Operon2702	ALBICJPK_04103	Unknown_Gene	Cluster_24293
Operon2702	ALBICJPK_04104	Unknown_Gene	Cluster_24293
Operon2702	ALBICJPK_04105	Unknown_Gene	Cluster_24293
Operon2702	ALBICJPK_04106	Unknown_Gene	Cluster_24293
Operon2702	ALBICJPK_04107	Unknown_Gene	Cluster_24293
Operon2703	ALBICJPK_04108	Unknown_Gene	Cluster_24293
Operon2703	ALBICJPK_04109	Unknown_Gene	Cluster_24293
Operon2703	ALBICJPK_04110	Unknown_Gene	Cluster_24293
Operon2704	ALBICJPK_04111	kdgR_2	Cluster_39178
Operon2705	ALBICJPK_04112	Unknown_Gene	Cluster_140406
Operon2705	ALBICJPK_04113	kdgK	Cluster_140406
Operon2706	ALBICJPK_04114	ttuB_3	Cluster_146842
Operon2706	ALBICJPK_04115	ghrB_2	Cluster_146842
Operon2707	ALBICJPK_04116	Unknown_Gene	Cluster_121778
Operon2708	ALBICJPK_04117	yajO_1	Cluster_119629
Operon2709	ALBICJPK_04118	hdfR_11	Cluster_144397
Operon2710	ALBICJPK_04119	ydhP_4	Cluster_122443
Operon2711	ALBICJPK_04120	cynR_2	Cluster_89601
Operon2712	ALBICJPK_04121	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2713	ALBICJPK_04122	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2714	ALBICJPK_04123	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2714	ALBICJPK_04124	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2715	ALBICJPK_04125	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2716	ALBICJPK_04126	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2717	ALBICJPK_04127	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2718	ALBICJPK_04128	Unknown_Gene	Cluster_63533
Operon2719	ALBICJPK_04129	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2720	ALBICJPK_04130	Unknown_Gene	Cluster_134879
Operon2720	ALBICJPK_04131	Unknown_Gene	Cluster_134879
Operon2721	ALBICJPK_04132	hcpA	Cluster_93704
Operon2722	ALBICJPK_04133	Unknown_Gene	Cluster_150064
Operon2722	ALBICJPK_04134	Unknown_Gene	Cluster_150064
Operon2723	ALBICJPK_04135	Unknown_Gene	Cluster_27643
Operon2723	ALBICJPK_04136	Unknown_Gene	Cluster_27643
Operon2723	ALBICJPK_04137	Unknown_Gene	Cluster_27643
Operon2723	ALBICJPK_04138	Unknown_Gene	Cluster_27643
Operon2723	ALBICJPK_04139	Unknown_Gene	Cluster_27643
Operon2723	ALBICJPK_04140	Unknown_Gene	Cluster_27643
Operon2723	ALBICJPK_04141	Unknown_Gene	Cluster_27643
Operon2724	ALBICJPK_04142	Unknown_Gene	Cluster_27643
Operon2724	ALBICJPK_04143	Unknown_Gene	Cluster_27643
Operon2724	ALBICJPK_04144	Unknown_Gene	Cluster_27643
Operon2725	ALBICJPK_04145	Unknown_Gene	Cluster_56031
Operon2726	ALBICJPK_04146	bcsE	Cluster_56031
Operon2726	ALBICJPK_04147	Unknown_Gene	Cluster_56031
Operon2726	ALBICJPK_04148	bcsG	Cluster_56031
Operon2726	ALBICJPK_04149	Unknown_Gene	Cluster_56031
Operon2726	ALBICJPK_04150	bcsQ	Cluster_56031
Operon2726	ALBICJPK_04151	bcsA	Cluster_56031
Operon2726	ALBICJPK_04152	bcsB	Cluster_56031
Operon2726	ALBICJPK_04153	bcsZ	Cluster_56031
Operon2726	ALBICJPK_04154	bcsC	Cluster_56031
Operon2727	ALBICJPK_04155	dapA_4	Cluster_23445
Operon2728	ALBICJPK_04156	amiE	Cluster_65364
Operon2729	ALBICJPK_04157	Unknown_Gene	Cluster_150077
Operon2729	ALBICJPK_04158	amiC_3	Cluster_150077
Operon2729	ALBICJPK_04159	amiR	Cluster_150077
Operon2729	ALBICJPK_04160	ureI	Cluster_150077
Operon2730	ALBICJPK_04161	Unknown_Gene	Cluster_106271
Operon2731	ALBICJPK_04162	nqrF	Cluster_130842
Operon2732	ALBICJPK_04163	hisC_6	Cluster_130842
Operon2733	ALBICJPK_04164	Unknown_Gene	Cluster_38180
Operon2734	ALBICJPK_04165	mgtB	Cluster_3361
Operon2734	ALBICJPK_04166	Unknown_Gene	Cluster_3361
Operon2735	ALBICJPK_04167	nepI_2	Cluster_33536
Operon2736	ALBICJPK_04168	Unknown_Gene	Cluster_57295
Operon2737	ALBICJPK_04169	Unknown_Gene	Cluster_80427
Operon2738	ALBICJPK_04170	Unknown_Gene	Cluster_80427
Operon2739	ALBICJPK_04171	Unknown_Gene	Cluster_132897
Operon2740	ALBICJPK_04172	pstS_2	Cluster_53342
Operon2741	ALBICJPK_04173	pstC	Cluster_138066
Operon2741	ALBICJPK_04174	pstA	Cluster_138066
Operon2742	ALBICJPK_04175	pstB3	Cluster_153934
Operon2743	ALBICJPK_04176	Unknown_Gene	Cluster_121033
Operon2743	ALBICJPK_04177	Unknown_Gene	Cluster_121033
Operon2744	ALBICJPK_04178	Unknown_Gene	Cluster_24375
Operon2745	ALBICJPK_04179	Unknown_Gene	Cluster_89306
Operon2745	ALBICJPK_04180	rcsC_18	Cluster_89306
Operon2746	ALBICJPK_04181	degU_2	Cluster_147654
Operon2747	ALBICJPK_04182	Unknown_Gene	Cluster_29932
Operon2748	ALBICJPK_04183	Unknown_Gene	Cluster_83358
Operon2748	ALBICJPK_04184	lnrL	Cluster_83358
Operon2748	ALBICJPK_04185	Unknown_Gene	Cluster_83358
Operon2748	ALBICJPK_04186	Unknown_Gene	Cluster_83358
Operon2749	ALBICJPK_04187	Unknown_Gene	Cluster_83358
Operon2749	ALBICJPK_04188	exaE	Cluster_83358
Operon2750	ALBICJPK_04189	Unknown_Gene	Cluster_141091
Operon2751	ALBICJPK_04190	qedA_1	Cluster_36662
Operon2752	ALBICJPK_04191	Unknown_Gene	Cluster_36662
Operon2752	ALBICJPK_04192	mltF_3	Cluster_36662
Operon2752	ALBICJPK_04193	Unknown_Gene	Cluster_36662
Operon2752	ALBICJPK_04194	gloB_2	Cluster_36662
Operon2753	ALBICJPK_04195	tycC_2	Cluster_2200
Operon2753	ALBICJPK_04196	Unknown_Gene	Cluster_2200
Operon2753	ALBICJPK_04197	hsaA	Cluster_2200
Operon2753	ALBICJPK_04198	ectC	Cluster_2200
Operon2753	ALBICJPK_04199	Unknown_Gene	Cluster_2200
Operon2754	ALBICJPK_04200	qedA_2	Cluster_76681
Operon2755	ALBICJPK_04201	adh_2	Cluster_29213
Operon2756	ALBICJPK_04202	pqqD_1	Cluster_22782
Operon2757	ALBICJPK_04203	adhB_2	Cluster_124563
Operon2757	ALBICJPK_04204	rcsC_19	Cluster_124563
Operon2758	ALBICJPK_04205	Unknown_Gene	Cluster_12784
Operon2759	ALBICJPK_04206	dsdA	Cluster_36148
Operon2760	ALBICJPK_04207	Unknown_Gene	Cluster_135755
Operon2761	ALBICJPK_04208	Unknown_Gene	Cluster_15953
Operon2761	ALBICJPK_04209	Unknown_Gene	Cluster_15953
Operon2761	ALBICJPK_04210	Unknown_Gene	Cluster_15953
Operon2762	ALBICJPK_04211	yabJ_4	Cluster_147348
Operon2762	ALBICJPK_04212	Unknown_Gene	Cluster_147348
Operon2762	ALBICJPK_04213	Unknown_Gene	Cluster_147348
Operon2762	ALBICJPK_04214	Unknown_Gene	Cluster_147348
Operon2763	ALBICJPK_04215	Unknown_Gene	Cluster_119886
Operon2763	ALBICJPK_04216	gucD	Cluster_119886
Operon2764	ALBICJPK_04217	cynR_3	Cluster_119886
Operon2765	ALBICJPK_04218	metR_2	Cluster_118205
Operon2766	ALBICJPK_04219	hsaB_3	Cluster_56032
Operon2766	ALBICJPK_04220	xecA1	Cluster_56032
Operon2766	ALBICJPK_04221	Unknown_Gene	Cluster_56032
Operon2767	ALBICJPK_04222	PGdx	Cluster_56032
Operon2768	ALBICJPK_04223	tsaR	Cluster_126663
Operon2769	ALBICJPK_04224	Unknown_Gene	Cluster_21425
Operon2770	ALBICJPK_04225	proP_4	Cluster_21425
Operon2770	ALBICJPK_04226	hipO_1	Cluster_21425
Operon2771	ALBICJPK_04227	Unknown_Gene	Cluster_97274
Operon2772	ALBICJPK_04228	Unknown_Gene	Cluster_141134
Operon2772	ALBICJPK_04229	xthA_1	Cluster_141134
Operon2773	ALBICJPK_04230	Unknown_Gene	Cluster_104825
Operon2773	ALBICJPK_04231	menE	Cluster_104825
Operon2773	ALBICJPK_04232	Unknown_Gene	Cluster_104825
Operon2773	ALBICJPK_04233	fabG_7	Cluster_104825
Operon2773	ALBICJPK_04234	Unknown_Gene	Cluster_104825
Operon2773	ALBICJPK_04235	qseB_3	Cluster_104825
Operon2773	ALBICJPK_04236	qseC_2	Cluster_104825
Operon2774	ALBICJPK_04237	arsH	Cluster_31302
Operon2774	ALBICJPK_04238	arsC	Cluster_31302
Operon2774	ALBICJPK_04239	arsB	Cluster_31302
Operon2774	ALBICJPK_04240	Unknown_Gene	Cluster_31302
Operon2775	ALBICJPK_04241	Unknown_Gene	Cluster_31302
Operon2776	ALBICJPK_04242	Unknown_Gene	Cluster_82844
Operon2777	ALBICJPK_04243	Unknown_Gene	Cluster_134218
Operon2778	ALBICJPK_04244	cdhR_8	Cluster_134218
Operon2779	ALBICJPK_04245	Unknown_Gene	Cluster_45138
Operon2780	ALBICJPK_04246	ydaD	Cluster_61741
Operon2781	ALBICJPK_04247	Unknown_Gene	Cluster_61741
Operon2782	ALBICJPK_04248	yhbO_1	Cluster_122368
Operon2783	ALBICJPK_04249	Unknown_Gene	Cluster_120897
Operon2784	ALBICJPK_04250	Unknown_Gene	Cluster_132111
Operon2785	ALBICJPK_04251	Unknown_Gene	Cluster_78821
Operon2786	ALBICJPK_04252	Unknown_Gene	Cluster_78821
Operon2786	ALBICJPK_04253	Unknown_Gene	Cluster_78821
Operon2786	ALBICJPK_04254	Unknown_Gene	Cluster_78821
Operon2786	ALBICJPK_04255	phrB_2	Cluster_78821
Operon2787	ALBICJPK_04256	Unknown_Gene	Cluster_114029
Operon2787	ALBICJPK_04257	Unknown_Gene	Cluster_114029
Operon2787	ALBICJPK_04258	Unknown_Gene	Cluster_114029
Operon2787	ALBICJPK_04259	Unknown_Gene	Cluster_114029
Operon2787	ALBICJPK_04260	Unknown_Gene	Cluster_114029
Operon2787	ALBICJPK_04261	Unknown_Gene	Cluster_114029
Operon2788	ALBICJPK_04262	pfyP_2	Cluster_81102
Operon2789	ALBICJPK_04263	Unknown_Gene	Cluster_81102
Operon2790	ALBICJPK_04264	Unknown_Gene	Cluster_102724
Operon2790	ALBICJPK_04265	Unknown_Gene	Cluster_102724
Operon2791	ALBICJPK_04266	Unknown_Gene	Cluster_131974
Operon2792	ALBICJPK_04267	Unknown_Gene	Cluster_152193
Operon2793	ALBICJPK_04268	Unknown_Gene	Cluster_35543
Operon2794	ALBICJPK_04269	Unknown_Gene	Cluster_113170
Operon2794	ALBICJPK_04270	Unknown_Gene	Cluster_113170
Operon2794	ALBICJPK_04271	Unknown_Gene	Cluster_113170
Operon2794	ALBICJPK_04272	Unknown_Gene	Cluster_113170
Operon2794	ALBICJPK_04273	Unknown_Gene	Cluster_113170
Operon2794	ALBICJPK_04274	Unknown_Gene	Cluster_113170
Operon2794	ALBICJPK_04275	Unknown_Gene	Cluster_113170
Operon2795	ALBICJPK_04276	Unknown_Gene	Cluster_118053
Operon2796	ALBICJPK_04277	speE_2	Cluster_128056
Operon2797	ALBICJPK_04278	Unknown_Gene	Cluster_114603
Operon2798	ALBICJPK_04279	Unknown_Gene	Cluster_114603
Operon2799	ALBICJPK_04280	Unknown_Gene	Cluster_18928
Operon2799	ALBICJPK_04281	Unknown_Gene	Cluster_18928
Operon2800	ALBICJPK_04282	Unknown_Gene	Cluster_18928
Operon2800	ALBICJPK_04283	Unknown_Gene	Cluster_18928
Operon2801	ALBICJPK_04284	Unknown_Gene	Cluster_55002
Operon2802	ALBICJPK_04285	Unknown_Gene	Cluster_63134
Operon2802	ALBICJPK_04286	Unknown_Gene	Cluster_63134
Operon2802	ALBICJPK_04287	Unknown_Gene	Cluster_63134
Operon2802	ALBICJPK_04288	Unknown_Gene	Cluster_63134
Operon2803	ALBICJPK_04289	arfB	Cluster_63134
Operon2804	ALBICJPK_04290	Unknown_Gene	Cluster_4457
Operon2805	ALBICJPK_04291	merR1	Cluster_74740
Operon2806	ALBICJPK_04292	Unknown_Gene	Cluster_43952
Operon2807	ALBICJPK_04293	Unknown_Gene	Cluster_62342
Operon2808	ALBICJPK_04294	nodD2_3	Cluster_57249
Operon2809	ALBICJPK_04295	ppsC_2	Cluster_57249
Operon2810	ALBICJPK_04296	Unknown_Gene	Cluster_10617
Operon2810	ALBICJPK_04297	gabR_3	Cluster_10617
Operon2811	ALBICJPK_04298	fan1	Cluster_85787
Operon2811	ALBICJPK_04299	dinG_4	Cluster_85787
Operon2812	ALBICJPK_04300	Unknown_Gene	Cluster_53681
Operon2813	ALBICJPK_04301	xerC_4	Cluster_53681
Operon2814	ALBICJPK_04302	ureD	Cluster_36458
Operon2814	ALBICJPK_04303	ureA	Cluster_36458
Operon2814	ALBICJPK_04304	ureB	Cluster_36458
Operon2814	ALBICJPK_04305	ureC	Cluster_36458
Operon2814	ALBICJPK_04306	ureE	Cluster_36458
Operon2814	ALBICJPK_04307	Unknown_Gene	Cluster_36458
Operon2814	ALBICJPK_04308	ureF	Cluster_36458
Operon2814	ALBICJPK_04309	ureG	Cluster_36458
Operon2815	ALBICJPK_04310	Unknown_Gene	Cluster_121034
Operon2816	ALBICJPK_04311	mdoB	Cluster_92897
Operon2817	ALBICJPK_04312	Unknown_Gene	Cluster_156758
Operon2817	ALBICJPK_04313	Unknown_Gene	Cluster_156758
Operon2817	ALBICJPK_04314	lagD	Cluster_156758
Operon2818	ALBICJPK_04315	Unknown_Gene	Cluster_154526
Operon2818	ALBICJPK_04316	Unknown_Gene	Cluster_154526
Operon2818	ALBICJPK_04317	Unknown_Gene	Cluster_154526
Operon2819	ALBICJPK_04318	Unknown_Gene	Cluster_44617
Operon2819	ALBICJPK_04319	pnuC	Cluster_44617
Operon2820	ALBICJPK_04320	mcpP	Cluster_31936
Operon2821	ALBICJPK_04321	uppP	Cluster_31936
Operon2821	ALBICJPK_04322	Unknown_Gene	Cluster_31936
Operon2822	ALBICJPK_04323	Unknown_Gene	Cluster_87679
Operon2822	ALBICJPK_04324	dmlR_17	Cluster_87679
Operon2823	ALBICJPK_04325	azoR1_2	Cluster_87679
Operon2824	ALBICJPK_04326	Unknown_Gene	Cluster_130718
Operon2825	ALBICJPK_04327	puuR_2	Cluster_161756
Operon2825	ALBICJPK_04328	Unknown_Gene	Cluster_161756
Operon2826	ALBICJPK_04329	Unknown_Gene	Cluster_69697
Operon2826	ALBICJPK_04330	mtnB	Cluster_69697
Operon2827	ALBICJPK_04331	eamA	Cluster_76157
Operon2828	ALBICJPK_04332	Unknown_Gene	Cluster_137429
Operon2829	ALBICJPK_04333	Unknown_Gene	Cluster_90554
Operon2830	ALBICJPK_04334	Unknown_Gene	Cluster_87565
Operon2831	ALBICJPK_04335	Unknown_Gene	Cluster_28178
Operon2832	ALBICJPK_04336	ampC	Cluster_103468
Operon2833	ALBICJPK_04337	Unknown_Gene	Cluster_103468
Operon2834	ALBICJPK_04338	Unknown_Gene	Cluster_124564
Operon2834	ALBICJPK_04339	Unknown_Gene	Cluster_124564
Operon2835	ALBICJPK_04340	fabG_8	Cluster_124564
Operon2835	ALBICJPK_04341	nsaD	Cluster_124564
Operon2836	ALBICJPK_04342	Unknown_Gene	Cluster_129969
Operon2836	ALBICJPK_04343	puuR_3	Cluster_129969
Operon2837	ALBICJPK_04344	yfcJ	Cluster_129176
Operon2838	ALBICJPK_04345	Unknown_Gene	Cluster_95818
Operon2838	ALBICJPK_04346	srpA	Cluster_95818
Operon2839	ALBICJPK_04347	sigR	Cluster_95818
Operon2839	ALBICJPK_04348	Unknown_Gene	Cluster_95818
Operon2840	ALBICJPK_04349	xthA_2	Cluster_76764
Operon2841	ALBICJPK_04350	Unknown_Gene	Cluster_76764
Operon2841	ALBICJPK_04351	tamA	Cluster_76764
Operon2841	ALBICJPK_04352	tamB	Cluster_76764
Operon2842	ALBICJPK_04353	Unknown_Gene	Cluster_134364
Operon2843	ALBICJPK_04354	Unknown_Gene	Cluster_144236
Operon2844	ALBICJPK_04355	Unknown_Gene	Cluster_42920
Operon2845	ALBICJPK_04356	Unknown_Gene	Cluster_81250
Operon2846	ALBICJPK_04357	Unknown_Gene	Cluster_81250
Operon2847	ALBICJPK_04358	Unknown_Gene	Cluster_60784
Operon2848	ALBICJPK_04359	pvdQ	Cluster_60784
Operon2849	ALBICJPK_04360	lpxH_2	Cluster_78927
Operon2849	ALBICJPK_04361	Unknown_Gene	Cluster_78927
Operon2850	ALBICJPK_04362	glnS	Cluster_78927
Operon2850	ALBICJPK_04363	cysS	Cluster_78927
Operon2851	ALBICJPK_04364	sasA_15	Cluster_135020
Operon2851	ALBICJPK_04365	cusR	Cluster_135020
Operon2852	ALBICJPK_04366	glaR	Cluster_60936
Operon2853	ALBICJPK_04367	glaH	Cluster_60936
Operon2854	ALBICJPK_04368	lhgD	Cluster_106942
Operon2855	ALBICJPK_04369	gabP_4	Cluster_82262
Operon2856	ALBICJPK_04370	Unknown_Gene	Cluster_125946
Operon2857	ALBICJPK_04371	hemB_1	Cluster_61235
Operon2858	ALBICJPK_04372	proP_5	Cluster_78547
Operon2859	ALBICJPK_04373	Unknown_Gene	Cluster_71419
Operon2859	ALBICJPK_04374	ribC	Cluster_71419
Operon2860	ALBICJPK_04375	Unknown_Gene	Cluster_62806
Operon2861	ALBICJPK_04376	gltR_3	Cluster_101420
Operon2862	ALBICJPK_04377	pxpA	Cluster_101420
Operon2863	ALBICJPK_04378	Unknown_Gene	Cluster_122369
Operon2863	ALBICJPK_04379	pxpC_2	Cluster_122369
Operon2864	ALBICJPK_04380	Unknown_Gene	Cluster_89201
Operon2864	ALBICJPK_04381	Unknown_Gene	Cluster_89201
Operon2865	ALBICJPK_04382	ywqF	Cluster_44878
Operon2866	ALBICJPK_04383	tam_2	Cluster_44878
Operon2867	ALBICJPK_04384	Unknown_Gene	Cluster_132129
Operon2868	ALBICJPK_04385	nspC	Cluster_66277
Operon2869	ALBICJPK_04386	psdht	Cluster_129314
Operon2869	ALBICJPK_04387	dauR_1	Cluster_129314
Operon2870	ALBICJPK_04388	QRSL1	Cluster_63135
Operon2871	ALBICJPK_04389	yghU	Cluster_108215
Operon2872	ALBICJPK_04390	yhhS_2	Cluster_69430
Operon2873	ALBICJPK_04391	ybiT	Cluster_12038
Operon2874	ALBICJPK_04392	Unknown_Gene	Cluster_4265
Operon2874	ALBICJPK_04393	yefM	Cluster_4265
Operon2875	ALBICJPK_04394	Unknown_Gene	Cluster_4265
Operon2876	ALBICJPK_04395	Unknown_Gene	Cluster_99847
Operon2877	ALBICJPK_04396	Unknown_Gene	Cluster_130233
Operon2878	ALBICJPK_04397	tyrS_2	Cluster_54404
Operon2879	ALBICJPK_04398	mepM	Cluster_54404
Operon2879	ALBICJPK_04399	anmK	Cluster_54404
