GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2071
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	OMAKBKMK_00001	fatA	Cluster_100869
Operon2389	OMAKBKMK_03672	galE_2	Cluster_134501
Operon2390	OMAKBKMK_03673	Unknown_Gene	Cluster_121247
Operon2390	OMAKBKMK_03674	Unknown_Gene	Cluster_121247
Operon2391	OMAKBKMK_03675	Unknown_Gene	Cluster_121247
Operon2392	OMAKBKMK_03676	Unknown_Gene	Cluster_139797
Operon2392	OMAKBKMK_03677	betA_2	Cluster_139797
Operon2392	OMAKBKMK_03678	dapH_1	Cluster_139797
Operon2392	OMAKBKMK_03679	Unknown_Gene	Cluster_139797
Operon2392	OMAKBKMK_03680	dapH_2	Cluster_139797
Operon2393	OMAKBKMK_03681	Unknown_Gene	Cluster_145376
Operon2393	OMAKBKMK_03682	Unknown_Gene	Cluster_145376
Operon2394	OMAKBKMK_03683	mshA_6	Cluster_131604
Operon2394	OMAKBKMK_03684	Unknown_Gene	Cluster_131604
Operon2394	OMAKBKMK_03685	Unknown_Gene	Cluster_131604
Operon2395	OMAKBKMK_03686	wcaJ	Cluster_71979
Operon2395	OMAKBKMK_03687	eptC	Cluster_71979
Operon2396	OMAKBKMK_03688	gcvA_9	Cluster_85891
Operon2397	OMAKBKMK_03689	sdaB	Cluster_85891
Operon2398	OMAKBKMK_03690	puuB_5	Cluster_142160
Operon2398	OMAKBKMK_03691	spuE_2	Cluster_142160
Operon2399	OMAKBKMK_03692	puuA_5	Cluster_83546
Operon2400	OMAKBKMK_03693	Unknown_Gene	Cluster_83546
Operon2401	OMAKBKMK_03694	Unknown_Gene	Cluster_147034
Operon2402	OMAKBKMK_03695	sad	Cluster_111906
Operon2403	OMAKBKMK_03696	gltR_4	Cluster_111906
Operon2404	OMAKBKMK_03697	pagL_2	Cluster_81840
Operon2405	OMAKBKMK_03698	cntO_3	Cluster_59283
Operon2406	OMAKBKMK_03699	uspE_4	Cluster_79048
Operon2407	OMAKBKMK_03700	hisN	Cluster_79048
Operon2408	OMAKBKMK_03701	Unknown_Gene	Cluster_106427
Operon2409	OMAKBKMK_03702	Unknown_Gene	Cluster_29846
Operon2410	OMAKBKMK_03703	rhaS_8	Cluster_29846
Operon2411	OMAKBKMK_03704	mmgC_3	Cluster_35416
Operon2411	OMAKBKMK_03705	menB_1	Cluster_35416
Operon2412	OMAKBKMK_03706	madA	Cluster_35416
Operon2412	OMAKBKMK_03707	citG	Cluster_35416
Operon2412	OMAKBKMK_03708	mdcC	Cluster_35416
Operon2412	OMAKBKMK_03709	madC	Cluster_35416
Operon2412	OMAKBKMK_03710	Unknown_Gene	Cluster_35416
Operon2412	OMAKBKMK_03711	mdcG	Cluster_35416
Operon2412	OMAKBKMK_03712	fabD_2	Cluster_35416
Operon2413	OMAKBKMK_03713	Unknown_Gene	Cluster_144078
Operon2413	OMAKBKMK_03714	Unknown_Gene	Cluster_144078
Operon2414	OMAKBKMK_03715	gltC_3	Cluster_100868
Operon2415	OMAKBKMK_03716	Unknown_Gene	Cluster_100868
Operon2416	OMAKBKMK_03717	puuC_2	Cluster_139061
Operon2416	OMAKBKMK_03718	spuC_2	Cluster_139061
Operon2417	OMAKBKMK_03719	rlhA_1	Cluster_81211
Operon2418	OMAKBKMK_03720	rutC_2	Cluster_82390
Operon2419	OMAKBKMK_03721	trmK	Cluster_82390
Operon2420	OMAKBKMK_03722	Unknown_Gene	Cluster_99942
Operon2421	OMAKBKMK_03723	dmlR_15	Cluster_99942
Operon2422	OMAKBKMK_03724	Unknown_Gene	Cluster_60090
Operon2423	OMAKBKMK_03725	Unknown_Gene	Cluster_108290
Operon2424	OMAKBKMK_03726	Unknown_Gene	Cluster_133757
Operon2424	OMAKBKMK_03727	crcB_2	Cluster_133757
Operon2425	OMAKBKMK_03728	Unknown_Gene	Cluster_113496
Operon2426	OMAKBKMK_03729	Unknown_Gene	Cluster_161257
Operon2426	OMAKBKMK_03730	ydaD	Cluster_161257
Operon2427	OMAKBKMK_03731	Unknown_Gene	Cluster_62139
Operon2428	OMAKBKMK_03732	Unknown_Gene	Cluster_83518
Operon2429	OMAKBKMK_03733	paoC	Cluster_75927
Operon2429	OMAKBKMK_03734	paoB	Cluster_75927
Operon2429	OMAKBKMK_03735	paoA	Cluster_75927
Operon2430	OMAKBKMK_03736	focA	Cluster_14181
Operon2431	OMAKBKMK_03737	Unknown_Gene	Cluster_14181
Operon2432	OMAKBKMK_03738	Unknown_Gene	Cluster_130889
Operon2432	OMAKBKMK_03739	Unknown_Gene	Cluster_130889
Operon2433	OMAKBKMK_03740	Unknown_Gene	Cluster_48489
Operon2434	OMAKBKMK_03741	Unknown_Gene	Cluster_48489
Operon2435	OMAKBKMK_03742	Unknown_Gene	Cluster_79067
Operon2436	OMAKBKMK_03743	bamA_3	Cluster_55072
Operon2437	OMAKBKMK_03744	cpxR_2	Cluster_55072
Operon2437	OMAKBKMK_03745	sasA_12	Cluster_55072
Operon2438	OMAKBKMK_03746	Unknown_Gene	Cluster_98127
Operon2439	OMAKBKMK_03747	hdfR_5	Cluster_166527
Operon2440	OMAKBKMK_03748	Unknown_Gene	Cluster_166527
Operon2440	OMAKBKMK_03749	gudP_4	Cluster_166527
Operon2440	OMAKBKMK_03750	LRA5	Cluster_166527
Operon2440	OMAKBKMK_03751	Unknown_Gene	Cluster_166527
Operon2441	OMAKBKMK_03752	Unknown_Gene	Cluster_25577
Operon2442	OMAKBKMK_03753	Unknown_Gene	Cluster_25577
Operon2443	OMAKBKMK_03754	Unknown_Gene	Cluster_92544
Operon2444	OMAKBKMK_03755	pucA	Cluster_38869
Operon2444	OMAKBKMK_03756	adhB	Cluster_38869
Operon2444	OMAKBKMK_03757	iorB	Cluster_38869
Operon2444	OMAKBKMK_03758	iorA	Cluster_38869
Operon2445	OMAKBKMK_03759	ycaO	Cluster_38869
Operon2445	OMAKBKMK_03760	Unknown_Gene	Cluster_38869
Operon2446	OMAKBKMK_03761	Unknown_Gene	Cluster_68997
Operon2447	OMAKBKMK_03762	Unknown_Gene	Cluster_68997
Operon2447	OMAKBKMK_03763	Unknown_Gene	Cluster_68997
Operon2448	OMAKBKMK_03764	Unknown_Gene	Cluster_133389
Operon2449	OMAKBKMK_03765	Unknown_Gene	Cluster_76398
Operon2450	OMAKBKMK_03766	pcpR_3	Cluster_74653
Operon2451	OMAKBKMK_03767	Unknown_Gene	Cluster_74653
Operon2452	OMAKBKMK_03768	Unknown_Gene	Cluster_111014
Operon2452	OMAKBKMK_03769	dmlR_16	Cluster_111014
Operon2453	OMAKBKMK_03770	Unknown_Gene	Cluster_134502
Operon2454	OMAKBKMK_03771	Unknown_Gene	Cluster_51355
Operon2455	OMAKBKMK_03772	lutR_3	Cluster_51355
Operon2456	OMAKBKMK_03773	Unknown_Gene	Cluster_105053
Operon2457	OMAKBKMK_03774	garD	Cluster_133090
Operon2458	OMAKBKMK_03775	gudP_5	Cluster_114660
Operon2459	OMAKBKMK_03776	Unknown_Gene	Cluster_20830
Operon2460	OMAKBKMK_03777	puuD_2	Cluster_31556
Operon2461	OMAKBKMK_03778	glnQ_6	Cluster_68701
Operon2461	OMAKBKMK_03779	dadA1_3	Cluster_68701
Operon2461	OMAKBKMK_03780	occM_3	Cluster_68701
Operon2461	OMAKBKMK_03781	hisQ_2	Cluster_68701
Operon2462	OMAKBKMK_03782	argT_2	Cluster_88280
Operon2462	OMAKBKMK_03783	Unknown_Gene	Cluster_88280
Operon2463	OMAKBKMK_03784	dpkA	Cluster_88280
Operon2464	OMAKBKMK_03785	tyrB_2	Cluster_96055
Operon2465	OMAKBKMK_03786	sdaC	Cluster_39942
Operon2466	OMAKBKMK_03787	tpx	Cluster_73371
Operon2467	OMAKBKMK_03788	mdtA_5	Cluster_29095
Operon2467	OMAKBKMK_03789	mdtB_3	Cluster_29095
Operon2467	OMAKBKMK_03790	mdtC	Cluster_29095
Operon2467	OMAKBKMK_03791	oprM_2	Cluster_29095
Operon2468	OMAKBKMK_03792	Unknown_Gene	Cluster_41445
Operon2469	OMAKBKMK_03793	Unknown_Gene	Cluster_33053
Operon2470	OMAKBKMK_03794	aruH	Cluster_33053
Operon2471	OMAKBKMK_03795	xerC_3	Cluster_98128
Operon2472	OMAKBKMK_03796	epsF_1	Cluster_63310
Operon2472	OMAKBKMK_03797	xcpT_1	Cluster_63310
Operon2473	OMAKBKMK_03798	mltF_4	Cluster_63310
Operon2474	OMAKBKMK_03799	sasA_13	Cluster_110586
Operon2475	OMAKBKMK_03800	sasA_14	Cluster_35206
Operon2475	OMAKBKMK_03801	atoC_2	Cluster_35206
Operon2476	OMAKBKMK_03802	Unknown_Gene	Cluster_128136
Operon2477	OMAKBKMK_03803	gntT	Cluster_107166
Operon2478	OMAKBKMK_03804	Unknown_Gene	Cluster_56562
Operon2479	OMAKBKMK_03805	gntR_2	Cluster_56562
Operon2480	OMAKBKMK_03806	bdlA_3	Cluster_98867
Operon2481	OMAKBKMK_03807	rcsC_10	Cluster_50367
Operon2481	OMAKBKMK_03808	bvgA_3	Cluster_50367
Operon2482	OMAKBKMK_03809	Unknown_Gene	Cluster_141305
Operon2483	OMAKBKMK_03810	cobM	Cluster_167288
Operon2483	OMAKBKMK_03811	Unknown_Gene	Cluster_167288
Operon2483	OMAKBKMK_03812	Unknown_Gene	Cluster_167288
Operon2483	OMAKBKMK_03813	Unknown_Gene	Cluster_167288
Operon2484	OMAKBKMK_03814	Unknown_Gene	Cluster_168464
Operon2485	OMAKBKMK_03815	Unknown_Gene	Cluster_168464
Operon2485	OMAKBKMK_03816	cobN	Cluster_168464
Operon2485	OMAKBKMK_03817	Unknown_Gene	Cluster_168464
Operon2485	OMAKBKMK_03818	Unknown_Gene	Cluster_168464
Operon2486	OMAKBKMK_03819	Unknown_Gene	Cluster_25525
Operon2487	OMAKBKMK_03820	atoC_3	Cluster_25525
Operon2488	OMAKBKMK_03821	mdoB_2	Cluster_92958
Operon2489	OMAKBKMK_03822	Unknown_Gene	Cluster_155728
Operon2489	OMAKBKMK_03823	Unknown_Gene	Cluster_155728
Operon2489	OMAKBKMK_03824	Unknown_Gene	Cluster_155728
Operon2490	OMAKBKMK_03825	Unknown_Gene	Cluster_152689
Operon2490	OMAKBKMK_03826	Unknown_Gene	Cluster_152689
Operon2490	OMAKBKMK_03827	Unknown_Gene	Cluster_152689
Operon2491	OMAKBKMK_03828	Unknown_Gene	Cluster_100201
Operon2491	OMAKBKMK_03829	pnuC	Cluster_100201
Operon2492	OMAKBKMK_03830	mcpP	Cluster_32069
Operon2493	OMAKBKMK_03831	uppP	Cluster_32069
Operon2493	OMAKBKMK_03832	Unknown_Gene	Cluster_32069
Operon2494	OMAKBKMK_03833	Unknown_Gene	Cluster_93195
Operon2494	OMAKBKMK_03834	dmlR_17	Cluster_93195
Operon2495	OMAKBKMK_03835	azoR1	Cluster_93195
Operon2496	OMAKBKMK_03836	yhhS_2	Cluster_65494
Operon2497	OMAKBKMK_03837	ybiT	Cluster_18436
Operon2498	OMAKBKMK_03838	Unknown_Gene	Cluster_37713
Operon2498	OMAKBKMK_03839	yedK_1	Cluster_37713
Operon2499	OMAKBKMK_03840	cmpR_7	Cluster_109176
Operon2500	OMAKBKMK_03841	ptxB_1	Cluster_109176
Operon2500	OMAKBKMK_03842	glnQ_7	Cluster_109176
Operon2500	OMAKBKMK_03843	phnE_2	Cluster_109176
Operon2501	OMAKBKMK_03844	mdh	Cluster_39327
Operon2502	OMAKBKMK_03845	glpT	Cluster_108150
Operon2502	OMAKBKMK_03846	Unknown_Gene	Cluster_108150
Operon2503	OMAKBKMK_03847	phnX_2	Cluster_29823
Operon2504	OMAKBKMK_03848	phnA	Cluster_133454
Operon2505	OMAKBKMK_03849	nicP_8	Cluster_30822
Operon2506	OMAKBKMK_03850	cmpR_8	Cluster_45721
Operon2507	OMAKBKMK_03851	adh_2	Cluster_60710
Operon2508	OMAKBKMK_03852	pctB	Cluster_128532
Operon2508	OMAKBKMK_03853	mcpU_2	Cluster_128532
Operon2509	OMAKBKMK_03854	acs_2	Cluster_137934
Operon2510	OMAKBKMK_03855	Unknown_Gene	Cluster_25686
Operon2510	OMAKBKMK_03856	Unknown_Gene	Cluster_25686
Operon2511	OMAKBKMK_03857	dmlR_18	Cluster_66594
Operon2512	OMAKBKMK_03858	ttuC'	Cluster_66594
Operon2513	OMAKBKMK_03859	dctA_1	Cluster_111137
Operon2513	OMAKBKMK_03860	ttdA	Cluster_111137
Operon2513	OMAKBKMK_03861	ttdB	Cluster_111137
Operon2514	OMAKBKMK_03862	Unknown_Gene	Cluster_40296
Operon2515	OMAKBKMK_03863	Unknown_Gene	Cluster_82938
Operon2516	OMAKBKMK_03864	Unknown_Gene	Cluster_116021
Operon2517	OMAKBKMK_03865	Unknown_Gene	Cluster_40425
Operon2518	OMAKBKMK_03866	Unknown_Gene	Cluster_110623
Operon2519	OMAKBKMK_03867	Unknown_Gene	Cluster_60506
Operon2520	OMAKBKMK_03868	Unknown_Gene	Cluster_60506
Operon2521	OMAKBKMK_03869	ogt	Cluster_127507
Operon2522	OMAKBKMK_03870	Unknown_Gene	Cluster_45846
Operon2522	OMAKBKMK_03871	nadE_2	Cluster_45846
Operon2523	OMAKBKMK_03872	pphB	Cluster_45846
Operon2524	OMAKBKMK_03873	rhtC	Cluster_132368
Operon2525	OMAKBKMK_03874	rhaR_2	Cluster_95301
Operon2526	OMAKBKMK_03875	rhtB_2	Cluster_95301
Operon2527	OMAKBKMK_03876	ppiC_1	Cluster_163724
Operon2527	OMAKBKMK_03877	acsA_2	Cluster_163724
Operon2528	OMAKBKMK_03878	eco	Cluster_150271
Operon2529	OMAKBKMK_03879	bdhA	Cluster_52286
Operon2529	OMAKBKMK_03880	Unknown_Gene	Cluster_52286
Operon2530	OMAKBKMK_03881	norR_3	Cluster_164250
Operon2530	OMAKBKMK_03882	yejE_2	Cluster_164250
Operon2530	OMAKBKMK_03883	yejB_2	Cluster_164250
Operon2530	OMAKBKMK_03884	Unknown_Gene	Cluster_164250
Operon2530	OMAKBKMK_03885	ppiC_2	Cluster_164250
Operon2531	OMAKBKMK_03886	aroF_1	Cluster_154020
Operon2532	OMAKBKMK_03887	Unknown_Gene	Cluster_89021
Operon2533	OMAKBKMK_03888	Unknown_Gene	Cluster_62889
Operon2534	OMAKBKMK_03889	cbdA	Cluster_62889
Operon2534	OMAKBKMK_03890	cbdB	Cluster_62889
Operon2535	OMAKBKMK_03891	benC	Cluster_138264
Operon2536	OMAKBKMK_03892	lvr	Cluster_73910
Operon2537	OMAKBKMK_03893	pcaK_3	Cluster_151038
Operon2537	OMAKBKMK_03894	catB	Cluster_151038
Operon2537	OMAKBKMK_03895	catC	Cluster_151038
Operon2537	OMAKBKMK_03896	catA	Cluster_151038
Operon2538	OMAKBKMK_03897	ydcO_2	Cluster_98129
Operon2539	OMAKBKMK_03898	nicP_9	Cluster_151413
Operon2540	OMAKBKMK_03899	Unknown_Gene	Cluster_120529
Operon2541	OMAKBKMK_03900	Unknown_Gene	Cluster_153658
Operon2542	OMAKBKMK_03901	dmlR_19	Cluster_140525
Operon2543	OMAKBKMK_03902	nemA_2	Cluster_26169
Operon2544	OMAKBKMK_03903	qgdA	Cluster_26169
Operon2544	OMAKBKMK_03904	aldA_2	Cluster_26169
Operon2545	OMAKBKMK_03905	acoR_2	Cluster_121873
Operon2546	OMAKBKMK_03906	hcaD	Cluster_54308
Operon2547	OMAKBKMK_03907	cdaR	Cluster_54308
Operon2548	OMAKBKMK_03908	garK	Cluster_108525
Operon2549	OMAKBKMK_03909	Unknown_Gene	Cluster_32645
Operon2549	OMAKBKMK_03910	Unknown_Gene	Cluster_32645
Operon2549	OMAKBKMK_03911	Unknown_Gene	Cluster_32645
Operon2549	OMAKBKMK_03912	Unknown_Gene	Cluster_32645
Operon2549	OMAKBKMK_03913	Unknown_Gene	Cluster_32645
Operon2549	OMAKBKMK_03914	cnbH	Cluster_32645
Operon2549	OMAKBKMK_03915	asnO	Cluster_32645
Operon2550	OMAKBKMK_03916	hdfR_6	Cluster_38159
Operon2551	OMAKBKMK_03917	vgb	Cluster_38159
Operon2552	OMAKBKMK_03918	xerC_4	Cluster_143776
Operon2553	OMAKBKMK_03919	ptxB_2	Cluster_19161
Operon2553	OMAKBKMK_03920	Unknown_Gene	Cluster_19161
Operon2554	OMAKBKMK_03921	Unknown_Gene	Cluster_19161
Operon2554	OMAKBKMK_03922	tenA	Cluster_19161
Operon2555	OMAKBKMK_03923	betP	Cluster_54309
Operon2556	OMAKBKMK_03924	Unknown_Gene	Cluster_133790
Operon2556	OMAKBKMK_03925	tdcB	Cluster_133790
Operon2557	OMAKBKMK_03926	dauR	Cluster_36247
Operon2558	OMAKBKMK_03927	Unknown_Gene	Cluster_36247
Operon2559	OMAKBKMK_03928	Unknown_Gene	Cluster_66373
Operon2559	OMAKBKMK_03929	Unknown_Gene	Cluster_66373
Operon2560	OMAKBKMK_03930	Unknown_Gene	Cluster_66373
Operon2560	OMAKBKMK_03931	xthA_1	Cluster_66373
Operon2560	OMAKBKMK_03932	Unknown_Gene	Cluster_66373
Operon2561	OMAKBKMK_03933	mgtC	Cluster_18181
Operon2562	OMAKBKMK_03934	Unknown_Gene	Cluster_18181
Operon2563	OMAKBKMK_03935	panS	Cluster_62885
Operon2564	OMAKBKMK_03936	yfeX	Cluster_62885
Operon2565	OMAKBKMK_03937	Unknown_Gene	Cluster_124748
Operon2565	OMAKBKMK_03938	Unknown_Gene	Cluster_124748
Operon2566	OMAKBKMK_03939	Unknown_Gene	Cluster_109921
Operon2567	OMAKBKMK_03940	Unknown_Gene	Cluster_142161
Operon2567	OMAKBKMK_03941	Unknown_Gene	Cluster_142161
Operon2567	OMAKBKMK_03942	prmC_2	Cluster_142161
Operon2568	OMAKBKMK_03943	mtnN	Cluster_117712
Operon2569	OMAKBKMK_03944	Unknown_Gene	Cluster_101560
Operon2569	OMAKBKMK_03945	ku	Cluster_101560
Operon2570	OMAKBKMK_03946	Unknown_Gene	Cluster_82939
Operon2570	OMAKBKMK_03947	Unknown_Gene	Cluster_82939
Operon2570	OMAKBKMK_03948	Unknown_Gene	Cluster_82939
Operon2570	OMAKBKMK_03949	Unknown_Gene	Cluster_82939
Operon2570	OMAKBKMK_03950	ligD	Cluster_82939
Operon2571	OMAKBKMK_03951	Unknown_Gene	Cluster_82939
Operon2571	OMAKBKMK_03952	Unknown_Gene	Cluster_82939
Operon2572	OMAKBKMK_03953	Unknown_Gene	Cluster_56563
Operon2572	OMAKBKMK_03954	ybhN	Cluster_56563
Operon2572	OMAKBKMK_03955	clsB	Cluster_56563
Operon2572	OMAKBKMK_03956	Unknown_Gene	Cluster_56563
Operon2572	OMAKBKMK_03957	Unknown_Gene	Cluster_56563
Operon2573	OMAKBKMK_03958	clpP_1	Cluster_56563
Operon2574	OMAKBKMK_03959	Unknown_Gene	Cluster_72922
Operon2575	OMAKBKMK_03960	Unknown_Gene	Cluster_146225
Operon2576	OMAKBKMK_03961	Unknown_Gene	Cluster_115676
Operon2577	OMAKBKMK_03962	Unknown_Gene	Cluster_40665
Operon2578	OMAKBKMK_03963	Unknown_Gene	Cluster_22879
Operon2579	OMAKBKMK_03964	Unknown_Gene	Cluster_22879
Operon2580	OMAKBKMK_03965	xerC_5	NO_CLUSTER_ASSOCIATION_FOUND
Operon2581	OMAKBKMK_03966	Unknown_Gene	Cluster_6408
Operon2582	OMAKBKMK_03967	Unknown_Gene	Cluster_19714
Operon2583	OMAKBKMK_03968	nfrA1	Cluster_58419
Operon2584	OMAKBKMK_03969	Unknown_Gene	Cluster_58419
Operon2585	OMAKBKMK_03970	Unknown_Gene	Cluster_42383
Operon2586	OMAKBKMK_03971	Unknown_Gene	Cluster_42383
Operon2587	OMAKBKMK_03972	Unknown_Gene	Cluster_34143
Operon2588	OMAKBKMK_03973	Unknown_Gene	Cluster_550
Operon2589	OMAKBKMK_03974	Unknown_Gene	Cluster_48392
Operon2589	OMAKBKMK_03975	Unknown_Gene	Cluster_48392
Operon2590	OMAKBKMK_03976	Unknown_Gene	Cluster_187
Operon2591	OMAKBKMK_03977	Unknown_Gene	Cluster_187
Operon2592	OMAKBKMK_03978	yajO_1	Cluster_27031
Operon2593	OMAKBKMK_03979	Unknown_Gene	Cluster_135745
Operon2594	OMAKBKMK_03980	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2595	OMAKBKMK_03981	Unknown_Gene	Cluster_45489
Operon2596	OMAKBKMK_03982	dmlR_20	Cluster_76215
Operon2597	OMAKBKMK_03983	ppsC	Cluster_76215
Operon2598	OMAKBKMK_03984	Unknown_Gene	Cluster_131398
Operon2599	OMAKBKMK_03985	Unknown_Gene	Cluster_78922
Operon2599	OMAKBKMK_03986	Unknown_Gene	Cluster_78922
Operon2600	OMAKBKMK_03987	abaF_3	Cluster_41358
Operon2601	OMAKBKMK_03988	fabG_6	Cluster_131399
Operon2601	OMAKBKMK_03989	crt_1	Cluster_131399
Operon2602	OMAKBKMK_03990	betI_2	Cluster_131399
Operon2603	OMAKBKMK_03991	xecD	Cluster_143492
Operon2603	OMAKBKMK_03992	fadK	Cluster_143492
Operon2604	OMAKBKMK_03993	paaH	Cluster_54368
Operon2604	OMAKBKMK_03994	qorA_4	Cluster_54368
Operon2604	OMAKBKMK_03995	uctC_2	Cluster_54368
Operon2604	OMAKBKMK_03996	fadJ_2	Cluster_54368
Operon2604	OMAKBKMK_03997	Unknown_Gene	Cluster_54368
Operon2604	OMAKBKMK_03998	mmgC_4	Cluster_54368
Operon2604	OMAKBKMK_03999	menB_2	Cluster_54368
Operon2604	OMAKBKMK_04000	uctC_3	Cluster_54368
Operon2605	OMAKBKMK_04001	norR_4	Cluster_54368
Operon2606	OMAKBKMK_04002	dauE	Cluster_50261
Operon2607	OMAKBKMK_04003	rhaS_9	Cluster_50261
Operon2608	OMAKBKMK_04004	quiA_2	Cluster_1352
Operon2609	OMAKBKMK_04005	Unknown_Gene	Cluster_36190
Operon2610	OMAKBKMK_04006	oprD_6	Cluster_138061
Operon2611	OMAKBKMK_04007	tesB_2	Cluster_40837
Operon2611	OMAKBKMK_04008	nemA_3	Cluster_40837
Operon2611	OMAKBKMK_04009	crt_2	Cluster_40837
Operon2611	OMAKBKMK_04010	lcfB_2	Cluster_40837
Operon2612	OMAKBKMK_04011	gno	Cluster_40837
Operon2612	OMAKBKMK_04012	kstR2	Cluster_40837
Operon2613	OMAKBKMK_04013	yngG_1	Cluster_61590
Operon2613	OMAKBKMK_04014	Unknown_Gene	Cluster_61590
Operon2613	OMAKBKMK_04015	accA1_1	Cluster_61590
Operon2614	OMAKBKMK_04016	echA8_2	Cluster_61590
Operon2614	OMAKBKMK_04017	Unknown_Gene	Cluster_61590
Operon2614	OMAKBKMK_04018	yngHB	Cluster_61590
Operon2614	OMAKBKMK_04019	Unknown_Gene	Cluster_61590
Operon2615	OMAKBKMK_04020	nicT_2	Cluster_138062
Operon2616	OMAKBKMK_04021	nemA_4	Cluster_88131
Operon2617	OMAKBKMK_04022	dmlR_21	Cluster_88131
Operon2618	OMAKBKMK_04023	oprD_7	Cluster_30537
Operon2619	OMAKBKMK_04024	pcaK_4	Cluster_11708
Operon2620	OMAKBKMK_04025	Unknown_Gene	Cluster_17014
Operon2621	OMAKBKMK_04026	dmlR_22	Cluster_106248
Operon2622	OMAKBKMK_04027	mdtG	Cluster_106248
Operon2622	OMAKBKMK_04028	Unknown_Gene	Cluster_106248
Operon2623	OMAKBKMK_04029	pcaK_5	Cluster_155281
Operon2623	OMAKBKMK_04030	nagL_2	Cluster_155281
Operon2623	OMAKBKMK_04031	Unknown_Gene	Cluster_155281
Operon2623	OMAKBKMK_04032	hmgA_2	Cluster_155281
Operon2624	OMAKBKMK_04033	Unknown_Gene	Cluster_4745
Operon2625	OMAKBKMK_04034	Unknown_Gene	Cluster_1970
Operon2626	OMAKBKMK_04035	Unknown_Gene	Cluster_7445
Operon2627	OMAKBKMK_04036	Unknown_Gene	Cluster_10138
Operon2628	OMAKBKMK_04037	Unknown_Gene	Cluster_14658
Operon2629	OMAKBKMK_04038	Unknown_Gene	Cluster_14658
Operon2630	OMAKBKMK_04039	Unknown_Gene	Cluster_56104
Operon2631	OMAKBKMK_04040	Unknown_Gene	Cluster_111138
Operon2631	OMAKBKMK_04041	Unknown_Gene	Cluster_111138
Operon2632	OMAKBKMK_04042	Unknown_Gene	Cluster_26712
Operon2632	OMAKBKMK_04043	Unknown_Gene	Cluster_26712
Operon2633	OMAKBKMK_04044	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2634	OMAKBKMK_04045	kgtP_3	Cluster_36436
Operon2635	OMAKBKMK_04046	cynR_2	Cluster_69518
Operon2636	OMAKBKMK_04047	dctA_2	Cluster_12361
Operon2637	OMAKBKMK_04048	Unknown_Gene	Cluster_12361
Operon2637	OMAKBKMK_04049	Unknown_Gene	Cluster_12361
Operon2638	OMAKBKMK_04050	Unknown_Gene	Cluster_136648
Operon2639	OMAKBKMK_04051	frc	Cluster_150249
Operon2640	OMAKBKMK_04052	etfB_2	Cluster_151802
Operon2640	OMAKBKMK_04053	etfA_2	Cluster_151802
Operon2640	OMAKBKMK_04054	meh_2	Cluster_151802
Operon2640	OMAKBKMK_04055	citE_2	Cluster_151802
Operon2641	OMAKBKMK_04056	Unknown_Gene	Cluster_66529
Operon2642	OMAKBKMK_04057	ghrB_3	Cluster_106806
Operon2642	OMAKBKMK_04058	kgtP_4	Cluster_106806
Operon2643	OMAKBKMK_04059	Unknown_Gene	Cluster_27554
Operon2643	OMAKBKMK_04060	Unknown_Gene	Cluster_27554
Operon2644	OMAKBKMK_04061	ligK_2	Cluster_154520
Operon2645	OMAKBKMK_04062	sauU_2	Cluster_82907
Operon2646	OMAKBKMK_04063	hdfR_7	Cluster_82907
Operon2647	OMAKBKMK_04064	ligK_3	Cluster_116820
Operon2648	OMAKBKMK_04065	Unknown_Gene	Cluster_45490
Operon2649	OMAKBKMK_04066	perR	Cluster_83519
Operon2650	OMAKBKMK_04067	aptA	Cluster_83519
Operon2650	OMAKBKMK_04068	aptB	Cluster_83519
Operon2651	OMAKBKMK_04069	garP	Cluster_96054
Operon2651	OMAKBKMK_04070	Unknown_Gene	Cluster_96054
Operon2651	OMAKBKMK_04071	sldA	Cluster_96054
Operon2652	OMAKBKMK_04072	fabG_7	Cluster_147047
Operon2652	OMAKBKMK_04073	grxB	Cluster_147047
Operon2652	OMAKBKMK_04074	arlR	Cluster_147047
Operon2653	OMAKBKMK_04075	Unknown_Gene	Cluster_63731
Operon2654	OMAKBKMK_04076	pncC_2	Cluster_63731
Operon2654	OMAKBKMK_04077	Unknown_Gene	Cluster_63731
Operon2654	OMAKBKMK_04078	Unknown_Gene	Cluster_63731
Operon2655	OMAKBKMK_04079	Unknown_Gene	Cluster_159076
Operon2655	OMAKBKMK_04080	Unknown_Gene	Cluster_159076
Operon2656	OMAKBKMK_04081	Unknown_Gene	Cluster_69184
Operon2657	OMAKBKMK_04082	Unknown_Gene	Cluster_70939
Operon2658	OMAKBKMK_04083	rppH_2	Cluster_1771
Operon2659	OMAKBKMK_04084	Unknown_Gene	Cluster_1771
Operon2660	OMAKBKMK_04085	hcaB_5	Cluster_115439
Operon2661	OMAKBKMK_04086	yraA	Cluster_130175
Operon2662	OMAKBKMK_04087	nepI_1	Cluster_132369
Operon2663	OMAKBKMK_04088	Unknown_Gene	Cluster_35417
Operon2664	OMAKBKMK_04089	rhaS_10	Cluster_35417
Operon2665	OMAKBKMK_04090	pcaI	Cluster_49386
Operon2665	OMAKBKMK_04091	pcaJ	Cluster_49386
